"Título de trazado: JTU_01_PT_22"
"N.º";"Fecha Tiempo, GMT-05:00";"Event, mm (LGR S/N: 10390585, SEN S/N: 10390585)";"Final de archivo (LGR S/N: 10390585)"
1;16/10/14 09:46:04;0.0;
2;16/10/14 18:14:09;0.1;
3;16/10/14 18:20:08;0.2;
4;16/10/14 18:25:00;0.3;
5;16/10/14 18:37:08;0.4;
6;16/10/14 18:39:45;0.5;
7;16/10/14 18:53:17;0.6;
8;16/10/14 19:05:28;0.7;
9;16/10/14 19:24:09;0.8;
10;16/10/14 19:41:16;0.9;
11;17/10/14 02:30:42;1.0;
12;17/10/14 12:35:55;1.1;
13;17/10/14 12:37:15;1.2;
14;17/10/14 12:38:55;1.3;
15;17/10/14 12:40:13;1.4;
16;17/10/14 12:42:24;1.5;
17;17/10/14 14:31:48;1.6;
18;18/10/14 00:26:14;1.7;
19;18/10/14 00:36:32;1.8;
20;18/10/14 08:29:19;1.9;
21;18/10/14 20:24:20;2.0;
22;18/10/14 20:37:59;2.1;
23;18/10/14 22:59:56;2.2;
24;18/10/14 23:02:51;2.3;
25;18/10/14 23:05:53;2.4;
26;18/10/14 23:08:11;2.5;
27;18/10/14 23:11:20;2.6;
28;18/10/14 23:13:36;2.7;
29;18/10/14 23:17:28;2.8;
30;18/10/14 23:22:15;2.9;
31;18/10/14 23:28:23;3.0;
32;18/10/14 23:35:18;3.1;
33;18/10/14 23:55:55;3.2;
34;19/10/14 00:43:03;3.3;
35;19/10/14 06:03:43;3.4;
36;19/10/14 14:33:18;3.5;
37;19/10/14 17:00:54;3.6;
38;19/10/14 17:03:45;3.7;
39;19/10/14 17:06:37;3.8;
40;19/10/14 17:12:40;3.9;
41;19/10/14 17:35:07;4.0;
42;19/10/14 18:15:22;4.1;
43;19/10/14 18:25:59;4.2;
44;19/10/14 18:28:01;4.3;
45;19/10/14 18:29:02;4.4;
46;19/10/14 18:29:36;4.5;
47;19/10/14 18:30:48;4.6;
48;19/10/14 18:31:35;4.7;
49;19/10/14 18:32:40;4.8;
50;19/10/14 18:33:30;4.9;
51;19/10/14 18:34:28;5.0;
52;19/10/14 18:35:23;5.1;
53;19/10/14 18:36:42;5.2;
54;19/10/14 18:37:49;5.3;
55;19/10/14 18:39:17;5.4;
56;19/10/14 18:40:26;5.5;
57;19/10/14 18:43:07;5.6;
58;19/10/14 18:44:27;5.7;
59;19/10/14 18:46:29;5.8;
60;19/10/14 18:48:13;5.9;
61;19/10/14 18:49:58;6.0;
62;19/10/14 18:51:12;6.1;
63;19/10/14 18:52:47;6.2;
64;19/10/14 18:53:54;6.3;
65;19/10/14 18:55:18;6.4;
66;19/10/14 18:56:38;6.5;
67;19/10/14 18:57:52;6.6;
68;19/10/14 18:58:57;6.7;
69;19/10/14 19:00:12;6.8;
70;19/10/14 19:01:04;6.9;
71;19/10/14 19:02:08;7.0;
72;19/10/14 19:03:08;7.1;
73;19/10/14 19:04:23;7.2;
74;19/10/14 19:05:29;7.3;
75;19/10/14 19:06:52;7.4;
76;19/10/14 19:07:45;7.5;
77;19/10/14 19:08:52;7.6;
78;19/10/14 19:09:43;7.7;
79;19/10/14 19:10:49;7.8;
