"Título de trazado: JTU_01_PT_22"
"N.º";"Fecha Tiempo, GMT-05:00";"Event, units (LGR S/N: 10390585, SEN S/N: 10390585)";"Final de archivo (LGR S/N: 10390585)"
1;29/06/15 10:07:13;0.0;
2;05/07/15 17:13:39;0.1;
3;05/07/15 17:17:29;0.2;
4;05/07/15 17:22:25;0.3;
5;05/07/15 17:34:14;0.4;
6;05/07/15 17:42:09;0.5;
7;05/07/15 17:44:13;0.6;
8;05/07/15 17:46:05;0.7;
9;05/07/15 17:47:38;0.8;
10;05/07/15 17:53:04;0.9;
11;05/07/15 18:01:32;1.0;
12;06/07/15 14:55:05;1.1;
13;06/07/15 15:33:27;1.2;
14;06/07/15 15:39:31;1.3;
15;06/07/15 15:42:24;1.4;
16;06/07/15 15:50:48;1.5;
17;06/07/15 18:37:19;1.6;
18;06/07/15 18:43:58;1.7;
19;06/07/15 18:51:58;1.8;
20;06/07/15 19:16:20;1.9;
21;06/07/15 21:31:01;2.0;
22;07/07/15 02:52:34;2.1;
23;08/07/15 08:32:40;2.2;
24;11/07/15 02:39:01;2.3;
25;11/07/15 04:01:25;2.4;
26;11/07/15 05:22:01;2.5;
27;11/07/15 05:39:06;2.6;
28;11/07/15 06:11:02;2.7;
29;11/07/15 07:37:03;2.8;
30;11/07/15 17:08:17;2.9;
31;11/07/15 17:18:30;3.0;
32;11/07/15 17:22:05;3.1;
33;11/07/15 17:24:53;3.2;
34;11/07/15 17:27:58;3.3;
35;11/07/15 17:30:17;3.4;
36;11/07/15 17:32:55;3.5;
37;11/07/15 17:36:57;3.6;
38;11/07/15 17:44:49;3.7;
39;11/07/15 18:10:05;3.8;
40;11/07/15 18:45:20;3.9;
41;11/07/15 18:57:36;4.0;
42;11/07/15 19:10:58;4.1;
43;11/07/15 19:17:30;4.2;
44;11/07/15 19:33:07;4.3;
45;11/07/15 20:09:15;4.4;
46;11/07/15 22:14:16;4.5;
47;11/07/15 23:06:27;4.6;
48;11/07/15 23:13:46;4.7;
49;11/07/15 23:24:03;4.8;
50;11/07/15 23:42:52;4.9;
51;11/07/15 23:50:11;5.0;
52;12/07/15 00:41:07;5.1;
53;12/07/15 02:39:16;5.2;
54;12/07/15 05:01:58;5.3;
55;12/07/15 05:29:29;5.4;
56;12/07/15 05:51:57;5.5;
57;12/07/15 06:08:39;5.6;
58;12/07/15 07:08:18;5.7;
59;12/07/15 07:32:41;5.8;
60;12/07/15 09:22:47;5.9;
61;14/07/15 07:37:43;6.0;
62;15/07/15 04:37:23;6.1;
63;15/07/15 17:31:49;6.2;
64;15/07/15 19:10:16;6.3;
65;15/07/15 20:10:57;6.4;
66;15/07/15 22:46:57;6.5;
67;16/07/15 03:12:41;6.6;
68;16/07/15 03:48:46;6.7;
69;16/07/15 04:21:58;6.8;
70;16/07/15 05:01:12;6.9;
71;16/07/15 06:00:53;7.0;
72;16/07/15 07:37:24;7.1;
73;16/07/15 11:03:20;7.2;
74;16/07/15 11:07:48;7.3;
75;16/07/15 12:25:15;7.4;
76;18/07/15 02:28:24;7.5;
77;18/07/15 02:59:20;7.6;
78;18/07/15 03:01:26;7.7;
79;18/07/15 03:03:42;7.8;
80;18/07/15 03:05:49;7.9;
81;18/07/15 03:07:40;8.0;
82;18/07/15 03:10:22;8.1;
83;18/07/15 03:11:40;8.2;
84;18/07/15 03:13:12;8.3;
85;18/07/15 03:14:20;8.4;
86;18/07/15 03:15:27;8.5;
87;18/07/15 03:16:29;8.6;
88;18/07/15 03:17:51;8.7;
89;18/07/15 03:19:00;8.8;
90;18/07/15 03:20:48;8.9;
91;18/07/15 03:22:17;9.0;
92;18/07/15 03:24:17;9.1;
93;18/07/15 03:25:31;9.2;
94;18/07/15 03:26:48;9.3;
95;18/07/15 03:27:58;9.4;
96;18/07/15 03:29:09;9.5;
97;18/07/15 03:30:10;9.6;
98;18/07/15 03:31:27;9.7;
99;18/07/15 03:32:35;9.8;
100;18/07/15 03:34:10;9.9;
101;18/07/15 03:35:17;10.0;
102;18/07/15 03:36:43;10.1;
103;18/07/15 03:37:51;10.2;
104;18/07/15 03:39:27;10.3;
105;18/07/15 03:40:36;10.4;
106;18/07/15 03:42:13;10.5;
107;18/07/15 03:43:45;10.6;
108;18/07/15 03:46:07;10.7;
109;18/07/15 03:48:31;10.8;
110;18/07/15 03:50:26;10.9;
111;18/07/15 03:54:43;11.0;
112;18/07/15 04:05:15;11.1;
113;18/07/15 04:10:16;11.2;
114;18/07/15 04:13:39;11.3;
115;18/07/15 04:15:44;11.4;
116;18/07/15 04:18:41;11.5;
117;18/07/15 04:21:04;11.6;
118;18/07/15 04:23:38;11.7;
119;18/07/15 04:26:08;11.8;
120;18/07/15 04:28:11;11.9;
121;18/07/15 04:29:41;12.0;
122;18/07/15 04:30:57;12.1;
123;18/07/15 04:32:03;12.2;
124;18/07/15 04:33:59;12.3;
125;18/07/15 04:36:44;12.4;
126;18/07/15 04:40:35;12.5;
127;18/07/15 04:42:14;12.6;
128;18/07/15 04:43:45;12.7;
129;18/07/15 04:45:40;12.8;
130;18/07/15 04:53:38;12.9;
131;18/07/15 04:59:54;13.0;
132;18/07/15 05:20:30;13.1;
133;18/07/15 05:39:28;13.2;
134;18/07/15 06:30:30;13.3;
135;18/07/15 06:49:56;13.4;
136;18/07/15 07:02:22;13.5;
137;18/07/15 07:07:02;13.6;
138;18/07/15 07:15:01;13.7;
139;18/07/15 07:45:25;13.8;
140;18/07/15 07:52:23;13.9;
141;18/07/15 07:55:05;14.0;
142;18/07/15 07:59:28;14.1;
143;18/07/15 08:07:17;14.2;
144;18/07/15 08:26:02;14.3;
145;18/07/15 08:51:04;14.4;
146;18/07/15 08:58:44;14.5;
147;18/07/15 09:01:56;14.6;
148;18/07/15 09:06:27;14.7;
149;18/07/15 09:14:26;14.8;
150;18/07/15 09:26:24;14.9;
151;18/07/15 09:37:50;15.0;
152;18/07/15 09:58:44;15.1;
153;18/07/15 10:11:29;15.2;
154;18/07/15 10:18:36;15.3;
155;18/07/15 10:25:44;15.4;
156;18/07/15 10:35:44;15.5;
157;18/07/15 10:42:36;15.6;
158;18/07/15 10:47:04;15.7;
159;18/07/15 10:51:28;15.8;
160;18/07/15 10:59:44;15.9;
161;18/07/15 11:07:46;16.0;
162;18/07/15 11:20:23;16.1;
163;18/07/15 11:39:14;16.2;
164;18/07/15 13:26:35;16.3;
165;18/07/15 13:54:38;16.4;
166;18/07/15 15:05:23;16.5;
167;18/07/15 15:51:08;16.6;
168;18/07/15 16:06:04;16.7;
169;18/07/15 16:21:44;16.8;
170;18/07/15 16:42:58;16.9;
171;18/07/15 20:37:07;17.0;
172;19/07/15 10:27:53;17.1;
173;19/07/15 13:24:53;17.2;
174;19/07/15 13:31:44;17.3;
175;19/07/15 13:44:26;17.4;
176;19/07/15 14:12:17;17.5;
177;19/07/15 14:55:04;17.6;
178;19/07/15 14:59:34;17.7;
179;19/07/15 15:00:47;17.8;
180;19/07/15 15:02:12;17.9;
181;19/07/15 15:04:14;18.0;
182;19/07/15 15:07:38;18.1;
183;19/07/15 15:09:51;18.2;
184;19/07/15 15:14:13;18.3;
185;19/07/15 15:57:52;18.4;
186;19/07/15 16:19:48;18.5;
187;19/07/15 16:21:17;18.6;
188;19/07/15 16:22:47;18.7;
189;19/07/15 16:23:33;18.8;
190;19/07/15 16:24:09;18.9;
191;19/07/15 16:25:00;19.0;
192;19/07/15 16:25:48;19.1;
193;19/07/15 16:26:51;19.2;
194;19/07/15 16:30:59;19.3;
195;19/07/15 17:32:46;19.4;
196;19/07/15 17:46:00;19.5;
197;19/07/15 18:17:21;19.6;
198;19/07/15 18:49:58;19.7;
199;19/07/15 19:24:24;19.8;
200;19/07/15 19:36:20;19.9;
201;19/07/15 19:44:27;20.0;
202;19/07/15 19:49:04;20.1;
203;19/07/15 19:53:03;20.2;
204;19/07/15 19:59:30;20.3;
205;19/07/15 20:05:40;20.4;
206;19/07/15 20:15:15;20.5;
207;19/07/15 20:20:56;20.6;
208;19/07/15 20:25:28;20.7;
209;19/07/15 20:31:24;20.8;
210;19/07/15 20:37:56;20.9;
211;19/07/15 20:42:02;21.0;
212;19/07/15 20:52:27;21.1;
213;19/07/15 22:13:13;21.2;
214;19/07/15 22:35:17;21.3;
215;20/07/15 03:07:20;21.4;
216;20/07/15 16:16:23;21.5;
217;21/07/15 19:06:54;21.6;
218;21/07/15 19:08:43;21.7;
219;21/07/15 19:10:46;21.8;
220;21/07/15 19:13:50;21.9;
221;21/07/15 19:18:25;22.0;
222;21/07/15 19:22:31;22.1;
223;21/07/15 19:26:13;22.2;
224;21/07/15 19:34:32;22.3;
225;21/07/15 21:44:23;22.4;
226;21/07/15 22:53:53;22.5;
227;21/07/15 22:59:45;22.6;
228;21/07/15 23:02:00;22.7;
229;21/07/15 23:03:44;22.8;
230;21/07/15 23:05:02;22.9;
231;21/07/15 23:06:00;23.0;
232;21/07/15 23:07:43;23.1;
233;21/07/15 23:09:23;23.2;
234;21/07/15 23:12:06;23.3;
235;21/07/15 23:14:24;23.4;
236;21/07/15 23:16:07;23.5;
237;21/07/15 23:17:10;23.6;
238;21/07/15 23:18:07;23.7;
239;21/07/15 23:18:53;23.8;
240;21/07/15 23:19:42;23.9;
241;21/07/15 23:20:31;24.0;
242;21/07/15 23:21:40;24.1;
243;21/07/15 23:22:56;24.2;
244;21/07/15 23:23:59;24.3;
245;21/07/15 23:24:53;24.4;
246;21/07/15 23:26:06;24.5;
247;21/07/15 23:28:02;24.6;
248;21/07/15 23:30:26;24.7;
249;21/07/15 23:32:09;24.8;
250;21/07/15 23:33:39;24.9;
251;21/07/15 23:34:51;25.0;
252;21/07/15 23:35:50;25.1;
253;21/07/15 23:36:52;25.2;
254;21/07/15 23:38:11;25.3;
255;21/07/15 23:39:33;25.4;
256;21/07/15 23:41:11;25.5;
257;21/07/15 23:43:30;25.6;
258;21/07/15 23:47:07;25.7;
259;22/07/15 00:09:31;25.8;
260;22/07/15 06:45:18;25.9;
261;22/07/15 06:47:28;26.0;
262;22/07/15 06:50:21;26.1;
263;22/07/15 06:52:51;26.2;
264;22/07/15 06:55:43;26.3;
265;22/07/15 06:58:09;26.4;
266;22/07/15 07:00:46;26.5;
267;22/07/15 07:02:56;26.6;
268;22/07/15 07:05:34;26.7;
269;22/07/15 07:07:36;26.8;
270;22/07/15 07:09:56;26.9;
271;22/07/15 07:11:51;27.0;
272;22/07/15 07:14:14;27.1;
273;22/07/15 07:16:21;27.2;
274;22/07/15 07:18:50;27.3;
275;22/07/15 07:20:39;27.4;
276;22/07/15 07:22:47;27.5;
277;22/07/15 07:24:15;27.6;
278;22/07/15 07:25:57;27.7;
279;22/07/15 07:27:27;27.8;
280;22/07/15 07:29:20;27.9;
281;22/07/15 07:30:52;28.0;
282;22/07/15 07:32:34;28.1;
283;22/07/15 07:34:00;28.2;
284;22/07/15 07:35:51;28.3;
285;22/07/15 07:37:21;28.4;
286;22/07/15 07:38:52;28.5;
287;22/07/15 07:40:12;28.6;
288;22/07/15 07:41:43;28.7;
289;22/07/15 07:42:51;28.8;
290;22/07/15 07:44:08;28.9;
291;22/07/15 07:45:13;29.0;
292;22/07/15 07:46:36;29.1;
293;22/07/15 07:47:49;29.2;
294;22/07/15 07:49:20;29.3;
295;22/07/15 07:50:40;29.4;
296;22/07/15 07:52:18;29.5;
297;22/07/15 07:53:45;29.6;
298;22/07/15 07:55:32;29.7;
299;22/07/15 07:56:58;29.8;
300;22/07/15 07:58:48;29.9;
301;22/07/15 08:00:19;30.0;
302;22/07/15 08:02:04;30.1;
303;22/07/15 08:03:30;30.2;
304;22/07/15 08:05:19;30.3;
305;22/07/15 08:06:50;30.4;
306;22/07/15 08:08:35;30.5;
307;22/07/15 08:10:00;30.6;
308;22/07/15 08:11:42;30.7;
309;22/07/15 08:13:24;30.8;
310;22/07/15 08:15:36;30.9;
311;22/07/15 08:15:53;31.0;
312;22/07/15 08:17:16;31.1;
313;22/07/15 08:18:44;31.2;
314;22/07/15 08:20:28;31.3;
315;22/07/15 08:21:56;31.4;
316;22/07/15 08:23:43;31.5;
317;22/07/15 08:25:16;31.6;
318;22/07/15 08:27:00;31.7;
319;22/07/15 08:28:18;31.8;
320;22/07/15 08:29:50;31.9;
321;22/07/15 08:31:12;32.0;
322;22/07/15 08:33:02;32.1;
323;22/07/15 08:34:35;32.2;
324;22/07/15 08:36:28;32.3;
325;22/07/15 08:38:01;32.4;
326;22/07/15 08:39:50;32.5;
327;22/07/15 08:41:06;32.6;
328;22/07/15 08:42:51;32.7;
329;22/07/15 08:44:31;32.8;
330;22/07/15 08:46:26;32.9;
331;22/07/15 08:48:13;33.0;
332;22/07/15 08:51:18;33.1;
333;22/07/15 08:53:04;33.2;
334;22/07/15 08:55:41;33.3;
335;22/07/15 08:58:23;33.4;
336;22/07/15 08:59:35;33.5;
337;22/07/15 09:01:18;33.6;
338;22/07/15 09:03:23;33.7;
339;22/07/15 09:05:36;33.8;
340;22/07/15 09:07:33;33.9;
341;22/07/15 09:09:08;34.0;
342;22/07/15 09:11:14;34.1;
343;22/07/15 09:12:51;34.2;
344;22/07/15 09:14:34;34.3;
345;22/07/15 09:15:56;34.4;
346;22/07/15 09:17:35;34.5;
347;22/07/15 09:18:50;34.6;
348;22/07/15 09:20:26;34.7;
349;22/07/15 09:21:50;34.8;
350;22/07/15 09:23:28;34.9;
