"Título de trazado: JTU-01_PT_22"
"N.º";"Fecha Tiempo, GMT-05:00";"Event, mm (LGR S/N: 10725305, SEN S/N: 10725305)";"Final de archivo (LGR S/N: 10725305)"
1;11/02/16 12:05:30;0.0;
2;16/02/16 03:36:05;0.1;
3;17/02/16 12:05:07;0.2;
4;17/02/16 12:09:13;0.3;
5;17/02/16 13:18:00;0.4;
6;18/02/16 03:55:41;0.5;
7;23/02/16 00:30:58;0.6;
8;23/02/16 00:32:35;0.7;
9;23/02/16 00:39:00;0.8;
10;23/02/16 00:56:44;0.9;
11;23/02/16 01:08:28;1.0;
12;23/02/16 01:11:43;1.1;
13;23/02/16 01:16:12;1.2;
14;23/02/16 01:19:41;1.3;
15;23/02/16 02:00:47;1.4;
16;23/02/16 02:02:54;1.5;
17;23/02/16 02:06:51;1.6;
18;23/02/16 02:16:32;1.7;
19;23/02/16 02:22:54;1.8;
20;23/02/16 02:27:06;1.9;
21;23/02/16 02:33:55;2.0;
22;23/02/16 02:42:56;2.1;
23;23/02/16 05:30:09;2.2;
24;24/02/16 09:41:44;2.3;
25;24/02/16 09:48:15;2.4;
26;25/02/16 16:49:07;2.5;
27;25/02/16 20:24:06;2.6;
28;25/02/16 20:26:27;2.7;
29;25/02/16 20:29:23;2.8;
30;25/02/16 20:33:11;2.9;
31;26/02/16 14:40:55;3.0;
32;26/02/16 14:43:28;3.1;
33;26/02/16 14:45:38;3.2;
34;26/02/16 14:47:19;3.3;
35;26/02/16 14:48:08;3.4;
36;26/02/16 14:48:40;3.5;
37;26/02/16 14:49:08;3.6;
38;26/02/16 14:49:35;3.7;
39;26/02/16 14:50:23;3.8;
40;26/02/16 14:53:39;3.9;
41;26/02/16 14:56:35;4.0;
42;26/02/16 14:58:13;4.1;
43;26/02/16 14:59:00;4.2;
44;26/02/16 15:00:21;4.3;
45;28/02/16 05:09:57;4.4;
46;28/02/16 11:10:39;4.5;
47;28/02/16 11:19:23;4.6;
48;28/02/16 11:50:19;4.7;
49;28/02/16 12:03:08;4.8;
50;28/02/16 18:24:22;4.9;
