"Título de trazado: JTU_01_PT_22"
"N.º";"Fecha Tiempo, GMT-05:00";"Event, units (LGR S/N: 10390585, SEN S/N: 10390585)";"Final de archivo (LGR S/N: 10390585)"
131;17/04/15 12:01:10;13.0;
132;17/04/15 12:01:27;13.1;
133;17/04/15 12:01:58;13.2;
134;17/04/15 12:02:16;13.3;
135;17/04/15 12:02:31;13.4;
136;17/04/15 12:02:43;13.5;
137;17/04/15 12:02:58;13.6;
138;17/04/15 12:03:09;13.7;
139;17/04/15 12:03:31;13.8;
140;17/04/15 12:03:51;13.9;
141;17/04/15 12:04:16;14.0;
142;17/04/15 12:04:44;14.1;
143;17/04/15 12:05:18;14.2;
144;17/04/15 12:05:42;14.3;
145;17/04/15 12:06:10;14.4;
146;17/04/15 12:06:37;14.5;
147;17/04/15 12:07:27;14.6;
148;17/04/15 12:08:31;14.7;
149;17/04/15 12:09:32;14.8;
150;17/04/15 12:10:25;14.9;
151;17/04/15 12:11:03;15.0;
152;17/04/15 12:11:28;15.1;
153;17/04/15 12:12:02;15.2;
154;17/04/15 12:12:32;15.3;
155;17/04/15 12:13:16;15.4;
156;17/04/15 12:14:15;15.5;
157;17/04/15 12:15:51;15.6;
158;17/04/15 12:17:06;15.7;
159;17/04/15 12:19:01;15.8;
160;17/04/15 12:22:00;15.9;
161;17/04/15 12:27:37;16.0;
162;17/04/15 12:37:16;16.1;
163;17/04/15 12:52:18;16.2;
164;17/04/15 12:55:39;16.3;
165;17/04/15 13:00:27;16.4;
166;17/04/15 16:07:12;16.5;
167;17/04/15 23:09:36;16.6;
168;17/04/15 23:47:41;16.7;
169;18/04/15 12:30:18;16.8;
170;18/04/15 12:46:07;16.9;
171;18/04/15 15:24:46;17.0;
172;18/04/15 15:36:15;17.1;
173;18/04/15 16:48:55;17.2;
174;18/04/15 16:50:26;17.3;
175;18/04/15 16:51:20;17.4;
176;18/04/15 16:52:05;17.5;
177;18/04/15 16:54:59;17.6;
178;18/04/15 17:07:48;17.7;
179;18/04/15 17:22:31;17.8;
180;18/04/15 17:31:20;17.9;
181;18/04/15 17:40:10;18.0;
182;18/04/15 17:42:27;18.1;
183;18/04/15 17:45:26;18.2;
184;18/04/15 17:47:37;18.3;
185;18/04/15 17:49:59;18.4;
186;18/04/15 17:52:23;18.5;
187;18/04/15 17:56:41;18.6;
188;18/04/15 17:59:46;18.7;
189;18/04/15 18:03:13;18.8;
190;18/04/15 18:10:08;18.9;
191;19/04/15 03:08:53;19.0;
192;19/04/15 11:17:40;19.1;
193;19/04/15 11:36:09;19.2;
194;19/04/15 11:37:42;19.3;
195;19/04/15 11:43:27;19.4;
196;19/04/15 12:13:04;19.5;
197;19/04/15 12:13:56;19.6;
198;19/04/15 12:16:43;19.7;
199;19/04/15 12:34:47;19.8;
200;19/04/15 12:35:57;19.9;
201;19/04/15 12:36:48;20.0;
202;19/04/15 12:37:25;20.1;
203;19/04/15 12:38:11;20.2;
204;19/04/15 12:38:38;20.3;
205;19/04/15 12:39:11;20.4;
206;19/04/15 12:39:41;20.5;
207;19/04/15 12:40:59;20.6;
208;19/04/15 12:46:13;20.7;
209;19/04/15 12:48:51;20.8;
210;19/04/15 12:50:17;20.9;
211;19/04/15 12:52:16;21.0;
212;19/04/15 12:54:26;21.1;
213;19/04/15 12:55:29;21.2;
214;19/04/15 12:56:26;21.3;
215;19/04/15 12:57:57;21.4;
216;19/04/15 12:59:51;21.5;
217;19/04/15 13:04:15;21.6;
218;19/04/15 13:05:42;21.7;
219;19/04/15 13:06:33;21.8;
220;19/04/15 13:07:10;21.9;
221;19/04/15 13:08:53;22.0;
222;19/04/15 13:11:24;22.1;
223;19/04/15 13:13:16;22.2;
224;19/04/15 13:14:17;22.3;
225;19/04/15 13:15:39;22.4;
226;19/04/15 13:16:44;22.5;
227;19/04/15 13:19:14;22.6;
228;19/04/15 13:27:07;22.7;
229;19/04/15 14:14:56;22.8;
230;19/04/15 14:31:52;22.9;
231;22/04/15 08:04:55;23.0;
232;22/04/15 16:08:04;23.1;
233;22/04/15 16:10:16;23.2;
234;22/04/15 16:11:48;23.3;
235;22/04/15 16:15:49;23.4;
236;22/04/15 16:18:47;23.5;
237;22/04/15 16:25:18;23.6;
238;22/04/15 16:27:19;23.7;
239;22/04/15 16:29:07;23.8;
240;22/04/15 16:30:13;23.9;
241;22/04/15 16:35:39;24.0;
242;22/04/15 16:38:04;24.1;
243;22/04/15 16:44:02;24.2;
244;22/04/15 16:46:41;24.3;
245;22/04/15 16:48:41;24.4;
246;22/04/15 16:50:07;24.5;
247;22/04/15 16:51:14;24.6;
248;22/04/15 16:52:45;24.7;
249;22/04/15 17:02:01;24.8;
250;22/04/15 17:26:11;24.9;
251;22/04/15 21:44:16;25.0;
252;22/04/15 23:45:05;25.1;
253;23/04/15 00:40:33;25.2;
254;23/04/15 04:22:35;25.3;
255;23/04/15 18:49:03;25.4;
256;23/04/15 21:51:39;25.5;
257;24/04/15 02:14:29;25.6;
258;24/04/15 02:28:07;25.7;
259;24/04/15 07:41:53;25.8;
260;24/04/15 07:45:25;25.9;
261;24/04/15 07:49:59;26.0;
262;24/04/15 07:52:28;26.1;
263;24/04/15 07:56:47;26.2;
264;24/04/15 08:01:04;26.3;
265;24/04/15 08:10:55;26.4;
266;24/04/15 08:26:57;26.5;
267;24/04/15 14:40:15;26.6;
268;24/04/15 14:44:08;26.7;
269;24/04/15 14:50:13;26.8;
270;24/04/15 15:09:30;26.9;
271;25/04/15 02:07:04;27.0;
272;25/04/15 02:17:34;27.1;
273;25/04/15 05:05:00;27.2;
274;25/04/15 06:19:44;27.3;
275;25/04/15 07:07:46;27.4;
276;25/04/15 07:34:35;27.5;
277;25/04/15 08:11:38;27.6;
278;25/04/15 08:51:10;27.7;
279;25/04/15 08:55:20;27.8;
280;25/04/15 09:03:56;27.9;
281;25/04/15 09:29:31;28.0;
282;25/04/15 09:59:24;28.1;
283;25/04/15 10:06:46;28.2;
284;25/04/15 10:16:58;28.3;
285;25/04/15 10:46:43;28.4;
286;25/04/15 10:51:25;28.5;
287;25/04/15 11:07:37;28.6;
288;25/04/15 11:23:31;28.7;
289;25/04/15 11:28:01;28.8;
290;25/04/15 11:35:35;28.9;
291;25/04/15 11:46:15;29.0;
292;25/04/15 12:08:09;29.1;
293;25/04/15 12:34:03;29.2;
294;25/04/15 12:57:31;29.3;
295;25/04/15 13:00:50;29.4;
296;25/04/15 13:09:43;29.5;
297;25/04/15 14:48:42;29.6;
298;25/04/15 14:54:42;29.7;
299;25/04/15 14:58:35;29.8;
300;25/04/15 15:01:55;29.9;
301;25/04/15 15:05:15;30.0;
302;25/04/15 15:07:05;30.1;
303;25/04/15 15:09:01;30.2;
304;25/04/15 15:10:20;30.3;
305;25/04/15 15:12:03;30.4;
306;25/04/15 15:13:08;30.5;
307;25/04/15 15:14:24;30.6;
308;25/04/15 15:15:53;30.7;
309;25/04/15 15:18:57;30.8;
310;25/04/15 15:22:25;30.9;
311;25/04/15 15:27:43;31.0;
312;25/04/15 15:35:33;31.1;
313;25/04/15 15:42:41;31.2;
314;25/04/15 15:45:20;31.3;
315;25/04/15 16:11:11;31.4;
316;25/04/15 16:14:33;31.5;
317;25/04/15 16:18:07;31.6;
318;25/04/15 16:28:59;31.7;
319;25/04/15 21:28:57;31.8;
320;25/04/15 21:46:39;31.9;
321;25/04/15 21:53:37;32.0;
322;25/04/15 21:58:12;32.1;
323;25/04/15 22:19:12;32.2;
324;25/04/15 22:32:56;32.3;
325;25/04/15 22:57:45;32.4;
326;25/04/15 23:22:57;32.5;
327;25/04/15 23:46:08;32.6;
328;25/04/15 23:52:22;32.7;
329;25/04/15 23:58:48;32.8;
330;26/04/15 00:14:44;32.9;
331;26/04/15 00:53:10;33.0;
332;26/04/15 01:17:05;33.1;
333;26/04/15 01:22:32;33.2;
334;26/04/15 02:04:14;33.3;
335;26/04/15 02:28:11;33.4;
336;26/04/15 02:33:46;33.5;
337;26/04/15 02:50:26;33.6;
338;26/04/15 02:53:31;33.7;
339;26/04/15 04:25:46;33.8;
340;26/04/15 06:15:07;33.9;
341;26/04/15 06:42:41;34.0;
342;26/04/15 14:14:20;34.1;
343;26/04/15 14:51:52;34.2;
344;26/04/15 15:36:11;34.3;
345;27/04/15 03:45:35;34.4;
346;28/04/15 03:53:55;34.5;
347;28/04/15 06:58:45;34.6;
348;28/04/15 07:28:21;34.7;
349;28/04/15 08:15:15;34.8;
350;30/04/15 14:53:45;34.9;
351;30/04/15 14:59:33;35.0;
352;30/04/15 15:00:54;35.1;
353;30/04/15 15:02:03;35.2;
354;30/04/15 15:03:07;35.3;
355;30/04/15 15:04:44;35.4;
356;30/04/15 15:05:45;35.5;
357;30/04/15 15:06:49;35.6;
358;30/04/15 15:09:06;35.7;
359;30/04/15 15:12:06;35.8;
360;30/04/15 15:23:02;35.9;
361;30/04/15 16:34:29;36.0;
362;30/04/15 21:12:01;36.1;
363;30/04/15 21:28:36;36.2;
364;30/04/15 21:37:02;36.3;
365;30/04/15 22:20:30;36.4;
366;30/04/15 22:49:38;36.5;
367;03/05/15 06:35:55;36.6;
368;03/05/15 11:33:03;36.7;
369;03/05/15 11:34:57;36.8;
370;03/05/15 11:38:09;36.9;
371;03/05/15 11:58:19;37.0;
372;03/05/15 12:02:15;37.1;
373;03/05/15 12:07:15;37.2;
374;03/05/15 12:10:12;37.3;
375;03/05/15 15:21:03;37.4;
376;03/05/15 15:28:55;37.5;
377;03/05/15 15:39:21;37.6;
378;03/05/15 15:41:50;37.7;
379;03/05/15 15:47:31;37.8;
380;03/05/15 15:48:13;37.9;
381;03/05/15 15:49:47;38.0;
382;03/05/15 15:50:35;38.1;
383;03/05/15 15:51:53;38.2;
384;03/05/15 15:52:23;38.3;
385;03/05/15 15:53:10;38.4;
386;03/05/15 15:54:23;38.5;
387;03/05/15 16:26:49;38.6;
388;03/05/15 17:59:18;38.7;
389;03/05/15 18:00:19;38.8;
390;03/05/15 18:01:37;38.9;
391;03/05/15 18:04:14;39.0;
392;03/05/15 18:05:20;39.1;
393;03/05/15 18:08:26;39.2;
394;03/05/15 19:59:32;39.3;
395;03/05/15 20:37:33;39.4;
396;04/05/15 14:28:56;39.5;
397;04/05/15 15:16:21;39.6;
398;04/05/15 15:45:16;39.7;
399;05/05/15 01:39:52;39.8;
400;05/05/15 01:44:06;39.9;
401;05/05/15 01:47:32;40.0;
402;05/05/15 01:50:28;40.1;
403;05/05/15 01:55:06;40.2;
404;05/05/15 01:59:36;40.3;
405;05/05/15 02:04:32;40.4;
406;05/05/15 02:10:26;40.5;
407;05/05/15 02:16:33;40.6;
408;05/05/15 02:20:54;40.7;
409;05/05/15 02:26:50;40.8;
410;05/05/15 02:32:06;40.9;
411;05/05/15 02:36:11;41.0;
412;05/05/15 02:39:32;41.1;
413;05/05/15 02:43:38;41.2;
414;05/05/15 02:47:09;41.3;
415;05/05/15 02:51:05;41.4;
416;05/05/15 02:53:40;41.5;
417;05/05/15 02:56:30;41.6;
418;05/05/15 02:58:35;41.7;
419;05/05/15 03:01:14;41.8;
420;05/05/15 03:02:56;41.9;
421;05/05/15 03:05:19;42.0;
422;05/05/15 03:07:23;42.1;
423;05/05/15 03:09:59;42.2;
424;05/05/15 03:12:56;42.3;
425;05/05/15 03:16:21;42.4;
426;05/05/15 03:19:58;42.5;
427;05/05/15 03:26:35;42.6;
428;05/05/15 03:30:36;42.7;
429;05/05/15 03:35:56;42.8;
430;05/05/15 03:40:36;42.9;
431;05/05/15 03:44:36;43.0;
432;05/05/15 03:48:37;43.1;
433;05/05/15 03:56:08;43.2;
434;05/05/15 04:30:05;43.3;
435;09/05/15 12:25:16;43.4;
436;09/05/15 12:32:09;43.5;
437;09/05/15 12:36:51;43.6;
438;10/05/15 02:56:09;43.7;
439;10/05/15 09:28:38;43.8;
440;10/05/15 20:25:41;43.9;
441;11/05/15 04:24:51;44.0;
442;11/05/15 04:51:03;44.1;
443;11/05/15 05:23:23;44.2;
444;11/05/15 06:58:09;44.3;
445;11/05/15 07:46:34;44.4;
446;11/05/15 09:45:50;44.5;
447;11/05/15 09:47:14;44.5;Registrado
