"Título de trazado: JTU_01_PP_11"
"N.º";"Fecha Tiempo, GMT-05:00";"Lluvia, mm (LGR S/N: 10390583, SEN S/N: 10390583)";"Final de archivo (LGR S/N: 10390583)"
296;18/11/14 15:31:27;29,5;
297;18/11/14 15:31:49;29,6;
298;18/11/14 15:32:13;29,7;
299;18/11/14 15:32:52;29,8;
300;18/11/14 15:33:16;29,9;
301;18/11/14 15:33:41;30,0;
302;18/11/14 15:34:12;30,1;
303;18/11/14 15:35:01;30,2;
304;18/11/14 15:36:03;30,3;
305;18/11/14 15:37:22;30,4;
306;18/11/14 15:38:16;30,5;
307;18/11/14 15:38:56;30,6;
308;18/11/14 15:39:23;30,7;
309;18/11/14 15:39:48;30,8;
310;18/11/14 15:40:15;30,9;
311;18/11/14 15:41:24;31,0;
312;18/11/14 15:42:52;31,1;
313;18/11/14 15:45:39;31,2;
314;18/11/14 17:04:54;31,3;
315;18/11/14 17:15:52;31,4;
316;18/11/14 17:18:31;31,5;
317;18/11/14 19:25:09;31,6;
318;18/11/14 19:28:57;31,7;
319;18/11/14 19:33:12;31,8;
320;18/11/14 19:42:23;31,9;
321;18/11/14 19:47:14;32,0;
322;18/11/14 19:51:40;32,1;
323;18/11/14 19:55:11;32,2;
324;18/11/14 19:57:07;32,3;
325;18/11/14 19:58:46;32,4;
326;18/11/14 20:00:40;32,5;
327;18/11/14 20:02:24;32,6;
328;18/11/14 20:03:52;32,7;
329;18/11/14 20:05:09;32,8;
330;18/11/14 20:06:17;32,9;
331;18/11/14 20:07:30;33,0;
332;18/11/14 20:08:30;33,1;
333;18/11/14 20:09:38;33,2;
334;18/11/14 20:11:08;33,3;
335;18/11/14 20:13:13;33,4;
336;18/11/14 20:14:26;33,5;
337;18/11/14 20:16:57;33,6;
338;18/11/14 20:19:12;33,7;
339;18/11/14 20:22:12;33,8;
340;18/11/14 20:24:51;33,9;
341;18/11/14 20:26:43;34,0;
342;18/11/14 20:28:41;34,1;
343;18/11/14 20:30:40;34,2;
344;18/11/14 20:31:54;34,3;
345;18/11/14 20:33:28;34,4;
346;18/11/14 20:34:48;34,5;
347;18/11/14 20:36:13;34,6;
348;18/11/14 20:37:54;34,7;
349;18/11/14 20:39:33;34,8;
350;18/11/14 20:41:25;34,9;
351;18/11/14 20:45:08;35,0;
352;18/11/14 21:00:18;35,1;
353;19/11/14 00:11:03;35,2;
354;19/11/14 01:25:02;35,3;
355;19/11/14 03:55:05;35,4;
356;20/11/14 13:43:26;35,5;
357;20/11/14 13:44:03;35,6;
358;20/11/14 13:44:40;35,7;
359;20/11/14 13:45:36;35,8;
360;20/11/14 13:46:28;35,9;
361;20/11/14 13:47:31;36,0;
362;20/11/14 13:48:27;36,1;
363;20/11/14 13:49:12;36,2;
364;20/11/14 13:49:30;36,3;
365;20/11/14 13:49:53;36,4;
366;20/11/14 13:50:17;36,5;
367;20/11/14 13:50:38;36,6;
368;20/11/14 13:50:54;36,7;
369;20/11/14 13:51:19;36,8;
370;20/11/14 13:51:39;36,9;
371;20/11/14 13:52:06;37,0;
372;20/11/14 13:52:29;37,1;
373;20/11/14 13:52:49;37,2;
374;20/11/14 13:53:12;37,3;
375;20/11/14 13:53:39;37,4;
376;20/11/14 13:54:15;37,5;
377;20/11/14 13:55:18;37,6;
378;20/11/14 13:55:51;37,7;
379;20/11/14 13:56:09;37,8;
380;20/11/14 13:56:19;37,9;
381;20/11/14 13:56:31;38,0;
382;20/11/14 13:56:40;38,1;
383;20/11/14 13:56:51;38,2;
384;20/11/14 13:57:01;38,3;
385;20/11/14 13:57:16;38,4;
386;20/11/14 13:57:36;38,5;
387;20/11/14 13:57:59;38,6;
388;20/11/14 13:58:14;38,7;
389;20/11/14 13:58:40;38,8;
390;20/11/14 13:59:06;38,9;
391;20/11/14 13:59:55;39,0;
392;20/11/14 14:00:13;39,1;
393;20/11/14 14:00:37;39,2;
394;20/11/14 14:00:56;39,3;
395;20/11/14 14:01:24;39,4;
396;20/11/14 14:01:50;39,5;
397;20/11/14 14:02:22;39,6;
398;20/11/14 14:02:57;39,7;
399;20/11/14 14:03:52;39,8;
400;20/11/14 14:04:28;39,9;
401;20/11/14 14:05:00;40,0;
402;20/11/14 14:05:38;40,1;
403;20/11/14 14:06:13;40,2;
404;20/11/14 14:06:41;40,3;
405;20/11/14 14:07:14;40,4;
406;20/11/14 14:07:32;40,5;
407;20/11/14 14:07:52;40,6;
408;20/11/14 14:08:10;40,7;
409;20/11/14 14:08:28;40,8;
410;20/11/14 14:08:41;40,9;
411;20/11/14 14:08:59;41,0;
412;20/11/14 14:09:17;41,1;
413;20/11/14 14:09:58;41,2;
414;20/11/14 14:10:33;41,3;
415;20/11/14 14:11:11;41,4;
416;20/11/14 14:11:36;41,5;
417;20/11/14 14:12:05;41,6;
418;20/11/14 14:12:31;41,7;
419;20/11/14 14:13:04;41,8;
420;20/11/14 14:13:31;41,9;
421;20/11/14 14:14:12;42,0;
422;20/11/14 14:14:54;42,1;
423;20/11/14 14:16:03;42,2;
424;20/11/14 14:17:07;42,3;
425;20/11/14 14:18:07;42,4;
426;20/11/14 14:19:06;42,5;
427;20/11/14 14:20:01;42,6;
428;20/11/14 14:20:30;42,7;
429;20/11/14 14:21:08;42,8;
430;20/11/14 14:22:00;42,9;
431;20/11/14 14:22:51;43,0;
432;20/11/14 14:23:25;43,1;
433;20/11/14 14:24:07;43,2;
434;20/11/14 14:24:45;43,3;
435;20/11/14 14:25:19;43,4;
436;20/11/14 14:25:56;43,5;
437;20/11/14 14:26:37;43,6;
438;20/11/14 14:27:19;43,7;
439;20/11/14 14:28:28;43,8;
440;20/11/14 14:29:20;43,9;
441;20/11/14 14:30:36;44,0;
442;20/11/14 14:31:51;44,1;
443;20/11/14 14:33:10;44,2;
444;20/11/14 14:34:22;44,3;
445;20/11/14 14:35:39;44,4;
446;20/11/14 14:37:16;44,5;
447;20/11/14 14:38:55;44,6;
448;20/11/14 14:39:47;44,7;
449;20/11/14 14:40:43;44,8;
450;20/11/14 14:41:21;44,9;
451;20/11/14 14:41:55;45,0;
452;20/11/14 14:42:48;45,1;
453;20/11/14 14:44:04;45,2;
454;20/11/14 14:45:42;45,3;
455;20/11/14 14:47:34;45,4;
456;20/11/14 14:49:17;45,5;
457;20/11/14 14:51:09;45,6;
458;20/11/14 14:53:14;45,7;
459;20/11/14 14:56:27;45,8;
460;20/11/14 14:58:17;45,9;
461;20/11/14 15:00:36;46,0;
462;20/11/14 15:02:01;46,1;
463;20/11/14 15:03:05;46,2;
464;20/11/14 15:03:40;46,3;
465;20/11/14 15:04:31;46,4;
466;20/11/14 15:05:32;46,5;
467;20/11/14 15:07:05;46,6;
468;20/11/14 15:08:45;46,7;
469;20/11/14 15:11:34;46,8;
470;20/11/14 15:14:06;46,9;
471;20/11/14 15:16:44;47,0;
472;20/11/14 15:18:45;47,1;
473;20/11/14 15:20:11;47,2;
474;20/11/14 15:22:51;47,3;
475;20/11/14 15:25:06;47,4;
476;20/11/14 15:29:28;47,5;
477;21/11/14 13:14:28;47,6;
478;22/11/14 23:28:41;47,7;
479;25/11/14 08:29:38;47,8;
480;25/11/14 08:40:03;47,9;
481;25/11/14 08:45:32;48,0;
482;25/11/14 09:05:59;48,1;
483;26/11/14 19:49:23;48,2;
484;26/11/14 19:52:29;48,3;
485;26/11/14 20:00:15;48,4;
486;26/11/14 20:03:46;48,5;
487;26/11/14 20:05:09;48,6;
488;26/11/14 20:08:16;48,7;
489;26/11/14 20:10:30;48,8;
490;26/11/14 20:17:27;48,9;
491;26/11/14 21:19:59;49,0;
492;26/11/14 22:07:12;49,1;
493;26/11/14 23:56:24;49,2;
494;27/11/14 07:40:30;49,3;
495;04/12/14 16:11:35;49,4;
496;04/12/14 16:11:53;49,5;
497;04/12/14 16:12:12;49,6;
498;04/12/14 16:12:29;49,7;
499;04/12/14 16:13:26;49,8;
500;04/12/14 16:14:38;49,9;
501;04/12/14 16:15:45;50,0;
502;04/12/14 16:17:30;50,1;
503;04/12/14 16:19:59;50,2;
504;04/12/14 16:21:40;50,3;
505;04/12/14 16:25:43;50,4;
506;04/12/14 16:30:24;50,5;
507;04/12/14 16:36:21;50,6;
508;04/12/14 16:39:27;50,7;
509;04/12/14 16:41:58;50,8;
510;04/12/14 16:44:44;50,9;
511;04/12/14 16:48:09;51,0;
512;04/12/14 16:50:28;51,1;
513;04/12/14 16:52:27;51,2;
514;04/12/14 16:53:56;51,3;
515;04/12/14 16:56:22;51,4;
516;04/12/14 16:59:12;51,5;
517;04/12/14 17:01:47;51,6;
518;04/12/14 17:03:52;51,7;
519;04/12/14 17:06:29;51,8;
520;04/12/14 17:09:26;51,9;
521;04/12/14 17:15:14;52,0;
522;04/12/14 17:20:22;52,1;
523;04/12/14 17:36:14;52,2;
524;04/12/14 19:09:34;52,3;
525;04/12/14 19:47:24;52,4;
526;04/12/14 19:50:12;52,5;
527;04/12/14 19:52:32;52,6;
528;04/12/14 19:55:06;52,7;
529;04/12/14 19:58:03;52,8;
530;04/12/14 20:00:32;52,9;
531;04/12/14 20:04:02;53,0;
532;04/12/14 20:10:55;53,1;
533;04/12/14 20:16:25;53,2;
534;04/12/14 20:20:53;53,3;
535;04/12/14 20:26:35;53,4;
536;04/12/14 20:29:09;53,5;
537;04/12/14 20:32:34;53,6;
538;04/12/14 20:36:00;53,7;
539;04/12/14 20:39:10;53,8;
540;04/12/14 20:43:56;53,9;
541;04/12/14 20:47:57;54,0;
542;04/12/14 20:52:34;54,1;
543;04/12/14 20:56:00;54,2;
544;04/12/14 20:59:53;54,3;
545;04/12/14 21:05:20;54,4;
546;04/12/14 21:08:15;54,5;
547;04/12/14 21:10:04;54,6;
548;04/12/14 21:12:13;54,7;
549;04/12/14 21:15:37;54,8;
550;04/12/14 21:19:28;54,9;
551;04/12/14 21:23:30;55,0;
552;04/12/14 21:43:32;55,1;
553;05/12/14 00:57:54;55,2;
554;06/12/14 13:57:51;55,3;
555;06/12/14 13:59:16;55,4;
556;06/12/14 14:00:00;55,5;
557;06/12/14 14:00:35;55,6;
558;06/12/14 14:00:57;55,7;
559;06/12/14 14:01:16;55,8;
560;06/12/14 14:01:35;55,9;
561;06/12/14 14:01:53;56,0;
562;06/12/14 14:02:21;56,1;
563;06/12/14 14:02:44;56,2;
564;06/12/14 14:02:58;56,3;
565;06/12/14 14:03:08;56,4;
566;06/12/14 14:03:21;56,5;
567;06/12/14 14:03:50;56,6;
568;06/12/14 14:04:10;56,7;
569;06/12/14 14:04:46;56,8;
570;06/12/14 14:05:16;56,9;
571;06/12/14 14:05:51;57,0;
572;06/12/14 14:06:29;57,1;
573;06/12/14 14:07:10;57,2;
574;06/12/14 14:08:51;57,3;
575;06/12/14 14:10:17;57,4;
576;06/12/14 14:10:45;57,5;
577;06/12/14 14:11:22;57,6;
578;06/12/14 14:11:44;57,7;
579;06/12/14 14:12:01;57,8;
580;06/12/14 14:12:18;57,9;
581;06/12/14 14:12:44;58,0;
582;06/12/14 14:13:06;58,1;
583;06/12/14 14:13:41;58,2;
584;06/12/14 14:14:24;58,3;
585;06/12/14 14:15:43;58,4;
586;06/12/14 14:16:51;58,5;
587;06/12/14 14:18:28;58,6;
588;06/12/14 14:19:43;58,7;
589;06/12/14 14:22:06;58,8;
590;06/12/14 14:25:17;58,9;
591;06/12/14 14:26:33;59,0;
592;06/12/14 14:28:29;59,1;
593;06/12/14 14:29:25;59,2;
594;06/12/14 14:30:00;59,3;
595;06/12/14 14:31:54;59,4;
596;06/12/14 14:34:29;59,5;
597;06/12/14 14:38:41;59,6;
598;06/12/14 14:41:23;59,7;
599;06/12/14 14:43:13;59,8;
600;06/12/14 14:44:44;59,9;
601;06/12/14 14:45:38;60,0;
602;06/12/14 14:46:22;60,1;
603;06/12/14 14:46:46;60,2;
604;06/12/14 14:47:11;60,3;
605;06/12/14 14:47:34;60,4;
606;06/12/14 14:48:03;60,5;
607;06/12/14 14:49:20;60,6;
608;06/12/14 14:50:53;60,7;
609;06/12/14 14:53:12;60,8;
610;06/12/14 14:53:46;60,9;
611;06/12/14 14:54:45;61,0;
612;06/12/14 14:55:35;61,1;
613;06/12/14 14:56:10;61,2;
614;06/12/14 14:56:48;61,3;
615;06/12/14 14:57:23;61,4;
616;06/12/14 14:58:05;61,5;
617;06/12/14 14:58:57;61,6;
618;06/12/14 14:59:51;61,7;
619;06/12/14 15:01:08;61,8;
620;06/12/14 15:03:05;61,9;
621;06/12/14 15:07:02;62,0;
622;06/12/14 15:11:53;62,1;
623;06/12/14 15:15:09;62,2;
624;06/12/14 15:16:56;62,3;
625;06/12/14 15:19:40;62,4;
626;06/12/14 15:28:51;62,5;
627;09/12/14 10:55:42;62,5;Registrado
