Fecha;hora;valor_med;max;min
30/10/2011;5:35:00;58.26;58.26;58.26
30/10/2011;5:40:00;58.241;58.241;58.241
30/10/2011;5:45:00;58.276;58.276;58.276
30/10/2011;5:50:00;58.304;58.304;58.304
30/10/2011;5:55:00;58.288;58.288;58.288
30/10/2011;6:00:00;58.252;58.252;58.252
30/10/2011;6:05:00;58.246;58.246;58.246
30/10/2011;6:10:00;58.198;58.198;58.198
30/10/2011;6:15:00;58.26;58.26;58.26
30/10/2011;6:20:00;58.255;58.255;58.255
30/10/2011;6:25:00;58.203;58.203;58.203
30/10/2011;6:30:00;58.206;58.206;58.206
30/10/2011;6:35:00;58.196;58.196;58.196
30/10/2011;6:40:00;58.182;58.182;58.182
30/10/2011;6:45:00;58.212;58.212;58.212
30/10/2011;6:50:00;58.288;58.288;58.288
30/10/2011;6:55:00;58.297;58.297;58.297
30/10/2011;7:00:00;58.342;58.342;58.342
30/10/2011;7:05:00;58.36;58.36;58.36
30/10/2011;7:10:00;58.376;58.376;58.376
30/10/2011;7:15:00;58.374;58.374;58.374
30/10/2011;7:20:00;58.376;58.376;58.376
30/10/2011;7:25:00;58.381;58.381;58.381
30/10/2011;7:30:00;58.369;58.369;58.369
30/10/2011;7:35:00;58.334;58.334;58.334
30/10/2011;7:40:00;58.288;58.288;58.288
30/10/2011;7:45:00;58.236;58.236;58.236
30/10/2011;7:50:00;58.208;58.208;58.208
30/10/2011;7:55:00;58.147;58.147;58.147
30/10/2011;8:00:00;58.095;58.095;58.095
30/10/2011;8:05:00;58.077;58.077;58.077
30/10/2011;8:10:00;57.971;57.971;57.971
30/10/2011;8:15:00;57.926;57.926;57.926
30/10/2011;8:20:00;57.837;57.837;57.837
30/10/2011;8:25:00;57.727;57.727;57.727
30/10/2011;8:30:00;57.566;57.566;57.566
30/10/2011;8:35:00;57.402;57.402;57.402
30/10/2011;8:40:00;57.249;57.249;57.249
30/10/2011;8:45:00;57.115;57.115;57.115
30/10/2011;8:50:00;56.956;56.956;56.956
30/10/2011;8:55:00;56.813;56.813;56.813
30/10/2011;9:00:00;56.673;56.673;56.673
30/10/2011;9:05:00;56.449;56.449;56.449
30/10/2011;9:10:00;56.258;56.258;56.258
30/10/2011;9:15:00;56.163;56.163;56.163
30/10/2011;9:20:00;56.079;56.079;56.079
30/10/2011;9:25:00;55.974;55.974;55.974
30/10/2011;9:30:00;55.809;55.809;55.809
30/10/2011;9:35:00;55.643;55.643;55.643
30/10/2011;9:40:00;55.51;55.51;55.51
30/10/2011;9:45:00;55.397;55.397;55.397
30/10/2011;9:50:00;55.285;55.285;55.285
30/10/2011;9:55:00;55.087;55.087;55.087
30/10/2011;10:00:00;54.917;54.917;54.917
30/10/2011;10:05:00;54.809;54.809;54.809
30/10/2011;10:10:00;54.597;54.597;54.597
30/10/2011;10:15:00;54.373;54.373;54.373
30/10/2011;10:20:00;54.127;54.127;54.127
30/10/2011;10:25:00;54.042;54.042;54.042
30/10/2011;10:30:00;53.915;53.915;53.915
30/10/2011;10:35:00;53.782;53.782;53.782
30/10/2011;10:40:00;53.629;53.629;53.629
30/10/2011;10:45:00;53.294;53.294;53.294
30/10/2011;10:50:00;53.085;53.085;53.085
30/10/2011;10:55:00;52.905;52.905;52.905
30/10/2011;11:00:00;52.875;52.875;52.875
30/10/2011;11:05:00;52.703;52.703;52.703
30/10/2011;11:10:00;52.568;52.568;52.568
30/10/2011;11:15:00;52.064;52.064;52.064
30/10/2011;11:20:00;51.451;51.451;51.451
30/10/2011;11:25:00;51.939;51.939;51.939
30/10/2011;11:30:00;51.594;51.594;51.594
30/10/2011;11:35:00;51.628;51.628;51.628
30/10/2011;11:40:00;51.512;51.512;51.512
30/10/2011;11:45:00;51.114;51.114;51.114
30/10/2011;11:50:00;50.226;50.226;50.226
30/10/2011;11:55:00;50.525;50.525;50.525
30/10/2011;12:00:00;50.007;50.007;50.007
30/10/2011;12:05:00;47.795;47.795;47.795
30/10/2011;12:10:00;47.743;47.743;47.743
30/10/2011;12:15:00;47.783;47.783;47.783
30/10/2011;12:20:00;45.232;45.232;45.232
30/10/2011;12:25:00;45.021;45.021;45.021
30/10/2011;12:30:00;45.961;45.961;45.961
30/10/2011;12:35:00;46.278;46.278;46.278
30/10/2011;12:40:00;46.531;46.531;46.531
30/10/2011;12:45:00;45.825;45.825;45.825
30/10/2011;12:50:00;46.184;46.184;46.184
30/10/2011;12:55:00;45.94;45.94;45.94
30/10/2011;13:00:00;47.581;47.581;47.581
30/10/2011;13:05:00;48.071;48.071;48.071
30/10/2011;13:10:00;48.554;48.554;48.554
30/10/2011;13:15:00;48.699;48.699;48.699
30/10/2011;13:20:00;48.964;48.964;48.964
30/10/2011;13:25:00;49.096;49.096;49.096
30/10/2011;13:30:00;49.178;49.178;49.178
30/10/2011;13:35:00;49.3;49.3;49.3
30/10/2011;13:40:00;49.34;49.34;49.34
30/10/2011;13:45:00;49.278;49.278;49.278
30/10/2011;13:50:00;49.365;49.365;49.365
30/10/2011;13:55:00;49.379;49.379;49.379
30/10/2011;14:00:00;49.368;49.368;49.368
30/10/2011;14:05:00;49.408;49.408;49.408
30/10/2011;14:10:00;49.506;49.506;49.506
30/10/2011;14:15:00;49.489;49.489;49.489
30/10/2011;14:20:00;49.524;49.524;49.524
30/10/2011;14:25:00;49.358;49.358;49.358
30/10/2011;14:30:00;49.518;49.518;49.518
30/10/2011;14:35:00;49.654;49.654;49.654
30/10/2011;14:40:00;49.684;49.684;49.684
30/10/2011;14:45:00;49.665;49.665;49.665
30/10/2011;14:50:00;49.405;49.405;49.405
30/10/2011;14:55:00;49.469;49.469;49.469
30/10/2011;15:00:00;49.619;49.619;49.619
30/10/2011;15:05:00;49.717;49.717;49.717
30/10/2011;15:10:00;49.544;49.544;49.544
30/10/2011;15:15:00;49.728;49.728;49.728
30/10/2011;15:20:00;49.83;49.83;49.83
30/10/2011;15:25:00;49.883;49.883;49.883
30/10/2011;15:30:00;49.947;49.947;49.947
30/10/2011;15:35:00;50.026;50.026;50.026
30/10/2011;15:40:00;50.026;50.026;50.026
30/10/2011;15:45:00;50.019;50.019;50.019
30/10/2011;15:50:00;49.993;49.993;49.993
30/10/2011;15:55:00;50.029;50.029;50.029
30/10/2011;16:00:00;50.019;50.019;50.019
30/10/2011;16:05:00;50.158;50.158;50.158
30/10/2011;16:10:00;49.939;49.939;49.939
30/10/2011;16:15:00;49.837;49.837;49.837
30/10/2011;16:20:00;50.008;50.008;50.008
30/10/2011;16:25:00;49.979;49.979;49.979
30/10/2011;16:30:00;50.007;50.007;50.007
30/10/2011;16:35:00;50.108;50.108;50.108
30/10/2011;16:40:00;50.115;50.115;50.115
30/10/2011;16:45:00;50.019;50.019;50.019
30/10/2011;16:50:00;49.947;49.947;49.947
30/10/2011;16:55:00;49.932;49.932;49.932
30/10/2011;17:00:00;49.789;49.789;49.789
30/10/2011;17:05:00;49.783;49.783;49.783
30/10/2011;17:10:00;49.762;49.762;49.762
30/10/2011;17:15:00;49.694;49.694;49.694
30/10/2011;17:20:00;49.684;49.684;49.684
30/10/2011;17:25:00;49.693;49.693;49.693
30/10/2011;17:30:00;49.649;49.649;49.649
30/10/2011;17:35:00;49.651;49.651;49.651
30/10/2011;17:40:00;49.616;49.616;49.616
30/10/2011;17:45:00;49.677;49.677;49.677
30/10/2011;17:50:00;49.714;49.714;49.714
30/10/2011;17:55:00;49.747;49.747;49.747
30/10/2011;18:00:00;49.794;49.794;49.794
30/10/2011;18:05:00;49.834;49.834;49.834
30/10/2011;18:10:00;49.89;49.89;49.89
30/10/2011;18:15:00;49.871;49.871;49.871
30/10/2011;18:20:00;49.933;49.933;49.933
30/10/2011;18:25:00;49.949;49.949;49.949
30/10/2011;18:30:00;50.029;50.029;50.029
30/10/2011;18:35:00;50.059;50.059;50.059
30/10/2011;18:40:00;50.113;50.113;50.113
30/10/2011;18:45:00;50.109;50.109;50.109
30/10/2011;18:50:00;50.111;50.111;50.111
30/10/2011;18:55:00;50.167;50.167;50.167
30/10/2011;19:00:00;50.183;50.183;50.183
30/10/2011;19:05:00;50.247;50.247;50.247
30/10/2011;19:10:00;50.308;50.308;50.308
30/10/2011;19:15:00;50.324;50.324;50.324
30/10/2011;19:20:00;50.422;50.422;50.422
30/10/2011;19:25:00;50.474;50.474;50.474
30/10/2011;19:30:00;50.537;50.537;50.537
30/10/2011;19:35:00;50.626;50.626;50.626
30/10/2011;19:40:00;50.681;50.681;50.681
30/10/2011;19:45:00;50.755;50.755;50.755
30/10/2011;19:50:00;50.866;50.866;50.866
30/10/2011;19:55:00;50.957;50.957;50.957
30/10/2011;20:00:00;51.056;51.056;51.056
30/10/2011;20:05:00;51.158;51.158;51.158
30/10/2011;20:10:00;51.241;51.241;51.241
30/10/2011;20:15:00;51.308;51.308;51.308
30/10/2011;20:20:00;51.442;51.442;51.442
30/10/2011;20:25:00;51.625;51.625;51.625
30/10/2011;20:30:00;51.719;51.719;51.719
30/10/2011;20:35:00;51.883;51.883;51.883
30/10/2011;20:40:00;52.016;52.016;52.016
30/10/2011;20:45:00;52.357;52.357;52.357
30/10/2011;20:50:00;52.553;52.553;52.553
30/10/2011;20:55:00;52.647;52.647;52.647
30/10/2011;21:00:00;52.8;52.8;52.8
30/10/2011;21:05:00;52.983;52.983;52.983
30/10/2011;21:10:00;53.184;53.184;53.184
30/10/2011;21:15:00;53.414;53.414;53.414
30/10/2011;21:20:00;53.501;53.501;53.501
30/10/2011;21:25:00;53.787;53.787;53.787
30/10/2011;21:30:00;54.028;54.028;54.028
30/10/2011;21:35:00;54.249;54.249;54.249
30/10/2011;21:40:00;54.447;54.447;54.447
30/10/2011;21:45:00;54.48;54.48;54.48
30/10/2011;21:50:00;54.708;54.708;54.708
30/10/2011;21:55:00;54.881;54.881;54.881
30/10/2011;22:00:00;54.998;54.998;54.998
30/10/2011;22:05:00;55.088;55.088;55.088
30/10/2011;22:10:00;55.139;55.139;55.139
30/10/2011;22:15:00;55.205;55.205;55.205
30/10/2011;22:20:00;55.263;55.263;55.263
30/10/2011;22:25:00;55.315;55.315;55.315
30/10/2011;22:30:00;55.357;55.357;55.357
30/10/2011;22:35:00;55.423;55.423;55.423
30/10/2011;22:40:00;55.481;55.481;55.481
30/10/2011;22:45:00;55.529;55.529;55.529
30/10/2011;22:50:00;55.577;55.577;55.577
30/10/2011;22:55:00;55.639;55.639;55.639
30/10/2011;23:00:00;55.742;55.742;55.742
30/10/2011;23:05:00;55.72;55.72;55.72
30/10/2011;23:10:00;55.763;55.763;55.763
30/10/2011;23:15:00;55.784;55.784;55.784
30/10/2011;23:20:00;55.861;55.861;55.861
30/10/2011;23:25:00;55.873;55.873;55.873
30/10/2011;23:30:00;55.943;55.943;55.943
30/10/2011;23:35:00;55.967;55.967;55.967
30/10/2011;23:40:00;55.993;55.993;55.993
30/10/2011;23:45:00;55.983;55.983;55.983
30/10/2011;23:50:00;56.04;56.04;56.04
30/10/2011;23:55:00;56.088;56.088;56.088
31/10/2011;0:00:00;56.082;56.082;56.082
31/10/2011;0:05:00;56.098;56.098;56.098
31/10/2011;0:10:00;56.126;56.126;56.126
31/10/2011;0:15:00;56.149;56.149;56.149
31/10/2011;0:20:00;56.133;56.133;56.133
31/10/2011;0:25:00;56.159;56.159;56.159
31/10/2011;0:30:00;56.171;56.171;56.171
31/10/2011;0:35:00;56.164;56.164;56.164
31/10/2011;0:40:00;56.156;56.156;56.156
31/10/2011;0:45:00;56.101;56.101;56.101
31/10/2011;0:50:00;56.079;56.079;56.079
31/10/2011;0:55:00;56.033;56.033;56.033
31/10/2011;1:00:00;56.02;56.02;56.02
31/10/2011;1:05:00;56.047;56.047;56.047
31/10/2011;1:10:00;56.136;56.136;56.136
31/10/2011;1:15:00;56.288;56.288;56.288
31/10/2011;1:20:00;56.424;56.424;56.424
31/10/2011;1:25:00;56.492;56.492;56.492
31/10/2011;1:30:00;56.595;56.595;56.595
31/10/2011;1:35:00;56.642;56.642;56.642
31/10/2011;1:40:00;56.647;56.647;56.647
31/10/2011;1:45:00;56.761;56.761;56.761
31/10/2011;1:50:00;56.895;56.895;56.895
31/10/2011;1:55:00;56.912;56.912;56.912
31/10/2011;2:00:00;57.014;57.014;57.014
31/10/2011;2:05:00;57.076;57.076;57.076
31/10/2011;2:10:00;57.073;57.073;57.073
31/10/2011;2:15:00;57.085;57.085;57.085
31/10/2011;2:20:00;57.104;57.104;57.104
31/10/2011;2:25:00;57.123;57.123;57.123
31/10/2011;2:30:00;57.169;57.169;57.169
31/10/2011;2:35:00;57.228;57.228;57.228
31/10/2011;2:40:00;57.239;57.239;57.239
31/10/2011;2:45:00;57.219;57.219;57.219
31/10/2011;2:50:00;57.239;57.239;57.239
31/10/2011;2:55:00;57.275;57.275;57.275
31/10/2011;3:00:00;57.242;57.242;57.242
31/10/2011;3:05:00;57.259;57.259;57.259
31/10/2011;3:10:00;57.289;57.289;57.289
31/10/2011;3:15:00;57.313;57.313;57.313
31/10/2011;3:20:00;57.334;57.334;57.334
31/10/2011;3:25:00;57.38;57.38;57.38
31/10/2011;3:30:00;57.409;57.409;57.409
31/10/2011;3:35:00;57.413;57.413;57.413
31/10/2011;3:40:00;57.453;57.453;57.453
31/10/2011;3:45:00;57.514;57.514;57.514
31/10/2011;3:50:00;57.605;57.605;57.605
31/10/2011;3:55:00;57.638;57.638;57.638
31/10/2011;4:00:00;57.645;57.645;57.645
31/10/2011;4:05:00;57.695;57.695;57.695
31/10/2011;4:10:00;57.734;57.734;57.734
31/10/2011;4:15:00;57.776;57.776;57.776
31/10/2011;4:20:00;57.863;57.863;57.863
31/10/2011;4:25:00;57.892;57.892;57.892
31/10/2011;4:30:00;57.892;57.892;57.892
31/10/2011;4:35:00;57.903;57.903;57.903
31/10/2011;4:40:00;57.858;57.858;57.858
31/10/2011;4:45:00;57.831;57.831;57.831
31/10/2011;4:50:00;57.821;57.821;57.821
31/10/2011;4:55:00;57.802;57.802;57.802
31/10/2011;5:00:00;57.783;57.783;57.783
31/10/2011;5:05:00;57.749;57.749;57.749
31/10/2011;5:10:00;57.734;57.734;57.734
31/10/2011;5:15:00;57.697;57.697;57.697
31/10/2011;5:20:00;57.668;57.668;57.668
31/10/2011;5:25:00;57.586;57.586;57.586
31/10/2011;5:30:00;57.537;57.537;57.537
31/10/2011;5:35:00;57.519;57.519;57.519
31/10/2011;5:40:00;57.498;57.498;57.498
31/10/2011;5:45:00;57.443;57.443;57.443
31/10/2011;5:50:00;57.347;57.347;57.347
31/10/2011;5:55:00;57.272;57.272;57.272
31/10/2011;6:00:00;57.214;57.214;57.214
31/10/2011;6:05:00;57.106;57.106;57.106
31/10/2011;6:10:00;57.01;57.01;57.01
31/10/2011;6:15:00;56.883;56.883;56.883
31/10/2011;6:20:00;56.74;56.74;56.74
31/10/2011;6:25:00;56.541;56.541;56.541
31/10/2011;6:30:00;56.421;56.421;56.421
31/10/2011;6:35:00;56.332;56.332;56.332
31/10/2011;6:40:00;56.201;56.201;56.201
31/10/2011;6:45:00;56.128;56.128;56.128
31/10/2011;6:50:00;56.1;56.1;56.1
31/10/2011;6:55:00;56.115;56.115;56.115
31/10/2011;7:00:00;56.171;56.171;56.171
31/10/2011;7:05:00;56.189;56.189;56.189
31/10/2011;7:10:00;56.101;56.101;56.101
31/10/2011;7:15:00;56.007;56.007;56.007
31/10/2011;7:20:00;55.988;55.988;55.988
31/10/2011;7:25:00;55.992;55.992;55.992
31/10/2011;7:30:00;56.006;56.006;56.006
31/10/2011;7:35:00;56.004;56.004;56.004
31/10/2011;7:40:00;56.095;56.095;56.095
31/10/2011;7:45:00;56.176;56.176;56.176
31/10/2011;7:50:00;56.21;56.21;56.21
31/10/2011;7:55:00;56.349;56.349;56.349
31/10/2011;8:00:00;56.391;56.391;56.391
31/10/2011;8:05:00;56.386;56.386;56.386
31/10/2011;8:10:00;56.52;56.52;56.52
31/10/2011;8:15:00;56.658;56.658;56.658
31/10/2011;8:20:00;58.199;58.199;58.199
31/10/2011;8:25:00;56.285;56.285;56.285
31/10/2011;8:30:00;54.328;54.328;54.328
31/10/2011;8:35:00;54.126;54.126;54.126
31/10/2011;8:40:00;54.26;54.26;54.26
31/10/2011;8:45:00;54.541;54.541;54.541
31/10/2011;8:50:00;54.666;54.666;54.666
31/10/2011;8:55:00;54.741;54.741;54.741
31/10/2011;9:00:00;54.774;54.774;54.774
31/10/2011;9:05:00;54.781;54.781;54.781
31/10/2011;9:10:00;54.652;54.652;54.652
31/10/2011;9:15:00;54.597;54.597;54.597
31/10/2011;9:20:00;54.649;54.649;54.649
31/10/2011;9:25:00;54.623;54.623;54.623
31/10/2011;9:30:00;54.323;54.323;54.323
31/10/2011;9:35:00;54.243;54.243;54.243
31/10/2011;9:40:00;53.74;53.74;53.74
31/10/2011;9:45:00;54.441;54.441;54.441
31/10/2011;9:50:00;54.602;54.602;54.602
31/10/2011;9:55:00;54.504;54.504;54.504
31/10/2011;10:00:00;53.632;53.632;53.632
31/10/2011;10:05:00;52.413;52.413;52.413
31/10/2011;10:10:00;51.677;51.677;51.677
31/10/2011;10:15:00;51.252;51.252;51.252
31/10/2011;10:20:00;46.385;46.385;46.385
31/10/2011;10:25:00;47.38;47.38;47.38
31/10/2011;10:30:00;47.298;47.298;47.298
31/10/2011;10:50:00;49.885;49.885;49.885
31/10/2011;10:55:00;49.975;49.975;49.975
31/10/2011;11:00:00;50.08;50.08;50.08
31/10/2011;11:05:00;50.028;50.028;50.028
31/10/2011;11:10:00;49.443;49.443;49.443
31/10/2011;11:15:00;48.357;48.357;48.357
31/10/2011;11:20:00;47.9;47.9;47.9
31/10/2011;11:25:00;46.011;46.011;46.011
31/10/2011;11:30:00;47.41;47.41;47.41
31/10/2011;11:35:00;46.827;46.827;46.827
31/10/2011;11:40:00;43.98;43.98;43.98
31/10/2011;11:45:00;42.782;42.782;42.782
31/10/2011;11:50:00;42.412;42.412;42.412
31/10/2011;11:55:00;43.27;43.27;43.27
31/10/2011;12:00:00;43.495;43.495;43.495
31/10/2011;12:05:00;43.812;43.812;43.812
31/10/2011;12:10:00;43.793;43.793;43.793
31/10/2011;12:15:00;43.58;43.58;43.58
31/10/2011;12:20:00;43.776;43.776;43.776
31/10/2011;12:25:00;44.076;44.076;44.076
31/10/2011;12:30:00;44.199;44.199;44.199
31/10/2011;12:35:00;44.419;44.419;44.419
31/10/2011;12:40:00;44.677;44.677;44.677
31/10/2011;12:45:00;44.571;44.571;44.571
31/10/2011;12:50:00;44.632;44.632;44.632
31/10/2011;12:55:00;44.355;44.355;44.355
31/10/2011;13:00:00;44.51;44.51;44.51
31/10/2011;13:05:00;44.665;44.665;44.665
31/10/2011;13:10:00;44.923;44.923;44.923
31/10/2011;13:15:00;44.791;44.791;44.791
31/10/2011;13:20:00;45.01;45.01;45.01
31/10/2011;13:25:00;45.122;45.122;45.122
31/10/2011;13:30:00;45.223;45.223;45.223
31/10/2011;13:35:00;45.321;45.321;45.321
31/10/2011;13:40:00;45.417;45.417;45.417
31/10/2011;13:45:00;45.422;45.422;45.422
31/10/2011;13:50:00;45.469;45.469;45.469
31/10/2011;13:55:00;45.535;45.535;45.535
31/10/2011;14:00:00;45.687;45.687;45.687
31/10/2011;14:05:00;45.654;45.654;45.654
31/10/2011;14:10:00;45.68;45.68;45.68
31/10/2011;14:15:00;45.216;45.216;45.216
15/11/2011;9:30:00;75.45;75.45;75.45
15/11/2011;9:35:00;82.619;82.619;82.619
15/11/2011;9:40:00;83.648;83.648;83.648
15/11/2011;9:45:00;82.438;82.438;82.438
15/11/2011;9:50:00;84.227;84.227;84.227
15/11/2011;9:55:00;85.333;85.333;85.333
15/11/2011;10:00:00;36.828;36.828;36.828
15/11/2011;10:05:00;39.085;39.085;39.085
15/11/2011;10:10:00;38.502;38.502;38.502
15/11/2011;10:15:00;40.311;40.311;40.311
15/11/2011;10:20:00;41.744;41.744;41.744
15/11/2011;10:25:00;46.215;46.215;46.215
15/11/2011;10:30:00;49.597;49.597;49.597
15/11/2011;10:35:00;49.792;49.792;49.792
15/11/2011;10:40:00;45.748;45.748;45.748
15/11/2011;10:45:00;46.817;46.817;46.817
15/11/2011;10:50:00;45.957;45.957;45.957
15/11/2011;10:55:00;46.109;46.109;46.109
15/11/2011;11:00:00;43.99;43.99;43.99
15/11/2011;11:05:00;42.522;42.522;42.522
15/11/2011;11:10:00;41.979;41.979;41.979
15/11/2011;11:15:00;47.715;47.715;47.715
15/11/2011;11:20:00;47.131;47.131;47.131
15/11/2011;11:25:00;42.993;42.993;42.993
15/11/2011;11:30:00;42.121;42.121;42.121
15/11/2011;11:35:00;32.313;32.313;32.313
15/11/2011;11:40:00;35.728;35.728;35.728
15/11/2011;11:45:00;35.956;35.956;35.956
15/11/2011;11:50:00;37.989;37.989;37.989
15/11/2011;11:55:00;37.032;37.032;37.032
15/11/2011;12:00:00;38.045;38.045;38.045
15/11/2011;12:05:00;40.558;40.558;40.558
15/11/2011;12:10:00;39.535;39.535;39.535
15/11/2011;12:15:00;36.462;36.462;36.462
15/11/2011;12:20:00;36.966;36.966;36.966
15/11/2011;12:25:00;37.513;37.513;37.513
15/11/2011;12:30:00;37.105;37.105;37.105
15/11/2011;12:35:00;40.084;40.084;40.084
15/11/2011;12:40:00;42.846;42.846;42.846
15/11/2011;12:45:00;41.896;41.896;41.896
15/11/2011;12:50:00;43.598;43.598;43.598
15/11/2011;12:55:00;40.192;40.192;40.192
15/11/2011;13:00:00;41.999;41.999;41.999
15/11/2011;13:05:00;43.713;43.713;43.713
15/11/2011;13:10:00;44.731;44.731;44.731
15/11/2011;13:15:00;42.508;42.508;42.508
15/11/2011;13:20:00;44.655;44.655;44.655
15/11/2011;13:25:00;42.993;42.993;42.993
15/11/2011;13:30:00;40.893;40.893;40.893
15/11/2011;13:35:00;38.459;38.459;38.459
15/11/2011;13:40:00;40.124;40.124;40.124
15/11/2011;13:45:00;39.351;39.351;39.351
15/11/2011;13:50:00;39.085;39.085;39.085
15/11/2011;13:55:00;38.879;38.879;38.879
15/11/2011;14:00:00;38.439;38.439;38.439
15/11/2011;14:05:00;36.493;36.493;36.493
15/11/2011;14:10:00;35.408;35.408;35.408
15/11/2011;14:15:00;38.263;38.263;38.263
15/11/2011;14:20:00;39.351;39.351;39.351
15/11/2011;14:25:00;35.295;35.295;35.295
15/11/2011;14:30:00;33.811;33.811;33.811
15/11/2011;14:35:00;36.3;36.3;36.3
15/11/2011;14:40:00;34.748;34.748;34.748
15/11/2011;14:45:00;37.66;37.66;37.66
15/11/2011;14:50:00;37.852;37.852;37.852
15/11/2011;14:55:00;37.468;37.468;37.468
15/11/2011;15:00:00;37.705;37.705;37.705
15/11/2011;15:05:00;38.79;38.79;38.79
15/11/2011;15:10:00;39.756;39.756;39.756
15/11/2011;15:15:00;41.21;41.21;41.21
15/11/2011;15:20:00;41.599;41.599;41.599
15/11/2011;15:25:00;45.788;45.788;45.788
15/11/2011;15:30:00;46.66;46.66;46.66
15/11/2011;15:35:00;49.733;49.733;49.733
15/11/2011;15:40:00;50.936;50.936;50.936
15/11/2011;15:45:00;51.581;51.581;51.581
15/11/2011;15:50:00;51.852;51.852;51.852
15/11/2011;15:55:00;51.534;51.534;51.534
15/11/2011;16:00:00;51.885;51.885;51.885
15/11/2011;16:05:00;56.239;56.239;56.239
15/11/2011;16:10:00;57.062;57.062;57.062
15/11/2011;16:15:00;57.603;57.603;57.603
15/11/2011;16:20:00;60.147;60.147;60.147
15/11/2011;16:25:00;60.531;60.531;60.531
15/11/2011;16:30:00;61.19;61.19;61.19
15/11/2011;16:35:00;59.593;59.593;59.593
15/11/2011;16:40:00;56.375;56.375;56.375
15/11/2011;16:45:00;58.119;58.119;58.119
15/11/2011;16:50:00;58.388;58.388;58.388
15/11/2011;16:55:00;59.34;59.34;59.34
15/11/2011;17:00:00;58.438;58.438;58.438
15/11/2011;17:05:00;57.713;57.713;57.713
15/11/2011;17:10:00;57.763;57.763;57.763
15/11/2011;17:15:00;59.891;59.891;59.891
15/11/2011;17:20:00;61.882;61.882;61.882
15/11/2011;17:25:00;61.787;61.787;61.787
15/11/2011;17:30:00;61.396;61.396;61.396
15/11/2011;17:35:00;61.417;61.417;61.417
15/11/2011;17:40:00;60.489;60.489;60.489
15/11/2011;17:45:00;59.601;59.601;59.601
15/11/2011;17:50:00;59.509;59.509;59.509
15/11/2011;17:55:00;59.155;59.155;59.155
15/11/2011;18:00:00;62.144;62.144;62.144
15/11/2011;18:05:00;63.051;63.051;63.051
15/11/2011;18:10:00;63.318;63.318;63.318
15/11/2011;18:15:00;64.68;64.68;64.68
15/11/2011;18:20:00;65.539;65.539;65.539
15/11/2011;18:25:00;65.719;65.719;65.719
15/11/2011;18:30:00;66.204;66.204;66.204
15/11/2011;18:35:00;66.568;66.568;66.568
15/11/2011;18:40:00;67.018;67.018;67.018
15/11/2011;18:45:00;67.21;67.21;67.21
15/11/2011;18:50:00;67.384;67.384;67.384
15/11/2011;18:55:00;67.025;67.025;67.025
15/11/2011;19:00:00;66.914;66.914;66.914
15/11/2011;19:05:00;66.139;66.139;66.139
15/11/2011;19:10:00;64.582;64.582;64.582
15/11/2011;19:15:00;63.231;63.231;63.231
15/11/2011;19:20:00;61.882;61.882;61.882
15/11/2011;19:25:00;60.657;60.657;60.657
15/11/2011;19:30:00;59.565;59.565;59.565
15/11/2011;19:35:00;58.963;58.963;58.963
15/11/2011;19:40:00;58.027;58.027;58.027
15/11/2011;19:45:00;57.24;57.24;57.24
15/11/2011;19:50:00;55.441;55.441;55.441
15/11/2011;19:55:00;53.977;53.977;53.977
15/11/2011;20:00:00;54.532;54.532;54.532
15/11/2011;20:05:00;54.787;54.787;54.787
15/11/2011;20:10:00;55.936;55.936;55.936
15/11/2011;20:15:00;55.449;55.449;55.449
15/11/2011;20:20:00;56.068;56.068;56.068
15/11/2011;20:25:00;54.59;54.59;54.59
15/11/2011;20:30:00;52.964;52.964;52.964
15/11/2011;20:35:00;52.397;52.397;52.397
15/11/2011;20:40:00;52.424;52.424;52.424
15/11/2011;20:45:00;52.043;52.043;52.043
15/11/2011;20:50:00;51.168;51.168;51.168
15/11/2011;20:55:00;50.488;50.488;50.488
15/11/2011;21:00:00;50.716;50.716;50.716
15/11/2011;21:05:00;52.499;52.499;52.499
15/11/2011;21:10:00;53.229;53.229;53.229
15/11/2011;21:15:00;52.572;52.572;52.572
15/11/2011;21:20:00;52.014;52.014;52.014
15/11/2011;21:25:00;51.634;51.634;51.634
15/11/2011;21:30:00;53.128;53.128;53.128
15/11/2011;21:35:00;53.278;53.278;53.278
15/11/2011;21:40:00;52.075;52.075;52.075
15/11/2011;21:45:00;52.849;52.849;52.849
15/11/2011;21:50:00;52.595;52.595;52.595
15/11/2011;21:55:00;52.811;52.811;52.811
15/11/2011;22:00:00;53.228;53.228;53.228
15/11/2011;22:05:00;52.856;52.856;52.856
15/11/2011;22:10:00;51.255;51.255;51.255
15/11/2011;22:15:00;50.409;50.409;50.409
15/11/2011;22:20:00;48.101;48.101;48.101
15/11/2011;22:25:00;48.582;48.582;48.582
15/11/2011;22:30:00;48.535;48.535;48.535
15/11/2011;22:35:00;49.435;49.435;49.435
15/11/2011;22:40:00;50.943;50.943;50.943
15/11/2011;22:45:00;52.026;52.026;52.026
15/11/2011;22:50:00;53.313;53.313;53.313
15/11/2011;22:55:00;53.948;53.948;53.948
15/11/2011;23:00:00;52.711;52.711;52.711
15/11/2011;23:05:00;51.112;51.112;51.112
15/11/2011;23:10:00;51.198;51.198;51.198
15/11/2011;23:15:00;51.222;51.222;51.222
15/11/2011;23:20:00;52.176;52.176;52.176
15/11/2011;23:25:00;52.575;52.575;52.575
15/11/2011;23:30:00;52.847;52.847;52.847
