"Título de trazado: JTU-01-PT-63"
"N.º","Fecha Tiempo, GMT-05:00","Event, mm (LGR S/N: 10390582, SEN S/N: 10390582)","Final de archivo (LGR S/N: 10390582)"
1,19/05/16 11:21:37,0.0,
2,19/05/16 23:12:58,0.1,
3,20/05/16 00:10:56,0.2,
4,20/05/16 16:27:07,0.3,
5,20/05/16 16:40:01,0.4,
6,20/05/16 17:04:26,0.5,
7,21/05/16 21:41:34,0.6,
8,22/05/16 01:58:45,0.7,
9,22/05/16 12:10:50,0.8,
10,23/05/16 02:59:55,0.9,
11,24/05/16 07:19:52,1.0,
12,24/05/16 07:36:30,1.1,
13,24/05/16 07:52:02,1.2,
14,24/05/16 07:59:35,1.3,
15,24/05/16 08:29:30,1.4,
16,24/05/16 13:33:12,1.5,
17,24/05/16 13:38:11,1.6,
18,24/05/16 13:39:03,1.7,
19,24/05/16 13:40:02,1.8,
20,24/05/16 13:41:08,1.9,
21,24/05/16 13:43:06,2.0,
22,24/05/16 13:44:39,2.1,
23,24/05/16 13:48:09,2.2,
24,24/05/16 13:50:31,2.3,
25,24/05/16 13:52:21,2.4,
26,24/05/16 13:54:19,2.5,
27,24/05/16 13:58:59,2.6,
28,24/05/16 14:16:02,2.7,
29,24/05/16 14:56:10,2.8,
30,24/05/16 15:02:05,2.9,
31,24/05/16 15:14:05,3.0,
32,24/05/16 15:14:34,3.1,
33,24/05/16 15:15:01,3.2,
34,24/05/16 15:15:23,3.3,
35,24/05/16 15:15:47,3.4,
36,24/05/16 15:16:09,3.5,
37,24/05/16 15:16:36,3.6,
38,24/05/16 15:16:53,3.7,
39,24/05/16 15:17:08,3.8,
40,24/05/16 15:17:20,3.9,
41,24/05/16 15:17:39,4.0,
42,24/05/16 15:17:54,4.1,
43,24/05/16 15:18:08,4.2,
44,24/05/16 15:18:16,4.3,
45,24/05/16 15:18:56,4.4,
46,24/05/16 15:24:41,4.5,
47,24/05/16 15:34:37,4.6,
48,24/05/16 18:26:36,4.7,
49,24/05/16 18:58:12,4.8,
50,24/05/16 20:04:12,4.9,
51,25/05/16 02:07:45,5.0,
52,25/05/16 11:48:58,5.1,
53,25/05/16 12:05:46,5.2,
54,25/05/16 12:07:46,5.3,
55,25/05/16 12:34:50,5.4,
56,25/05/16 12:36:57,5.5,
57,25/05/16 12:38:14,5.6,
58,25/05/16 12:49:55,5.7,
59,25/05/16 13:15:19,5.8,
60,25/05/16 13:15:57,5.9,
61,25/05/16 13:30:31,6.0,
62,25/05/16 13:32:34,6.1,
63,25/05/16 14:50:27,6.2,
64,25/05/16 15:21:29,6.3,
65,25/05/16 16:42:17,6.4,
66,25/05/16 16:43:19,6.5,
67,25/05/16 16:44:28,6.6,
68,25/05/16 16:45:17,6.7,
69,25/05/16 16:47:10,6.8,
70,25/05/16 17:10:03,6.9,
71,25/05/16 17:17:22,7.0,
72,25/05/16 17:22:11,7.1,
73,25/05/16 17:26:15,7.2,
74,25/05/16 17:30:09,7.3,
75,25/05/16 18:04:56,7.4,
76,25/05/16 18:39:53,7.5,
77,25/05/16 19:17:19,7.6,
78,25/05/16 19:24:08,7.7,
79,26/05/16 01:00:07,7.8,
80,28/05/16 08:37:29,7.9,
81,28/05/16 08:57:02,8.0,
82,28/05/16 09:05:18,8.1,
83,28/05/16 09:17:10,8.2,
84,28/05/16 09:19:11,8.3,
85,28/05/16 09:21:02,8.4,
86,28/05/16 09:22:17,8.5,
87,28/05/16 09:25:03,8.6,
88,28/05/16 09:26:22,8.7,
89,28/05/16 09:28:03,8.8,
90,28/05/16 09:29:28,8.9,
91,28/05/16 09:31:04,9.0,
92,28/05/16 09:32:29,9.1,
93,28/05/16 09:34:23,9.2,
94,28/05/16 09:35:35,9.3,
95,28/05/16 09:37:15,9.4,
96,28/05/16 09:38:13,9.5,
97,28/05/16 09:39:02,9.6,
98,28/05/16 09:39:35,9.7,
99,28/05/16 09:40:13,9.8,
100,28/05/16 09:40:53,9.9,
101,28/05/16 09:41:43,10.0,
102,28/05/16 09:42:13,10.1,
103,28/05/16 09:43:04,10.2,
104,28/05/16 09:43:40,10.3,
105,28/05/16 09:44:20,10.4,
106,28/05/16 09:44:50,10.5,
107,28/05/16 09:45:23,10.6,
108,28/05/16 09:46:01,10.7,
109,28/05/16 09:46:50,10.8,
110,28/05/16 09:47:33,10.9,
111,28/05/16 09:48:19,11.0,
112,28/05/16 09:48:52,11.1,
