"TOA5","H5006","CR2xx","No_SN","CR200X.Std.01","nivel_04-12-2017.CR2","20631","Intervalo"
"TIMESTAMP","RECORD","nivel_A_Max","nivel_A_Min","nivel_A_Avg","Temp_C_Max","Temp_C_Min","Temp_C_Avg","batt_volt_Avg"
"TS","RN","m","m","m","Grados","Grados","Grados",""
"","","Max","Min","Avg","Max","Min","Avg","Avg"
"2018-01-12 21:25:00",11375,0.3236205,0.3229591,0.3233482,8.330133,8.290499,8.310565,12.48246
"2018-01-12 21:30:00",11376,0.3236032,0.3229254,0.3232475,8.279845,8.239403,8.259638,12.5758
"2018-01-12 21:35:00",11377,0.323322,0.3226441,0.3229306,8.229847,8.191128,8.210578,12.48178
"2018-01-12 21:40:00",11378,0.3232927,0.3227347,0.3229645,8.181129,8.14093,8.160807,12.47507
"2018-01-12 21:45:00",11379,0.3230883,0.3228221,0.3229673,8.131097,8.092602,8.111847,12.55952
"2018-01-12 21:50:00",11380,0.3230268,0.3227544,0.3228935,8.083616,8.045362,8.064479,12.47557
"2018-01-12 21:55:00",11381,0.3231649,0.3227858,0.3229351,8.036151,7.999163,8.017668,12.46751
"2018-01-12 22:00:00",11382,0.323208,0.3226177,0.3228918,7.989591,7.95117,7.970312,12.55951
"2018-01-12 22:05:00",11383,0.3229576,0.322578,0.3227604,7.942157,7.904645,7.923146,12.46567
"2018-01-12 22:10:00",11384,0.3229766,0.3221946,0.3224896,7.89533,7.858645,7.876805,12.45828
"2018-01-12 22:15:00",11385,0.3228064,0.3219639,0.322472,7.84971,7.814005,7.831834,12.54659
"2018-01-12 22:20:00",11386,0.3227319,0.322307,0.3225232,7.804486,7.769909,7.787131,12.46416
"2018-01-12 22:25:00",11387,0.3228864,0.3222624,0.3224808,7.760978,7.727072,7.743918,12.43914
"2018-01-12 22:30:00",11388,0.3226106,0.3221498,0.3223062,7.718949,7.687863,7.703225,12.55095
"2018-01-12 22:35:00",11389,0.3228134,0.3221825,0.3224201,7.680017,7.649684,7.664761,12.44821
