"Título de trazado: JTU_01_PT_11"
"N.º","Fecha Tiempo, GMT-05:00","Event, mm (LGR S/N: 10390583, SEN S/N: 10390583)","Final de archivo (LGR S/N: 10390583)"
1,22/05/15 12:30:53,0.0,
2,22/05/15 16:41:42,0.1,
3,23/05/15 14:01:20,0.2,
4,23/05/15 14:01:48,0.3,
5,23/05/15 14:02:09,0.4,
6,23/05/15 14:02:41,0.5,
7,23/05/15 14:03:08,0.6,
8,23/05/15 14:03:45,0.7,
9,23/05/15 14:04:30,0.8,
10,23/05/15 14:05:52,0.9,
11,23/05/15 14:47:00,1.0,
12,23/05/15 15:45:36,1.1,
13,24/05/15 14:01:12,1.2,
14,24/05/15 14:12:48,1.3,
15,24/05/15 14:17:37,1.4,
16,25/05/15 12:05:59,1.5,
17,25/05/15 12:17:04,1.6,
18,25/05/15 12:34:07,1.7,
19,25/05/15 12:39:44,1.8,
20,25/05/15 12:47:23,1.9,
21,25/05/15 12:51:26,2.0,
22,25/05/15 12:55:37,2.1,
23,25/05/15 12:59:19,2.2,
24,25/05/15 13:05:07,2.3,
25,25/05/15 13:09:24,2.4,
26,25/05/15 13:16:04,2.5,
27,25/05/15 13:24:39,2.6,
28,25/05/15 13:31:49,2.7,
29,25/05/15 13:38:03,2.8,
30,25/05/15 13:43:30,2.9,
31,25/05/15 13:51:55,3.0,
32,25/05/15 14:00:28,3.1,
33,25/05/15 14:21:34,3.2,
34,25/05/15 14:31:23,3.3,
35,25/05/15 14:43:26,3.4,
36,25/05/15 15:04:34,3.5,
37,25/05/15 15:20:14,3.6,
38,25/05/15 15:36:04,3.7,
39,26/05/15 10:18:36,3.8,
40,26/05/15 15:00:22,3.9,
41,26/05/15 15:39:58,4.0,
42,27/05/15 13:33:53,4.1,
43,27/05/15 14:40:00,4.2,
44,27/05/15 15:26:14,4.3,
45,28/05/15 05:27:51,4.4,
46,28/05/15 05:36:37,4.5,
47,28/05/15 05:40:38,4.6,
48,28/05/15 05:51:58,4.7,
49,28/05/15 06:04:14,4.8,
50,28/05/15 06:08:21,4.9,
51,28/05/15 06:10:33,5.0,
52,28/05/15 06:12:42,5.1,
53,28/05/15 06:14:23,5.2,
54,28/05/15 06:15:29,5.3,
55,28/05/15 06:16:15,5.4,
56,28/05/15 06:17:09,5.5,
57,28/05/15 06:17:50,5.6,
58,28/05/15 06:19:10,5.7,
59,28/05/15 06:20:53,5.8,
60,28/05/15 06:22:44,5.9,
61,28/05/15 06:23:36,6.0,
62,28/05/15 06:24:36,6.1,
63,28/05/15 06:25:21,6.2,
64,28/05/15 06:26:18,6.3,
65,28/05/15 06:26:58,6.4,
66,28/05/15 06:27:43,6.5,
67,28/05/15 06:28:14,6.6,
68,28/05/15 06:28:47,6.7,
69,28/05/15 06:29:16,6.8,
70,28/05/15 06:29:55,6.9,
