"Título de trazado: JTU-01-PT-63"
"N.º","Fecha Tiempo, GMT-05:00","Precipitacion, mm (LGR S/N: 2412760, SEN S/N: 2412760)","Final de archivo (LGR S/N: 2412760)"
1,14/12/16 11:24:42,0.0,
2,14/12/16 22:27:22,0.1,
3,14/12/16 22:57:02,0.2,
4,14/12/16 23:34:36,0.3,
5,15/12/16 00:21:53,0.4,
6,15/12/16 00:25:01,0.5,
7,15/12/16 00:28:09,0.6,
8,15/12/16 00:31:22,0.7,
9,15/12/16 00:37:19,0.8,
10,15/12/16 01:49:11,0.9,
11,15/12/16 02:45:06,1.0,
12,15/12/16 02:57:18,1.1,
13,15/12/16 03:03:20,1.2,
14,15/12/16 03:07:26,1.3,
15,15/12/16 03:12:27,1.4,
16,15/12/16 03:17:10,1.5,
17,15/12/16 03:23:46,1.6,
18,15/12/16 03:28:55,1.7,
19,15/12/16 04:09:57,1.8,
20,15/12/16 04:34:06,1.9,
21,15/12/16 07:25:31,2.0,
22,16/12/16 08:50:21,2.1,
23,16/12/16 09:04:50,2.2,
24,16/12/16 09:10:59,2.3,
25,16/12/16 09:15:37,2.4,
26,16/12/16 09:19:27,2.5,
27,16/12/16 09:24:20,2.6,
28,16/12/16 09:29:27,2.7,
29,16/12/16 09:35:18,2.8,
30,16/12/16 09:40:01,2.9,
31,16/12/16 09:44:08,3.0,
32,16/12/16 09:47:32,3.1,
33,16/12/16 09:52:41,3.2,
34,16/12/16 09:56:25,3.3,
35,16/12/16 09:59:19,3.4,
36,16/12/16 10:01:35,3.5,
37,16/12/16 10:03:46,3.6,
38,16/12/16 10:05:46,3.7,
39,16/12/16 10:08:46,3.8,
40,16/12/16 10:11:32,3.9,
41,16/12/16 10:15:04,4.0,
42,16/12/16 10:18:13,4.1,
43,16/12/16 10:19:57,4.2,
44,16/12/16 10:22:06,4.3,
45,16/12/16 10:24:23,4.4,
46,16/12/16 10:26:39,4.5,
47,16/12/16 10:30:13,4.6,
48,16/12/16 10:33:30,4.7,
49,16/12/16 10:37:12,4.8,
50,16/12/16 10:40:20,4.9,
51,16/12/16 10:45:21,5.0,
52,16/12/16 10:49:31,5.1,
53,16/12/16 10:52:53,5.2,
54,16/12/16 10:57:01,5.3,
55,16/12/16 11:01:03,5.4,
56,16/12/16 11:04:19,5.5,
57,16/12/16 11:08:29,5.6,
