"TOA5","JTU_01_PT_42","CR200X","No_SN","CR200X.Std.02","JTU_precipitacion.CR2","35128","Precip"
"TIMESTAMP","RECORD","lluvia_mm_Tot"
"TS","RN","mm"
"","","Tot"
"2015-02-20 10:30:00",107675,0
"2015-02-20 10:35:00",107676,0
"2015-02-20 10:40:00",107677,0
"2015-02-20 10:45:00",107678,0
"2015-02-20 10:50:00",107679,0
"2015-02-20 10:55:00",107680,0
"2015-02-20 11:00:00",107681,0
"2015-02-20 11:05:00",107682,0
"2015-02-20 11:10:00",107683,0
"2015-02-20 11:15:00",107684,0
"2015-02-20 11:20:00",107685,0
"2015-02-20 11:25:00",107686,0
"2015-02-20 11:30:00",107687,0
"2015-02-20 11:35:00",107688,0
"2015-02-20 11:40:00",107689,0
"2015-02-20 11:45:00",107690,0
"2015-02-20 11:50:00",107691,0
"2015-02-20 11:55:00",107692,0
"2015-02-20 12:00:00",107693,0
"2015-02-20 12:05:00",107694,0
"2015-02-20 12:10:00",107695,0
"2015-02-20 12:15:00",107696,0
"2015-02-20 12:20:00",107697,0
"2015-02-20 12:25:00",107698,0
"2015-02-20 12:30:00",107699,0
"2015-02-20 12:35:00",107700,0
"2015-02-20 12:40:00",107701,0
"2015-02-20 12:45:00",107702,0
"2015-02-20 12:50:00",107703,0
"2015-02-20 12:55:00",107704,0
"2015-02-20 13:00:00",107705,0
"2015-02-20 13:05:00",107706,0
"2015-02-20 13:10:00",107707,0
"2015-02-20 13:15:00",107708,0
"2015-02-20 13:20:00",107709,0
"2015-02-20 13:25:00",107710,0
"2015-02-20 13:30:00",107711,0
"2015-02-20 13:35:00",107712,0
"2015-02-20 13:40:00",107713,0
"2015-02-20 13:45:00",107714,0
"2015-02-20 13:50:00",107715,0
"2015-02-20 13:55:00",107716,0
"2015-02-20 14:00:00",107717,0
"2015-02-20 14:05:00",107718,0
"2015-02-20 14:10:00",107719,0
"2015-02-20 14:15:00",107720,0
"2015-02-20 14:20:00",107721,0
"2015-02-20 14:25:00",107722,0
"2015-02-20 14:30:00",107723,0
"2015-02-20 14:35:00",107724,0
"2015-02-20 14:40:00",107725,0
"2015-02-20 14:45:00",107726,0
"2015-02-20 14:50:00",107727,0
"2015-02-20 14:55:00",107728,0
"2015-02-20 15:00:00",107729,0
"2015-02-20 15:05:00",107730,0
"2015-02-20 15:10:00",107731,0
"2015-02-20 15:15:00",107732,0
"2015-02-20 15:20:00",107733,0
"2015-02-20 15:25:00",107734,0
"2015-02-20 15:30:00",107735,0
"2015-02-20 15:35:00",107736,0
"2015-02-20 15:40:00",107737,0
"2015-02-20 15:45:00",107738,0
"2015-02-20 15:50:00",107739,0
"2015-02-20 15:55:00",107740,0
"2015-02-20 16:00:00",107741,0
"2015-02-20 16:05:00",107742,0
"2015-02-20 16:10:00",107743,0
"2015-02-20 16:15:00",107744,0
"2015-02-20 16:20:00",107745,0
"2015-02-20 16:25:00",107746,0
"2015-02-20 16:30:00",107747,0
"2015-02-20 16:35:00",107748,0
"2015-02-20 16:40:00",107749,0
"2015-02-20 16:45:00",107750,0
"2015-02-20 16:50:00",107751,0
"2015-02-20 16:55:00",107752,0
"2015-02-20 17:00:00",107753,0
"2015-02-20 17:05:00",107754,0
"2015-02-20 17:10:00",107755,0
"2015-02-20 17:15:00",107756,0
"2015-02-20 17:20:00",107757,0
"2015-02-20 17:25:00",107758,0
"2015-02-20 17:30:00",107759,0
"2015-02-20 17:35:00",107760,0
"2015-02-20 17:40:00",107761,0
"2015-02-20 17:45:00",107762,0
"2015-02-20 17:50:00",107763,0
"2015-02-20 17:55:00",107764,0
"2015-02-20 18:00:00",107765,0
"2015-02-20 18:05:00",107766,0
"2015-02-20 18:10:00",107767,0
"2015-02-20 18:15:00",107768,0
"2015-02-20 18:20:00",107769,0
"2015-02-20 18:25:00",107770,0
"2015-02-20 18:30:00",107771,0
"2015-02-20 18:35:00",107772,0
"2015-02-20 18:40:00",107773,0
"2015-02-20 18:45:00",107774,0
"2015-02-20 18:50:00",107775,0
"2015-02-20 18:55:00",107776,0
"2015-02-20 19:00:00",107777,0
"2015-02-20 19:05:00",107778,0
"2015-02-20 19:10:00",107779,0
"2015-02-20 19:15:00",107780,0
"2015-02-20 19:20:00",107781,0
"2015-02-20 19:25:00",107782,0
"2015-02-20 19:30:00",107783,0
"2015-02-20 19:35:00",107784,0
"2015-02-20 19:40:00",107785,0
"2015-02-20 19:45:00",107786,0
"2015-02-20 19:50:00",107787,0
"2015-02-20 19:55:00",107788,0
"2015-02-20 20:00:00",107789,0
"2015-02-20 20:05:00",107790,0
"2015-02-20 20:10:00",107791,0
"2015-02-20 20:15:00",107792,0
"2015-02-20 20:20:00",107793,0
"2015-02-20 20:25:00",107794,0
"2015-02-20 20:30:00",107795,0
"2015-02-20 20:35:00",107796,0
"2015-02-20 20:40:00",107797,0
"2015-02-20 20:45:00",107798,0
"2015-02-20 20:50:00",107799,0
"2015-02-20 20:55:00",107800,0
"2015-02-20 21:00:00",107801,0
"2015-02-20 21:05:00",107802,0
"2015-02-20 21:10:00",107803,0
"2015-02-20 21:15:00",107804,0
"2015-02-20 21:20:00",107805,0
"2015-02-20 21:25:00",107806,0
"2015-02-20 21:30:00",107807,0
"2015-02-20 21:35:00",107808,0
"2015-02-20 21:40:00",107809,0
"2015-02-20 21:45:00",107810,0
"2015-02-20 21:50:00",107811,0
"2015-02-20 21:55:00",107812,0
"2015-02-20 22:00:00",107813,0
"2015-02-20 22:05:00",107814,0
"2015-02-20 22:10:00",107815,0
"2015-02-20 22:15:00",107816,0
"2015-02-20 22:20:00",107817,0
"2015-02-20 22:25:00",107818,0
"2015-02-20 22:30:00",107819,0
"2015-02-20 22:35:00",107820,0
"2015-02-20 22:40:00",107821,0
"2015-02-20 22:45:00",107822,0
"2015-02-20 22:50:00",107823,0
"2015-02-20 22:55:00",107824,0
"2015-02-20 23:00:00",107825,0
"2015-02-20 23:05:00",107826,0
"2015-02-20 23:10:00",107827,0
"2015-02-20 23:15:00",107828,0
"2015-02-20 23:20:00",107829,0
"2015-02-20 23:25:00",107830,0
"2015-02-20 23:30:00",107831,0
"2015-02-20 23:35:00",107832,0
"2015-02-20 23:40:00",107833,0
"2015-02-20 23:45:00",107834,0
"2015-02-20 23:50:00",107835,0
"2015-02-20 23:55:00",107836,0
"2015-02-21 00:00:00",107837,0
"2015-02-21 00:05:00",107838,0
"2015-02-21 00:10:00",107839,0
"2015-02-21 00:15:00",107840,0
"2015-02-21 00:20:00",107841,0
"2015-02-21 00:25:00",107842,0
"2015-02-21 00:30:00",107843,0
"2015-02-21 00:35:00",107844,0
"2015-02-21 00:40:00",107845,0
"2015-02-21 00:45:00",107846,0
"2015-02-21 00:50:00",107847,0
"2015-02-21 00:55:00",107848,0
"2015-02-21 01:00:00",107849,0
"2015-02-21 01:05:00",107850,0
"2015-02-21 01:10:00",107851,0
"2015-02-21 01:15:00",107852,0
"2015-02-21 01:20:00",107853,0
"2015-02-21 01:25:00",107854,0
"2015-02-21 01:30:00",107855,0
"2015-02-21 01:35:00",107856,0
"2015-02-21 01:40:00",107857,0
"2015-02-21 01:45:00",107858,0
"2015-02-21 01:50:00",107859,0
"2015-02-21 01:55:00",107860,0
"2015-02-21 02:00:00",107861,0
"2015-02-21 02:05:00",107862,0
"2015-02-21 02:10:00",107863,0
"2015-02-21 02:15:00",107864,0
"2015-02-21 02:20:00",107865,0
"2015-02-21 02:25:00",107866,0
"2015-02-21 02:30:00",107867,0
"2015-02-21 02:35:00",107868,0
