"Título de trazado: JTU_01_PP_11"
"N.º";"Fecha Tiempo, GMT-05:00";"Lluvia, mm (LGR S/N: 10390583, SEN S/N: 10390583)";"Final de archivo (LGR S/N: 10390583)"
1;09/09/14 08:55:30;0,0;
2;09/09/14 08:58:27;0,1;
3;09/09/14 08:58:35;0,2;
4;09/09/14 08:58:36;0,3;
5;09/09/14 08:58:39;0,4;
6;09/09/14 08:58:40;0,5;
7;09/09/14 08:58:41;0,6;
8;09/09/14 08:58:43;0,7;
9;09/09/14 08:58:47;0,8;
10;09/09/14 08:58:53;0,9;
11;09/09/14 08:58:54;1,0;
12;09/09/14 08:58:55;1,1;
13;09/09/14 08:59:20;1,2;
14;09/09/14 08:59:21;1,3;
15;09/09/14 08:59:26;1,4;
16;09/09/14 08:59:27;1,5;
17;09/09/14 08:59:28;1,6;
18;09/09/14 08:59:29;1,7;
19;09/09/14 08:59:33;1,8;
20;09/09/14 08:59:35;1,9;
21;09/09/14 08:59:49;2,0;
22;09/09/14 08:59:52;2,1;
23;09/09/14 15:30:28;2,2;
24;10/09/14 01:18:06;2,3;
25;10/09/14 01:38:39;2,4;
26;10/09/14 01:52:13;2,5;
27;10/09/14 04:15:54;2,6;
28;11/09/14 21:32:23;2,7;
29;11/09/14 22:47:46;2,8;
30;11/09/14 22:54:21;2,9;
31;11/09/14 23:00:32;3,0;
32;11/09/14 23:09:30;3,1;
33;12/09/14 00:01:01;3,2;
34;12/09/14 01:42:58;3,3;
35;12/09/14 01:51:07;3,4;
36;12/09/14 01:54:08;3,5;
37;12/09/14 01:58:23;3,6;
38;12/09/14 02:02:32;3,7;
39;12/09/14 02:06:50;3,8;
40;12/09/14 02:10:26;3,9;
41;12/09/14 02:19:44;4,0;
42;12/09/14 02:29:38;4,1;
43;12/09/14 02:47:35;4,2;
44;12/09/14 03:03:51;4,3;
45;12/09/14 03:15:37;4,4;
46;12/09/14 03:23:05;4,5;
47;12/09/14 03:33:47;4,6;
48;12/09/14 03:41:55;4,7;
49;12/09/14 03:46:50;4,8;
50;12/09/14 03:51:59;4,9;
51;12/09/14 03:56:50;5,0;
52;12/09/14 04:02:53;5,1;
53;12/09/14 04:10:54;5,2;
54;12/09/14 04:20:07;5,3;
55;12/09/14 04:41:21;5,4;
56;12/09/14 06:30:38;5,5;
57;13/09/14 12:05:12;5,6;
58;13/09/14 12:09:42;5,7;
59;13/09/14 12:14:01;5,8;
60;13/09/14 12:17:01;5,9;
61;13/09/14 12:21:49;6,0;
62;13/09/14 12:29:34;6,1;
63;13/09/14 12:46:44;6,2;
64;13/09/14 13:29:06;6,3;
65;13/09/14 13:57:05;6,4;
66;13/09/14 22:03:02;6,5;
67;13/09/14 23:43:15;6,6;
68;14/09/14 04:05:45;6,7;
69;14/09/14 04:35:19;6,8;
70;14/09/14 07:04:08;6,9;
71;14/09/14 08:11:53;7,0;
72;14/09/14 08:15:30;7,1;
73;14/09/14 08:34:04;7,2;
74;14/09/14 08:53:25;7,3;
75;14/09/14 08:58:09;7,4;
76;14/09/14 09:02:25;7,5;
77;14/09/14 14:33:54;7,6;
78;14/09/14 19:46:30;7,7;
79;14/09/14 19:55:22;7,8;
80;14/09/14 20:00:46;7,9;
81;14/09/14 20:08:40;8,0;
82;14/09/14 20:23:16;8,1;
83;14/09/14 20:33:21;8,2;
84;14/09/14 21:05:42;8,3;
85;15/09/14 06:54:12;8,4;
86;15/09/14 06:55:59;8,5;
87;15/09/14 06:57:36;8,6;
88;15/09/14 06:58:38;8,7;
89;15/09/14 06:59:44;8,8;
90;15/09/14 07:00:31;8,9;
91;15/09/14 07:01:21;9,0;
92;15/09/14 07:01:57;9,1;
93;15/09/14 07:02:40;9,2;
94;15/09/14 07:03:12;9,3;
95;15/09/14 07:04:06;9,4;
96;15/09/14 07:04:44;9,5;
97;15/09/14 07:05:31;9,6;
98;15/09/14 07:06:17;9,7;
99;15/09/14 07:07:00;9,8;
100;15/09/14 07:07:39;9,9;
101;15/09/14 07:08:20;10,0;
102;15/09/14 07:08:50;10,1;
103;15/09/14 07:09:32;10,2;
104;15/09/14 07:10:07;10,3;
105;15/09/14 07:11:03;10,4;
106;15/09/14 07:11:50;10,5;
107;15/09/14 07:12:49;10,6;
108;15/09/14 07:13:27;10,7;
109;15/09/14 07:14:32;10,8;
110;15/09/14 07:15:36;10,9;
111;15/09/14 07:16:52;11,0;
112;15/09/14 07:17:38;11,1;
113;15/09/14 07:18:36;11,2;
114;15/09/14 07:19:23;11,3;
115;15/09/14 07:20:30;11,4;
116;15/09/14 07:21:25;11,5;
117;15/09/14 07:22:26;11,6;
118;15/09/14 07:23:14;11,7;
119;15/09/14 07:24:23;11,8;
120;15/09/14 07:25:21;11,9;
121;15/09/14 07:26:37;12,0;
122;15/09/14 07:27:40;12,1;
123;15/09/14 07:29:02;12,2;
124;15/09/14 07:30:24;12,3;
125;15/09/14 07:31:53;12,4;
126;15/09/14 07:33:06;12,5;
127;15/09/14 07:34:32;12,6;
128;15/09/14 07:35:47;12,7;
129;15/09/14 07:36:59;12,8;
130;15/09/14 07:37:49;12,9;
131;15/09/14 07:38:48;13,0;
132;15/09/14 07:39:39;13,1;
133;15/09/14 07:40:42;13,2;
134;15/09/14 07:41:26;13,3;
135;15/09/14 07:42:22;13,4;
136;15/09/14 07:43:41;13,5;
137;15/09/14 07:45:23;13,6;
138;15/09/14 07:46:21;13,7;
139;15/09/14 07:47:24;13,8;
140;15/09/14 07:48:23;13,9;
141;15/09/14 07:49:53;14,0;
142;15/09/14 09:11:51;14,1;
143;15/09/14 09:34:57;14,2;
144;15/09/14 10:13:07;14,3;
145;15/09/14 10:13:24;14,4;
146;15/09/14 10:13:51;14,5;
147;15/09/14 10:14:23;14,6;
148;15/09/14 10:14:50;14,7;
149;15/09/14 10:15:20;14,8;
150;15/09/14 10:15:48;14,9;
151;15/09/14 10:16:20;15,0;
152;15/09/14 10:16:48;15,1;
153;15/09/14 10:17:19;15,2;
154;15/09/14 10:17:47;15,3;
155;15/09/14 10:18:18;15,4;
156;15/09/14 10:18:46;15,5;
157;15/09/14 10:19:18;15,6;
158;15/09/14 10:19:46;15,7;
159;15/09/14 10:20:17;15,8;
160;15/09/14 10:20:43;15,9;
161;15/09/14 10:21:15;16,0;
162;15/09/14 10:21:43;16,1;
163;15/09/14 10:22:16;16,2;
164;15/09/14 10:22:43;16,3;
165;15/09/14 10:23:16;16,4;
166;15/09/14 10:23:43;16,5;
167;15/09/14 10:24:17;16,6;
168;15/09/14 10:24:44;16,7;
169;15/09/14 10:25:16;16,8;
170;15/09/14 10:25:43;16,9;
171;15/09/14 10:26:16;17,0;
172;15/09/14 10:26:43;17,1;
173;15/09/14 10:27:16;17,2;
174;15/09/14 10:27:42;17,3;
175;15/09/14 10:28:14;17,4;
176;15/09/14 10:28:42;17,5;
177;15/09/14 10:29:15;17,6;
178;15/09/14 10:29:42;17,7;
179;15/09/14 10:30:18;17,8;
180;15/09/14 10:30:50;17,9;
181;15/09/14 10:31:31;18,0;
182;15/09/14 10:32:04;18,1;
183;15/09/14 10:32:46;18,2;
184;15/09/14 10:33:20;18,3;
185;15/09/14 10:34:02;18,4;
186;15/09/14 10:34:33;18,5;
187;15/09/14 10:35:14;18,6;
188;15/09/14 10:35:48;18,7;
189;15/09/14 10:36:30;18,8;
190;15/09/14 10:37:03;18,9;
191;15/09/14 10:37:46;19,0;
192;15/09/14 10:38:20;19,1;
193;15/09/14 10:39:07;19,2;
194;15/09/14 10:39:42;19,3;
