"Título de trazado: JTU_01_PT_11"
"N.º","Fecha Tiempo, GMT-05:00","Event, mm (LGR S/N: 10390583, SEN S/N: 10390583)","Final de archivo (LGR S/N: 10390583)"
1,18/03/15 09:50:41,0.0,
2,18/03/15 09:51:04,0.1,
3,18/03/15 09:51:12,0.2,
4,18/03/15 09:51:13,0.3,
5,18/03/15 09:51:14,0.4,
6,18/03/15 09:51:15,0.5,
7,18/03/15 09:51:16,0.6,
8,18/03/15 09:53:02,0.7,
9,18/03/15 09:54:39,0.8,
10,18/03/15 09:57:37,0.9,
11,18/03/15 09:57:46,1.0,
12,18/03/15 09:57:59,1.1,
13,18/03/15 09:58:02,1.2,
14,18/03/15 09:58:41,1.3,
15,18/03/15 09:58:42,1.4,
16,18/03/15 09:58:43,1.5,
17,18/03/15 09:58:44,1.6,
18,18/03/15 11:40:31,1.7,
19,18/03/15 12:52:04,1.8,
20,18/03/15 12:53:22,1.9,
21,18/03/15 12:54:26,2.0,
22,18/03/15 12:58:20,2.1,
23,18/03/15 13:00:08,2.2,
24,18/03/15 13:02:18,2.3,
25,18/03/15 13:02:58,2.4,
26,18/03/15 13:03:24,2.5,
27,18/03/15 13:03:55,2.6,
28,18/03/15 13:04:13,2.7,
29,18/03/15 13:04:26,2.8,
30,18/03/15 13:04:52,2.9,
31,18/03/15 13:05:21,3.0,
32,18/03/15 13:05:46,3.1,
33,18/03/15 13:05:58,3.2,
34,18/03/15 13:06:17,3.3,
35,18/03/15 13:06:33,3.4,
36,18/03/15 13:06:48,3.5,
37,18/03/15 13:07:19,3.6,
38,18/03/15 13:08:08,3.7,
39,18/03/15 13:09:50,3.8,
40,18/03/15 13:12:46,3.9,
41,18/03/15 13:14:31,4.0,
42,18/03/15 13:15:33,4.1,
43,18/03/15 13:16:29,4.2,
44,18/03/15 13:17:53,4.3,
45,18/03/15 13:20:41,4.4,
46,18/03/15 13:28:09,4.5,
47,18/03/15 13:29:56,4.6,
48,18/03/15 13:31:04,4.7,
49,18/03/15 13:36:59,4.8,
50,18/03/15 13:42:37,4.9,
51,18/03/15 13:45:05,5.0,
52,18/03/15 13:53:54,5.1,
53,18/03/15 14:05:47,5.2,
54,18/03/15 14:22:37,5.3,
55,18/03/15 14:26:15,5.4,
56,18/03/15 14:28:15,5.5,
57,18/03/15 14:30:53,5.6,
58,18/03/15 14:33:23,5.7,
59,18/03/15 14:37:19,5.8,
60,18/03/15 14:42:48,5.9,
61,18/03/15 14:49:41,6.0,
62,18/03/15 15:04:30,6.1,
63,18/03/15 22:10:03,6.2,
64,19/03/15 01:33:41,6.3,
65,19/03/15 01:49:46,6.4,
66,19/03/15 02:00:40,6.5,
67,19/03/15 02:13:55,6.6,
68,19/03/15 03:08:17,6.7,
69,19/03/15 10:46:03,6.8,
70,19/03/15 10:47:29,6.9,
71,19/03/15 10:48:42,7.0,
72,19/03/15 10:50:20,7.1,
73,19/03/15 10:52:05,7.2,
74,19/03/15 10:53:55,7.3,
75,19/03/15 10:55:31,7.4,
76,19/03/15 10:57:14,7.5,
77,19/03/15 10:58:23,7.6,
78,19/03/15 10:59:33,7.7,
79,19/03/15 11:00:37,7.8,
80,19/03/15 11:01:47,7.9,
