"Título de trazado: JTU_01_PT_32"
"N.º";"Fecha Tiempo, GMT-05:00";"PRECIPITACION, mm (LGR S/N: 2412761, SEN S/N: 2412761)";"Final de archivo (LGR S/N: 2412761)"
1;12/01/16 09:57:22;0.0;
2;12/01/16 09:58:00;0.1;
3;12/01/16 09:58:41;0.2;
4;12/01/16 09:58:42;0.3;
5;12/01/16 09:58:43;0.4;
6;12/01/16 09:58:44;0.5;
7;12/01/16 09:58:45;0.6;
8;13/01/16 03:50:45;0.7;
9;15/01/16 09:27:38;0.8;
10;17/01/16 00:23:14;0.9;
11;18/01/16 06:54:36;1.0;
12;19/01/16 07:13:19;1.1;
13;20/01/16 12:41:52;1.2;
14;20/01/16 13:02:42;1.3;
15;20/01/16 16:09:42;1.4;
16;21/01/16 15:45:48;1.5;
17;21/01/16 15:48:24;1.6;
18;21/01/16 15:51:12;1.7;
19;21/01/16 15:53:50;1.8;
20;21/01/16 15:56:34;1.9;
21;21/01/16 15:58:34;2.0;
22;21/01/16 16:03:42;2.1;
23;21/01/16 16:07:15;2.2;
24;23/01/16 00:38:15;2.3;
25;23/01/16 05:23:57;2.4;
26;24/01/16 17:45:48;2.5;
27;24/01/16 17:49:11;2.6;
28;24/01/16 18:02:15;2.7;
29;24/01/16 18:13:03;2.8;
30;24/01/16 18:53:02;2.9;
31;24/01/16 21:54:51;3.0;
32;24/01/16 22:09:00;3.1;
33;24/01/16 22:18:55;3.2;
34;24/01/16 23:50:49;3.3;
35;25/01/16 01:57:30;3.4;
36;25/01/16 03:13:07;3.5;
37;25/01/16 03:50:58;3.6;
38;25/01/16 04:04:52;3.7;
39;25/01/16 04:13:05;3.8;
40;25/01/16 04:23:27;3.9;
41;25/01/16 04:28:14;4.0;
42;25/01/16 04:39:38;4.1;
43;25/01/16 04:51:58;4.2;
44;25/01/16 05:02:17;4.3;
45;25/01/16 05:07:55;4.4;
46;25/01/16 05:13:57;4.5;
47;25/01/16 05:17:37;4.6;
48;25/01/16 05:21:16;4.7;
49;25/01/16 05:24:24;4.8;
50;25/01/16 05:27:22;4.9;
51;25/01/16 05:29:07;5.0;
52;25/01/16 05:31:17;5.1;
53;25/01/16 05:32:47;5.2;
54;25/01/16 05:34:12;5.3;
55;25/01/16 05:35:28;5.4;
56;25/01/16 05:37:00;5.5;
57;25/01/16 05:38:36;5.6;
58;25/01/16 05:40:13;5.7;
59;25/01/16 05:42:00;5.8;
60;25/01/16 05:43:45;5.9;
61;25/01/16 05:45:05;6.0;
62;25/01/16 05:46:31;6.1;
63;25/01/16 05:47:43;6.2;
64;25/01/16 05:49:12;6.3;
65;25/01/16 05:50:51;6.4;
66;25/01/16 05:52:52;6.5;
67;25/01/16 05:54:57;6.6;
68;25/01/16 05:57:33;6.7;
69;25/01/16 05:59:30;6.8;
70;25/01/16 06:01:47;6.9;
71;25/01/16 06:03:51;7.0;
72;25/01/16 06:06:16;7.1;
73;25/01/16 06:09:03;7.2;
74;25/01/16 06:11:52;7.3;
75;25/01/16 06:14:18;7.4;
76;25/01/16 06:16:48;7.5;
77;25/01/16 06:18:55;7.6;
78;25/01/16 06:20:52;7.7;
79;25/01/16 06:23:04;7.8;
80;25/01/16 06:25:10;7.9;
