"Título de trazado: JTU_01_PP_11"
"N.º","Fecha Tiempo, GMT-05:00","Lluvia, mm (LGR S/N: 10390583, SEN S/N: 10390583)","Final de archivo (LGR S/N: 10390583)"
97,23/02/15 14:52:07,9.6,
98,23/02/15 14:53:20,9.7,
99,24/02/15 15:22:22,9.8,
100,24/02/15 15:25:01,9.9,
101,24/02/15 15:26:16,10.0,
102,24/02/15 15:27:44,10.1,
103,24/02/15 15:28:29,10.2,
104,24/02/15 15:29:31,10.3,
105,24/02/15 15:31:38,10.4,
106,24/02/15 15:32:35,10.5,
107,24/02/15 15:33:50,10.6,
108,24/02/15 15:35:00,10.7,
109,24/02/15 15:36:31,10.8,
110,24/02/15 15:38:30,10.9,
111,24/02/15 15:44:21,11.0,
112,24/02/15 15:46:55,11.1,
113,24/02/15 15:49:53,11.2,
114,24/02/15 15:52:14,11.3,
115,24/02/15 15:55:28,11.4,
116,24/02/15 15:58:22,11.5,
117,24/02/15 16:02:07,11.6,
118,24/02/15 16:07:24,11.7,
119,24/02/15 16:08:44,11.8,
120,24/02/15 16:09:37,11.9,
121,24/02/15 16:10:38,12.0,
122,24/02/15 16:11:47,12.1,
123,24/02/15 16:12:10,12.2,
124,24/02/15 16:12:31,12.3,
125,24/02/15 16:12:50,12.4,
126,24/02/15 16:13:05,12.5,
127,24/02/15 16:13:35,12.6,
128,24/02/15 16:13:58,12.7,
129,24/02/15 16:14:16,12.8,
130,24/02/15 16:14:28,12.9,
131,24/02/15 16:14:47,13.0,
132,24/02/15 16:15:08,13.1,
133,24/02/15 16:15:35,13.2,
134,24/02/15 16:15:59,13.3,
135,24/02/15 16:16:25,13.4,
136,24/02/15 16:16:47,13.5,
137,24/02/15 16:17:13,13.6,
138,24/02/15 16:17:37,13.7,
139,24/02/15 16:18:11,13.8,
140,24/02/15 16:18:37,13.9,
141,24/02/15 16:19:13,14.0,
142,24/02/15 16:19:55,14.1,
143,24/02/15 16:20:58,14.2,
144,24/02/15 16:21:52,14.3,
145,24/02/15 16:22:38,14.4,
146,24/02/15 16:23:27,14.5,
147,24/02/15 16:24:22,14.6,
148,24/02/15 16:25:21,14.7,
149,24/02/15 16:26:12,14.8,
150,24/02/15 16:26:43,14.9,
151,24/02/15 16:27:18,15.0,
152,24/02/15 16:27:52,15.1,
153,24/02/15 16:28:46,15.2,
154,24/02/15 16:29:31,15.3,
155,24/02/15 16:30:12,15.4,
156,24/02/15 16:31:08,15.5,
157,24/02/15 16:32:08,15.6,
158,24/02/15 16:33:03,15.7,
159,24/02/15 16:34:23,15.8,
160,24/02/15 16:35:24,15.9,
161,24/02/15 16:38:10,16.0,
162,24/02/15 16:43:32,16.1,
163,24/02/15 16:48:09,16.2,
164,24/02/15 16:52:51,16.3,
165,24/02/15 16:57:43,16.4,
166,24/02/15 16:59:01,16.5,
167,24/02/15 16:59:38,16.6,
168,24/02/15 17:00:18,16.7,
169,24/02/15 17:01:07,16.8,
170,24/02/15 17:01:45,16.9,
171,24/02/15 17:02:15,17.0,
172,24/02/15 17:03:00,17.1,
173,24/02/15 17:03:44,17.2,
174,24/02/15 17:04:33,17.3,
175,24/02/15 17:05:40,17.4,
176,24/02/15 17:06:46,17.5,
177,24/02/15 17:07:39,17.6,
178,24/02/15 17:08:41,17.7,
179,24/02/15 17:10:01,17.8,
180,24/02/15 17:10:46,17.9,
181,24/02/15 17:11:15,18.0,
182,24/02/15 17:12:05,18.1,
183,24/02/15 17:13:45,18.2,
184,24/02/15 17:15:18,18.3,
185,24/02/15 17:16:40,18.4,
186,24/02/15 17:17:24,18.5,
187,24/02/15 17:18:17,18.6,
188,24/02/15 17:19:42,18.7,
189,24/02/15 17:20:45,18.8,
190,24/02/15 17:21:37,18.9,
191,24/02/15 17:22:58,19.0,
192,24/02/15 17:24:29,19.1,
193,24/02/15 17:26:44,19.2,
194,24/02/15 17:29:12,19.3,
195,24/02/15 17:34:50,19.4,
196,24/02/15 17:36:40,19.5,
197,24/02/15 17:38:30,19.6,
198,24/02/15 17:39:49,19.7,
199,24/02/15 17:40:58,19.8,
200,24/02/15 17:42:11,19.9,
201,24/02/15 17:43:40,20.0,
202,24/02/15 17:45:30,20.1,
203,24/02/15 17:47:35,20.2,
204,24/02/15 17:50:30,20.3,
205,24/02/15 17:52:45,20.4,
206,24/02/15 17:54:06,20.5,
207,24/02/15 17:55:11,20.6,
208,24/02/15 17:56:26,20.7,
209,24/02/15 17:58:26,20.8,
210,24/02/15 17:59:29,20.9,
211,24/02/15 18:00:35,21.0,
212,24/02/15 18:02:21,21.1,
213,24/02/15 18:04:11,21.2,
214,24/02/15 18:05:48,21.3,
215,24/02/15 18:07:26,21.4,
216,24/02/15 18:09:33,21.5,
217,24/02/15 18:11:43,21.6,
218,24/02/15 18:19:08,21.7,
219,24/02/15 18:25:27,21.8,
220,24/02/15 18:30:33,21.9,
221,24/02/15 18:36:43,22.0,
222,24/02/15 18:50:03,22.1,
223,27/02/15 13:59:33,22.2,
224,02/03/15 13:16:41,22.3,
225,02/03/15 13:17:18,22.4,
226,02/03/15 13:17:32,22.5,
227,02/03/15 13:17:50,22.6,
228,02/03/15 13:17:58,22.7,
229,02/03/15 13:18:04,22.8,
230,02/03/15 13:18:12,22.9,
231,02/03/15 13:18:22,23.0,
232,02/03/15 13:18:32,23.1,
233,02/03/15 13:18:44,23.2,
234,02/03/15 13:18:57,23.3,
235,02/03/15 13:19:08,23.4,
236,02/03/15 13:19:19,23.5,
237,02/03/15 13:19:30,23.6,
238,02/03/15 13:19:40,23.7,
239,02/03/15 13:19:50,23.8,
240,02/03/15 13:19:58,23.9,
241,02/03/15 13:20:05,24.0,
242,02/03/15 13:20:12,24.1,
243,02/03/15 13:20:18,24.2,
244,02/03/15 13:20:24,24.3,
245,02/03/15 13:20:33,24.4,
246,02/03/15 13:20:41,24.5,
247,02/03/15 13:20:54,24.6,
248,02/03/15 13:21:12,24.7,
249,02/03/15 13:21:24,24.8,
250,02/03/15 13:21:40,24.9,
251,02/03/15 13:22:00,25.0,
252,02/03/15 13:22:11,25.1,
253,02/03/15 13:22:18,25.2,
254,02/03/15 13:22:26,25.3,
255,02/03/15 13:22:37,25.4,
256,02/03/15 13:22:49,25.5,
257,02/03/15 13:23:07,25.6,
258,02/03/15 13:23:26,25.7,
259,02/03/15 13:23:41,25.8,
260,02/03/15 13:23:58,25.9,
261,02/03/15 13:24:34,26.0,
262,02/03/15 13:25:17,26.1,
263,02/03/15 13:26:03,26.2,
264,02/03/15 13:26:38,26.3,
265,02/03/15 13:27:00,26.4,
266,02/03/15 13:27:13,26.5,
267,02/03/15 13:27:33,26.6,
268,02/03/15 13:27:50,26.7,
269,02/03/15 13:28:14,26.8,
270,02/03/15 13:28:38,26.9,
271,02/03/15 13:29:27,27.0,
272,02/03/15 13:33:09,27.1,
273,02/03/15 13:42:25,27.2,
274,02/03/15 14:46:51,27.3,
275,02/03/15 14:47:59,27.4,
276,02/03/15 14:48:57,27.5,
277,02/03/15 14:51:09,27.6,
278,02/03/15 14:52:20,27.7,
279,02/03/15 14:54:11,27.8,
280,02/03/15 14:56:09,27.9,
281,02/03/15 15:05:32,28.0,
282,02/03/15 15:14:03,28.1,
283,02/03/15 15:21:20,28.2,
284,02/03/15 15:26:51,28.3,
285,02/03/15 15:34:13,28.4,
286,03/03/15 13:51:51,28.5,
287,03/03/15 13:54:19,28.6,
288,03/03/15 13:56:44,28.7,
289,03/03/15 13:59:20,28.8,
290,03/03/15 14:01:04,28.9,
291,03/03/15 14:11:14,29.0,
292,03/03/15 14:25:02,29.1,
293,03/03/15 14:46:44,29.2,
294,07/03/15 01:26:14,29.3,
295,07/03/15 02:34:34,29.4,
296,07/03/15 08:43:58,29.5,
297,09/03/15 06:51:16,29.6,
298,10/03/15 04:47:09,29.7,
299,11/03/15 05:54:50,29.8,
300,11/03/15 07:34:41,29.9,
301,11/03/15 07:44:42,30.0,
302,11/03/15 08:44:47,30.1,
303,12/03/15 20:44:28,30.2,
304,12/03/15 21:03:20,30.3,
305,12/03/15 21:43:11,30.4,
306,12/03/15 22:25:47,30.5,
307,13/03/15 00:07:34,30.6,
308,13/03/15 00:42:05,30.7,
309,13/03/15 00:56:14,30.8,
310,13/03/15 02:19:19,30.9,
311,13/03/15 05:28:10,31.0,
312,13/03/15 15:08:04,31.1,
313,13/03/15 15:59:51,31.2,
314,14/03/15 15:01:19,31.3,
315,14/03/15 19:11:06,31.4,
316,15/03/15 10:27:12,31.5,
317,15/03/15 10:59:44,31.6,
318,15/03/15 17:04:03,31.7,
319,15/03/15 17:12:17,31.8,
320,15/03/15 17:21:32,31.9,
321,16/03/15 21:32:47,32.0,
322,17/03/15 16:33:04,32.1,
323,17/03/15 19:38:39,32.2,
324,17/03/15 19:41:44,32.3,
325,17/03/15 19:56:09,32.4,
326,17/03/15 20:14:32,32.5,
327,17/03/15 23:02:07,32.6,
328,17/03/15 23:03:57,32.7,
329,17/03/15 23:07:23,32.8,
330,17/03/15 23:10:04,32.9,
331,17/03/15 23:13:13,33.0,
332,18/03/15 00:25:07,33.1,
333,18/03/15 00:49:29,33.2,
334,18/03/15 01:00:56,33.3,
335,18/03/15 01:50:43,33.4,
336,18/03/15 04:50:14,33.5,
337,18/03/15 06:48:26,33.6,
338,18/03/15 06:50:46,33.7,
339,18/03/15 06:52:53,33.8,
340,18/03/15 06:54:34,33.9,
341,18/03/15 06:57:11,34.0,
342,18/03/15 06:59:17,34.1,
343,18/03/15 07:01:43,34.2,
344,18/03/15 07:03:53,34.3,
345,18/03/15 07:06:15,34.4,
346,18/03/15 07:08:35,34.5,
347,18/03/15 07:11:35,34.6,
348,18/03/15 07:15:56,34.7,
349,18/03/15 07:21:44,34.8,
350,18/03/15 07:29:33,34.9,
351,18/03/15 07:35:35,35.0,
352,18/03/15 07:52:48,35.1,
353,18/03/15 08:05:22,35.2,
354,18/03/15 08:11:45,35.3,
355,18/03/15 08:26:42,35.4,
356,18/03/15 08:31:30,35.5,
357,18/03/15 08:37:19,35.6,
358,18/03/15 08:42:20,35.7,
359,18/03/15 08:45:43,35.8,
360,18/03/15 08:48:11,35.9,
361,18/03/15 08:51:35,36.0,
362,18/03/15 08:54:46,36.1,
363,18/03/15 09:00:22,36.2,
364,18/03/15 09:08:01,36.3,
365,18/03/15 09:12:17,36.4,
366,18/03/15 09:15:55,36.5,
367,18/03/15 09:21:33,36.6,
368,18/03/15 09:25:08,36.7,
369,18/03/15 09:27:16,36.8,
370,18/03/15 09:29:54,36.9,
371,18/03/15 09:36:42,37.0,
372,18/03/15 09:41:20,37.0,Registrado
