"Título de trazado: JTU_01_PT_11"
"N.º","Fecha Tiempo, GMT-05:00","Event, mm (LGR S/N: 2412760, SEN S/N: 2412760)","Final de archivo (LGR S/N: 2412760)"
1,10/02/16 13:19:15,0.0,
2,10/02/16 13:19:48,0.1,
3,10/02/16 13:27:09,0.2,
4,10/02/16 13:41:25,0.3,
5,10/02/16 13:50:01,0.4,
6,10/02/16 21:09:13,0.5,
7,10/02/16 22:25:44,0.6,
8,10/02/16 23:03:51,0.7,
9,10/02/16 23:17:09,0.8,
10,10/02/16 23:36:23,0.9,
11,11/02/16 00:16:36,1.0,
12,11/02/16 04:28:33,1.1,
13,15/02/16 08:51:15,1.2,
14,16/02/16 06:18:14,1.3,
15,17/02/16 06:34:05,1.4,
16,17/02/16 11:52:16,1.5,
17,17/02/16 11:55:47,1.6,
18,17/02/16 13:40:41,1.7,
19,17/02/16 13:51:37,1.8,
20,21/02/16 04:50:24,1.9,
21,23/02/16 00:19:50,2.0,
22,23/02/16 00:22:22,2.1,
23,23/02/16 00:23:47,2.2,
24,23/02/16 00:26:53,2.3,
25,23/02/16 00:31:39,2.4,
26,23/02/16 00:38:00,2.5,
27,23/02/16 00:43:18,2.6,
28,23/02/16 00:47:28,2.7,
29,23/02/16 00:52:15,2.8,
30,23/02/16 01:50:06,2.9,
31,23/02/16 01:55:14,3.0,
32,23/02/16 02:01:27,3.1,
33,23/02/16 02:07:06,3.2,
34,23/02/16 02:11:12,3.3,
35,23/02/16 02:14:14,3.4,
36,23/02/16 02:16:39,3.5,
37,23/02/16 02:22:39,3.6,
38,23/02/16 02:26:37,3.7,
39,23/02/16 02:29:13,3.8,
40,23/02/16 02:31:39,3.9,
41,23/02/16 02:34:52,4.0,
42,23/02/16 02:42:07,4.1,
43,24/02/16 08:50:56,4.2,
44,24/02/16 09:43:13,4.3,
45,24/02/16 09:45:59,4.4,
46,24/02/16 14:21:35,4.5,
47,25/02/16 20:12:57,4.6,
48,25/02/16 20:14:37,4.7,
49,25/02/16 20:17:09,4.8,
50,25/02/16 20:20:58,4.9,
51,26/02/16 09:23:11,5.0,
52,26/02/16 12:45:59,5.1,
53,26/02/16 12:49:25,5.2,
54,26/02/16 12:51:02,5.3,
55,26/02/16 12:52:09,5.4,
56,26/02/16 12:53:53,5.5,
57,26/02/16 12:59:38,5.6,
