"Título de trazado: JTU_01_PT_22"
"N.º";"Fecha Tiempo, GMT-05:00";"Event, units (LGR S/N: 10390585, SEN S/N: 10390585)";"Final de archivo (LGR S/N: 10390585)"
1;07/10/15 09:58:17;0.0;
2;11/10/15 05:50:40;0.1;
3;11/10/15 12:12:20;0.2;
4;11/10/15 12:17:27;0.3;
5;11/10/15 13:38:13;0.4;
6;11/10/15 13:39:07;0.5;
7;11/10/15 13:40:19;0.6;
8;11/10/15 13:42:02;0.7;
9;11/10/15 13:43:13;0.8;
10;11/10/15 13:44:16;0.9;
11;11/10/15 13:45:18;1.0;
12;11/10/15 13:50:43;1.1;
13;11/10/15 13:55:20;1.2;
14;11/10/15 13:58:38;1.3;
15;11/10/15 14:02:13;1.4;
16;11/10/15 14:04:04;1.5;
17;11/10/15 14:06:32;1.6;
18;11/10/15 14:08:10;1.7;
19;11/10/15 14:10:50;1.8;
20;11/10/15 14:12:06;1.9;
21;11/10/15 14:14:40;2.0;
22;11/10/15 14:15:18;2.1;
23;11/10/15 14:15:56;2.2;
24;11/10/15 14:16:28;2.3;
25;11/10/15 14:17:01;2.4;
26;11/10/15 14:17:32;2.5;
27;11/10/15 14:18:27;2.6;
28;11/10/15 14:20:55;2.7;
29;11/10/15 15:04:00;2.8;
30;11/10/15 15:11:19;2.9;
31;11/10/15 15:20:15;3.0;
32;11/10/15 23:37:05;3.1;
33;12/10/15 00:36:59;3.2;
34;12/10/15 18:47:08;3.3;
35;12/10/15 19:01:13;3.4;
36;12/10/15 19:02:23;3.5;
37;12/10/15 19:06:53;3.6;
38;12/10/15 19:09:44;3.7;
39;12/10/15 19:12:30;3.8;
40;12/10/15 19:14:22;3.9;
41;12/10/15 19:23:28;4.0;
42;13/10/15 11:45:27;4.1;
43;13/10/15 11:49:11;4.2;
44;13/10/15 11:50:51;4.3;
45;13/10/15 12:17:46;4.4;
46;13/10/15 12:18:02;4.5;
47;13/10/15 12:18:20;4.6;
48;13/10/15 12:18:34;4.7;
49;13/10/15 12:18:53;4.8;
50;13/10/15 12:19:05;4.9;
51;13/10/15 12:19:21;5.0;
52;13/10/15 12:19:31;5.1;
53;13/10/15 12:19:39;5.2;
54;13/10/15 12:19:47;5.3;
55;13/10/15 12:19:56;5.4;
56;13/10/15 12:20:05;5.5;
57;13/10/15 12:20:19;5.6;
58;13/10/15 12:20:35;5.7;
59;13/10/15 12:20:50;5.8;
60;13/10/15 12:21:01;5.9;
61;13/10/15 12:21:17;6.0;
62;13/10/15 12:21:29;6.1;
63;13/10/15 12:21:47;6.2;
64;13/10/15 12:22:33;6.3;
65;13/10/15 12:26:08;6.4;
66;13/10/15 12:26:52;6.5;
67;13/10/15 12:27:25;6.6;
68;13/10/15 12:28:38;6.7;
69;13/10/15 12:29:43;6.8;
70;13/10/15 12:30:48;6.9;
71;13/10/15 12:32:45;7.0;
72;13/10/15 12:34:13;7.1;
73;13/10/15 12:36:42;7.2;
74;13/10/15 12:39:42;7.3;
75;13/10/15 12:40:49;7.4;
76;13/10/15 12:42:33;7.5;
77;13/10/15 12:43:47;7.6;
78;13/10/15 12:44:24;7.7;
79;13/10/15 12:44:58;7.8;
80;13/10/15 12:45:17;7.9;
81;13/10/15 12:45:44;8.0;
82;13/10/15 12:46:15;8.1;
83;13/10/15 12:48:03;8.2;
84;13/10/15 12:49:59;8.3;
85;13/10/15 12:52:53;8.4;
86;13/10/15 12:55:08;8.5;
87;13/10/15 13:00:00;8.6;
88;13/10/15 13:01:06;8.7;
89;13/10/15 13:05:47;8.8;
90;13/10/15 13:33:25;8.9;
91;13/10/15 13:59:07;9.0;
92;13/10/15 13:59:49;9.1;
93;13/10/15 14:00:24;9.2;
94;13/10/15 14:01:02;9.3;
95;13/10/15 14:01:39;9.4;
96;13/10/15 14:02:08;9.5;
97;13/10/15 14:02:49;9.6;
98;13/10/15 14:03:31;9.7;
99;13/10/15 14:04:56;9.8;
100;13/10/15 14:06:48;9.9;
101;13/10/15 14:08:32;10.0;
102;13/10/15 14:10:43;10.1;
103;13/10/15 15:29:43;10.2;
104;13/10/15 15:31:47;10.3;
105;13/10/15 15:33:06;10.4;
106;13/10/15 15:33:56;10.5;
107;13/10/15 15:35:06;10.6;
108;13/10/15 15:36:09;10.7;
109;13/10/15 15:37:09;10.8;
110;13/10/15 15:37:54;10.9;
111;13/10/15 15:38:28;11.0;
112;13/10/15 15:38:54;11.1;
113;13/10/15 15:39:33;11.2;
114;13/10/15 15:39:58;11.3;
115;13/10/15 15:40:36;11.4;
116;13/10/15 15:41:18;11.5;
117;13/10/15 15:41:54;11.6;
118;13/10/15 15:42:20;11.7;
119;13/10/15 15:42:53;11.8;
120;13/10/15 15:43:20;11.9;
121;13/10/15 15:44:22;12.0;
122;13/10/15 15:45:41;12.1;
123;13/10/15 15:48:38;12.2;
124;13/10/15 15:54:20;12.3;
125;13/10/15 16:14:43;12.4;
126;13/10/15 16:20:55;12.5;
127;13/10/15 16:55:14;12.6;
128;13/10/15 17:02:45;12.7;
129;13/10/15 17:08:34;12.8;
130;13/10/15 17:10:22;12.9;
131;13/10/15 17:12:48;13.0;
132;13/10/15 17:15:13;13.1;
133;13/10/15 17:16:41;13.2;
134;13/10/15 17:17:37;13.3;
135;13/10/15 17:19:51;13.4;
136;13/10/15 17:21:31;13.5;
137;13/10/15 17:22:36;13.6;
138;13/10/15 17:23:28;13.7;
139;13/10/15 17:24:50;13.8;
140;13/10/15 17:26:03;13.9;
141;13/10/15 17:27:36;14.0;
142;13/10/15 17:28:51;14.1;
143;13/10/15 17:29:55;14.2;
144;13/10/15 17:30:34;14.3;
145;13/10/15 17:31:16;14.4;
146;13/10/15 17:31:44;14.5;
147;13/10/15 17:32:20;14.6;
148;13/10/15 17:32:55;14.7;
149;13/10/15 17:33:43;14.8;
150;13/10/15 17:34:27;14.9;
151;13/10/15 17:35:52;15.0;
152;13/10/15 17:36:44;15.1;
153;13/10/15 17:37:34;15.2;
154;13/10/15 17:38:11;15.3;
155;13/10/15 17:39:00;15.4;
156;13/10/15 17:40:36;15.5;
157;13/10/15 17:44:48;15.6;
158;13/10/15 17:46:33;15.7;
159;13/10/15 17:51:17;15.8;
160;13/10/15 18:54:57;15.9;
161;13/10/15 18:57:26;16.0;
162;13/10/15 19:00:08;16.1;
163;13/10/15 19:01:25;16.2;
164;13/10/15 19:02:34;16.3;
165;13/10/15 19:05:24;16.4;
166;13/10/15 19:08:14;16.5;
167;13/10/15 19:10:22;16.6;
168;13/10/15 19:12:11;16.7;
169;13/10/15 19:14:06;16.8;
170;13/10/15 19:15:34;16.9;
171;13/10/15 19:17:33;17.0;
172;13/10/15 19:21:16;17.1;
173;13/10/15 19:41:11;17.2;
174;13/10/15 20:20:39;17.3;
175;13/10/15 22:02:00;17.4;
176;13/10/15 22:58:38;17.5;
177;14/10/15 09:37:44;17.6;
178;14/10/15 09:41:54;17.7;
179;14/10/15 09:49:10;17.8;
180;14/10/15 10:40:14;17.9;
181;14/10/15 10:43:42;18.0;
