"Título de trazado: JTU_01_PT_83"
"N.º","Fecha Tiempo, GMT-05:00","Ext. Line Event, mm (LGR S/N: 2412759, SEN S/N: 2412759)","Final de archivo (LGR S/N: 2412759)"
716,29/03/15 11:26:09,71.5,
717,29/03/15 11:27:47,71.6,
718,29/03/15 11:29:41,71.7,
719,29/03/15 11:31:59,71.8,
720,29/03/15 11:34:52,71.9,
721,29/03/15 11:36:52,72.0,
722,29/03/15 11:37:52,72.1,
723,29/03/15 11:39:12,72.2,
724,29/03/15 11:40:37,72.3,
725,29/03/15 11:42:29,72.4,
726,30/03/15 10:38:04,72.5,
727,30/03/15 13:38:59,72.6,
728,30/03/15 13:40:34,72.7,
729,30/03/15 13:42:00,72.8,
730,30/03/15 13:43:11,72.9,
731,30/03/15 13:44:41,73.0,
732,30/03/15 13:45:29,73.1,
733,30/03/15 13:46:23,73.2,
734,30/03/15 13:47:09,73.3,
735,30/03/15 13:47:48,73.4,
736,30/03/15 13:48:23,73.5,
737,30/03/15 13:49:04,73.6,
738,30/03/15 13:49:59,73.7,
739,30/03/15 13:50:51,73.8,
740,30/03/15 13:53:22,73.9,
741,30/03/15 13:55:08,74.0,
742,30/03/15 13:56:22,74.1,
743,30/03/15 13:59:11,74.2,
744,30/03/15 14:03:08,74.3,
745,30/03/15 14:05:04,74.4,
746,30/03/15 14:06:26,74.5,
747,30/03/15 14:08:02,74.6,
748,30/03/15 14:09:12,74.7,
749,30/03/15 14:11:14,74.8,
750,30/03/15 14:12:41,74.9,
751,30/03/15 14:14:43,75.0,
752,30/03/15 14:18:10,75.1,
753,31/03/15 12:19:31,75.2,
754,31/03/15 12:20:39,75.3,
755,31/03/15 12:22:06,75.4,
756,31/03/15 12:23:13,75.5,
757,31/03/15 12:25:29,75.6,
758,31/03/15 12:32:34,75.7,
759,31/03/15 12:37:02,75.8,
760,31/03/15 14:20:22,75.9,
761,31/03/15 14:30:13,76.0,
762,01/04/15 07:39:29,76.1,
763,01/04/15 07:48:55,76.2,
764,01/04/15 09:05:04,76.3,
765,01/04/15 20:42:56,76.4,
766,01/04/15 20:45:07,76.5,
767,01/04/15 20:48:04,76.6,
768,01/04/15 20:50:14,76.7,
769,01/04/15 20:51:34,76.8,
770,01/04/15 20:54:00,76.9,
771,01/04/15 20:57:46,77.0,
772,01/04/15 21:02:18,77.1,
773,01/04/15 21:14:34,77.2,
774,01/04/15 21:35:53,77.3,
775,01/04/15 21:43:52,77.4,
776,01/04/15 21:50:27,77.5,
777,01/04/15 22:03:05,77.6,
778,01/04/15 22:33:05,77.7,
779,01/04/15 22:46:21,77.8,
780,01/04/15 22:50:22,77.9,
781,01/04/15 22:59:34,78.0,
782,01/04/15 23:05:09,78.1,
783,01/04/15 23:11:06,78.2,
784,02/04/15 01:10:45,78.3,
785,02/04/15 01:24:56,78.4,
786,02/04/15 01:29:16,78.5,
787,02/04/15 01:38:47,78.6,
788,02/04/15 01:57:52,78.7,
789,02/04/15 02:12:31,78.8,
790,02/04/15 02:15:43,78.9,
791,02/04/15 02:18:00,79.0,
792,02/04/15 02:21:19,79.1,
793,02/04/15 02:26:19,79.2,
794,02/04/15 02:30:52,79.3,
795,02/04/15 02:38:01,79.4,
796,02/04/15 02:51:26,79.5,
797,02/04/15 03:12:06,79.6,
798,02/04/15 03:15:34,79.7,
799,02/04/15 03:18:49,79.8,
800,02/04/15 03:25:12,79.9,
801,02/04/15 03:35:58,80.0,
802,02/04/15 10:50:59,80.1,
803,02/04/15 11:27:04,80.2,
804,02/04/15 12:24:34,80.3,
805,02/04/15 14:28:08,80.4,
806,02/04/15 15:09:47,80.5,
807,02/04/15 15:48:26,80.6,
808,02/04/15 16:06:15,80.7,
809,02/04/15 16:26:23,80.8,
810,02/04/15 16:47:23,80.9,
811,03/04/15 01:51:16,81.0,
812,03/04/15 02:04:00,81.1,
813,03/04/15 02:10:21,81.2,
814,03/04/15 02:23:32,81.3,
815,03/04/15 02:34:52,81.4,
816,03/04/15 03:54:39,81.5,
817,03/04/15 08:28:14,81.6,
818,03/04/15 08:31:46,81.7,
819,03/04/15 08:34:13,81.8,
820,03/04/15 08:41:16,81.9,
821,03/04/15 13:02:30,82.0,
822,03/04/15 13:04:35,82.1,
823,03/04/15 13:05:28,82.2,
824,03/04/15 13:06:38,82.3,
825,03/04/15 13:08:12,82.4,
826,03/04/15 13:12:29,82.5,
827,03/04/15 13:39:26,82.6,
828,04/04/15 14:53:15,82.7,
829,04/04/15 14:59:31,82.8,
830,04/04/15 15:05:03,82.9,
831,04/04/15 15:07:42,83.0,
832,04/04/15 15:08:57,83.1,
833,04/04/15 15:22:10,83.2,
834,05/04/15 06:56:50,83.3,
835,05/04/15 14:08:24,83.4,
836,05/04/15 14:10:17,83.5,
837,05/04/15 14:12:22,83.6,
838,05/04/15 14:15:26,83.7,
839,05/04/15 14:19:18,83.8,
840,05/04/15 14:21:41,83.9,
841,05/04/15 14:25:33,84.0,
842,05/04/15 14:28:34,84.1,
843,05/04/15 14:33:48,84.2,
844,05/04/15 14:38:22,84.3,
845,05/04/15 14:52:11,84.4,
846,05/04/15 15:15:25,84.5,
847,05/04/15 15:37:54,84.6,
848,05/04/15 15:57:26,84.7,
849,05/04/15 16:26:59,84.8,
850,05/04/15 16:33:55,84.9,
851,06/04/15 01:41:08,85.0,
852,06/04/15 01:52:45,85.1,
853,06/04/15 01:58:29,85.2,
854,06/04/15 02:03:33,85.3,
855,06/04/15 02:08:40,85.4,
856,06/04/15 02:13:30,85.5,
857,06/04/15 02:20:55,85.6,
858,06/04/15 02:30:41,85.7,
859,06/04/15 02:41:04,85.8,
860,06/04/15 02:51:38,85.9,
861,06/04/15 03:05:19,86.0,
862,06/04/15 03:20:15,86.1,
863,06/04/15 21:43:12,86.2,
864,06/04/15 22:06:05,86.3,
865,06/04/15 22:09:41,86.4,
866,06/04/15 22:13:44,86.5,
867,06/04/15 22:18:01,86.6,
868,06/04/15 22:22:49,86.7,
869,06/04/15 22:25:45,86.8,
870,06/04/15 22:30:43,86.9,
871,06/04/15 22:37:29,87.0,
872,06/04/15 22:42:44,87.1,
873,06/04/15 22:50:29,87.2,
874,06/04/15 22:59:53,87.3,
875,07/04/15 05:49:27,87.4,
876,08/04/15 21:19:31,87.5,
877,08/04/15 21:52:10,87.6,
878,08/04/15 21:59:46,87.7,
879,10/04/15 16:17:22,87.8,
880,10/04/15 16:19:22,87.9,
881,10/04/15 16:21:14,88.0,
882,10/04/15 16:22:47,88.1,
883,10/04/15 16:25:31,88.2,
884,10/04/15 16:39:23,88.3,
885,10/04/15 16:47:49,88.4,
886,10/04/15 18:11:28,88.5,
887,11/04/15 03:19:05,88.6,
888,12/04/15 00:59:05,88.7,
889,12/04/15 01:07:21,88.8,
890,12/04/15 01:28:28,88.9,
891,12/04/15 02:57:59,89.0,
892,12/04/15 03:17:40,89.1,
893,12/04/15 03:20:28,89.2,
894,12/04/15 03:22:11,89.3,
895,12/04/15 03:24:27,89.4,
896,12/04/15 03:28:34,89.5,
897,12/04/15 03:37:20,89.6,
898,12/04/15 03:43:17,89.7,
899,12/04/15 03:47:48,89.8,
900,12/04/15 03:50:56,89.9,
901,12/04/15 03:55:26,90.0,
902,12/04/15 03:59:12,90.1,
903,12/04/15 04:05:22,90.2,
904,12/04/15 04:10:49,90.3,
905,12/04/15 04:13:40,90.4,
906,12/04/15 04:19:07,90.5,
907,12/04/15 04:24:48,90.6,
908,12/04/15 05:27:25,90.7,
909,12/04/15 05:32:09,90.8,
910,12/04/15 05:38:32,90.9,
911,12/04/15 05:58:34,91.0,
912,12/04/15 06:02:33,91.1,
913,12/04/15 06:09:56,91.2,
914,12/04/15 06:32:54,91.3,
915,12/04/15 06:41:25,91.4,
916,12/04/15 06:46:16,91.5,
917,12/04/15 06:54:19,91.6,
918,12/04/15 07:02:11,91.7,
919,13/04/15 03:53:52,91.8,
920,13/04/15 05:55:12,91.9,
921,13/04/15 06:05:55,92.0,
922,13/04/15 06:10:03,92.1,
923,13/04/15 06:11:58,92.2,
924,13/04/15 06:28:19,92.3,
925,13/04/15 06:55:44,92.4,
926,13/04/15 07:14:01,92.5,
927,13/04/15 07:18:31,92.6,
928,13/04/15 07:21:53,92.7,
929,13/04/15 07:24:17,92.8,
930,13/04/15 07:26:20,92.9,
931,13/04/15 07:28:19,93.0,
932,13/04/15 13:11:22,93.1,
933,13/04/15 13:16:22,93.2,
934,14/04/15 03:41:26,93.3,
935,14/04/15 04:02:02,93.4,
936,14/04/15 04:36:11,93.5,
937,14/04/15 05:00:13,93.6,
938,14/04/15 05:07:47,93.7,
939,14/04/15 05:14:03,93.8,
940,14/04/15 05:23:06,93.9,
941,14/04/15 05:28:21,94.0,
942,14/04/15 05:33:34,94.1,
943,14/04/15 05:38:44,94.2,
944,14/04/15 05:45:11,94.3,
945,14/04/15 05:51:33,94.4,
946,14/04/15 05:57:44,94.5,
947,14/04/15 06:04:47,94.6,
948,14/04/15 06:12:38,94.7,
949,14/04/15 06:24:47,94.8,
950,14/04/15 06:42:56,94.9,
951,14/04/15 06:56:21,95.0,
952,14/04/15 07:03:34,95.1,
953,14/04/15 07:08:44,95.2,
954,14/04/15 07:14:25,95.3,
955,14/04/15 07:18:42,95.4,
956,14/04/15 07:22:53,95.5,
957,14/04/15 07:30:14,95.6,
958,14/04/15 07:36:47,95.7,
959,14/04/15 07:44:28,95.8,
960,14/04/15 07:50:57,95.9,
961,14/04/15 07:58:52,96.0,
962,14/04/15 08:15:56,96.1,
963,14/04/15 09:00:24,96.1,Registrado
