"Título de trazado: JTU_01_PT_22"
"N.º";"Fecha Tiempo, GMT-05:00";"Event, units (LGR S/N: 10390585, SEN S/N: 10390585)";"Final de archivo (LGR S/N: 10390585)"
42;02/10/15 02:47:33 PM;4.1;
43;02/10/15 02:47:46 PM;4.2;
44;02/10/15 02:48:07 PM;4.3;
45;02/10/15 02:48:28 PM;4.4;
46;02/10/15 02:48:56 PM;4.5;
47;02/10/15 02:49:35 PM;4.6;
48;02/10/15 02:50:42 PM;4.7;
49;02/10/15 02:51:57 PM;4.8;
50;02/10/15 02:53:36 PM;4.9;
51;02/10/15 02:54:47 PM;5.0;
52;02/10/15 02:55:43 PM;5.1;
53;02/10/15 02:57:08 PM;5.2;
54;02/10/15 02:59:03 PM;5.3;
55;02/10/15 03:02:15 PM;5.4;
56;02/10/15 03:07:21 PM;5.5;
57;02/10/15 03:11:08 PM;5.6;
58;02/10/15 03:13:32 PM;5.7;
59;02/10/15 03:22:29 PM;5.8;
60;02/10/15 07:13:13 PM;5.9;
61;02/10/15 07:13:27 PM;6.0;
62;02/10/15 07:13:42 PM;6.1;
63;02/10/15 07:13:53 PM;6.2;
64;02/10/15 07:14:08 PM;6.3;
65;02/10/15 07:14:20 PM;6.4;
66;02/10/15 07:14:37 PM;6.5;
67;02/10/15 07:14:54 PM;6.6;
68;02/10/15 07:15:15 PM;6.7;
69;02/10/15 07:15:31 PM;6.8;
70;02/10/15 07:15:50 PM;6.9;
71;02/10/15 07:16:07 PM;7.0;
72;02/10/15 07:16:26 PM;7.1;
73;02/10/15 07:16:44 PM;7.2;
74;02/10/15 07:17:10 PM;7.3;
75;02/10/15 07:17:35 PM;7.4;
76;02/10/15 07:18:19 PM;7.5;
77;02/10/15 07:18:57 PM;7.6;
78;02/10/15 07:19:46 PM;7.7;
79;02/10/15 07:20:50 PM;7.8;
80;02/10/15 07:23:26 PM;7.9;
81;02/10/15 07:26:58 PM;8.0;
82;02/11/15 07:26:16 AM;8.1;
83;02/14/15 02:21:56 PM;8.2;
84;02/14/15 02:23:30 PM;8.3;
85;02/14/15 02:25:35 PM;8.4;
86;02/14/15 02:29:13 PM;8.5;
87;02/14/15 02:31:27 PM;8.6;
88;02/14/15 02:33:30 PM;8.7;
89;02/14/15 02:34:54 PM;8.8;
90;02/14/15 02:37:59 PM;8.9;
91;02/14/15 02:40:00 PM;9.0;
92;02/14/15 02:42:52 PM;9.1;
93;02/14/15 02:45:20 PM;9.2;
94;02/14/15 02:48:26 PM;9.3;
95;02/14/15 02:51:23 PM;9.4;
96;02/14/15 02:56:16 PM;9.5;
97;02/14/15 03:00:02 PM;9.6;
98;02/14/15 03:03:31 PM;9.7;
99;02/14/15 03:12:16 PM;9.8;
100;02/14/15 03:19:59 PM;9.9;
101;02/14/15 03:22:25 PM;10.0;
102;02/14/15 03:24:14 PM;10.1;
103;02/16/15 01:09:35 AM;10.2;
104;02/16/15 01:12:49 AM;10.3;
105;02/16/15 01:23:40 AM;10.4;
106;02/16/15 01:34:34 AM;10.5;
107;02/16/15 01:40:53 AM;10.6;
108;02/18/15 07:15:30 AM;10.7;
109;02/19/15 12:24:37 PM;10.8;
110;02/19/15 12:31:24 PM;10.9;
111;02/19/15 01:04:51 PM;11.0;
112;02/19/15 06:53:46 PM;11.1;
113;02/19/15 07:45:09 PM;11.2;
114;02/19/15 09:51:51 PM;11.3;
115;02/19/15 10:28:35 PM;11.4;
116;02/19/15 11:16:49 PM;11.5;
117;02/20/15 04:48:49 AM;11.6;
118;02/20/15 04:52:29 AM;11.7;
119;02/20/15 04:54:37 AM;11.8;
120;02/20/15 04:58:31 AM;11.9;
121;02/20/15 05:01:06 AM;12.0;
122;02/20/15 05:03:32 AM;12.1;
123;02/20/15 05:07:48 AM;12.2;
124;02/20/15 05:16:05 AM;12.3;
125;02/20/15 05:18:36 AM;12.4;
126;02/20/15 05:23:04 AM;12.5;
127;02/20/15 05:32:54 AM;12.6;
128;02/20/15 05:37:31 AM;12.7;
129;02/20/15 06:20:02 AM;12.8;
130;02/23/15 01:48:39 PM;12.9;
131;02/23/15 01:49:30 PM;13.0;
132;02/23/15 01:50:28 PM;13.1;
133;02/23/15 01:51:18 PM;13.2;
134;02/23/15 01:51:59 PM;13.3;
135;02/23/15 01:52:19 PM;13.4;
136;02/23/15 01:52:36 PM;13.5;
137;02/23/15 01:52:56 PM;13.6;
138;02/23/15 01:53:15 PM;13.7;
139;02/23/15 01:53:30 PM;13.8;
140;02/23/15 01:53:50 PM;13.9;
141;02/23/15 01:54:10 PM;14.0;
142;02/23/15 01:54:33 PM;14.1;
143;02/23/15 01:54:51 PM;14.2;
144;02/23/15 01:55:23 PM;14.3;
145;02/23/15 01:56:04 PM;14.4;
146;02/23/15 01:56:29 PM;14.5;
147;02/23/15 01:56:46 PM;14.6;
148;02/23/15 01:57:04 PM;14.7;
149;02/23/15 01:57:27 PM;14.8;
150;02/23/15 01:58:04 PM;14.9;
151;02/23/15 01:58:41 PM;15.0;
152;02/23/15 01:59:55 PM;15.1;
153;02/23/15 02:02:16 PM;15.2;
154;02/23/15 02:03:41 PM;15.3;
155;02/23/15 02:04:16 PM;15.4;
156;02/23/15 02:04:48 PM;15.5;
157;02/23/15 02:05:05 PM;15.6;
158;02/23/15 02:05:28 PM;15.7;
159;02/23/15 02:05:44 PM;15.8;
160;02/23/15 02:06:02 PM;15.9;
161;02/23/15 02:06:18 PM;16.0;
162;02/23/15 02:06:36 PM;16.1;
163;02/23/15 02:06:55 PM;16.2;
164;02/23/15 02:07:16 PM;16.3;
165;02/23/15 02:07:39 PM;16.4;
166;02/23/15 02:08:14 PM;16.5;
167;02/23/15 02:08:55 PM;16.6;
168;02/23/15 02:10:00 PM;16.7;
169;02/23/15 02:11:23 PM;16.8;
170;02/23/15 02:14:47 PM;16.9;
171;02/23/15 02:19:20 PM;17.0;
172;02/23/15 02:20:34 PM;17.1;
173;02/23/15 02:21:04 PM;17.2;
174;02/23/15 02:22:26 PM;17.3;
175;02/23/15 02:23:40 PM;17.4;
176;02/23/15 02:24:51 PM;17.5;
177;02/23/15 02:28:16 PM;17.6;
178;02/23/15 02:29:59 PM;17.7;
179;02/23/15 02:30:56 PM;17.8;
180;02/23/15 02:31:45 PM;17.9;
181;02/23/15 02:32:33 PM;18.0;
182;02/23/15 02:33:31 PM;18.1;
183;02/23/15 02:34:11 PM;18.2;
184;02/23/15 02:34:57 PM;18.3;
185;02/23/15 02:35:48 PM;18.4;
186;02/23/15 02:36:45 PM;18.5;
187;02/23/15 02:37:35 PM;18.6;
188;02/23/15 02:46:50 PM;18.7;
189;02/23/15 02:53:14 PM;18.8;
190;02/23/15 02:55:28 PM;18.9;
191;02/23/15 02:57:26 PM;19.0;
192;02/24/15 03:20:02 PM;19.1;
193;02/24/15 03:23:01 PM;19.2;
194;02/24/15 03:23:57 PM;19.3;
195;02/24/15 03:24:19 PM;19.4;
196;02/24/15 03:24:49 PM;19.5;
197;02/24/15 03:25:26 PM;19.6;
198;02/24/15 03:26:21 PM;19.7;
199;02/24/15 03:27:15 PM;19.8;
200;02/24/15 03:28:17 PM;19.9;
201;02/24/15 03:29:12 PM;20.0;
202;02/24/15 03:29:34 PM;20.1;
203;02/24/15 03:29:53 PM;20.2;
204;02/24/15 03:30:22 PM;20.3;
205;02/24/15 03:30:44 PM;20.4;
206;02/24/15 03:31:47 PM;20.5;
207;02/24/15 03:32:22 PM;20.6;
208;02/24/15 03:33:18 PM;20.7;
209;02/24/15 03:34:22 PM;20.8;
210;02/24/15 03:35:22 PM;20.9;
211;02/24/15 03:35:57 PM;21.0;
212;02/24/15 03:36:40 PM;21.1;
213;02/24/15 03:37:23 PM;21.2;
214;02/24/15 03:38:27 PM;21.3;
215;02/24/15 03:40:00 PM;21.4;
216;02/24/15 03:42:20 PM;21.5;
217;02/24/15 03:44:04 PM;21.6;
218;02/24/15 03:48:13 PM;21.7;
219;02/24/15 03:53:49 PM;21.8;
220;02/24/15 04:04:16 PM;21.9;
221;02/24/15 04:05:40 PM;22.0;
222;02/24/15 04:08:43 PM;22.1;
223;02/24/15 04:11:02 PM;22.2;
224;02/24/15 04:13:30 PM;22.3;
225;02/24/15 04:17:11 PM;22.4;
226;02/24/15 04:22:55 PM;22.5;
227;02/24/15 04:24:39 PM;22.6;
228;02/24/15 04:25:39 PM;22.7;
229;02/24/15 04:26:14 PM;22.8;
230;02/24/15 04:27:28 PM;22.9;
231;02/24/15 04:30:25 PM;23.0;
232;02/24/15 04:43:46 PM;23.1;
233;02/24/15 04:55:00 PM;23.2;
234;02/24/15 04:56:14 PM;23.3;
235;02/24/15 04:57:24 PM;23.4;
236;02/24/15 04:59:02 PM;23.5;
237;02/24/15 05:00:27 PM;23.6;
238;02/24/15 05:01:31 PM;23.7;
239;02/24/15 05:02:22 PM;23.8;
240;02/24/15 05:03:00 PM;23.9;
241;02/24/15 05:03:34 PM;24.0;
242;02/24/15 05:04:21 PM;24.1;
243;02/24/15 05:04:51 PM;24.2;
244;02/24/15 05:05:35 PM;24.3;
245;02/24/15 05:06:51 PM;24.4;
246;02/24/15 05:08:13 PM;24.5;
247;02/24/15 05:09:35 PM;24.6;
248;02/24/15 05:10:59 PM;24.7;
249;02/24/15 05:11:44 PM;24.8;
250;02/24/15 05:12:35 PM;24.9;
251;02/24/15 05:13:15 PM;25.0;
252;02/24/15 05:14:02 PM;25.1;
253;02/24/15 05:14:40 PM;25.2;
254;02/24/15 05:15:59 PM;25.3;
255;02/24/15 05:17:46 PM;25.4;
256;02/24/15 05:21:15 PM;25.5;
257;02/24/15 05:24:45 PM;25.6;
258;02/24/15 05:27:29 PM;25.7;
259;02/24/15 05:28:55 PM;25.8;
260;02/24/15 05:31:24 PM;25.9;
261;02/24/15 05:33:24 PM;26.0;
262;02/24/15 05:35:34 PM;26.1;
263;02/24/15 05:37:07 PM;26.2;
264;02/24/15 05:39:22 PM;26.3;
265;02/24/15 05:41:36 PM;26.4;
266;02/24/15 05:44:40 PM;26.5;
267;02/24/15 05:47:04 PM;26.6;
268;02/24/15 05:49:17 PM;26.7;
269;02/24/15 05:50:52 PM;26.8;
270;02/24/15 05:53:05 PM;26.9;
271;02/24/15 05:54:15 PM;27.0;
272;02/24/15 05:55:48 PM;27.1;
273;02/24/15 05:56:56 PM;27.2;
274;02/24/15 05:58:18 PM;27.3;
275;02/24/15 06:00:17 PM;27.4;
276;02/24/15 06:02:26 PM;27.5;
277;02/24/15 06:07:20 PM;27.6;
278;02/24/15 06:13:26 PM;27.7;
279;02/24/15 06:17:44 PM;27.8;
280;02/24/15 06:27:28 PM;27.9;
281;02/24/15 06:36:07 PM;28.0;
282;02/24/15 07:48:28 PM;28.1;
283;02/27/15 03:04:26 PM;28.2;
284;02/27/15 03:06:24 PM;28.3;
285;02/27/15 03:08:04 PM;28.4;
286;02/27/15 03:13:09 PM;28.5;
287;02/28/15 11:25:55 AM;28.6;
288;02/28/15 12:49:06 PM;28.7;
289;03/02/15 07:40:23 AM;28.8;
290;03/02/15 01:13:26 PM;28.9;
291;03/02/15 01:13:57 PM;29.0;
292;03/02/15 01:14:27 PM;29.1;
293;03/02/15 01:14:48 PM;29.2;
294;03/02/15 01:15:21 PM;29.3;
295;03/02/15 01:15:51 PM;29.4;
296;03/02/15 01:16:27 PM;29.5;
297;03/02/15 01:17:13 PM;29.6;
298;03/02/15 01:18:28 PM;29.7;
299;03/02/15 01:19:16 PM;29.8;
300;03/02/15 01:20:05 PM;29.9;
301;03/02/15 01:21:12 PM;30.0;
302;03/02/15 01:22:08 PM;30.1;
303;03/02/15 01:22:33 PM;30.2;
304;03/02/15 01:22:52 PM;30.3;
305;03/02/15 01:23:08 PM;30.4;
306;03/02/15 01:23:31 PM;30.5;
307;03/02/15 01:23:55 PM;30.6;
308;03/02/15 01:24:28 PM;30.7;
309;03/02/15 01:24:54 PM;30.8;
310;03/02/15 01:25:24 PM;30.9;
311;03/02/15 01:25:52 PM;31.0;
312;03/02/15 01:26:34 PM;31.1;
313;03/02/15 01:27:46 PM;31.2;
314;03/02/15 01:30:25 PM;31.3;
315;03/02/15 01:32:15 PM;31.4;
316;03/02/15 01:34:04 PM;31.5;
317;03/02/15 01:35:54 PM;31.6;
318;03/02/15 01:42:04 PM;31.7;
319;03/02/15 02:43:09 PM;31.8;
320;03/02/15 02:45:15 PM;31.9;
321;03/02/15 03:09:57 PM;32.0;
322;03/02/15 03:13:06 PM;32.1;
323;03/02/15 03:15:42 PM;32.2;
324;03/02/15 03:26:50 PM;32.3;
325;03/03/15 04:31:45 AM;32.4;
326;03/03/15 02:45:14 PM;32.5;
327;03/03/15 03:00:44 PM;32.6;
328;03/12/15 12:24:43 PM;32.6;Registrado
