"Título de trazado: JTU_01_PT_11"
"N.º";"Fecha Tiempo, GMT-05:00";"PRECIPITACION, mm (LGR S/N: 2412761, SEN S/N: 2412761)";"Final de archivo (LGR S/N: 2412761)"
1;12/18/17 01:30:01 PM;0.0;
2;12/18/17 01:32:47 PM;0.1;
3;12/18/17 01:36:07 PM;0.2;
4;12/18/17 01:37:08 PM;0.3;
5;12/19/17 05:48:54 AM;0.4;
6;12/20/17 10:08:41 AM;0.5;
7;12/25/17 12:59:09 PM;0.6;
8;12/25/17 01:05:27 PM;0.7;
9;12/25/17 01:08:18 PM;0.8;
10;12/25/17 01:09:41 PM;0.9;
11;12/25/17 01:10:17 PM;1.0;
12;12/25/17 01:10:50 PM;1.1;
13;12/25/17 01:11:11 PM;1.2;
14;12/25/17 01:11:27 PM;1.3;
15;12/25/17 01:11:40 PM;1.4;
16;12/25/17 01:11:51 PM;1.5;
17;12/25/17 01:12:01 PM;1.6;
18;12/25/17 01:12:13 PM;1.7;
19;12/25/17 01:12:22 PM;1.8;
20;12/25/17 01:12:32 PM;1.9;
21;12/25/17 01:12:42 PM;2.0;
22;12/25/17 01:12:56 PM;2.1;
23;12/25/17 01:13:09 PM;2.2;
24;12/25/17 01:13:19 PM;2.3;
25;12/25/17 01:13:26 PM;2.4;
26;12/25/17 01:13:35 PM;2.5;
27;12/25/17 01:13:43 PM;2.6;
28;12/25/17 01:13:53 PM;2.7;
29;12/25/17 01:14:02 PM;2.8;
30;12/25/17 01:14:13 PM;2.9;
31;12/25/17 01:14:26 PM;3.0;
32;12/25/17 01:14:43 PM;3.1;
33;12/25/17 01:15:01 PM;3.2;
34;12/25/17 01:15:22 PM;3.3;
35;12/25/17 01:15:41 PM;3.4;
36;12/25/17 01:16:01 PM;3.5;
37;12/25/17 01:16:15 PM;3.6;
38;12/25/17 01:16:33 PM;3.7;
39;12/25/17 01:16:46 PM;3.8;
40;12/25/17 01:16:58 PM;3.9;
41;12/25/17 01:17:08 PM;4.0;
42;12/25/17 01:17:20 PM;4.1;
43;12/25/17 01:17:30 PM;4.2;
44;12/25/17 01:17:42 PM;4.3;
45;12/25/17 01:17:53 PM;4.4;
46;12/25/17 01:18:05 PM;4.5;
47;12/25/17 01:18:17 PM;4.6;
48;12/25/17 01:18:30 PM;4.7;
49;12/25/17 01:18:42 PM;4.8;
50;12/25/17 01:18:56 PM;4.9;
51;12/25/17 01:19:10 PM;5.0;
52;12/25/17 01:19:23 PM;5.1;
53;12/25/17 01:19:36 PM;5.2;
54;12/25/17 01:19:49 PM;5.3;
55;12/25/17 01:20:00 PM;5.4;
56;12/25/17 01:20:12 PM;5.5;
57;12/25/17 01:20:23 PM;5.6;
58;12/25/17 01:20:34 PM;5.7;
59;12/25/17 01:20:45 PM;5.8;
60;12/25/17 01:20:57 PM;5.9;
61;12/25/17 01:21:08 PM;6.0;
62;12/25/17 01:21:22 PM;6.1;
63;12/25/17 01:21:35 PM;6.2;
64;12/25/17 01:21:49 PM;6.3;
65;12/25/17 01:22:04 PM;6.4;
66;12/25/17 01:22:22 PM;6.5;
67;12/25/17 01:22:35 PM;6.6;
68;12/25/17 01:22:48 PM;6.7;
69;12/25/17 01:23:00 PM;6.8;
70;12/25/17 01:23:13 PM;6.9;
71;12/25/17 01:23:24 PM;7.0;
72;12/25/17 01:23:35 PM;7.1;
73;12/25/17 01:23:46 PM;7.2;
74;12/25/17 01:23:58 PM;7.3;
75;12/25/17 01:24:10 PM;7.4;
76;12/25/17 01:24:23 PM;7.5;
77;12/25/17 01:24:36 PM;7.6;
78;12/25/17 01:24:51 PM;7.7;
79;12/25/17 01:25:08 PM;7.8;
80;12/25/17 01:25:33 PM;7.9;
81;12/25/17 01:25:56 PM;8.0;
82;12/25/17 01:26:21 PM;8.1;
83;12/25/17 01:26:47 PM;8.2;
84;12/25/17 01:27:21 PM;8.3;
85;12/25/17 01:27:55 PM;8.4;
86;12/25/17 01:28:28 PM;8.5;
87;12/25/17 01:28:50 PM;8.6;
88;12/25/17 01:29:11 PM;8.7;
89;12/25/17 01:29:32 PM;8.8;
90;12/25/17 01:29:52 PM;8.9;
91;12/25/17 01:30:13 PM;9.0;
92;12/25/17 01:30:34 PM;9.1;
93;12/25/17 01:30:48 PM;9.2;
94;12/25/17 01:31:07 PM;9.3;
95;12/25/17 01:31:24 PM;9.4;
96;12/25/17 01:31:39 PM;9.5;
97;12/25/17 01:31:51 PM;9.6;
98;12/25/17 01:32:04 PM;9.7;
99;12/25/17 01:32:16 PM;9.8;
100;12/25/17 01:32:32 PM;9.9;
101;12/25/17 01:32:50 PM;10.0;
102;12/25/17 01:33:09 PM;10.1;
103;12/25/17 01:33:26 PM;10.2;
104;12/25/17 01:33:48 PM;10.3;
105;12/25/17 01:34:14 PM;10.4;
106;12/25/17 01:34:41 PM;10.5;
107;12/25/17 01:35:07 PM;10.6;
108;12/25/17 01:35:35 PM;10.7;
