med_fecha;med_hora;med_valor;med_maximo;med_minimo
15/11/2011;9:55:00;6.979;6.979;6.979
15/11/2011;10:00:00;12.359;12.359;12.359
15/11/2011;10:05:00;12.461;12.461;12.461
15/11/2011;10:10:00;12.222;12.222;12.222
15/11/2011;10:15:00;12.066;12.066;12.066
15/11/2011;10:20:00;12.034;12.034;12.034
15/11/2011;10:25:00;11.521;11.521;11.521
15/11/2011;10:30:00;11.471;11.471;11.471
15/11/2011;10:35:00;12.03;12.03;12.03
15/11/2011;10:40:00;12.075;12.075;12.075
15/11/2011;10:45:00;12.063;12.063;12.063
15/11/2011;10:50:00;12.02;12.02;12.02
15/11/2011;10:55:00;12.246;12.246;12.246
15/11/2011;11:00:00;12.789;12.789;12.789
15/11/2011;11:05:00;12.638;12.638;12.638
15/11/2011;11:10:00;12.181;12.181;12.181
15/11/2011;11:15:00;11.261;11.261;11.261
15/11/2011;11:20:00;11.94;11.94;11.94
15/11/2011;11:25:00;12.603;12.603;12.603
15/11/2011;11:30:00;13.285;13.285;13.285
15/11/2011;11:35:00;13.154;13.154;13.154
15/11/2011;11:40:00;12.368;12.368;12.368
15/11/2011;11:45:00;11.936;11.936;11.936
15/11/2011;11:50:00;12.429;12.429;12.429
15/11/2011;11:55:00;12.457;12.457;12.457
15/11/2011;12:00:00;11.758;11.758;11.758
15/11/2011;12:05:00;11.132;11.132;11.132
15/11/2011;12:10:00;10.49;10.49;10.49
15/11/2011;12:15:00;10.258;10.258;10.258
15/11/2011;12:20:00;10.281;10.281;10.281
15/11/2011;12:25:00;10.658;10.658;10.658
15/11/2011;12:30:00;10.842;10.842;10.842
15/11/2011;12:35:00;10.667;10.667;10.667
15/11/2011;12:40:00;11.407;11.407;11.407
15/11/2011;12:45:00;11.831;11.831;11.831
15/11/2011;12:50:00;12.664;12.664;12.664
15/11/2011;12:55:00;13.032;13.032;13.032
15/11/2011;13:00:00;12.937;12.937;12.937
15/11/2011;13:05:00;13.267;13.267;13.267
15/11/2011;13:10:00;13.238;13.238;13.238
15/11/2011;13:15:00;13.157;13.157;13.157
15/11/2011;13:20:00;12.834;12.834;12.834
15/11/2011;13:25:00;13.087;13.087;13.087
15/11/2011;13:30:00;13.031;13.031;13.031
15/11/2011;13:35:00;13.455;13.455;13.455
15/11/2011;13:40:00;13.269;13.269;13.269
15/11/2011;13:45:00;13.363;13.363;13.363
15/11/2011;13:50:00;13.147;13.147;13.147
15/11/2011;13:55:00;13.572;13.572;13.572
15/11/2011;14:00:00;13.519;13.519;13.519
15/11/2011;14:05:00;13.717;13.717;13.717
15/11/2011;14:10:00;13.438;13.438;13.438
15/11/2011;14:15:00;12.597;12.597;12.597
15/11/2011;14:20:00;13.122;13.122;13.122
15/11/2011;14:25:00;13.493;13.493;13.493
15/11/2011;14:30:00;13.638;13.638;13.638
15/11/2011;14:35:00;12.976;12.976;12.976
15/11/2011;14:40:00;12.474;12.474;12.474
15/11/2011;14:45:00;12.64;12.64;12.64
15/11/2011;14:50:00;12.081;12.081;12.081
15/11/2011;14:55:00;12.658;12.658;12.658
15/11/2011;15:00:00;12.683;12.683;12.683
15/11/2011;15:05:00;13.055;13.055;13.055
15/11/2011;15:10:00;12.934;12.934;12.934
15/11/2011;15:15:00;13.227;13.227;13.227
15/11/2011;15:20:00;12.803;12.803;12.803
15/11/2011;15:25:00;12.533;12.533;12.533
15/11/2011;15:30:00;12.48;12.48;12.48
15/11/2011;15:35:00;12.146;12.146;12.146
15/11/2011;15:40:00;11.779;11.779;11.779
15/11/2011;15:45:00;11.63;11.63;11.63
15/11/2011;15:50:00;11.75;11.75;11.75
15/11/2011;15:55:00;11.689;11.689;11.689
15/11/2011;16:00:00;11.651;11.651;11.651
15/11/2011;16:05:00;11.132;11.132;11.132
15/11/2011;16:10:00;11.277;11.277;11.277
15/11/2011;16:15:00;10.963;10.963;10.963
15/11/2011;16:20:00;10.876;10.876;10.876
15/11/2011;16:25:00;10.331;10.331;10.331
15/11/2011;16:30:00;10.784;10.784;10.784
15/11/2011;16:35:00;11.042;11.042;11.042
15/11/2011;16:40:00;10.856;10.856;10.856
15/11/2011;16:45:00;10.751;10.751;10.751
15/11/2011;16:50:00;10.397;10.397;10.397
15/11/2011;16:55:00;10.299;10.299;10.299
15/11/2011;17:00:00;10.145;10.145;10.145
15/11/2011;17:05:00;10.072;10.072;10.072
15/11/2011;17:10:00;9.719;9.719;9.719
15/11/2011;17:15:00;8.512;8.512;8.512
15/11/2011;17:20:00;7.893;7.893;7.893
15/11/2011;17:25:00;7.542;7.542;7.542
15/11/2011;17:30:00;7.191;7.191;7.191
15/11/2011;17:35:00;6.895;6.895;6.895
15/11/2011;17:40:00;6.611;6.611;6.611
15/11/2011;17:45:00;6.339;6.339;6.339
15/11/2011;17:50:00;6.08;6.08;6.08
15/11/2011;17:55:00;5.877;5.877;5.877
15/11/2011;18:00:00;5.613;5.613;5.613
15/11/2011;18:05:00;5.341;5.341;5.341
15/11/2011;18:10:00;5.052;5.052;5.052
15/11/2011;18:15:00;4.698;4.698;4.698
15/11/2011;18:20:00;4.409;4.409;4.409
15/11/2011;18:25:00;4.165;4.165;4.165
15/11/2011;18:30:00;3.989;3.989;3.989
15/11/2011;18:35:00;3.822;3.822;3.822
15/11/2011;18:40:00;3.689;3.689;3.689
15/11/2011;18:45:00;3.678;3.678;3.678
15/11/2011;18:50:00;3.61;3.61;3.61
15/11/2011;18:55:00;3.503;3.503;3.503
15/11/2011;19:00:00;3.559;3.559;3.559
15/11/2011;19:05:00;3.579;3.579;3.579
15/11/2011;19:10:00;3.558;3.558;3.558
15/11/2011;19:15:00;3.548;3.548;3.548
15/11/2011;19:20:00;3.619;3.619;3.619
15/11/2011;19:25:00;3.646;3.646;3.646
15/11/2011;19:30:00;3.814;3.814;3.814
15/11/2011;19:35:00;3.863;3.863;3.863
15/11/2011;19:40:00;3.768;3.768;3.768
15/11/2011;19:45:00;3.866;3.866;3.866
15/11/2011;19:50:00;3.989;3.989;3.989
15/11/2011;19:55:00;3.953;3.953;3.953
15/11/2011;20:00:00;3.796;3.796;3.796
15/11/2011;20:05:00;3.704;3.704;3.704
15/11/2011;20:10:00;3.677;3.677;3.677
15/11/2011;20:15:00;3.663;3.663;3.663
15/11/2011;20:20:00;3.513;3.513;3.513
15/11/2011;20:25:00;3.581;3.581;3.581
15/11/2011;20:30:00;3.762;3.762;3.762
15/11/2011;20:35:00;3.841;3.841;3.841
15/11/2011;20:40:00;3.956;3.956;3.956
15/11/2011;20:45:00;3.999;3.999;3.999
15/11/2011;20:50:00;4.008;4.008;4.008
15/11/2011;20:55:00;3.974;3.974;3.974
15/11/2011;21:00:00;3.887;3.887;3.887
15/11/2011;21:05:00;3.648;3.648;3.648
15/11/2011;21:10:00;3.581;3.581;3.581
15/11/2011;21:15:00;3.582;3.582;3.582
15/11/2011;21:20:00;3.571;3.571;3.571
15/11/2011;21:25:00;3.707;3.707;3.707
15/11/2011;21:30:00;3.384;3.384;3.384
15/11/2011;21:35:00;3.162;3.162;3.162
15/11/2011;21:40:00;3.214;3.214;3.214
15/11/2011;21:45:00;3.13;3.13;3.13
15/11/2011;21:50:00;3.133;3.133;3.133
15/11/2011;21:55:00;3.046;3.046;3.046
15/11/2011;22:00:00;2.92;2.92;2.92
15/11/2011;22:05:00;2.866;2.866;2.866
15/11/2011;22:10:00;3.083;3.083;3.083
15/11/2011;22:15:00;3.202;3.202;3.202
15/11/2011;22:20:00;3.538;3.538;3.538
15/11/2011;22:25:00;3.538;3.538;3.538
15/11/2011;22:30:00;3.552;3.552;3.552
15/11/2011;22:35:00;3.458;3.458;3.458
15/11/2011;22:40:00;3.274;3.274;3.274
15/11/2011;22:45:00;3.097;3.097;3.097
15/11/2011;22:50:00;2.868;2.868;2.868
15/11/2011;22:55:00;2.94;2.94;2.94
15/11/2011;23:00:00;3.114;3.114;3.114
15/11/2011;23:05:00;3.298;3.298;3.298
15/11/2011;23:10:00;3.31;3.31;3.31
15/11/2011;23:15:00;3.387;3.387;3.387
15/11/2011;23:20:00;3.281;3.281;3.281
15/11/2011;23:25:00;3.309;3.309;3.309
15/11/2011;23:30:00;3.304;3.304;3.304
15/11/2011;23:35:00;3.132;3.132;3.132
15/11/2011;23:40:00;2.998;2.998;2.998
15/11/2011;23:45:00;3.227;3.227;3.227
15/11/2011;23:50:00;3.579;3.579;3.579
15/11/2011;23:55:00;3.564;3.564;3.564
16/11/2011;0:00:00;3.523;3.523;3.523
16/11/2011;0:05:00;3.489;3.489;3.489
16/11/2011;0:10:00;3.481;3.481;3.481
16/11/2011;0:15:00;3.487;3.487;3.487
16/11/2011;0:20:00;3.478;3.478;3.478
16/11/2011;0:25:00;3.462;3.462;3.462
16/11/2011;0:30:00;3.484;3.484;3.484
16/11/2011;0:35:00;3.433;3.433;3.433
16/11/2011;0:40:00;3.433;3.433;3.433
16/11/2011;0:45:00;3.355;3.355;3.355
16/11/2011;0:50:00;3.362;3.362;3.362
16/11/2011;0:55:00;3.187;3.187;3.187
16/11/2011;1:00:00;3.077;3.077;3.077
16/11/2011;1:05:00;3.089;3.089;3.089
16/11/2011;1:10:00;3.118;3.118;3.118
16/11/2011;1:15:00;3.199;3.199;3.199
16/11/2011;1:20:00;3.26;3.26;3.26
16/11/2011;1:25:00;3.309;3.309;3.309
16/11/2011;1:30:00;3.387;3.387;3.387
16/11/2011;1:35:00;3.358;3.358;3.358
16/11/2011;1:40:00;3.341;3.341;3.341
16/11/2011;1:45:00;3.346;3.346;3.346
16/11/2011;1:50:00;3.317;3.317;3.317
16/11/2011;1:55:00;3.32;3.32;3.32
16/11/2011;2:00:00;3.387;3.387;3.387
16/11/2011;2:05:00;3.388;3.388;3.388
16/11/2011;2:10:00;3.419;3.419;3.419
16/11/2011;2:15:00;3.443;3.443;3.443
16/11/2011;2:20:00;3.51;3.51;3.51
16/11/2011;2:25:00;3.571;3.571;3.571
16/11/2011;2:30:00;3.668;3.668;3.668
16/11/2011;2:35:00;3.442;3.442;3.442
16/11/2011;2:40:00;3.458;3.458;3.458
16/11/2011;2:45:00;3.42;3.42;3.42
16/11/2011;2:50:00;3.385;3.385;3.385
16/11/2011;2:55:00;3.28;3.28;3.28
16/11/2011;3:00:00;3.202;3.202;3.202
16/11/2011;3:05:00;3.172;3.172;3.172
16/11/2011;3:10:00;2.996;2.996;2.996
16/11/2011;3:15:00;2.744;2.744;2.744
16/11/2011;3:20:00;2.679;2.679;2.679
16/11/2011;3:25:00;2.607;2.607;2.607
16/11/2011;3:30:00;2.514;2.514;2.514
16/11/2011;3:35:00;2.433;2.433;2.433
16/11/2011;3:40:00;2.218;2.218;2.218
16/11/2011;3:45:00;2.062;2.062;2.062
16/11/2011;3:50:00;2.129;2.129;2.129
16/11/2011;3:55:00;2.056;2.056;2.056
16/11/2011;4:00:00;1.891;1.891;1.891
16/11/2011;4:05:00;1.82;1.82;1.82
16/11/2011;4:10:00;1.76;1.76;1.76
16/11/2011;4:15:00;1.662;1.662;1.662
16/11/2011;4:20:00;1.493;1.493;1.493
16/11/2011;4:25:00;1.386;1.386;1.386
16/11/2011;4:30:00;1.278;1.278;1.278
16/11/2011;4:35:00;1.241;1.241;1.241
16/11/2011;4:40:00;1.241;1.241;1.241
16/11/2011;4:45:00;1.209;1.209;1.209
16/11/2011;4:50:00;1.214;1.214;1.214
16/11/2011;4:55:00;1.223;1.223;1.223
16/11/2011;5:00:00;1.302;1.302;1.302
16/11/2011;5:05:00;1.328;1.328;1.328
16/11/2011;5:10:00;1.203;1.203;1.203
16/11/2011;5:15:00;0.976;0.976;0.976
16/11/2011;5:20:00;0.933;0.933;0.933
16/11/2011;5:25:00;1.246;1.246;1.246
16/11/2011;5:30:00;1.174;1.174;1.174
16/11/2011;5:35:00;1.052;1.052;1.052
16/11/2011;5:40:00;0.809;0.809;0.809
16/11/2011;5:45:00;0.776;0.776;0.776
16/11/2011;5:50:00;0.889;0.889;0.889
16/11/2011;5:55:00;0.906;0.906;0.906
16/11/2011;6:00:00;0.954;0.954;0.954
16/11/2011;6:05:00;1.292;1.292;1.292
16/11/2011;6:10:00;1.51;1.51;1.51
16/11/2011;6:15:00;1.864;1.864;1.864
16/11/2011;6:20:00;2.314;2.314;2.314
16/11/2011;6:25:00;2.61;2.61;2.61
16/11/2011;6:30:00;2.662;2.662;2.662
16/11/2011;6:35:00;2.879;2.879;2.879
16/11/2011;6:40:00;2.966;2.966;2.966
16/11/2011;6:45:00;3.152;3.152;3.152
16/11/2011;6:50:00;3.129;3.129;3.129
16/11/2011;6:55:00;3.179;3.179;3.179
16/11/2011;7:00:00;3.387;3.387;3.387
16/11/2011;7:05:00;3.664;3.664;3.664
16/11/2011;7:10:00;3.759;3.759;3.759
16/11/2011;7:15:00;4.153;4.153;4.153
16/11/2011;7:20:00;4.342;4.342;4.342
16/11/2011;7:25:00;4.456;4.456;4.456
16/11/2011;7:30:00;4.63;4.63;4.63
16/11/2011;7:35:00;4.81;4.81;4.81
16/11/2011;7:40:00;5.09;5.09;5.09
16/11/2011;7:45:00;5.358;5.358;5.358
16/11/2011;7:50:00;5.682;5.682;5.682
16/11/2011;7:55:00;6.022;6.022;6.022
16/11/2011;8:00:00;6.509;6.509;6.509
16/11/2011;8:05:00;6.925;6.925;6.925
16/11/2011;8:10:00;7.162;7.162;7.162
16/11/2011;8:15:00;7.197;7.197;7.197
16/11/2011;8:20:00;7.017;7.017;7.017
16/11/2011;8:25:00;6.921;6.921;6.921
16/11/2011;8:30:00;7.162;7.162;7.162
16/11/2011;8:35:00;7.247;7.247;7.247
16/11/2011;8:40:00;7.318;7.318;7.318
16/11/2011;8:45:00;7.54;7.54;7.54
16/11/2011;8:50:00;7.664;7.664;7.664
16/11/2011;8:55:00;8.314;8.314;8.314
16/11/2011;9:00:00;8.83;8.83;8.83
16/11/2011;9:05:00;8.761;8.761;8.761
16/11/2011;9:10:00;8.863;8.863;8.863
16/11/2011;9:15:00;9.338;9.338;9.338
16/11/2011;9:20:00;9.252;9.252;9.252
16/11/2011;9:25:00;10.011;10.011;10.011
16/11/2011;9:30:00;10.774;10.774;10.774
16/11/2011;9:35:00;11.076;11.076;11.076
16/11/2011;9:40:00;11.503;11.503;11.503
16/11/2011;9:45:00;12.019;12.019;12.019
16/11/2011;9:50:00;12.332;12.332;12.332
16/11/2011;9:55:00;11.923;11.923;11.923
16/11/2011;10:00:00;11.663;11.663;11.663
16/11/2011;10:05:00;11.843;11.843;11.843
16/11/2011;10:10:00;11.998;11.998;11.998
16/11/2011;10:15:00;12.657;12.657;12.657
16/11/2011;10:20:00;12.645;12.645;12.645
16/11/2011;10:25:00;13.101;13.101;13.101
16/11/2011;10:30:00;13.519;13.519;13.519
16/11/2011;10:35:00;14.111;14.111;14.111
16/11/2011;10:40:00;14.569;14.569;14.569
16/11/2011;10:45:00;15.423;15.423;15.423
16/11/2011;10:50:00;15.327;15.327;15.327
16/11/2011;10:55:00;13.642;13.642;13.642
16/11/2011;11:00:00;12.388;12.388;12.388
16/11/2011;11:05:00;12.527;12.527;12.527
16/11/2011;11:10:00;13.313;13.313;13.313
16/11/2011;11:15:00;13.417;13.417;13.417
16/11/2011;11:20:00;13.835;13.835;13.835
16/11/2011;11:25:00;13.871;13.871;13.871
16/11/2011;11:30:00;14.454;14.454;14.454
16/11/2011;11:35:00;13.984;13.984;13.984
16/11/2011;11:40:00;14.288;14.288;14.288
16/11/2011;11:45:00;14.228;14.228;14.228
16/11/2011;11:50:00;13.61;13.61;13.61
16/11/2011;11:55:00;13.266;13.266;13.266
16/11/2011;12:00:00;13.29;13.29;13.29
16/11/2011;12:05:00;13.275;13.275;13.275
16/11/2011;12:10:00;14.099;14.099;14.099
16/11/2011;12:15:00;14.18;14.18;14.18
16/11/2011;12:20:00;14.268;14.268;14.268
16/11/2011;12:25:00;14.932;14.932;14.932
16/11/2011;12:30:00;14.604;14.604;14.604
16/11/2011;12:35:00;13.935;13.935;13.935
16/11/2011;12:40:00;13.739;13.739;13.739
16/11/2011;12:45:00;13.656;13.656;13.656
16/11/2011;12:50:00;14.134;14.134;14.134
16/11/2011;12:55:00;13.888;13.888;13.888
16/11/2011;13:00:00;13.633;13.633;13.633
16/11/2011;13:05:00;13.865;13.865;13.865
16/11/2011;13:10:00;13.629;13.629;13.629
16/11/2011;13:15:00;13.133;13.133;13.133
16/11/2011;13:20:00;13.36;13.36;13.36
16/11/2011;13:25:00;13.348;13.348;13.348
16/11/2011;13:30:00;13.601;13.601;13.601
16/11/2011;13:35:00;13.926;13.926;13.926
16/11/2011;13:40:00;14.097;14.097;14.097
16/11/2011;13:45:00;13.028;13.028;13.028
16/11/2011;13:50:00;12.745;12.745;12.745
16/11/2011;13:55:00;12.538;12.538;12.538
16/11/2011;14:00:00;12.356;12.356;12.356
16/11/2011;14:05:00;12.445;12.445;12.445
16/11/2011;14:10:00;13.064;13.064;13.064
16/11/2011;14:15:00;13.504;13.504;13.504
16/11/2011;14:20:00;13.346;13.346;13.346
16/11/2011;14:25:00;13.4;13.4;13.4
16/11/2011;14:30:00;13.028;13.028;13.028
16/11/2011;14:35:00;13.267;13.267;13.267
16/11/2011;14:40:00;13.488;13.488;13.488
16/11/2011;14:45:00;13.621;13.621;13.621
16/11/2011;14:50:00;13.29;13.29;13.29
16/11/2011;14:55:00;13.02;13.02;13.02
16/11/2011;15:00:00;13.05;13.05;13.05
16/11/2011;15:05:00;12.49;12.49;12.49
16/11/2011;15:10:00;11.859;11.859;11.859
16/11/2011;15:15:00;11.059;11.059;11.059
16/11/2011;15:20:00;10.658;10.658;10.658
16/11/2011;15:25:00;10.772;10.772;10.772
16/11/2011;15:30:00;11.073;11.073;11.073
16/11/2011;15:35:00;11.906;11.906;11.906
16/11/2011;15:40:00;11.834;11.834;11.834
16/11/2011;15:45:00;11.677;11.677;11.677
16/11/2011;15:50:00;11.579;11.579;11.579
16/11/2011;15:55:00;11.72;11.72;11.72
16/11/2011;16:00:00;11.123;11.123;11.123
16/11/2011;16:05:00;10.661;10.661;10.661
16/11/2011;16:10:00;10.452;10.452;10.452
16/11/2011;16:15:00;10.188;10.188;10.188
16/11/2011;16:20:00;9.645;9.645;9.645
16/11/2011;16:25:00;9.37;9.37;9.37
16/11/2011;16:30:00;9.512;9.512;9.512
16/11/2011;16:35:00;9.501;9.501;9.501
16/11/2011;16:40:00;9.646;9.646;9.646
16/11/2011;16:45:00;9.645;9.645;9.645
16/11/2011;16:50:00;9.51;9.51;9.51
16/11/2011;16:55:00;9.843;9.843;9.843
16/11/2011;17:00:00;9.745;9.745;9.745
16/11/2011;17:05:00;9.258;9.258;9.258
16/11/2011;17:10:00;8.659;8.659;8.659
16/11/2011;17:15:00;7.871;7.871;7.871
16/11/2011;17:20:00;7.371;7.371;7.371
16/11/2011;17:25:00;7.107;7.107;7.107
16/11/2011;17:30:00;6.754;6.754;6.754
16/11/2011;17:35:00;6.538;6.538;6.538
16/11/2011;17:40:00;6.344;6.344;6.344
16/11/2011;17:45:00;6.141;6.141;6.141
16/11/2011;17:50:00;5.979;5.979;5.979
16/11/2011;17:55:00;5.734;5.734;5.734
16/11/2011;18:00:00;5.436;5.436;5.436
16/11/2011;18:05:00;5.155;5.155;5.155
16/11/2011;18:10:00;4.913;4.913;4.913
16/11/2011;18:15:00;4.687;4.687;4.687
16/11/2011;18:20:00;4.553;4.553;4.553
16/11/2011;18:25:00;4.42;4.42;4.42
16/11/2011;18:30:00;4.305;4.305;4.305
16/11/2011;18:35:00;4.253;4.253;4.253
16/11/2011;18:40:00;4.168;4.168;4.168
16/11/2011;18:45:00;4.208;4.208;4.208
16/11/2011;18:50:00;4.322;4.322;4.322
16/11/2011;18:55:00;4.296;4.296;4.296
16/11/2011;19:00:00;4.302;4.302;4.302
16/11/2011;19:05:00;4.401;4.401;4.401
16/11/2011;19:10:00;4.502;4.502;4.502
16/11/2011;19:15:00;4.537;4.537;4.537
16/11/2011;19:20:00;4.473;4.473;4.473
16/11/2011;19:25:00;4.382;4.382;4.382
16/11/2011;19:30:00;4.316;4.316;4.316
16/11/2011;19:35:00;4.212;4.212;4.212
16/11/2011;19:40:00;3.927;3.927;3.927
16/11/2011;19:45:00;3.73;3.73;3.73
16/11/2011;19:50:00;3.59;3.59;3.59
16/11/2011;19:55:00;3.399;3.399;3.399
16/11/2011;20:00:00;3.41;3.41;3.41
16/11/2011;20:05:00;3.428;3.428;3.428
16/11/2011;20:10:00;3.474;3.474;3.474
16/11/2011;20:15:00;3.516;3.516;3.516
16/11/2011;20:20:00;3.286;3.286;3.286
16/11/2011;20:25:00;3.191;3.191;3.191
16/11/2011;20:30:00;3.083;3.083;3.083
16/11/2011;20:35:00;3.066;3.066;3.066
16/11/2011;20:40:00;3.048;3.048;3.048
16/11/2011;20:45:00;3.1;3.1;3.1
16/11/2011;20:50:00;3.149;3.149;3.149
16/11/2011;20:55:00;2.985;2.985;2.985
16/11/2011;21:00:00;2.724;2.724;2.724
16/11/2011;21:05:00;2.525;2.525;2.525
16/11/2011;21:10:00;2.381;2.381;2.381
16/11/2011;21:15:00;2.413;2.413;2.413
16/11/2011;21:20:00;2.502;2.502;2.502
16/11/2011;21:25:00;2.517;2.517;2.517
16/11/2011;21:30:00;2.502;2.502;2.502
16/11/2011;21:35:00;2.662;2.662;2.662
16/11/2011;21:40:00;2.75;2.75;2.75
16/11/2011;21:45:00;2.822;2.822;2.822
16/11/2011;21:50:00;2.988;2.988;2.988
16/11/2011;21:55:00;3.278;3.278;3.278
16/11/2011;22:00:00;3.381;3.381;3.381
16/11/2011;22:05:00;3.278;3.278;3.278
16/11/2011;22:10:00;3.062;3.062;3.062
16/11/2011;22:15:00;2.873;2.873;2.873
16/11/2011;22:20:00;2.769;2.769;2.769
16/11/2011;22:25:00;2.695;2.695;2.695
16/11/2011;22:30:00;2.592;2.592;2.592
16/11/2011;22:35:00;2.72;2.72;2.72
16/11/2011;22:40:00;3.025;3.025;3.025
16/11/2011;22:45:00;2.88;2.88;2.88
16/11/2011;22:50:00;2.697;2.697;2.697
16/11/2011;22:55:00;2.682;2.682;2.682
16/11/2011;23:00:00;2.648;2.648;2.648
16/11/2011;23:05:00;2.705;2.705;2.705
16/11/2011;23:10:00;2.642;2.642;2.642
16/11/2011;23:15:00;2.599;2.599;2.599
16/11/2011;23:20:00;2.613;2.613;2.613
16/11/2011;23:25:00;2.749;2.749;2.749
16/11/2011;23:30:00;2.747;2.747;2.747
16/11/2011;23:35:00;2.673;2.673;2.673
16/11/2011;23:40:00;2.706;2.706;2.706
16/11/2011;23:45:00;2.85;2.85;2.85
16/11/2011;23:50:00;2.837;2.837;2.837
16/11/2011;23:55:00;2.776;2.776;2.776
17/11/2011;0:00:00;2.721;2.721;2.721
17/11/2011;0:05:00;2.56;2.56;2.56
17/11/2011;0:10:00;2.509;2.509;2.509
17/11/2011;0:15:00;2.598;2.598;2.598
17/11/2011;0:20:00;2.346;2.346;2.346
17/11/2011;0:25:00;1.971;1.971;1.971
17/11/2011;0:30:00;2.142;2.142;2.142
17/11/2011;0:35:00;1.989;1.989;1.989
17/11/2011;0:40:00;1.945;1.945;1.945
17/11/2011;0:45:00;1.824;1.824;1.824
17/11/2011;0:50:00;1.812;1.812;1.812
17/11/2011;0:55:00;1.733;1.733;1.733
17/11/2011;1:00:00;2.256;2.256;2.256
17/11/2011;1:05:00;2.251;2.251;2.251
17/11/2011;1:10:00;2.201;2.201;2.201
17/11/2011;1:15:00;2.084;2.084;2.084
17/11/2011;1:20:00;2.007;2.007;2.007
17/11/2011;1:25:00;1.662;1.662;1.662
17/11/2011;1:30:00;1.742;1.742;1.742
17/11/2011;1:35:00;1.888;1.888;1.888
17/11/2011;1:40:00;1.615;1.615;1.615
17/11/2011;1:45:00;1.768;1.768;1.768
17/11/2011;1:50:00;2.009;2.009;2.009
17/11/2011;1:55:00;1.604;1.604;1.604
17/11/2011;2:00:00;1.479;1.479;1.479
17/11/2011;2:05:00;1.546;1.546;1.546
17/11/2011;2:10:00;1.406;1.406;1.406
17/11/2011;2:15:00;1.374;1.374;1.374
17/11/2011;2:20:00;1.435;1.435;1.435
17/11/2011;2:25:00;1.467;1.467;1.467
17/11/2011;2:30:00;1.681;1.681;1.681
17/11/2011;2:35:00;1.859;1.859;1.859
17/11/2011;2:40:00;1.665;1.665;1.665
17/11/2011;2:45:00;1.618;1.618;1.618
17/11/2011;2:50:00;1.429;1.429;1.429
17/11/2011;2:55:00;1.327;1.327;1.327
17/11/2011;3:00:00;1.327;1.327;1.327
17/11/2011;3:05:00;1.107;1.107;1.107
17/11/2011;3:10:00;1;1;1
17/11/2011;3:15:00;0.956;0.956;0.956
17/11/2011;3:20:00;0.968;0.968;0.968
17/11/2011;3:25:00;1.02;1.02;1.02
17/11/2011;3:30:00;0.838;0.838;0.838
17/11/2011;3:35:00;0.574;0.574;0.574
17/11/2011;3:40:00;0.365;0.365;0.365
17/11/2011;3:45:00;0.634;0.634;0.634
17/11/2011;3:50:00;0.785;0.785;0.785
17/11/2011;3:55:00;0.858;0.858;0.858
17/11/2011;4:00:00;0.962;0.962;0.962
17/11/2011;4:05:00;1.121;1.121;1.121
17/11/2011;4:10:00;1.095;1.095;1.095
17/11/2011;4:15:00;1.183;1.183;1.183
17/11/2011;4:20:00;1.015;1.015;1.015
17/11/2011;4:25:00;0.918;0.918;0.918
17/11/2011;4:30:00;0.887;0.887;0.887
17/11/2011;4:35:00;0.945;0.945;0.945
17/11/2011;4:40:00;0.913;0.913;0.913
17/11/2011;4:45:00;1.015;1.015;1.015
17/11/2011;4:50:00;0.776;0.776;0.776
17/11/2011;4:55:00;0.506;0.506;0.506
17/11/2011;5:00:00;0.518;0.518;0.518
17/11/2011;5:05:00;1.134;1.134;1.134
17/11/2011;5:10:00;1.354;1.354;1.354
17/11/2011;5:15:00;1.043;1.043;1.043
17/11/2011;5:20:00;1.324;1.324;1.324
17/11/2011;5:25:00;1.487;1.487;1.487
17/11/2011;5:30:00;1.838;1.838;1.838
17/11/2011;5:35:00;2.079;2.079;2.079
17/11/2011;5:40:00;2.12;2.12;2.12
17/11/2011;5:45:00;1.926;1.926;1.926
17/11/2011;5:50:00;1.876;1.876;1.876
17/11/2011;5:55:00;1.437;1.437;1.437
17/11/2011;6:00:00;1.327;1.327;1.327
17/11/2011;6:05:00;1.659;1.659;1.659
17/11/2011;6:10:00;1.977;1.977;1.977
17/11/2011;6:15:00;1.98;1.98;1.98
17/11/2011;6:20:00;2.348;2.348;2.348
17/11/2011;6:25:00;2.54;2.54;2.54
17/11/2011;6:30:00;2.76;2.76;2.76
17/11/2011;6:35:00;2.981;2.981;2.981
17/11/2011;6:40:00;3.475;3.475;3.475
17/11/2011;6:45:00;4.875;4.875;4.875
17/11/2011;6:50:00;6.228;6.228;6.228
17/11/2011;6:55:00;7.539;7.539;7.539
17/11/2011;7:00:00;8.239;8.239;8.239
17/11/2011;7:05:00;8.282;8.282;8.282
17/11/2011;7:10:00;8.299;8.299;8.299
17/11/2011;7:15:00;8.596;8.596;8.596
17/11/2011;7:20:00;8.877;8.877;8.877
17/11/2011;7:25:00;8.967;8.967;8.967
17/11/2011;7:30:00;9.216;9.216;9.216
17/11/2011;7:35:00;9.365;9.365;9.365
17/11/2011;7:40:00;9.771;9.771;9.771
17/11/2011;7:45:00;9.632;9.632;9.632
17/11/2011;7:50:00;9.947;9.947;9.947
17/11/2011;7:55:00;10.082;10.082;10.082
17/11/2011;8:00:00;10.29;10.29;10.29
17/11/2011;8:05:00;10.798;10.798;10.798
17/11/2011;8:10:00;10.913;10.913;10.913
17/11/2011;8:15:00;10.905;10.905;10.905
17/11/2011;8:20:00;11.541;11.541;11.541
17/11/2011;8:25:00;11.363;11.363;11.363
