"Título de trazado: JTU-01-PT-63"
"N.º","Fecha Tiempo, GMT-05:00","Precipitacion, mm (LGR S/N: 2412760, SEN S/N: 2412760)","Final de archivo (LGR S/N: 2412760)"
1,14/09/17 11:14:37,0.0,
2,16/09/17 23:52:49,0.1,
3,17/09/17 01:04:10,0.2,
4,17/09/17 01:24:01,0.3,
5,17/09/17 23:20:51,0.4,
6,17/09/17 23:32:40,0.5,
7,17/09/17 23:36:14,0.6,
8,17/09/17 23:41:35,0.7,
9,18/09/17 08:35:42,0.8,
10,18/09/17 14:35:31,0.9,
11,23/09/17 14:54:21,1.0,
12,23/09/17 14:56:01,1.1,
13,23/09/17 14:58:20,1.2,
14,23/09/17 15:02:16,1.3,
15,23/09/17 15:08:54,1.4,
16,23/09/17 15:11:27,1.5,
17,23/09/17 15:12:08,1.6,
18,23/09/17 15:12:56,1.7,
19,23/09/17 15:13:48,1.8,
20,23/09/17 15:14:53,1.9,
21,23/09/17 15:15:44,2.0,
22,23/09/17 15:16:57,2.1,
23,23/09/17 15:17:59,2.2,
24,23/09/17 15:19:15,2.3,
25,23/09/17 15:20:02,2.4,
26,23/09/17 15:20:53,2.5,
27,23/09/17 15:21:41,2.6,
28,23/09/17 15:23:03,2.7,
29,23/09/17 15:24:09,2.8,
30,23/09/17 15:26:11,2.9,
31,23/09/17 15:29:37,3.0,
32,23/09/17 15:36:48,3.1,
33,23/09/17 15:51:07,3.2,
34,23/09/17 15:56:23,3.3,
35,23/09/17 15:57:53,3.4,
36,23/09/17 15:59:54,3.5,
37,23/09/17 16:00:49,3.6,
38,23/09/17 16:01:40,3.7,
39,23/09/17 16:02:16,3.8,
40,23/09/17 16:03:49,3.9,
41,23/09/17 16:04:51,4.0,
42,23/09/17 16:05:58,4.1,
43,23/09/17 16:06:29,4.2,
44,23/09/17 16:07:24,4.3,
45,23/09/17 16:08:16,4.4,
46,23/09/17 16:10:32,4.5,
47,23/09/17 16:15:38,4.6,
48,23/09/17 16:25:06,4.7,
49,23/09/17 16:36:14,4.8,
50,23/09/17 17:22:37,4.9,
51,23/09/17 17:31:15,5.0,
52,23/09/17 17:42:08,5.1,
53,23/09/17 18:10:00,5.2,
54,24/09/17 02:04:57,5.3,
55,25/09/17 06:33:32,5.4,
56,25/09/17 14:23:15,5.5,
57,28/09/17 17:04:56,5.6,
58,28/09/17 17:05:39,5.7,
59,28/09/17 17:06:20,5.8,
60,28/09/17 17:08:58,5.9,
61,28/09/17 17:12:25,6.0,
62,28/09/17 17:14:51,6.1,
63,28/09/17 17:18:09,6.2,
64,28/09/17 17:22:08,6.3,
65,28/09/17 17:24:21,6.4,
66,28/09/17 17:26:52,6.5,
67,28/09/17 17:28:50,6.6,
68,28/09/17 17:35:47,6.7,
69,28/09/17 17:39:29,6.8,
70,28/09/17 17:42:25,6.9,
71,28/09/17 17:44:22,7.0,
72,28/09/17 18:03:58,7.1,
73,28/09/17 21:46:47,7.2,
74,29/09/17 13:49:32,7.3,
75,29/09/17 13:50:40,7.4,
76,29/09/17 13:52:37,7.5,
77,29/09/17 13:58:21,7.6,
78,29/09/17 14:03:07,7.7,
79,29/09/17 14:06:51,7.8,
80,29/09/17 14:12:43,7.9,
81,29/09/17 14:52:24,8.0,
82,29/09/17 16:12:51,8.1,
83,29/09/17 20:17:26,8.2,
84,29/09/17 20:23:58,8.3,
85,29/09/17 20:29:31,8.4,
86,29/09/17 20:33:34,8.5,
87,29/09/17 20:36:50,8.6,
88,29/09/17 20:40:14,8.7,
89,29/09/17 20:44:23,8.8,
90,29/09/17 20:49:53,8.9,
91,29/09/17 20:53:34,9.0,
92,29/09/17 20:59:47,9.1,
93,29/09/17 21:03:27,9.2,
94,29/09/17 21:06:25,9.3,
95,29/09/17 21:08:42,9.4,
96,29/09/17 21:11:21,9.5,
97,29/09/17 21:13:53,9.6,
98,29/09/17 21:17:18,9.7,
99,29/09/17 21:22:41,9.8,
100,29/09/17 21:34:10,9.9,
101,29/09/17 21:37:42,10.0,
102,29/09/17 21:41:07,10.1,
103,29/09/17 21:43:23,10.2,
104,29/09/17 21:45:34,10.3,
105,29/09/17 21:47:00,10.4,
106,29/09/17 21:48:45,10.5,
107,29/09/17 21:49:57,10.6,
108,29/09/17 21:51:15,10.7,
109,29/09/17 21:52:01,10.8,
110,29/09/17 21:53:34,10.9,
111,29/09/17 21:55:13,11.0,
112,29/09/17 21:58:00,11.1,
113,29/09/17 22:03:10,11.2,
114,29/09/17 22:12:15,11.3,
115,29/09/17 23:06:41,11.4,
116,30/09/17 00:08:33,11.5,
117,30/09/17 00:16:56,11.6,
118,30/09/17 00:47:13,11.7,
119,30/09/17 05:58:28,11.8,
120,30/09/17 06:07:58,11.9,
121,30/09/17 06:14:44,12.0,
122,30/09/17 06:20:58,12.1,
123,30/09/17 06:24:38,12.2,
124,30/09/17 06:27:57,12.3,
125,30/09/17 06:31:02,12.4,
126,30/09/17 06:35:39,12.5,
127,30/09/17 06:38:43,12.6,
128,30/09/17 06:43:22,12.7,
129,30/09/17 06:47:42,12.8,
130,30/09/17 06:52:45,12.9,
131,30/09/17 06:56:20,13.0,
132,30/09/17 06:59:42,13.1,
133,30/09/17 07:01:47,13.2,
134,30/09/17 07:04:09,13.3,
135,30/09/17 07:05:58,13.4,
136,30/09/17 07:08:26,13.5,
137,30/09/17 07:10:16,13.6,
138,30/09/17 07:12:47,13.7,
139,30/09/17 07:14:41,13.8,
140,30/09/17 07:16:43,13.9,
141,30/09/17 07:18:58,14.0,
142,30/09/17 07:22:34,14.1,
143,30/09/17 07:25:36,14.2,
144,30/09/17 07:28:27,14.3,
145,30/09/17 07:30:46,14.4,
146,30/09/17 07:34:05,14.5,
147,30/09/17 07:36:26,14.6,
148,30/09/17 07:39:09,14.7,
149,30/09/17 07:41:07,14.8,
150,30/09/17 07:42:57,14.9,
151,30/09/17 07:44:57,15.0,
152,30/09/17 07:47:01,15.1,
153,30/09/17 07:48:46,15.2,
154,30/09/17 07:51:37,15.3,
155,30/09/17 07:54:23,15.4,
156,30/09/17 07:58:54,15.5,
157,30/09/17 08:02:52,15.6,
158,30/09/17 08:08:10,15.7,
159,30/09/17 08:14:30,15.8,
160,30/09/17 08:21:55,15.9,
161,30/09/17 08:31:04,16.0,
162,30/09/17 08:37:26,16.1,
163,30/09/17 08:49:16,16.2,
164,30/09/17 08:57:15,16.3,
165,30/09/17 09:03:37,16.4,
166,30/09/17 09:10:21,16.5,
167,30/09/17 09:14:00,16.6,
168,30/09/17 09:22:19,16.7,
169,30/09/17 09:28:46,16.8,
170,30/09/17 09:44:36,16.9,
171,30/09/17 10:45:47,17.0,
172,01/10/17 15:19:45,17.1,
173,01/10/17 15:20:48,17.2,
174,01/10/17 15:21:34,17.3,
175,01/10/17 15:22:19,17.4,
176,01/10/17 15:23:19,17.5,
177,01/10/17 15:24:44,17.6,
178,01/10/17 15:25:54,17.7,
179,01/10/17 15:27:05,17.8,
180,01/10/17 15:29:05,17.9,
181,01/10/17 15:29:46,18.0,
182,01/10/17 15:30:53,18.1,
183,01/10/17 15:31:54,18.2,
184,01/10/17 15:32:52,18.3,
185,01/10/17 15:33:39,18.4,
186,01/10/17 15:34:33,18.5,
187,01/10/17 15:35:14,18.6,
188,01/10/17 15:35:44,18.7,
189,01/10/17 15:36:01,18.8,
190,01/10/17 15:36:22,18.9,
191,01/10/17 15:36:37,19.0,
192,01/10/17 15:37:18,19.1,
193,01/10/17 15:38:19,19.2,
194,01/10/17 15:39:14,19.3,
195,01/10/17 15:40:07,19.4,
196,01/10/17 15:41:02,19.5,
197,01/10/17 15:41:43,19.6,
198,01/10/17 15:42:09,19.7,
199,01/10/17 15:42:40,19.8,
200,01/10/17 15:43:18,19.9,
201,01/10/17 15:43:37,20.0,
202,01/10/17 15:44:00,20.1,
203,01/10/17 15:44:21,20.2,
204,01/10/17 15:45:03,20.3,
205,01/10/17 15:45:34,20.4,
206,01/10/17 15:46:16,20.5,
207,01/10/17 15:46:50,20.6,
208,01/10/17 15:48:36,20.7,
209,01/10/17 15:49:26,20.8,
210,01/10/17 15:50:52,20.9,
211,01/10/17 15:53:01,21.0,
212,01/10/17 16:01:09,21.1,
213,01/10/17 16:06:40,21.2,
214,01/10/17 16:21:34,21.3,
215,01/10/17 16:24:46,21.4,
216,01/10/17 16:33:13,21.5,
217,01/10/17 16:36:34,21.6,
218,01/10/17 16:38:42,21.7,
219,01/10/17 16:50:21,21.8,
220,01/10/17 17:00:07,21.9,
221,01/10/17 17:02:33,22.0,
222,01/10/17 17:03:22,22.1,
223,01/10/17 17:04:00,22.2,
224,01/10/17 17:04:47,22.3,
225,01/10/17 17:06:22,22.4,
226,01/10/17 17:07:53,22.5,
227,01/10/17 17:08:55,22.6,
228,01/10/17 17:09:12,22.7,
229,01/10/17 17:09:32,22.8,
230,01/10/17 17:10:16,22.9,
231,01/10/17 17:10:41,23.0,
232,01/10/17 17:11:15,23.1,
233,01/10/17 17:11:46,23.2,
234,01/10/17 17:12:26,23.3,
235,01/10/17 17:13:02,23.4,
236,01/10/17 17:13:45,23.5,
237,01/10/17 17:14:35,23.6,
238,01/10/17 17:15:43,23.7,
239,01/10/17 17:16:49,23.8,
240,01/10/17 17:19:32,23.9,
241,01/10/17 17:22:22,24.0,
242,01/10/17 17:26:34,24.1,
243,01/10/17 17:30:48,24.2,
244,01/10/17 17:33:20,24.3,
245,01/10/17 17:34:57,24.4,
246,01/10/17 17:37:30,24.5,
247,01/10/17 17:38:47,24.6,
248,01/10/17 17:39:46,24.7,
249,01/10/17 17:41:08,24.8,
250,01/10/17 17:43:30,24.9,
251,01/10/17 17:52:20,25.0,
252,01/10/17 18:04:19,25.1,
253,01/10/17 18:32:12,25.2,
254,02/10/17 07:00:16,25.3,
255,02/10/17 14:11:12,25.4,
256,02/10/17 14:11:56,25.5,
257,02/10/17 14:12:32,25.6,
258,02/10/17 14:13:21,25.7,
259,02/10/17 14:14:06,25.8,
260,02/10/17 14:14:58,25.9,
261,02/10/17 14:17:07,26.0,
262,02/10/17 15:09:25,26.1,
263,02/10/17 15:10:35,26.2,
264,02/10/17 15:11:36,26.3,
265,02/10/17 15:12:31,26.4,
266,02/10/17 15:13:37,26.5,
267,02/10/17 15:15:14,26.6,
268,02/10/17 15:18:55,26.7,
269,03/10/17 04:32:41,26.8,
270,03/10/17 05:14:00,26.9,
271,03/10/17 05:22:21,27.0,
272,04/10/17 11:37:30,27.1,
273,04/10/17 11:42:58,27.2,
274,04/10/17 11:46:03,27.3,
275,04/10/17 11:48:05,27.4,
276,04/10/17 11:50:30,27.5,
277,04/10/17 11:52:12,27.6,
278,04/10/17 11:57:01,27.7,
279,04/10/17 12:02:06,27.8,
280,04/10/17 12:06:11,27.9,
281,04/10/17 12:12:31,28.0,
282,04/10/17 12:17:41,28.1,
283,04/10/17 12:20:24,28.2,
284,04/10/17 12:23:28,28.3,
285,04/10/17 12:25:38,28.4,
286,04/10/17 12:28:45,28.5,
287,04/10/17 12:31:24,28.6,
288,04/10/17 12:34:28,28.7,
289,04/10/17 12:36:19,28.8,
290,04/10/17 12:38:23,28.9,
291,04/10/17 12:39:50,29.0,
292,04/10/17 12:44:34,29.1,
293,04/10/17 12:46:34,29.2,
294,04/10/17 12:49:15,29.3,
295,04/10/17 12:51:51,29.4,
296,04/10/17 12:54:27,29.5,
297,04/10/17 12:56:53,29.6,
298,04/10/17 12:59:46,29.7,
299,04/10/17 13:03:37,29.8,
300,04/10/17 13:13:23,29.9,
301,04/10/17 14:09:47,30.0,
302,04/10/17 16:41:22,30.1,
303,04/10/17 16:43:07,30.2,
304,04/10/17 16:46:07,30.3,
305,04/10/17 16:47:44,30.4,
306,04/10/17 16:49:59,30.5,
307,04/10/17 16:55:47,30.6,
308,04/10/17 17:01:20,30.7,
309,04/10/17 17:07:09,30.8,
310,04/10/17 21:14:06,30.9,
311,04/10/17 21:15:27,31.0,
312,04/10/17 21:26:30,31.1,
313,05/10/17 03:08:20,31.2,
314,05/10/17 04:04:01,31.3,
315,05/10/17 04:13:20,31.4,
316,05/10/17 04:34:08,31.5,
317,05/10/17 06:03:39,31.6,
318,05/10/17 12:30:41,31.7,
319,05/10/17 12:32:45,31.8,
320,05/10/17 12:34:14,31.9,
321,05/10/17 12:35:08,32.0,
322,05/10/17 12:36:17,32.1,
323,05/10/17 12:46:21,32.2,
324,05/10/17 12:58:28,32.3,
325,05/10/17 12:59:51,32.4,
326,05/10/17 13:00:49,32.5,
327,05/10/17 13:01:37,32.6,
328,05/10/17 13:02:54,32.7,
329,05/10/17 13:03:52,32.8,
330,05/10/17 13:05:53,32.9,
331,05/10/17 13:13:37,33.0,
332,05/10/17 13:20:47,33.1,
333,05/10/17 13:22:14,33.2,
334,05/10/17 13:24:28,33.3,
335,05/10/17 13:25:52,33.4,
336,05/10/17 13:29:21,33.5,
337,05/10/17 13:34:56,33.6,
338,05/10/17 13:37:16,33.7,
339,05/10/17 13:39:01,33.8,
340,05/10/17 13:40:10,33.9,
341,05/10/17 13:40:39,34.0,
342,05/10/17 13:41:09,34.1,
343,05/10/17 13:41:46,34.2,
344,05/10/17 13:42:52,34.3,
345,05/10/17 13:43:58,34.4,
346,05/10/17 13:45:29,34.5,
347,05/10/17 13:47:23,34.6,
348,05/10/17 13:50:10,34.7,
349,05/10/17 13:51:30,34.8,
350,05/10/17 13:54:00,34.9,
351,05/10/17 13:55:52,35.0,
352,05/10/17 13:57:15,35.1,
353,05/10/17 13:58:51,35.2,
354,05/10/17 14:01:00,35.3,
355,05/10/17 14:04:04,35.4,
356,05/10/17 14:07:30,35.5,
357,05/10/17 14:13:15,35.6,
358,05/10/17 15:39:37,35.7,
359,05/10/17 15:42:09,35.8,
360,05/10/17 15:43:55,35.9,
361,05/10/17 15:47:33,36.0,
362,05/10/17 15:51:16,36.1,
363,05/10/17 15:53:27,36.2,
364,05/10/17 15:56:08,36.3,
365,05/10/17 15:57:59,36.4,
366,05/10/17 15:59:54,36.5,
367,05/10/17 16:01:19,36.6,
368,05/10/17 16:03:15,36.7,
369,05/10/17 16:04:42,36.8,
370,05/10/17 16:05:53,36.9,
371,05/10/17 16:06:35,37.0,
372,05/10/17 16:07:22,37.1,
373,05/10/17 16:08:03,37.2,
374,05/10/17 16:09:25,37.3,
375,05/10/17 16:10:36,37.4,
376,05/10/17 16:11:41,37.5,
377,05/10/17 16:12:18,37.6,
378,05/10/17 16:13:11,37.7,
379,05/10/17 16:13:46,37.8,
380,05/10/17 16:14:42,37.9,
381,05/10/17 16:15:10,38.0,
382,05/10/17 16:15:47,38.1,
383,05/10/17 16:16:29,38.2,
384,05/10/17 16:17:33,38.3,
385,05/10/17 16:18:34,38.4,
386,05/10/17 16:19:48,38.5,
387,05/10/17 16:20:47,38.6,
388,05/10/17 16:22:00,38.7,
389,05/10/17 16:23:12,38.8,
390,05/10/17 16:24:33,38.9,
391,05/10/17 16:25:14,39.0,
392,05/10/17 16:25:59,39.1,
393,05/10/17 16:26:46,39.2,
394,05/10/17 16:27:45,39.3,
395,05/10/17 16:28:36,39.4,
396,05/10/17 16:29:43,39.5,
397,05/10/17 16:30:44,39.6,
398,05/10/17 16:32:37,39.7,
399,05/10/17 16:34:33,39.8,
400,05/10/17 16:37:32,39.9,
401,05/10/17 16:39:18,40.0,
402,05/10/17 16:41:13,40.1,
