"Título de trazado: JTU-01-PT-32"
"N.º";"Fecha Tiempo, GMT-05:00";"Event, mm (LGR S/N: 10390585, SEN S/N: 10390585)";"Final de archivo (LGR S/N: 10390585)"
1;23/06/17 08:54:32;0.0;
2;25/06/17 21:18:57;0.1;
3;26/06/17 15:53:05;0.2;
4;26/06/17 15:59:30;0.3;
5;26/06/17 16:04:18;0.4;
6;26/06/17 16:07:04;0.5;
7;26/06/17 16:09:40;0.6;
8;26/06/17 16:11:16;0.7;
9;26/06/17 16:12:56;0.8;
10;26/06/17 16:14:29;0.9;
11;26/06/17 16:16:21;1.0;
12;26/06/17 16:19:35;1.1;
13;26/06/17 16:22:44;1.2;
14;26/06/17 16:24:35;1.3;
15;26/06/17 16:27:09;1.4;
16;26/06/17 16:28:50;1.5;
17;26/06/17 16:31:19;1.6;
18;26/06/17 16:33:02;1.7;
19;26/06/17 16:34:39;1.8;
20;26/06/17 16:37:21;1.9;
21;26/06/17 16:39:52;2.0;
22;26/06/17 16:41:57;2.1;
23;26/06/17 16:48:19;2.2;
24;26/06/17 16:53:15;2.3;
25;26/06/17 17:05:37;2.4;
26;26/06/17 17:21:52;2.5;
27;26/06/17 19:16:02;2.6;
28;26/06/17 19:23:26;2.7;
29;26/06/17 19:32:41;2.8;
30;26/06/17 19:37:06;2.9;
31;26/06/17 19:40:49;3.0;
32;26/06/17 19:46:09;3.1;
33;26/06/17 21:16:00;3.2;
34;27/06/17 07:50:30;3.3;
35;28/06/17 00:19:02;3.4;
36;28/06/17 00:32:12;3.5;
37;28/06/17 04:10:50;3.6;
38;28/06/17 08:48:46;3.7;
39;28/06/17 09:00:30;3.8;
40;28/06/17 09:11:40;3.9;
41;28/06/17 09:27:50;4.0;
42;28/06/17 11:56:56;4.1;
43;28/06/17 12:48:40;4.2;
44;28/06/17 13:16:24;4.3;
45;28/06/17 13:22:44;4.4;
46;28/06/17 13:45:09;4.5;
47;28/06/17 14:13:36;4.6;
48;28/06/17 14:15:24;4.7;
49;28/06/17 14:22:21;4.8;
50;28/06/17 15:13:14;4.9;
51;28/06/17 15:17:35;5.0;
52;28/06/17 15:22:02;5.1;
53;28/06/17 15:31:19;5.2;
54;28/06/17 15:33:08;5.3;
55;28/06/17 16:15:01;5.4;
56;29/06/17 16:15:23;5.5;
57;29/06/17 16:58:42;5.6;
58;29/06/17 17:03:49;5.7;
59;29/06/17 17:06:49;5.8;
60;29/06/17 17:11:12;5.9;
61;29/06/17 17:50:55;6.0;
62;29/06/17 18:13:04;6.1;
63;29/06/17 18:21:27;6.2;
64;29/06/17 20:02:43;6.3;
65;29/06/17 20:19:27;6.4;
66;03/07/17 01:45:24;6.5;
67;03/07/17 08:21:29;6.6;
68;03/07/17 10:14:24;6.7;
69;03/07/17 11:04:26;6.8;
70;06/07/17 03:01:45;6.9;
71;06/07/17 21:35:19;7.0;
72;06/07/17 22:14:38;7.1;
73;07/07/17 03:14:37;7.2;
74;07/07/17 03:19:58;7.3;
75;07/07/17 03:31:58;7.4;
76;07/07/17 03:40:28;7.5;
77;07/07/17 03:49:47;7.6;
78;07/07/17 03:55:42;7.7;
79;07/07/17 04:02:11;7.8;
80;07/07/17 04:08:33;7.9;
81;07/07/17 04:14:15;8.0;
82;07/07/17 04:19:06;8.1;
83;07/07/17 04:27:12;8.2;
84;07/07/17 04:32:32;8.3;
85;07/07/17 04:37:54;8.4;
86;07/07/17 04:41:30;8.5;
87;07/07/17 04:44:25;8.6;
88;07/07/17 04:47:47;8.7;
89;07/07/17 04:59:57;8.8;
90;07/07/17 05:06:39;8.9;
91;07/07/17 05:31:03;9.0;
92;07/07/17 05:33:55;9.1;
93;07/07/17 05:46:45;9.2;
94;07/07/17 05:48:41;9.3;
95;07/07/17 05:51:39;9.4;
96;07/07/17 06:03:41;9.5;
97;07/07/17 06:21:23;9.6;
98;07/07/17 06:48:34;9.7;
99;07/07/17 07:01:39;9.8;
100;07/07/17 08:15:52;9.9;
101;07/07/17 09:19:15;10.0;
102;09/07/17 08:15:09;10.1;
103;10/07/17 23:09:19;10.2;
104;11/07/17 00:57:21;10.3;
105;11/07/17 02:55:56;10.4;
106;11/07/17 06:36:24;10.5;
107;11/07/17 22:28:40;10.6;
108;14/07/17 07:14:27;10.7;
109;14/07/17 08:22:12;10.8;
110;15/07/17 07:05:34;10.9;
111;17/07/17 06:04:19;11.0;
112;17/07/17 06:08:43;11.1;
113;17/07/17 06:52:45;11.2;
114;17/07/17 07:06:41;11.3;
115;17/07/17 07:16:09;11.4;
116;17/07/17 09:40:21;11.5;
117;17/07/17 09:46:04;11.6;
118;17/07/17 09:50:34;11.7;
119;17/07/17 09:54:56;11.8;
120;17/07/17 09:59:53;11.9;
121;17/07/17 10:10:50;12.0;
122;17/07/17 10:21:43;12.1;
123;17/07/17 10:36:36;12.2;
124;17/07/17 11:02:06;12.3;
