"Título de trazado: M5023"
"N.º","Fecha Tiempo, GMT-05:00","Temp, °C","Event, mm","Acoplador separado","Acoplador adjunto","Host conectado","Parado","Final de archivo"
2288,03/19/2018 02:35:46 PM,,35.3,,,,,
2289,03/19/2018 02:37:59 PM,,35.4,,,,,
2290,03/19/2018 02:40:53 PM,,35.5,,,,,
2291,03/19/2018 02:43:34 PM,,35.6,,,,,
2292,03/19/2018 02:44:58 PM,11.528,,,,,,
2293,03/19/2018 02:45:26 PM,,35.7,,,,,
2294,03/19/2018 02:46:33 PM,,35.8,,,,,
2295,03/19/2018 02:47:27 PM,,35.9,,,,,
2296,03/19/2018 02:48:24 PM,,36.0,,,,,
2297,03/19/2018 02:49:32 PM,,36.1,,,,,
2298,03/19/2018 02:50:40 PM,,36.2,,,,,
2299,03/19/2018 02:51:43 PM,,36.3,,,,,
2300,03/19/2018 02:52:36 PM,,36.4,,,,,
2301,03/19/2018 02:53:39 PM,,36.5,,,,,
2302,03/19/2018 02:54:36 PM,,36.6,,,,,
2303,03/19/2018 02:55:35 PM,,36.7,,,,,
2304,03/19/2018 02:56:26 PM,,36.8,,,,,
2305,03/19/2018 02:57:31 PM,,36.9,,,,,
2306,03/19/2018 02:58:20 PM,,37.0,,,,,
2307,03/19/2018 02:59:07 PM,,37.1,,,,,
2308,03/19/2018 02:59:58 PM,11.139,,,,,,
2309,03/19/2018 03:00:06 PM,,37.2,,,,,
2310,03/19/2018 03:01:09 PM,,37.3,,,,,
2311,03/19/2018 03:02:26 PM,,37.4,,,,,
2312,03/19/2018 03:04:07 PM,,37.5,,,,,
2313,03/19/2018 03:06:23 PM,,37.6,,,,,
2314,03/19/2018 03:10:08 PM,,37.7,,,,,
2315,03/19/2018 03:14:58 PM,11.236,,,,,,
2316,03/19/2018 03:17:15 PM,,37.8,,,,,
2317,03/19/2018 03:29:58 PM,10.944,,,,,,
2318,03/19/2018 03:34:58 PM,,37.9,,,,,
2319,03/19/2018 03:44:58 PM,10.651,,,,,,
2320,03/19/2018 03:59:58 PM,10.553,,,,,,
2321,03/19/2018 04:14:58 PM,10.357,,,,,,
2322,03/19/2018 04:29:58 PM,10.259,,,,,,
2323,03/19/2018 04:44:58 PM,10.259,,,,,,
2324,03/19/2018 04:59:58 PM,10.455,,,,,,
2325,03/19/2018 05:14:58 PM,10.553,,,,,,
2326,03/19/2018 05:29:58 PM,10.651,,,,,,
2327,03/19/2018 05:44:58 PM,10.455,,,,,,
2328,03/19/2018 05:59:58 PM,10.063,,,,,,
2329,03/19/2018 06:14:58 PM,9.571,,,,,,
2330,03/19/2018 06:29:58 PM,9.077,,,,,,
2331,03/19/2018 06:44:58 PM,9.077,,,,,,
2332,03/19/2018 06:59:58 PM,9.077,,,,,,
2333,03/19/2018 07:14:58 PM,9.077,,,,,,
2334,03/19/2018 07:29:58 PM,8.779,,,,,,
2335,03/19/2018 07:44:58 PM,8.481,,,,,,
2336,03/19/2018 07:59:58 PM,8.282,,,,,,
2337,03/19/2018 08:14:58 PM,7.882,,,,,,
2338,03/19/2018 08:29:58 PM,7.582,,,,,,
2339,03/19/2018 08:44:58 PM,7.582,,,,,,
2340,03/19/2018 08:59:58 PM,7.381,,,,,,
2341,03/19/2018 09:14:58 PM,7.280,,,,,,
2342,03/19/2018 09:29:58 PM,6.978,,,,,,
2343,03/19/2018 09:44:58 PM,6.877,,,,,,
2344,03/19/2018 09:59:58 PM,6.775,,,,,,
2345,03/19/2018 10:14:58 PM,7.079,,,,,,
2346,03/19/2018 10:29:58 PM,6.877,,,,,,
2347,03/19/2018 10:44:58 PM,6.775,,,,,,
2348,03/19/2018 10:59:58 PM,6.674,,,,,,
2349,03/19/2018 11:14:58 PM,6.064,,,,,,
2350,03/19/2018 11:29:58 PM,5.962,,,,,,
2351,03/19/2018 11:44:58 PM,6.064,,,,,,
2352,03/19/2018 11:59:58 PM,6.166,,,,,,
2353,03/20/2018 12:14:58 AM,5.860,,,,,,
2354,03/20/2018 12:29:58 AM,5.757,,,,,,
2355,03/20/2018 12:44:58 AM,5.552,,,,,,
2356,03/20/2018 12:59:58 AM,5.962,,,,,,
2357,03/20/2018 01:14:58 AM,5.655,,,,,,
2358,03/20/2018 01:29:58 AM,5.552,,,,,,
2359,03/20/2018 01:44:58 AM,5.450,,,,,,
2360,03/20/2018 01:58:58 AM,,38.0,,,,,
2361,03/20/2018 01:59:58 AM,5.244,,,,,,
2362,03/20/2018 02:14:58 AM,5.552,,,,,,
2363,03/20/2018 02:29:58 AM,6.064,,,,,,
2364,03/20/2018 02:44:58 AM,6.268,,,,,,
2365,03/20/2018 02:59:58 AM,6.370,,,,,,
2366,03/20/2018 03:14:58 AM,6.471,,,,,,
2367,03/20/2018 03:29:58 AM,6.674,,,,,,
2368,03/20/2018 03:44:58 AM,6.775,,,,,,
2369,03/20/2018 03:59:58 AM,6.775,,,,,,
2370,03/20/2018 04:14:58 AM,6.978,,,,,,
2371,03/20/2018 04:29:58 AM,6.978,,,,,,
2372,03/20/2018 04:44:58 AM,7.179,,,,,,
2373,03/20/2018 04:59:58 AM,7.179,,,,,,
2374,03/20/2018 05:14:58 AM,7.381,,,,,,
2375,03/20/2018 05:29:58 AM,7.481,,,,,,
2376,03/20/2018 05:44:58 AM,7.179,,,,,,
2377,03/20/2018 05:59:58 AM,6.978,,,,,,
2378,03/20/2018 06:14:58 AM,6.978,,,,,,
2379,03/20/2018 06:29:58 AM,7.079,,,,,,
2380,03/20/2018 06:44:58 AM,7.280,,,,,,
2381,03/20/2018 06:59:58 AM,7.481,,,,,,
2382,03/20/2018 07:14:58 AM,7.582,,,,,,
2383,03/20/2018 07:29:58 AM,7.882,,,,,,
2384,03/20/2018 07:44:58 AM,8.082,,,,,,
2385,03/20/2018 07:59:58 AM,8.680,,,,,,
2386,03/20/2018 08:14:58 AM,9.373,,,,,,
2387,03/20/2018 08:29:58 AM,10.357,,,,,,
2388,03/20/2018 08:44:58 AM,11.625,,,,,,
2389,03/20/2018 08:59:58 AM,13.461,,,,,,
2390,03/20/2018 09:14:58 AM,15.282,,,,,,
2391,03/20/2018 09:29:58 AM,16.523,,,,,,
2392,03/20/2018 09:44:58 AM,18.806,,,,,,
2393,03/20/2018 09:59:58 AM,18.140,,,,,,
2394,03/20/2018 10:14:58 AM,16.332,,,,,,
2395,03/20/2018 10:29:58 AM,17.379,,,,,,
2396,03/20/2018 10:44:58 AM,17.475,,,,,,
2397,03/20/2018 10:59:58 AM,16.618,,,,,,
2398,03/20/2018 11:14:58 AM,17.284,,,,,,
2399,03/20/2018 11:29:58 AM,16.427,,,,,,
2400,03/20/2018 11:44:58 AM,15.855,,,,,,
2401,03/20/2018 11:59:58 AM,15.473,,,,,,
2402,03/20/2018 12:14:58 PM,15.378,,,,,,
2403,03/20/2018 12:29:58 PM,16.713,,,,,,
2404,03/20/2018 12:44:58 PM,18.426,,,,,,
2405,03/20/2018 12:59:58 PM,18.045,,,,,,
2406,03/20/2018 01:14:58 PM,18.426,,,,,,
2407,03/20/2018 01:29:58 PM,16.713,,,,,,
2408,03/20/2018 01:44:58 PM,17.570,,,,,,
2409,03/20/2018 01:59:58 PM,19.187,,,,,,
2410,03/20/2018 02:14:58 PM,20.043,,,,,,
2411,03/20/2018 02:29:58 PM,21.760,,,,,,
2412,03/20/2018 02:44:58 PM,24.158,,,,,,
2413,03/20/2018 02:59:58 PM,21.187,,,,,,
2414,03/20/2018 03:14:58 PM,19.758,,,,,,
2415,03/20/2018 03:29:58 PM,18.331,,,,,,
2416,03/20/2018 03:44:58 PM,16.141,,,,,,
2417,03/20/2018 03:59:58 PM,16.046,,,,,,
2418,03/20/2018 04:14:58 PM,16.046,,,,,,
2419,03/20/2018 04:29:58 PM,15.282,,,,,,
2420,03/20/2018 04:44:58 PM,14.230,,,,,,
2421,03/20/2018 04:59:58 PM,13.269,,,,,,
2422,03/20/2018 05:14:58 PM,12.110,,,,,,
2423,03/20/2018 05:29:58 PM,11.431,,,,,,
2424,03/20/2018 05:44:58 PM,11.139,,,,,,
2425,03/20/2018 05:59:58 PM,10.748,,,,,,
2426,03/20/2018 06:14:58 PM,10.455,,,,,,
2427,03/20/2018 06:29:58 PM,10.161,,,,,,
2428,03/20/2018 06:44:58 PM,9.866,,,,,,
2429,03/20/2018 06:59:58 PM,9.768,,,,,,
2430,03/20/2018 07:14:58 PM,9.669,,,,,,
2431,03/20/2018 07:29:58 PM,9.472,,,,,,
2432,03/20/2018 07:44:58 PM,9.373,,,,,,
2433,03/20/2018 07:59:58 PM,9.275,,,,,,
2434,03/20/2018 08:14:58 PM,9.275,,,,,,
2435,03/20/2018 08:29:58 PM,9.176,,,,,,
2436,03/20/2018 08:44:58 PM,9.077,,,,,,
2437,03/20/2018 08:59:58 PM,8.978,,,,,,
2438,03/20/2018 09:14:58 PM,8.879,,,,,,
2439,03/20/2018 09:29:58 PM,8.779,,,,,,
2440,03/20/2018 09:44:58 PM,8.779,,,,,,
2441,03/20/2018 09:59:58 PM,8.779,,,,,,
2442,03/20/2018 10:14:58 PM,8.581,,,,,,
2443,03/20/2018 10:24:24 PM,,38.1,,,,,
2444,03/20/2018 10:29:58 PM,8.382,,,,,,
2445,03/20/2018 10:44:58 PM,8.282,,,,,,
2446,03/20/2018 10:59:58 PM,8.182,,,,,,
2447,03/20/2018 11:14:58 PM,8.082,,,,,,
2448,03/20/2018 11:29:58 PM,7.983,,,,,,
2449,03/20/2018 11:44:58 PM,7.983,,,,,,
2450,03/20/2018 11:59:58 PM,7.983,,,,,,
2451,03/21/2018 12:14:58 AM,7.983,,,,,,
2452,03/21/2018 12:29:58 AM,8.082,,,,,,
2453,03/21/2018 12:44:58 AM,8.082,,,,,,
2454,03/21/2018 12:58:24 AM,,38.2,,,,,
2455,03/21/2018 12:59:58 AM,7.983,,,,,,
2456,03/21/2018 01:11:00 AM,,38.3,,,,,
2457,03/21/2018 01:14:58 AM,8.082,,,,,,
2458,03/21/2018 01:29:58 AM,8.082,,,,,,
2459,03/21/2018 01:44:58 AM,8.082,,,,,,
2460,03/21/2018 01:59:58 AM,8.082,,,,,,
2461,03/21/2018 02:14:58 AM,8.182,,,,,,
2462,03/21/2018 02:29:58 AM,8.182,,,,,,
2463,03/21/2018 02:44:58 AM,8.182,,,,,,
2464,03/21/2018 02:59:58 AM,8.182,,,,,,
2465,03/21/2018 03:14:58 AM,8.182,,,,,,
2466,03/21/2018 03:26:56 AM,,38.4,,,,,
2467,03/21/2018 03:29:58 AM,8.282,,,,,,
2468,03/21/2018 03:44:58 AM,8.282,,,,,,
2469,03/21/2018 03:56:27 AM,,38.5,,,,,
2470,03/21/2018 03:59:58 AM,8.282,,,,,,
2471,03/21/2018 04:05:44 AM,,38.6,,,,,
2472,03/21/2018 04:14:58 AM,8.282,,,,,,
2473,03/21/2018 04:18:40 AM,,38.7,,,,,
2474,03/21/2018 04:29:58 AM,8.282,,,,,,
2475,03/21/2018 04:36:52 AM,,38.8,,,,,
2476,03/21/2018 04:44:58 AM,8.182,,,,,,
2477,03/21/2018 04:59:58 AM,8.182,,,,,,
2478,03/21/2018 05:01:30 AM,,38.9,,,,,
2479,03/21/2018 05:14:58 AM,8.282,,,,,,
2480,03/21/2018 05:29:58 AM,8.282,,,,,,
2481,03/21/2018 05:44:58 AM,8.282,,,,,,
2482,03/21/2018 05:59:58 AM,8.382,,,,,,
2483,03/21/2018 06:07:16 AM,,39.0,,,,,
2484,03/21/2018 06:14:58 AM,8.382,,,,,,
2485,03/21/2018 06:15:07 AM,,39.1,,,,,
2486,03/21/2018 06:29:58 AM,8.382,,,,,,
2487,03/21/2018 06:36:30 AM,,39.2,,,,,
2488,03/21/2018 06:44:58 AM,8.481,,,,,,
2489,03/21/2018 06:46:29 AM,,39.3,,,,,
2490,03/21/2018 06:50:47 AM,,39.4,,,,,
2491,03/21/2018 06:54:46 AM,,39.5,,,,,
2492,03/21/2018 06:58:50 AM,,39.6,,,,,
2493,03/21/2018 06:59:58 AM,8.581,,,,,,
2494,03/21/2018 07:01:39 AM,,39.7,,,,,
2495,03/21/2018 07:08:02 AM,,39.8,,,,,
2496,03/21/2018 07:14:58 AM,8.680,,,,,,
2497,03/21/2018 07:18:24 AM,,39.9,,,,,
2498,03/21/2018 07:29:58 AM,8.879,,,,,,
2499,03/21/2018 07:44:58 AM,8.978,,,,,,
2500,03/21/2018 07:59:58 AM,9.472,,,,,,
2501,03/21/2018 08:14:58 AM,9.768,,,,,,
2502,03/21/2018 08:18:54 AM,,40.0,,,,,
2503,03/21/2018 08:29:58 AM,10.748,,,,,,
2504,03/21/2018 08:44:58 AM,11.334,,,,,,
2505,03/21/2018 08:59:58 AM,11.236,,,,,,
2506,03/21/2018 09:14:58 AM,11.236,,,,,,
2507,03/21/2018 09:29:58 AM,11.528,,,,,,
2508,03/21/2018 09:44:58 AM,11.528,,,,,,
2509,03/21/2018 09:59:58 AM,11.139,,,,,,
2510,03/21/2018 10:14:58 AM,10.944,,,,,,
2511,03/21/2018 10:20:33 AM,,40.1,,,,,
2512,03/21/2018 10:27:37 AM,,40.2,,,,,
2513,03/21/2018 10:29:58 AM,11.139,,,,,,
2514,03/21/2018 10:31:19 AM,,40.3,,,,,
2515,03/21/2018 10:35:22 AM,,40.4,,,,,
2516,03/21/2018 10:44:58 AM,11.041,,,,,,
2517,03/21/2018 10:59:58 AM,10.846,,,,,,
2518,03/21/2018 11:14:58 AM,11.431,,,,,,
2519,03/21/2018 11:29:58 AM,11.625,,,,,,
2520,03/21/2018 11:44:58 AM,11.722,,,,,,
2521,03/21/2018 11:59:58 AM,11.625,,,,,,
2522,03/21/2018 12:14:58 PM,11.819,,,,,,
2523,03/21/2018 12:29:58 PM,12.497,,,,,,
2524,03/21/2018 12:44:58 PM,13.846,,,,,,
2525,03/21/2018 12:59:58 PM,13.461,,,,,,
2526,03/21/2018 01:14:58 PM,13.461,,,,,,
2527,03/21/2018 01:29:58 PM,13.173,,,,,,
2528,03/21/2018 01:44:58 PM,13.269,,,,,,
2529,03/21/2018 01:59:58 PM,13.365,,,,,,
2530,03/21/2018 02:14:58 PM,13.654,,,,,,
2531,03/21/2018 02:29:58 PM,14.038,,,,,,
2532,03/21/2018 02:44:58 PM,15.187,,,,,,
2533,03/21/2018 02:59:58 PM,16.237,,,,,,
2534,03/21/2018 03:14:58 PM,15.473,,,,,,
2535,03/21/2018 03:29:14 PM,,40.5,,,,,
2536,03/21/2018 03:29:58 PM,13.654,,,,,,
2537,03/21/2018 03:44:58 PM,13.269,,,,,,
2538,03/21/2018 03:59:58 PM,12.787,,,,,,
2539,03/21/2018 04:14:58 PM,12.787,,,,,,
2540,03/21/2018 04:29:58 PM,12.497,,,,,,
2541,03/21/2018 04:44:58 PM,11.916,,,,,,
2542,03/21/2018 04:59:58 PM,11.722,,,,,,
2543,03/21/2018 05:14:58 PM,11.431,,,,,,
2544,03/21/2018 05:29:58 PM,10.944,,,,,,
2545,03/21/2018 05:44:58 PM,10.553,,,,,,
2546,03/21/2018 05:59:58 PM,10.161,,,,,,
2547,03/21/2018 06:14:58 PM,9.866,,,,,,
2548,03/21/2018 06:29:58 PM,9.768,,,,,,
2549,03/21/2018 06:44:58 PM,9.669,,,,,,
2550,03/21/2018 06:59:58 PM,9.571,,,,,,
2551,03/21/2018 07:14:58 PM,9.373,,,,,,
2552,03/21/2018 07:29:58 PM,8.879,,,,,,
2553,03/21/2018 07:44:58 PM,8.282,,,,,,
2554,03/21/2018 07:59:58 PM,7.882,,,,,,
2555,03/21/2018 08:14:58 PM,7.582,,,,,,
2556,03/21/2018 08:29:58 PM,7.481,,,,,,
2557,03/21/2018 08:44:58 PM,7.582,,,,,,
2558,03/21/2018 08:59:58 PM,7.882,,,,,,
2559,03/21/2018 09:14:58 PM,8.082,,,,,,
2560,03/21/2018 09:29:58 PM,8.282,,,,,,
2561,03/21/2018 09:44:58 PM,8.382,,,,,,
2562,03/21/2018 09:59:58 PM,8.382,,,,,,
2563,03/21/2018 10:14:58 PM,8.382,,,,,,
2564,03/21/2018 10:29:58 PM,8.382,,,,,,
2565,03/21/2018 10:44:58 PM,8.382,,,,,,
2566,03/21/2018 10:59:58 PM,8.481,,,,,,
2567,03/21/2018 11:14:58 PM,8.481,,,,,,
2568,03/21/2018 11:29:58 PM,8.481,,,,,,
2569,03/21/2018 11:44:58 PM,8.481,,,,,,
2570,03/21/2018 11:59:58 PM,8.481,,,,,,
2571,03/22/2018 12:14:58 AM,8.481,,,,,,
2572,03/22/2018 12:29:58 AM,8.481,,,,,,
2573,03/22/2018 12:44:58 AM,8.481,,,,,,
2574,03/22/2018 12:59:58 AM,8.481,,,,,,
2575,03/22/2018 01:14:58 AM,8.481,,,,,,
2576,03/22/2018 01:29:58 AM,8.581,,,,,,
2577,03/22/2018 01:44:58 AM,8.581,,,,,,
2578,03/22/2018 01:59:58 AM,8.581,,,,,,
2579,03/22/2018 02:14:58 AM,8.581,,,,,,
2580,03/22/2018 02:29:58 AM,8.581,,,,,,
2581,03/22/2018 02:44:58 AM,8.581,,,,,,
2582,03/22/2018 02:59:58 AM,8.581,,,,,,
2583,03/22/2018 03:14:58 AM,8.481,,,,,,
2584,03/22/2018 03:29:58 AM,8.481,,,,,,
2585,03/22/2018 03:44:58 AM,8.382,,,,,,
2586,03/22/2018 03:59:58 AM,8.282,,,,,,
2587,03/22/2018 04:14:58 AM,8.282,,,,,,
2588,03/22/2018 04:29:58 AM,8.282,,,,,,
2589,03/22/2018 04:44:58 AM,8.282,,,,,,
2590,03/22/2018 04:59:58 AM,8.082,,,,,,
2591,03/22/2018 05:14:58 AM,7.882,,,,,,
2592,03/22/2018 05:29:58 AM,7.682,,,,,,
2593,03/22/2018 05:44:58 AM,7.582,,,,,,
2594,03/22/2018 05:59:58 AM,7.782,,,,,,
2595,03/22/2018 06:14:58 AM,7.782,,,,,,
2596,03/22/2018 06:29:58 AM,7.582,,,,,,
2597,03/22/2018 06:44:58 AM,7.481,,,,,,
2598,03/22/2018 06:59:58 AM,7.682,,,,,,
2599,03/22/2018 07:14:58 AM,8.082,,,,,,
2600,03/22/2018 07:29:58 AM,8.481,,,,,,
2601,03/22/2018 07:44:58 AM,9.077,,,,,,
2602,03/22/2018 07:59:58 AM,9.571,,,,,,
2603,03/22/2018 08:14:58 AM,9.866,,,,,,
2604,03/22/2018 08:29:58 AM,9.571,,,,,,
2605,03/22/2018 08:44:58 AM,9.275,,,,,,
2606,03/22/2018 08:59:58 AM,10.259,,,,,,
2607,03/22/2018 09:14:58 AM,10.651,,,,,,
2608,03/22/2018 09:29:58 AM,11.431,,,,,,
2609,03/22/2018 09:44:58 AM,13.942,,,,,,
2610,03/22/2018 09:59:58 AM,16.332,,,,,,
2611,03/22/2018 10:14:58 AM,18.521,,,,,,
2612,03/22/2018 10:29:58 AM,20.138,,,,,,
2613,03/22/2018 10:44:58 AM,22.238,,,,,,
2614,03/22/2018 10:59:58 AM,22.429,,,,,,
2615,03/22/2018 11:14:58 AM,21.664,,,,,,
2616,03/22/2018 11:29:58 AM,21.760,,,,,,
2617,03/22/2018 11:44:58 AM,19.853,,,,,,
2618,03/22/2018 11:59:58 AM,19.377,,,,,,
2619,03/22/2018 12:14:58 PM,19.472,,,,,,
2620,03/22/2018 12:29:58 PM,20.710,,,,,,
2621,03/22/2018 12:44:58 PM,20.138,,,,,,
2622,03/22/2018 12:59:58 PM,16.523,,,,,,
2623,03/22/2018 01:14:58 PM,14.996,,,,,,
2624,03/22/2018 01:29:58 PM,16.808,,,,,,
2625,03/22/2018 01:44:58 PM,18.996,,,,,,
2626,03/22/2018 01:59:58 PM,20.138,,,,,,
2627,03/22/2018 02:14:58 PM,16.427,,,,,,
2628,03/22/2018 02:29:58 PM,14.709,,,,,,
2629,03/22/2018 02:44:58 PM,14.230,,,,,,
2630,03/22/2018 02:59:58 PM,14.900,,,,,,
2631,03/22/2018 03:14:58 PM,15.664,,,,,,
2632,03/22/2018 03:29:58 PM,14.804,,,,,,
2633,03/22/2018 03:44:58 PM,12.980,,,,,,
2634,03/22/2018 03:53:22 PM,,40.6,,,,,
2635,03/22/2018 03:59:27 PM,,40.7,,,,,
2636,03/22/2018 03:59:58 PM,12.110,,,,,,
2637,03/22/2018 04:01:13 PM,,40.8,,,,,
2638,03/22/2018 04:02:30 PM,,40.9,,,,,
2639,03/22/2018 04:03:52 PM,,41.0,,,,,
2640,03/22/2018 04:04:55 PM,,41.1,,,,,
2641,03/22/2018 04:05:44 PM,,41.2,,,,,
2642,03/22/2018 04:06:42 PM,,41.3,,,,,
2643,03/22/2018 04:08:02 PM,,41.4,,,,,
2644,03/22/2018 04:09:34 PM,,41.5,,,,,
2645,03/22/2018 04:10:48 PM,,41.6,,,,,
2646,03/22/2018 04:12:12 PM,,41.7,,,,,
2647,03/22/2018 04:13:44 PM,,41.8,,,,,
2648,03/22/2018 04:14:58 PM,11.916,,,,,,
2649,03/22/2018 04:15:43 PM,,41.9,,,,,
2650,03/22/2018 04:18:25 PM,,42.0,,,,,
2651,03/22/2018 04:25:00 PM,,42.1,,,,,
2652,03/22/2018 04:29:58 PM,12.013,,,,,,
2653,03/22/2018 04:44:58 PM,12.497,,,,,,
2654,03/22/2018 04:59:58 PM,12.207,,,,,,
2655,03/22/2018 05:14:58 PM,11.916,,,,,,
2656,03/22/2018 05:29:58 PM,11.722,,,,,,
2657,03/22/2018 05:44:58 PM,11.139,,,,,,
2658,03/22/2018 05:59:58 PM,10.944,,,,,,
2659,03/22/2018 06:14:58 PM,10.651,,,,,,
2660,03/22/2018 06:29:58 PM,10.357,,,,,,
2661,03/22/2018 06:44:58 PM,10.063,,,,,,
2662,03/22/2018 06:59:58 PM,9.965,,,,,,
2663,03/22/2018 07:14:58 PM,9.866,,,,,,
2664,03/22/2018 07:28:35 PM,,42.2,,,,,
2665,03/22/2018 07:29:58 PM,9.866,,,,,,
2666,03/22/2018 07:30:43 PM,,42.3,,,,,
2667,03/22/2018 07:31:54 PM,,42.4,,,,,
2668,03/22/2018 07:32:43 PM,,42.5,,,,,
2669,03/22/2018 07:33:23 PM,,42.6,,,,,
2670,03/22/2018 07:34:11 PM,,42.7,,,,,
2671,03/22/2018 07:34:59 PM,,42.8,,,,,
2672,03/22/2018 07:35:51 PM,,42.9,,,,,
2673,03/22/2018 07:36:37 PM,,43.0,,,,,
2674,03/22/2018 07:37:11 PM,,43.1,,,,,
2675,03/22/2018 07:37:39 PM,,43.2,,,,,
2676,03/22/2018 07:38:17 PM,,43.3,,,,,
2677,03/22/2018 07:38:51 PM,,43.4,,,,,
2678,03/22/2018 07:39:22 PM,,43.5,,,,,
2679,03/22/2018 07:39:49 PM,,43.6,,,,,
2680,03/22/2018 07:40:19 PM,,43.7,,,,,
2681,03/22/2018 07:40:59 PM,,43.8,,,,,
2682,03/22/2018 07:41:43 PM,,43.9,,,,,
2683,03/22/2018 07:42:27 PM,,44.0,,,,,
2684,03/22/2018 07:43:28 PM,,44.1,,,,,
2685,03/22/2018 07:44:30 PM,,44.2,,,,,
2686,03/22/2018 07:44:58 PM,9.866,,,,,,
2687,03/22/2018 07:45:30 PM,,44.3,,,,,
2688,03/22/2018 07:46:19 PM,,44.4,,,,,
2689,03/22/2018 07:47:15 PM,,44.5,,,,,
2690,03/22/2018 07:48:13 PM,,44.6,,,,,
2691,03/22/2018 07:49:14 PM,,44.7,,,,,
2692,03/22/2018 07:50:06 PM,,44.8,,,,,
2693,03/22/2018 07:51:00 PM,,44.9,,,,,
2694,03/22/2018 07:51:51 PM,,45.0,,,,,
2695,03/22/2018 07:52:31 PM,,45.1,,,,,
2696,03/22/2018 07:53:17 PM,,45.2,,,,,
2697,03/22/2018 07:54:17 PM,,45.3,,,,,
2698,03/22/2018 07:55:16 PM,,45.4,,,,,
2699,03/22/2018 07:56:38 PM,,45.5,,,,,
2700,03/22/2018 07:58:00 PM,,45.6,,,,,
2701,03/22/2018 07:59:10 PM,,45.7,,,,,
2702,03/22/2018 07:59:58 PM,9.768,,,,,,
2703,03/22/2018 08:00:37 PM,,45.8,,,,,
2704,03/22/2018 08:01:47 PM,,45.9,,,,,
2705,03/22/2018 08:03:12 PM,,46.0,,,,,
2706,03/22/2018 08:04:47 PM,,46.1,,,,,
2707,03/22/2018 08:06:25 PM,,46.2,,,,,
2708,03/22/2018 08:08:32 PM,,46.3,,,,,
2709,03/22/2018 08:11:02 PM,,46.4,,,,,
2710,03/22/2018 08:13:27 PM,,46.5,,,,,
2711,03/22/2018 08:14:58 PM,9.768,,,,,,
2712,03/22/2018 08:15:37 PM,,46.6,,,,,
2713,03/22/2018 08:19:15 PM,,46.7,,,,,
2714,03/22/2018 08:23:22 PM,,46.8,,,,,
2715,03/22/2018 08:25:44 PM,,46.9,,,,,
2716,03/22/2018 08:27:43 PM,,47.0,,,,,
2717,03/22/2018 08:29:21 PM,,47.1,,,,,
2718,03/22/2018 08:29:58 PM,9.866,,,,,,
2719,03/22/2018 08:30:43 PM,,47.2,,,,,
2720,03/22/2018 08:32:28 PM,,47.3,,,,,
2721,03/22/2018 08:35:21 PM,,47.4,,,,,
2722,03/22/2018 08:42:17 PM,,47.5,,,,,
2723,03/22/2018 08:44:58 PM,9.866,,,,,,
2724,03/22/2018 08:58:58 PM,,47.6,,,,,
2725,03/22/2018 08:59:58 PM,9.866,,,,,,
2726,03/22/2018 09:14:58 PM,9.768,,,,,,
2727,03/22/2018 09:29:58 PM,9.669,,,,,,
2728,03/22/2018 09:44:58 PM,9.669,,,,,,
2729,03/22/2018 09:59:58 PM,9.669,,,,,,
2730,03/22/2018 10:14:58 PM,9.571,,,,,,
2731,03/22/2018 10:29:58 PM,9.571,,,,,,
2732,03/22/2018 10:44:58 PM,9.472,,,,,,
2733,03/22/2018 10:59:58 PM,9.275,,,,,,
2734,03/22/2018 11:14:58 PM,9.275,,,,,,
2735,03/22/2018 11:29:58 PM,9.176,,,,,,
2736,03/22/2018 11:44:58 PM,9.077,,,,,,
2737,03/22/2018 11:59:58 PM,8.779,,,,,,
2738,03/23/2018 12:14:58 AM,8.779,,,,,,
2739,03/23/2018 12:29:58 AM,8.779,,,,,,
2740,03/23/2018 12:44:58 AM,8.779,,,,,,
2741,03/23/2018 12:59:58 AM,8.581,,,,,,
2742,03/23/2018 01:14:58 AM,8.282,,,,,,
2743,03/23/2018 01:29:58 AM,7.983,,,,,,
2744,03/23/2018 01:44:58 AM,7.983,,,,,,
2745,03/23/2018 01:59:58 AM,7.682,,,,,,
2746,03/23/2018 02:14:58 AM,7.280,,,,,,
2747,03/23/2018 02:29:58 AM,7.179,,,,,,
2748,03/23/2018 02:44:58 AM,7.079,,,,,,
2749,03/23/2018 02:48:15 AM,,47.7,,,,,
2750,03/23/2018 02:59:58 AM,6.775,,,,,,
2751,03/23/2018 03:14:58 AM,6.370,,,,,,
2752,03/23/2018 03:29:58 AM,6.064,,,,,,
2753,03/23/2018 03:44:58 AM,5.962,,,,,,
2754,03/23/2018 03:59:58 AM,5.962,,,,,,
2755,03/23/2018 04:14:58 AM,5.757,,,,,,
2756,03/23/2018 04:29:58 AM,5.552,,,,,,
2757,03/23/2018 04:44:58 AM,5.552,,,,,,
2758,03/23/2018 04:59:58 AM,5.037,,,,,,
2759,03/23/2018 05:14:58 AM,5.141,,,,,,
2760,03/23/2018 05:29:58 AM,5.450,,,,,,
2761,03/23/2018 05:44:58 AM,5.347,,,,,,
2762,03/23/2018 05:59:58 AM,5.655,,,,,,
2763,03/23/2018 06:14:58 AM,5.655,,,,,,
2764,03/23/2018 06:29:58 AM,5.757,,,,,,
2765,03/23/2018 06:44:58 AM,5.860,,,,,,
2766,03/23/2018 06:59:58 AM,6.268,,,,,,
