"Título de trazado: M5023"
"N.º","Fecha Tiempo, GMT-05:00","Temp, °C","Event, mm","Acoplador separado","Acoplador adjunto","Host conectado","Parado","Final de archivo"
1,02/27/2018 11:14:58 AM,26.292,0.0,,,,,
2,02/27/2018 11:16:42 AM,,0.1,,,,,
3,02/27/2018 11:17:11 AM,,,Registrado,,,,
4,02/27/2018 11:29:58 AM,22.717,,,,,,
5,02/27/2018 11:44:58 AM,19.092,,,,,,
6,02/27/2018 11:59:58 AM,21.091,,,,,,
7,02/27/2018 12:14:58 PM,18.616,,,,,,
8,02/27/2018 12:29:58 PM,17.950,,,,,,
9,02/27/2018 12:44:58 PM,20.519,,,,,,
10,02/27/2018 12:59:58 PM,21.569,,,,,,
11,02/27/2018 01:14:58 PM,21.091,,,,,,
12,02/27/2018 01:29:58 PM,23.100,,,,,,
13,02/27/2018 01:44:58 PM,22.046,,,,,,
14,02/27/2018 01:59:58 PM,18.045,,,,,,
15,02/27/2018 02:14:58 PM,16.427,,,,,,
16,02/27/2018 02:29:58 PM,14.709,,,,,,
17,02/27/2018 02:37:55 PM,,0.2,,,,,
18,02/27/2018 02:38:34 PM,,0.3,,,,,
19,02/27/2018 02:39:13 PM,,0.4,,,,,
20,02/27/2018 02:40:00 PM,,0.5,,,,,
21,02/27/2018 02:40:35 PM,,0.6,,,,,
22,02/27/2018 02:41:04 PM,,0.7,,,,,
23,02/27/2018 02:41:29 PM,,0.8,,,,,
24,02/27/2018 02:41:55 PM,,0.9,,,,,
25,02/27/2018 02:42:14 PM,,1.0,,,,,
26,02/27/2018 02:42:37 PM,,1.1,,,,,
27,02/27/2018 02:43:00 PM,,1.2,,,,,
28,02/27/2018 02:43:34 PM,,1.3,,,,,
29,02/27/2018 02:44:07 PM,,1.4,,,,,
30,02/27/2018 02:44:31 PM,,1.5,,,,,
31,02/27/2018 02:44:56 PM,,1.6,,,,,
32,02/27/2018 02:44:58 PM,13.173,,,,,,
33,02/27/2018 02:45:21 PM,,1.7,,,,,
34,02/27/2018 02:46:02 PM,,1.8,,,,,
35,02/27/2018 02:46:35 PM,,1.9,,,,,
36,02/27/2018 02:47:16 PM,,2.0,,,,,
37,02/27/2018 02:48:07 PM,,2.1,,,,,
38,02/27/2018 02:49:21 PM,,2.2,,,,,
39,02/27/2018 02:50:28 PM,,2.3,,,,,
40,02/27/2018 02:51:40 PM,,2.4,,,,,
41,02/27/2018 02:52:49 PM,,2.5,,,,,
42,02/27/2018 02:53:53 PM,,2.6,,,,,
43,02/27/2018 02:55:10 PM,,2.7,,,,,
44,02/27/2018 02:56:51 PM,,2.8,,,,,
45,02/27/2018 02:58:26 PM,,2.9,,,,,
46,02/27/2018 02:59:32 PM,,3.0,,,,,
47,02/27/2018 02:59:58 PM,12.690,,,,,,
48,02/27/2018 03:00:31 PM,,3.1,,,,,
49,02/27/2018 03:01:46 PM,,3.2,,,,,
50,02/27/2018 03:03:07 PM,,3.3,,,,,
51,02/27/2018 03:04:23 PM,,3.4,,,,,
52,02/27/2018 03:06:43 PM,,3.5,,,,,
53,02/27/2018 03:09:20 PM,,3.6,,,,,
54,02/27/2018 03:11:23 PM,,3.7,,,,,
55,02/27/2018 03:13:23 PM,,3.8,,,,,
56,02/27/2018 03:14:58 PM,12.401,,,,,,
57,02/27/2018 03:15:55 PM,,3.9,,,,,
58,02/27/2018 03:18:05 PM,,4.0,,,,,
59,02/27/2018 03:20:24 PM,,4.1,,,,,
60,02/27/2018 03:23:03 PM,,4.2,,,,,
61,02/27/2018 03:26:57 PM,,4.3,,,,,
62,02/27/2018 03:29:58 PM,12.207,,,,,,
63,02/27/2018 03:31:31 PM,,4.4,,,,,
64,02/27/2018 03:39:31 PM,,4.5,,,,,
65,02/27/2018 03:44:58 PM,12.013,,,,,,
66,02/27/2018 03:52:34 PM,,4.6,,,,,
67,02/27/2018 03:59:58 PM,11.334,,,,,,
68,02/27/2018 04:14:58 PM,11.041,,,,,,
69,02/27/2018 04:26:51 PM,,4.7,,,,,
70,02/27/2018 04:29:58 PM,10.944,,,,,,
71,02/27/2018 04:34:46 PM,,4.8,,,,,
72,02/27/2018 04:40:33 PM,,4.9,,,,,
73,02/27/2018 04:44:58 PM,10.944,,,,,,
74,02/27/2018 04:46:41 PM,,5.0,,,,,
75,02/27/2018 04:59:58 PM,11.041,,,,,,
76,02/27/2018 05:14:58 PM,11.041,,,,,,
77,02/27/2018 05:29:58 PM,10.944,,,,,,
78,02/27/2018 05:44:58 PM,10.846,,,,,,
79,02/27/2018 05:59:58 PM,10.651,,,,,,
80,02/27/2018 06:14:58 PM,10.553,,,,,,
81,02/27/2018 06:29:58 PM,10.455,,,,,,
82,02/27/2018 06:44:58 PM,10.259,,,,,,
83,02/27/2018 06:59:58 PM,10.259,,,,,,
84,02/27/2018 07:14:58 PM,10.161,,,,,,
85,02/27/2018 07:29:58 PM,10.161,,,,,,
86,02/27/2018 07:44:58 PM,10.063,,,,,,
87,02/27/2018 07:59:58 PM,9.965,,,,,,
88,02/27/2018 08:14:58 PM,9.866,,,,,,
89,02/27/2018 08:29:58 PM,9.866,,,,,,
90,02/27/2018 08:31:43 PM,,5.1,,,,,
91,02/27/2018 08:44:58 PM,9.866,,,,,,
92,02/27/2018 08:59:58 PM,9.669,,,,,,
93,02/27/2018 09:14:58 PM,9.571,,,,,,
94,02/27/2018 09:29:58 PM,9.571,,,,,,
95,02/27/2018 09:44:58 PM,9.669,,,,,,
96,02/27/2018 09:59:58 PM,9.669,,,,,,
97,02/27/2018 10:14:58 PM,9.373,,,,,,
98,02/27/2018 10:29:58 PM,9.176,,,,,,
99,02/27/2018 10:44:58 PM,8.978,,,,,,
100,02/27/2018 10:59:58 PM,8.680,,,,,,
101,02/27/2018 11:14:58 PM,8.779,,,,,,
102,02/27/2018 11:29:58 PM,8.779,,,,,,
103,02/27/2018 11:44:58 PM,8.879,,,,,,
104,02/27/2018 11:59:58 PM,8.879,,,,,,
105,02/28/2018 12:14:58 AM,8.978,,,,,,
106,02/28/2018 12:29:58 AM,9.077,,,,,,
107,02/28/2018 12:44:58 AM,9.176,,,,,,
108,02/28/2018 12:59:58 AM,9.176,,,,,,
109,02/28/2018 01:14:58 AM,9.176,,,,,,
110,02/28/2018 01:29:58 AM,8.879,,,,,,
111,02/28/2018 01:44:58 AM,8.779,,,,,,
112,02/28/2018 01:59:58 AM,8.680,,,,,,
113,02/28/2018 02:14:58 AM,8.581,,,,,,
114,02/28/2018 02:29:58 AM,8.481,,,,,,
115,02/28/2018 02:44:58 AM,8.481,,,,,,
116,02/28/2018 02:59:58 AM,8.382,,,,,,
117,02/28/2018 03:14:58 AM,8.282,,,,,,
118,02/28/2018 03:29:58 AM,8.082,,,,,,
119,02/28/2018 03:44:58 AM,7.782,,,,,,
120,02/28/2018 03:59:58 AM,7.582,,,,,,
121,02/28/2018 04:14:58 AM,7.682,,,,,,
122,02/28/2018 04:29:58 AM,7.882,,,,,,
123,02/28/2018 04:44:58 AM,7.682,,,,,,
124,02/28/2018 04:59:58 AM,7.481,,,,,,
125,02/28/2018 05:14:58 AM,7.481,,,,,,
126,02/28/2018 05:29:58 AM,7.582,,,,,,
127,02/28/2018 05:44:58 AM,7.582,,,,,,
128,02/28/2018 05:59:58 AM,7.582,,,,,,
129,02/28/2018 06:14:58 AM,7.682,,,,,,
130,02/28/2018 06:29:58 AM,7.582,,,,,,
131,02/28/2018 06:44:58 AM,7.782,,,,,,
132,02/28/2018 06:59:58 AM,7.983,,,,,,
133,02/28/2018 07:14:58 AM,8.182,,,,,,
134,02/28/2018 07:29:58 AM,8.481,,,,,,
135,02/28/2018 07:44:58 AM,8.779,,,,,,
136,02/28/2018 07:59:58 AM,9.176,,,,,,
137,02/28/2018 08:14:58 AM,9.768,,,,,,
138,02/28/2018 08:29:58 AM,10.259,,,,,,
139,02/28/2018 08:44:58 AM,11.139,,,,,,
140,02/28/2018 08:59:58 AM,11.722,,,,,,
141,02/28/2018 09:14:58 AM,11.722,,,,,,
142,02/28/2018 09:29:58 AM,11.528,,,,,,
143,02/28/2018 09:44:58 AM,11.916,,,,,,
144,02/28/2018 09:59:58 AM,12.304,,,,,,
145,02/28/2018 10:14:58 AM,11.916,,,,,,
146,02/28/2018 10:29:58 AM,11.334,,,,,,
147,02/28/2018 10:44:58 AM,11.431,,,,,,
148,02/28/2018 10:59:58 AM,11.916,,,,,,
149,02/28/2018 11:14:58 AM,12.497,,,,,,
150,02/28/2018 11:29:58 AM,12.207,,,,,,
151,02/28/2018 11:44:58 AM,12.304,,,,,,
152,02/28/2018 11:59:58 AM,12.883,,,,,,
153,02/28/2018 12:14:58 PM,13.269,,,,,,
154,02/28/2018 12:29:58 PM,13.269,,,,,,
155,02/28/2018 12:44:58 PM,13.461,,,,,,
156,02/28/2018 12:59:58 PM,14.134,,,,,,
157,02/28/2018 01:08:02 PM,,5.2,,,,,
158,02/28/2018 01:14:58 PM,14.230,,,,,,
159,02/28/2018 01:29:58 PM,14.230,,,,,,
160,02/28/2018 01:42:26 PM,,5.3,,,,,
161,02/28/2018 01:44:58 PM,14.134,,,,,,
162,02/28/2018 01:47:51 PM,,5.4,,,,,
163,02/28/2018 01:54:34 PM,,5.5,,,,,
164,02/28/2018 01:59:58 PM,13.558,,,,,,
165,02/28/2018 02:14:40 PM,,5.6,,,,,
166,02/28/2018 02:14:58 PM,13.654,,,,,,
167,02/28/2018 02:29:58 PM,13.846,,,,,,
168,02/28/2018 02:44:58 PM,14.134,,,,,,
169,02/28/2018 02:59:58 PM,14.325,,,,,,
170,02/28/2018 03:14:58 PM,14.517,,,,,,
171,02/28/2018 03:29:58 PM,14.900,,,,,,
172,02/28/2018 03:44:58 PM,15.760,,,,,,
173,02/28/2018 03:59:58 PM,16.141,,,,,,
174,02/28/2018 04:14:58 PM,17.760,,,,,,
175,02/28/2018 04:29:58 PM,16.903,,,,,,
176,02/28/2018 04:44:58 PM,16.046,,,,,,
177,02/28/2018 04:59:58 PM,15.187,,,,,,
178,02/28/2018 05:14:58 PM,14.230,,,,,,
179,02/28/2018 05:29:58 PM,13.269,,,,,,
180,02/28/2018 05:44:58 PM,12.304,,,,,,
181,02/28/2018 05:59:58 PM,11.528,,,,,,
182,02/28/2018 06:14:58 PM,11.139,,,,,,
183,02/28/2018 06:29:58 PM,10.944,,,,,,
184,02/28/2018 06:44:58 PM,10.748,,,,,,
185,02/28/2018 06:59:58 PM,10.748,,,,,,
186,02/28/2018 07:14:58 PM,10.944,,,,,,
187,02/28/2018 07:29:58 PM,10.846,,,,,,
188,02/28/2018 07:44:58 PM,10.651,,,,,,
189,02/28/2018 07:59:58 PM,10.161,,,,,,
190,02/28/2018 08:14:58 PM,9.866,,,,,,
191,02/28/2018 08:29:58 PM,9.571,,,,,,
192,02/28/2018 08:44:58 PM,9.571,,,,,,
193,02/28/2018 08:59:58 PM,9.768,,,,,,
194,02/28/2018 09:14:58 PM,9.768,,,,,,
195,02/28/2018 09:29:58 PM,9.669,,,,,,
196,02/28/2018 09:44:58 PM,9.768,,,,,,
197,02/28/2018 09:59:58 PM,9.472,,,,,,
198,02/28/2018 10:14:58 PM,9.472,,,,,,
199,02/28/2018 10:29:58 PM,9.275,,,,,,
200,02/28/2018 10:44:58 PM,9.077,,,,,,
201,02/28/2018 10:59:58 PM,8.978,,,,,,
202,02/28/2018 11:14:58 PM,8.779,,,,,,
203,02/28/2018 11:29:58 PM,8.680,,,,,,
204,02/28/2018 11:44:58 PM,8.382,,,,,,
205,02/28/2018 11:59:58 PM,8.481,,,,,,
206,03/01/2018 12:14:58 AM,8.282,,,,,,
207,03/01/2018 12:29:58 AM,8.182,,,,,,
208,03/01/2018 12:44:58 AM,8.282,,,,,,
209,03/01/2018 12:59:58 AM,8.182,,,,,,
210,03/01/2018 01:14:58 AM,7.983,,,,,,
211,03/01/2018 01:29:58 AM,7.582,,,,,,
212,03/01/2018 01:44:58 AM,7.280,,,,,,
213,03/01/2018 01:59:58 AM,6.978,,,,,,
214,03/01/2018 02:14:58 AM,6.978,,,,,,
215,03/01/2018 02:29:58 AM,7.179,,,,,,
216,03/01/2018 02:44:58 AM,7.179,,,,,,
217,03/01/2018 02:59:58 AM,6.978,,,,,,
218,03/01/2018 03:14:58 AM,7.079,,,,,,
219,03/01/2018 03:29:58 AM,6.674,,,,,,
220,03/01/2018 03:44:58 AM,6.573,,,,,,
221,03/01/2018 03:59:58 AM,6.166,,,,,,
222,03/01/2018 04:14:58 AM,6.268,,,,,,
223,03/01/2018 04:29:58 AM,5.860,,,,,,
224,03/01/2018 04:44:58 AM,5.037,,,,,,
225,03/01/2018 04:59:58 AM,4.934,,,,,,
226,03/01/2018 05:14:58 AM,4.831,,,,,,
227,03/01/2018 05:29:58 AM,4.727,,,,,,
228,03/01/2018 05:44:58 AM,5.037,,,,,,
229,03/01/2018 05:59:58 AM,5.244,,,,,,
230,03/01/2018 06:14:58 AM,5.037,,,,,,
231,03/01/2018 06:29:58 AM,4.519,,,,,,
232,03/01/2018 06:44:58 AM,5.037,,,,,,
233,03/01/2018 06:59:58 AM,4.934,,,,,,
234,03/01/2018 07:14:58 AM,4.934,,,,,,
235,03/01/2018 07:29:58 AM,7.481,,,,,,
236,03/01/2018 07:44:58 AM,9.768,,,,,,
237,03/01/2018 07:59:58 AM,13.076,,,,,,
238,03/01/2018 08:14:58 AM,15.569,,,,,,
239,03/01/2018 08:29:58 AM,17.475,,,,,,
240,03/01/2018 08:44:58 AM,19.187,,,,,,
241,03/01/2018 08:59:58 AM,19.567,,,,,,
242,03/01/2018 09:14:58 AM,17.189,,,,,,
243,03/01/2018 09:29:58 AM,15.091,,,,,,
244,03/01/2018 09:44:58 AM,15.855,,,,,,
245,03/01/2018 09:59:58 AM,16.141,,,,,,
246,03/01/2018 10:14:58 AM,17.475,,,,,,
247,03/01/2018 10:29:58 AM,17.379,,,,,,
248,03/01/2018 10:44:58 AM,16.237,,,,,,
249,03/01/2018 10:59:58 AM,15.664,,,,,,
250,03/01/2018 11:14:58 AM,15.091,,,,,,
251,03/01/2018 11:29:58 AM,16.999,,,,,,
252,03/01/2018 11:44:58 AM,18.616,,,,,,
253,03/01/2018 11:59:58 AM,17.284,,,,,,
254,03/01/2018 12:14:58 PM,19.187,,,,,,
255,03/01/2018 12:29:58 PM,21.091,,,,,,
256,03/01/2018 12:44:58 PM,22.717,,,,,,
257,03/01/2018 12:59:58 PM,23.100,,,,,,
258,03/01/2018 01:14:58 PM,22.621,,,,,,
259,03/01/2018 01:29:58 PM,22.238,,,,,,
260,03/01/2018 01:44:58 PM,20.710,,,,,,
261,03/01/2018 01:59:58 PM,20.043,,,,,,
262,03/01/2018 02:14:58 PM,21.091,,,,,,
263,03/01/2018 02:29:58 PM,22.621,,,,,,
264,03/01/2018 02:44:58 PM,21.855,,,,,,
265,03/01/2018 02:59:58 PM,21.951,,,,,,
266,03/01/2018 03:14:58 PM,21.187,,,,,,
267,03/01/2018 03:29:58 PM,18.616,,,,,,
268,03/01/2018 03:44:58 PM,19.853,,,,,,
269,03/01/2018 03:59:58 PM,17.665,,,,,,
270,03/01/2018 04:14:58 PM,16.427,,,,,,
271,03/01/2018 04:29:58 PM,15.187,,,,,,
272,03/01/2018 04:44:58 PM,13.846,,,,,,
273,03/01/2018 04:59:58 PM,12.980,,,,,,
274,03/01/2018 05:14:58 PM,12.401,,,,,,
275,03/01/2018 05:29:58 PM,11.916,,,,,,
276,03/01/2018 05:44:58 PM,11.916,,,,,,
277,03/01/2018 05:59:58 PM,11.819,,,,,,
278,03/01/2018 06:14:58 PM,11.528,,,,,,
279,03/01/2018 06:29:58 PM,11.236,,,,,,
280,03/01/2018 06:44:58 PM,11.041,,,,,,
281,03/01/2018 06:59:58 PM,10.748,,,,,,
282,03/01/2018 07:14:58 PM,10.651,,,,,,
283,03/01/2018 07:29:58 PM,10.553,,,,,,
284,03/01/2018 07:44:58 PM,10.455,,,,,,
285,03/01/2018 07:59:58 PM,10.161,,,,,,
286,03/01/2018 08:14:58 PM,9.965,,,,,,
287,03/01/2018 08:29:58 PM,9.768,,,,,,
288,03/01/2018 08:44:58 PM,9.275,,,,,,
289,03/01/2018 08:59:58 PM,8.779,,,,,,
290,03/01/2018 09:14:58 PM,9.077,,,,,,
291,03/01/2018 09:29:58 PM,9.472,,,,,,
292,03/01/2018 09:44:58 PM,9.768,,,,,,
293,03/01/2018 09:59:58 PM,9.866,,,,,,
294,03/01/2018 10:04:41 PM,,5.7,,,,,
295,03/01/2018 10:12:23 PM,,5.8,,,,,
296,03/01/2018 10:13:41 PM,,5.9,,,,,
297,03/01/2018 10:14:58 PM,9.965,,,,,,
298,03/01/2018 10:16:14 PM,,6.0,,,,,
299,03/01/2018 10:22:07 PM,,6.1,,,,,
300,03/01/2018 10:29:58 PM,9.965,,,,,,
301,03/01/2018 10:30:00 PM,,6.2,,,,,
302,03/01/2018 10:44:58 PM,10.063,,,,,,
303,03/01/2018 10:59:58 PM,10.063,,,,,,
304,03/01/2018 11:02:18 PM,,6.3,,,,,
305,03/01/2018 11:14:58 PM,10.063,,,,,,
306,03/01/2018 11:29:58 PM,9.965,,,,,,
307,03/01/2018 11:44:58 PM,9.965,,,,,,
308,03/01/2018 11:59:58 PM,9.965,,,,,,
309,03/02/2018 12:14:29 AM,,6.4,,,,,
310,03/02/2018 12:14:58 AM,9.965,,,,,,
311,03/02/2018 12:29:58 AM,9.866,,,,,,
312,03/02/2018 12:44:58 AM,9.669,,,,,,
313,03/02/2018 12:47:46 AM,,6.5,,,,,
314,03/02/2018 12:59:58 AM,9.669,,,,,,
315,03/02/2018 01:11:56 AM,,6.6,,,,,
316,03/02/2018 01:14:09 AM,,6.7,,,,,
317,03/02/2018 01:14:58 AM,9.571,,,,,,
318,03/02/2018 01:17:10 AM,,6.8,,,,,
319,03/02/2018 01:22:01 AM,,6.9,,,,,
320,03/02/2018 01:28:34 AM,,7.0,,,,,
321,03/02/2018 01:29:58 AM,9.571,,,,,,
322,03/02/2018 01:33:34 AM,,7.1,,,,,
323,03/02/2018 01:36:15 AM,,7.2,,,,,
324,03/02/2018 01:38:47 AM,,7.3,,,,,
325,03/02/2018 01:41:06 AM,,7.4,,,,,
326,03/02/2018 01:44:58 AM,9.571,,,,,,
327,03/02/2018 01:45:26 AM,,7.5,,,,,
328,03/02/2018 01:59:58 AM,9.571,,,,,,
329,03/02/2018 02:14:58 AM,9.571,,,,,,
330,03/02/2018 02:18:33 AM,,7.6,,,,,
331,03/02/2018 02:29:58 AM,9.571,,,,,,
332,03/02/2018 02:44:58 AM,9.472,,,,,,
333,03/02/2018 02:49:01 AM,,7.7,,,,,
334,03/02/2018 02:59:58 AM,9.472,,,,,,
335,03/02/2018 03:14:58 AM,9.472,,,,,,
336,03/02/2018 03:15:32 AM,,7.8,,,,,
337,03/02/2018 03:29:58 AM,9.472,,,,,,
338,03/02/2018 03:44:58 AM,9.373,,,,,,
339,03/02/2018 03:59:58 AM,9.373,,,,,,
340,03/02/2018 04:14:58 AM,9.275,,,,,,
341,03/02/2018 04:29:58 AM,9.275,,,,,,
342,03/02/2018 04:44:58 AM,9.275,,,,,,
343,03/02/2018 04:59:58 AM,9.275,,,,,,
344,03/02/2018 05:03:25 AM,,7.9,,,,,
345,03/02/2018 05:14:58 AM,9.176,,,,,,
346,03/02/2018 05:23:58 AM,,8.0,,,,,
347,03/02/2018 05:29:58 AM,9.176,,,,,,
348,03/02/2018 05:44:42 AM,,8.1,,,,,
349,03/02/2018 05:44:58 AM,9.176,,,,,,
350,03/02/2018 05:52:44 AM,,8.2,,,,,
351,03/02/2018 05:59:58 AM,9.077,,,,,,
352,03/02/2018 06:06:56 AM,,8.3,,,,,
353,03/02/2018 06:14:58 AM,9.077,,,,,,
354,03/02/2018 06:29:11 AM,,8.4,,,,,
355,03/02/2018 06:29:58 AM,9.077,,,,,,
356,03/02/2018 06:38:40 AM,,8.5,,,,,
357,03/02/2018 06:44:17 AM,,8.6,,,,,
358,03/02/2018 06:44:58 AM,9.077,,,,,,
359,03/02/2018 06:46:06 AM,,8.7,,,,,
360,03/02/2018 06:47:18 AM,,8.8,,,,,
361,03/02/2018 06:49:04 AM,,8.9,,,,,
362,03/02/2018 06:51:38 AM,,9.0,,,,,
363,03/02/2018 06:53:27 AM,,9.1,,,,,
364,03/02/2018 06:55:04 AM,,9.2,,,,,
365,03/02/2018 06:57:18 AM,,9.3,,,,,
366,03/02/2018 06:59:58 AM,9.077,,,,,,
367,03/02/2018 07:01:22 AM,,9.4,,,,,
368,03/02/2018 07:08:11 AM,,9.5,,,,,
369,03/02/2018 07:14:58 AM,9.176,,,,,,
370,03/02/2018 07:15:54 AM,,9.6,,,,,
371,03/02/2018 07:19:00 AM,,9.7,,,,,
372,03/02/2018 07:22:55 AM,,9.8,,,,,
373,03/02/2018 07:29:58 AM,9.275,,,,,,
374,03/02/2018 07:32:00 AM,,9.9,,,,,
375,03/02/2018 07:43:21 AM,,10.0,,,,,
376,03/02/2018 07:44:58 AM,9.373,,,,,,
377,03/02/2018 07:46:09 AM,,10.1,,,,,
378,03/02/2018 07:48:48 AM,,10.2,,,,,
379,03/02/2018 07:51:43 AM,,10.3,,,,,
380,03/02/2018 07:53:14 AM,,10.4,,,,,
381,03/02/2018 07:55:11 AM,,10.5,,,,,
382,03/02/2018 07:56:50 AM,,10.6,,,,,
383,03/02/2018 07:57:57 AM,,10.7,,,,,
384,03/02/2018 07:59:08 AM,,10.8,,,,,
385,03/02/2018 07:59:58 AM,9.472,,,,,,
386,03/02/2018 08:00:30 AM,,10.9,,,,,
387,03/02/2018 08:02:15 AM,,11.0,,,,,
388,03/02/2018 08:04:53 AM,,11.1,,,,,
389,03/02/2018 08:07:33 AM,,11.2,,,,,
390,03/02/2018 08:09:09 AM,,11.3,,,,,
391,03/02/2018 08:10:58 AM,,11.4,,,,,
392,03/02/2018 08:13:25 AM,,11.5,,,,,
393,03/02/2018 08:14:58 AM,9.571,,,,,,
394,03/02/2018 08:17:09 AM,,11.6,,,,,
395,03/02/2018 08:19:43 AM,,11.7,,,,,
396,03/02/2018 08:23:49 AM,,11.8,,,,,
397,03/02/2018 08:28:11 AM,,11.9,,,,,
398,03/02/2018 08:29:58 AM,9.768,,,,,,
399,03/02/2018 08:30:10 AM,,12.0,,,,,
400,03/02/2018 08:31:26 AM,,12.1,,,,,
401,03/02/2018 08:32:38 AM,,12.2,,,,,
402,03/02/2018 08:34:43 AM,,12.3,,,,,
403,03/02/2018 08:36:01 AM,,12.4,,,,,
404,03/02/2018 08:37:13 AM,,12.5,,,,,
405,03/02/2018 08:38:24 AM,,12.6,,,,,
406,03/02/2018 08:39:26 AM,,12.7,,,,,
407,03/02/2018 08:40:57 AM,,12.8,,,,,
408,03/02/2018 08:42:53 AM,,12.9,,,,,
409,03/02/2018 08:44:58 AM,9.965,,,,,,
410,03/02/2018 08:45:20 AM,,13.0,,,,,
411,03/02/2018 08:49:42 AM,,13.1,,,,,
412,03/02/2018 08:59:58 AM,10.063,,,,,,
413,03/02/2018 09:06:48 AM,,13.2,,,,,
414,03/02/2018 09:14:58 AM,10.259,,,,,,
415,03/02/2018 09:29:58 AM,10.161,,,,,,
416,03/02/2018 09:30:46 AM,,13.3,,,,,
417,03/02/2018 09:34:04 AM,,13.4,,,,,
418,03/02/2018 09:37:43 AM,,13.5,,,,,
419,03/02/2018 09:44:58 AM,10.357,,,,,,
420,03/02/2018 09:45:29 AM,,13.6,,,,,
421,03/02/2018 09:54:45 AM,,13.7,,,,,
422,03/02/2018 09:59:58 AM,10.944,,,,,,
423,03/02/2018 10:07:44 AM,,13.8,,,,,
424,03/02/2018 10:10:56 AM,,13.9,,,,,
425,03/02/2018 10:13:15 AM,,14.0,,,,,
426,03/02/2018 10:14:58 AM,10.748,,,,,,
427,03/02/2018 10:17:06 AM,,14.1,,,,,
428,03/02/2018 10:22:07 AM,,14.2,,,,,
429,03/02/2018 10:28:27 AM,,14.3,,,,,
430,03/02/2018 10:29:58 AM,11.041,,,,,,
431,03/02/2018 10:36:36 AM,,14.4,,,,,
432,03/02/2018 10:41:01 AM,,14.5,,,,,
433,03/02/2018 10:44:58 AM,11.528,,,,,,
434,03/02/2018 10:45:12 AM,,14.6,,,,,
435,03/02/2018 10:50:50 AM,,14.7,,,,,
436,03/02/2018 10:54:14 AM,,14.8,,,,,
437,03/02/2018 10:58:58 AM,,14.9,,,,,
438,03/02/2018 10:59:58 AM,11.528,,,,,,
439,03/02/2018 11:03:42 AM,,15.0,,,,,
440,03/02/2018 11:08:33 AM,,15.1,,,,,
441,03/02/2018 11:14:58 AM,11.625,,,,,,
442,03/02/2018 11:17:33 AM,,15.2,,,,,
443,03/02/2018 11:24:59 AM,,15.3,,,,,
444,03/02/2018 11:29:58 AM,11.819,,,,,,
445,03/02/2018 11:44:58 AM,12.594,,,,,,
446,03/02/2018 11:51:21 AM,,15.4,,,,,
447,03/02/2018 11:57:49 AM,,15.5,,,,,
448,03/02/2018 11:59:58 AM,12.690,,,,,,
449,03/02/2018 12:02:24 PM,,15.6,,,,,
450,03/02/2018 12:09:58 PM,,15.7,,,,,
451,03/02/2018 12:14:01 PM,,15.8,,,,,
452,03/02/2018 12:14:58 PM,12.980,,,,,,
453,03/02/2018 12:29:58 PM,12.980,,,,,,
454,03/02/2018 12:32:49 PM,,15.9,,,,,
455,03/02/2018 12:41:28 PM,,16.0,,,,,
456,03/02/2018 12:44:58 PM,12.690,,,,,,
457,03/02/2018 12:54:08 PM,,16.1,,,,,
458,03/02/2018 12:59:58 PM,12.401,,,,,,
459,03/02/2018 01:08:44 PM,,16.2,,,,,
460,03/02/2018 01:14:58 PM,12.594,,,,,,
461,03/02/2018 01:29:58 PM,12.497,,,,,,
462,03/02/2018 01:44:13 PM,,16.3,,,,,
463,03/02/2018 01:44:58 PM,12.401,,,,,,
464,03/02/2018 01:59:58 PM,13.173,,,,,,
465,03/02/2018 02:14:58 PM,12.594,,,,,,
466,03/02/2018 02:17:36 PM,,16.4,,,,,
467,03/02/2018 02:29:58 PM,12.304,,,,,,
468,03/02/2018 02:44:58 PM,12.304,,,,,,
469,03/02/2018 02:59:58 PM,12.110,,,,,,
470,03/02/2018 03:14:58 PM,11.916,,,,,,
471,03/02/2018 03:29:58 PM,11.722,,,,,,
472,03/02/2018 03:44:58 PM,11.528,,,,,,
473,03/02/2018 03:49:29 PM,,16.5,,,,,
474,03/02/2018 03:59:58 PM,11.916,,,,,,
475,03/02/2018 04:14:58 PM,11.528,,,,,,
476,03/02/2018 04:29:58 PM,11.236,,,,,,
477,03/02/2018 04:44:58 PM,10.846,,,,,,
478,03/02/2018 04:59:58 PM,10.455,,,,,,
479,03/02/2018 05:14:58 PM,10.161,,,,,,
480,03/02/2018 05:29:58 PM,9.965,,,,,,
481,03/02/2018 05:44:58 PM,9.768,,,,,,
482,03/02/2018 05:59:58 PM,9.472,,,,,,
483,03/02/2018 06:14:58 PM,9.176,,,,,,
484,03/02/2018 06:29:58 PM,9.077,,,,,,
485,03/02/2018 06:44:58 PM,8.978,,,,,,
486,03/02/2018 06:59:58 PM,8.978,,,,,,
487,03/02/2018 07:14:58 PM,8.978,,,,,,
488,03/02/2018 07:29:58 PM,8.879,,,,,,
489,03/02/2018 07:40:01 PM,,16.6,,,,,
490,03/02/2018 07:44:58 PM,8.879,,,,,,
491,03/02/2018 07:59:58 PM,8.779,,,,,,
492,03/02/2018 08:06:24 PM,,16.7,,,,,
493,03/02/2018 08:14:58 PM,8.779,,,,,,
494,03/02/2018 08:29:58 PM,8.779,,,,,,
495,03/02/2018 08:44:58 PM,8.779,,,,,,
496,03/02/2018 08:59:58 PM,8.680,,,,,,
