"Título de trazado: JTU_01_PP_11"
"N.º","Fecha Tiempo, GMT-05:00","Lluvia, mm (LGR S/N: 10390583, SEN S/N: 10390583)","Final de archivo (LGR S/N: 10390583)"
1,09/12/14 10:57:54,0.0,
2,09/12/14 11:04:17,0.1,
3,09/12/14 11:04:45,0.2,
4,09/12/14 16:23:47,0.3,
5,09/12/14 16:25:57,0.4,
6,09/12/14 16:29:02,0.5,
7,09/12/14 16:30:47,0.6,
8,09/12/14 16:33:40,0.7,
9,09/12/14 16:35:38,0.8,
10,09/12/14 16:38:55,0.9,
11,09/12/14 16:41:44,1.0,
12,09/12/14 19:22:01,1.1,
13,09/12/14 19:28:03,1.2,
14,09/12/14 19:42:30,1.3,
15,09/12/14 19:46:11,1.4,
16,09/12/14 19:51:12,1.5,
17,09/12/14 23:05:50,1.6,
18,09/12/14 23:54:05,1.7,
19,10/12/14 00:11:13,1.8,
20,10/12/14 00:14:30,1.9,
21,10/12/14 00:19:06,2.0,
22,10/12/14 00:23:01,2.1,
23,10/12/14 00:27:43,2.2,
24,10/12/14 00:30:42,2.3,
25,10/12/14 00:34:29,2.4,
26,10/12/14 00:37:35,2.5,
27,10/12/14 00:40:47,2.6,
28,10/12/14 00:43:36,2.7,
29,10/12/14 00:45:53,2.8,
30,10/12/14 00:50:33,2.9,
31,10/12/14 00:55:24,3.0,
32,10/12/14 01:01:34,3.1,
33,10/12/14 01:08:02,3.2,
34,10/12/14 01:21:47,3.3,
35,10/12/14 01:43:33,3.4,
36,10/12/14 15:15:02,3.5,
37,10/12/14 15:17:42,3.6,
38,10/12/14 15:20:31,3.7,
39,10/12/14 15:22:48,3.8,
40,10/12/14 15:44:47,3.9,
41,10/12/14 15:48:30,4.0,
42,10/12/14 15:57:46,4.1,
43,10/12/14 18:16:31,4.2,
44,10/12/14 18:21:49,4.3,
45,10/12/14 18:27:18,4.4,
46,10/12/14 18:34:15,4.5,
47,10/12/14 18:41:37,4.6,
48,10/12/14 19:07:57,4.7,
49,10/12/14 20:04:35,4.8,
50,10/12/14 20:21:14,4.9,
51,10/12/14 20:28:31,5.0,
52,11/12/14 09:16:36,5.1,
53,12/12/14 13:42:30,5.2,
54,12/12/14 13:44:19,5.3,
55,12/12/14 13:47:15,5.4,
56,12/12/14 13:51:30,5.5,
57,12/12/14 13:54:13,5.6,
58,12/12/14 14:16:55,5.7,
59,13/12/14 12:57:30,5.8,
60,13/12/14 12:58:34,5.9,
61,13/12/14 12:59:55,6.0,
62,13/12/14 13:03:37,6.1,
63,13/12/14 13:15:35,6.2,
64,13/12/14 13:44:19,6.3,
65,13/12/14 13:53:24,6.4,
66,13/12/14 14:02:11,6.5,
67,13/12/14 14:07:23,6.6,
68,13/12/14 14:18:55,6.7,
69,13/12/14 15:27:15,6.8,
70,17/12/14 12:02:03,6.9,
71,17/12/14 12:10:40,7.0,
72,17/12/14 12:22:54,7.1,
73,17/12/14 14:43:47,7.2,
74,18/12/14 15:28:21,7.3,
75,18/12/14 15:59:24,7.4,
76,19/12/14 15:55:34,7.5,
77,19/12/14 16:15:04,7.6,
78,19/12/14 16:19:00,7.7,
79,19/12/14 16:20:00,7.8,
80,19/12/14 16:20:32,7.9,
81,19/12/14 16:21:16,8.0,
82,19/12/14 16:22:07,8.1,
83,19/12/14 16:23:20,8.2,
84,19/12/14 16:25:19,8.3,
85,19/12/14 16:27:49,8.4,
86,19/12/14 16:31:10,8.5,
87,19/12/14 16:33:46,8.6,
88,19/12/14 16:38:22,8.7,
89,19/12/14 16:41:21,8.8,
90,19/12/14 16:44:35,8.9,
91,19/12/14 16:45:59,9.0,
92,19/12/14 16:48:42,9.1,
93,19/12/14 16:53:08,9.2,
94,19/12/14 17:00:52,9.3,
95,19/12/14 17:07:22,9.4,
96,19/12/14 17:20:46,9.5,
97,19/12/14 17:29:28,9.6,
98,19/12/14 21:34:16,9.7,
99,20/12/14 09:54:27,9.8,
100,20/12/14 10:19:23,9.9,
101,20/12/14 15:07:05,10.0,
102,20/12/14 15:11:19,10.1,
103,20/12/14 15:13:45,10.2,
104,20/12/14 15:14:44,10.3,
105,20/12/14 15:15:13,10.4,
106,20/12/14 15:15:42,10.5,
107,20/12/14 15:16:10,10.6,
108,20/12/14 15:16:45,10.7,
109,20/12/14 15:17:18,10.8,
110,20/12/14 15:18:26,10.9,
111,20/12/14 15:18:51,11.0,
112,20/12/14 15:19:24,11.1,
113,20/12/14 15:19:58,11.2,
114,20/12/14 15:20:54,11.3,
115,20/12/14 15:21:56,11.4,
116,20/12/14 15:23:03,11.5,
117,20/12/14 15:24:17,11.6,
118,20/12/14 15:25:58,11.7,
119,20/12/14 15:27:54,11.8,
120,20/12/14 15:30:15,11.9,
121,20/12/14 15:35:28,12.0,
122,20/12/14 15:43:11,12.1,
123,20/12/14 15:54:55,12.2,
124,20/12/14 17:13:58,12.3,
125,20/12/14 17:22:51,12.4,
126,21/12/14 09:33:31,12.5,
127,21/12/14 15:11:40,12.6,
128,21/12/14 15:13:07,12.7,
129,21/12/14 15:13:44,12.8,
130,21/12/14 15:14:28,12.9,
131,21/12/14 15:15:13,13.0,
132,21/12/14 15:16:03,13.1,
133,21/12/14 15:16:35,13.2,
134,21/12/14 15:17:06,13.3,
135,21/12/14 15:17:30,13.4,
136,21/12/14 15:17:51,13.5,
137,21/12/14 15:18:17,13.6,
138,21/12/14 15:18:41,13.7,
139,21/12/14 15:19:14,13.8,
140,21/12/14 15:20:13,13.9,
141,21/12/14 15:21:06,14.0,
142,21/12/14 15:22:23,14.1,
143,21/12/14 15:22:38,14.2,
144,21/12/14 15:22:56,14.3,
145,21/12/14 15:23:16,14.4,
146,21/12/14 15:23:47,14.5,
147,21/12/14 15:24:02,14.6,
148,21/12/14 15:24:20,14.7,
149,21/12/14 15:24:33,14.8,
150,21/12/14 15:24:51,14.9,
151,21/12/14 15:25:07,15.0,
152,21/12/14 15:25:36,15.1,
153,21/12/14 15:25:54,15.2,
154,21/12/14 15:26:22,15.3,
155,21/12/14 15:26:53,15.4,
156,21/12/14 15:27:38,15.5,
157,21/12/14 15:28:09,15.6,
158,21/12/14 15:28:33,15.7,
159,21/12/14 15:28:47,15.8,
160,21/12/14 15:29:13,15.9,
161,21/12/14 15:29:57,16.0,
162,21/12/14 15:30:57,16.1,
163,21/12/14 15:31:55,16.2,
164,21/12/14 15:32:22,16.3,
165,21/12/14 15:33:07,16.4,
166,21/12/14 15:34:15,16.5,
167,21/12/14 15:35:17,16.6,
168,21/12/14 15:36:28,16.7,
169,21/12/14 15:38:05,16.8,
170,21/12/14 15:40:19,16.9,
171,21/12/14 15:42:07,17.0,
172,21/12/14 15:43:30,17.1,
173,21/12/14 15:44:30,17.2,
174,21/12/14 15:45:59,17.3,
175,21/12/14 15:47:34,17.4,
176,21/12/14 15:48:57,17.5,
177,21/12/14 15:50:09,17.6,
178,21/12/14 15:52:15,17.7,
179,21/12/14 15:55:10,17.8,
180,21/12/14 16:00:25,17.9,
181,21/12/14 16:06:14,18.0,
182,21/12/14 16:12:40,18.1,
183,21/12/14 16:17:14,18.2,
184,21/12/14 16:25:48,18.3,
185,21/12/14 16:35:31,18.4,
186,21/12/14 16:38:44,18.5,
187,21/12/14 16:41:38,18.6,
188,21/12/14 16:45:43,18.7,
189,21/12/14 16:50:39,18.8,
190,21/12/14 16:56:51,18.9,
191,21/12/14 17:05:12,19.0,
192,22/12/14 07:05:26,19.1,
193,27/12/14 05:33:38,19.2,
194,27/12/14 19:14:00,19.3,
195,27/12/14 20:14:06,19.4,
196,27/12/14 20:18:13,19.5,
197,27/12/14 20:26:04,19.6,
198,28/12/14 00:09:22,19.7,
199,28/12/14 01:46:44,19.8,
200,28/12/14 01:49:35,19.9,
201,28/12/14 01:56:18,20.0,
202,28/12/14 02:40:30,20.1,
203,28/12/14 03:06:13,20.2,
204,28/12/14 04:18:46,20.3,
205,28/12/14 06:00:03,20.4,
206,28/12/14 06:31:32,20.5,
207,28/12/14 06:48:19,20.6,
208,28/12/14 08:30:25,20.7,
209,28/12/14 08:51:24,20.8,
210,31/12/14 06:58:50,20.9,
