"Título de trazado: JTU_01_PT_22"
"N.º";"Fecha Tiempo, GMT-05:00";"Event, units (LGR S/N: 10390585, SEN S/N: 10390585)";"Final de archivo (LGR S/N: 10390585)"
60;18/03/15 07:01:45;5.9;
61;18/03/15 07:05:02;6.0;
62;18/03/15 07:06:43;6.1;
63;18/03/15 07:09:07;6.2;
64;18/03/15 07:11:01;6.3;
65;18/03/15 07:13:35;6.4;
66;18/03/15 07:16:13;6.5;
67;18/03/15 07:24:02;6.6;
68;18/03/15 07:30:31;6.7;
69;18/03/15 07:37:51;6.8;
70;18/03/15 07:55:00;6.9;
71;18/03/15 08:09:04;7.0;
72;18/03/15 08:15:11;7.1;
73;18/03/15 08:37:07;7.2;
74;18/03/15 08:44:28;7.3;
75;18/03/15 08:50:36;7.4;
76;18/03/15 08:54:57;7.5;
77;18/03/15 09:03:34;7.6;
78;18/03/15 09:12:16;7.7;
79;18/03/15 09:17:49;7.8;
80;18/03/15 09:22:16;7.9;
81;18/03/15 09:27:59;8.0;
82;18/03/15 09:30:59;8.1;
83;18/03/15 09:50:04;8.2;
84;18/03/15 10:47:03;8.3;
85;18/03/15 10:55:05;8.4;
86;18/03/15 10:58:30;8.5;
87;18/03/15 11:06:10;8.6;
88;18/03/15 11:20:55;8.7;
89;18/03/15 11:37:47;8.8;
90;18/03/15 11:42:30;8.9;
91;18/03/15 11:47:03;9.0;
92;18/03/15 11:50:43;9.1;
93;18/03/15 12:48:44;9.2;
94;18/03/15 12:51:33;9.3;
95;18/03/15 12:53:41;9.4;
96;18/03/15 12:55:46;9.5;
97;18/03/15 12:57:27;9.6;
98;18/03/15 12:59:18;9.7;
99;18/03/15 13:00:44;9.8;
100;18/03/15 13:01:11;9.9;
101;18/03/15 13:01:48;10.0;
102;18/03/15 13:02:29;10.1;
103;18/03/15 13:03:22;10.2;
104;18/03/15 13:03:56;10.3;
105;18/03/15 13:04:28;10.4;
106;18/03/15 13:04:49;10.5;
107;18/03/15 13:05:12;10.6;
108;18/03/15 13:05:35;10.7;
109;18/03/15 13:06:45;10.8;
110;18/03/15 13:07:50;10.9;
111;18/03/15 13:09:18;11.0;
112;18/03/15 13:09:58;11.1;
113;18/03/15 13:10:41;11.2;
114;18/03/15 13:11:15;11.3;
115;18/03/15 13:11:59;11.4;
116;18/03/15 13:12:24;11.5;
117;18/03/15 13:12:44;11.6;
118;18/03/15 13:12:59;11.7;
119;18/03/15 13:13:16;11.8;
120;18/03/15 13:13:29;11.9;
121;18/03/15 13:13:40;12.0;
122;18/03/15 13:13:50;12.1;
123;18/03/15 13:14:04;12.2;
124;18/03/15 13:14:15;12.3;
125;18/03/15 13:14:28;12.4;
126;18/03/15 13:14:38;12.5;
127;18/03/15 13:14:52;12.6;
128;18/03/15 13:15:08;12.7;
129;18/03/15 13:15:31;12.8;
130;18/03/15 13:15:52;12.9;
131;18/03/15 13:16:14;13.0;
132;18/03/15 13:16:30;13.1;
133;18/03/15 13:16:51;13.2;
134;18/03/15 13:17:09;13.3;
135;18/03/15 13:17:37;13.4;
136;18/03/15 13:17:57;13.5;
137;18/03/15 13:18:19;13.6;
138;18/03/15 13:18:40;13.7;
139;18/03/15 13:18:58;13.8;
140;18/03/15 13:19:16;13.9;
141;18/03/15 13:19:32;14.0;
142;18/03/15 13:19:46;14.1;
143;18/03/15 13:20:07;14.2;
144;18/03/15 13:20:26;14.3;
145;18/03/15 13:20:53;14.4;
146;18/03/15 13:21:20;14.5;
147;18/03/15 13:21:52;14.6;
148;18/03/15 13:22:27;14.7;
149;18/03/15 13:23:01;14.8;
150;18/03/15 13:23:33;14.9;
151;18/03/15 13:24:14;15.0;
152;18/03/15 13:24:41;15.1;
153;18/03/15 13:25:36;15.2;
154;18/03/15 13:26:20;15.3;
155;18/03/15 13:27:08;15.4;
156;18/03/15 13:27:37;15.5;
157;18/03/15 13:28:27;15.6;
158;18/03/15 13:29:26;15.7;
159;18/03/15 13:30:23;15.8;
160;18/03/15 13:30:59;15.9;
161;18/03/15 13:31:40;16.0;
162;18/03/15 13:32:30;16.1;
163;18/03/15 13:33:53;16.2;
164;18/03/15 13:34:56;16.3;
165;18/03/15 13:36:18;16.4;
166;18/03/15 13:38:19;16.5;
167;18/03/15 13:43:10;16.6;
168;18/03/15 13:45:48;16.7;
169;18/03/15 13:47:50;16.8;
170;18/03/15 13:48:45;16.9;
171;18/03/15 13:51:22;17.0;
172;18/03/15 13:53:38;17.1;
173;18/03/15 13:56:02;17.2;
174;18/03/15 13:58:00;17.3;
175;18/03/15 13:59:37;17.4;
176;18/03/15 14:01:38;17.5;
177;18/03/15 14:06:15;17.6;
178;18/03/15 14:22:24;17.7;
179;18/03/15 14:28:24;17.8;
180;18/03/15 14:35:16;17.9;
181;18/03/15 14:38:46;18.0;
182;18/03/15 14:41:26;18.1;
183;18/03/15 14:46:38;18.2;
184;18/03/15 14:51:14;18.3;
185;18/03/15 15:00:33;18.4;
186;18/03/15 15:04:34;18.5;
187;18/03/15 15:21:51;18.6;
188;18/03/15 15:42:21;18.7;
189;18/03/15 15:48:32;18.8;
190;18/03/15 15:52:34;18.9;
191;18/03/15 15:58:36;19.0;
192;18/03/15 16:15:18;19.1;
193;18/03/15 17:56:46;19.2;
194;18/03/15 22:00:56;19.3;
195;18/03/15 22:34:25;19.4;
196;19/03/15 01:43:28;19.5;
197;19/03/15 02:02:17;19.6;
198;19/03/15 02:09:19;19.7;
199;19/03/15 03:03:03;19.8;
200;19/03/15 11:04:08;19.9;
201;19/03/15 11:05:30;20.0;
202;19/03/15 11:05:57;20.1;
203;19/03/15 11:06:28;20.2;
204;19/03/15 11:07:15;20.3;
205;19/03/15 11:08:24;20.4;
206;19/03/15 11:09:25;20.5;
207;19/03/15 11:12:14;20.6;
208;19/03/15 11:17:40;20.7;
209;19/03/15 11:20:39;20.8;
210;19/03/15 11:26:05;20.9;
211;19/03/15 11:39:59;21.0;
212;19/03/15 11:44:22;21.1;
213;19/03/15 11:49:41;21.2;
214;19/03/15 11:55:04;21.3;
215;19/03/15 12:02:13;21.4;
216;19/03/15 12:07:36;21.5;
217;19/03/15 12:11:54;21.6;
218;19/03/15 12:14:29;21.7;
219;19/03/15 12:31:47;21.8;
220;19/03/15 12:40:48;21.9;
221;19/03/15 12:47:20;22.0;
222;19/03/15 12:51:57;22.1;
223;19/03/15 13:02:50;22.2;
224;19/03/15 13:11:07;22.3;
225;19/03/15 15:02:58;22.4;
226;19/03/15 18:53:37;22.5;
227;19/03/15 20:45:32;22.6;
228;19/03/15 22:58:49;22.7;
229;19/03/15 23:23:28;22.8;
230;19/03/15 23:35:01;22.9;
231;19/03/15 23:39:34;23.0;
232;19/03/15 23:42:34;23.1;
233;19/03/15 23:48:19;23.2;
234;19/03/15 23:53:26;23.3;
235;19/03/15 23:59:10;23.4;
236;20/03/15 00:03:56;23.5;
237;20/03/15 00:07:59;23.6;
238;20/03/15 00:10:47;23.7;
239;20/03/15 00:15:14;23.8;
240;20/03/15 00:21:14;23.9;
241;20/03/15 00:27:51;24.0;
242;20/03/15 00:34:24;24.1;
243;20/03/15 00:38:07;24.2;
244;20/03/15 00:41:18;24.3;
245;20/03/15 00:44:05;24.4;
246;20/03/15 00:46:15;24.5;
247;20/03/15 00:48:39;24.6;
248;20/03/15 00:50:13;24.7;
249;20/03/15 00:51:40;24.8;
250;20/03/15 00:52:52;24.9;
251;20/03/15 00:54:21;25.0;
252;20/03/15 00:55:40;25.1;
253;20/03/15 00:57:35;25.2;
254;20/03/15 00:59:57;25.3;
255;20/03/15 01:02:53;25.4;
256;20/03/15 01:05:02;25.5;
257;20/03/15 01:07:01;25.6;
258;20/03/15 01:09:09;25.7;
259;20/03/15 01:13:53;25.8;
260;20/03/15 01:17:04;25.9;
261;20/03/15 01:21:05;26.0;
262;20/03/15 01:24:04;26.1;
263;20/03/15 01:27:05;26.2;
264;20/03/15 01:29:09;26.3;
265;20/03/15 01:31:55;26.4;
266;20/03/15 01:34:05;26.5;
267;20/03/15 01:36:12;26.6;
268;20/03/15 01:37:33;26.7;
269;20/03/15 01:39:17;26.8;
270;20/03/15 01:40:47;26.9;
271;20/03/15 01:43:11;27.0;
272;20/03/15 01:45:11;27.1;
273;20/03/15 01:47:57;27.2;
274;20/03/15 01:50:38;27.3;
275;20/03/15 01:55:00;27.4;
276;20/03/15 01:58:23;27.5;
277;20/03/15 02:01:33;27.6;
278;20/03/15 02:03:42;27.7;
279;20/03/15 02:06:29;27.8;
280;20/03/15 02:09:21;27.9;
281;20/03/15 02:12:25;28.0;
282;20/03/15 02:14:16;28.1;
283;20/03/15 02:16:33;28.2;
284;20/03/15 02:18:14;28.3;
285;20/03/15 02:20:16;28.4;
286;20/03/15 02:21:56;28.5;
287;20/03/15 02:23:51;28.6;
288;20/03/15 02:25:31;28.7;
289;20/03/15 02:27:33;28.8;
290;20/03/15 02:29:15;28.9;
291;20/03/15 02:31:20;29.0;
292;20/03/15 02:33:16;29.1;
293;20/03/15 02:35:19;29.2;
294;20/03/15 02:37:00;29.3;
295;20/03/15 02:39:36;29.4;
296;20/03/15 02:41:38;29.5;
297;20/03/15 02:44:31;29.6;
298;20/03/15 02:47:21;29.7;
299;20/03/15 02:50:39;29.8;
300;20/03/15 02:53:15;29.9;
301;20/03/15 02:56:29;30.0;
302;20/03/15 02:59:32;30.1;
303;20/03/15 03:03:57;30.2;
304;20/03/15 03:08:33;30.3;
305;20/03/15 03:14:24;30.4;
306;20/03/15 03:19:50;30.5;
307;20/03/15 03:29:49;30.6;
308;20/03/15 03:37:59;30.7;
309;20/03/15 03:44:52;30.8;
310;20/03/15 03:50:32;30.9;
311;20/03/15 03:57:27;31.0;
312;20/03/15 04:03:19;31.1;
313;20/03/15 04:09:40;31.2;
314;20/03/15 04:15:42;31.3;
315;20/03/15 04:21:31;31.4;
316;20/03/15 04:26:23;31.5;
317;20/03/15 04:31:29;31.6;
318;20/03/15 04:35:59;31.7;
319;20/03/15 04:41:28;31.8;
320;20/03/15 04:46:41;31.9;
321;20/03/15 04:52:52;32.0;
322;20/03/15 04:57:21;32.1;
323;20/03/15 05:02:18;32.2;
324;20/03/15 05:05:46;32.3;
325;20/03/15 05:10:08;32.4;
326;20/03/15 05:14:22;32.5;
327;20/03/15 05:19:18;32.6;
328;20/03/15 05:23:37;32.7;
329;20/03/15 05:29:08;32.8;
330;20/03/15 05:34:52;32.9;
331;20/03/15 05:42:23;33.0;
332;20/03/15 05:49:34;33.1;
333;20/03/15 05:58:22;33.2;
334;20/03/15 06:06:31;33.3;
335;20/03/15 06:13:59;33.4;
336;20/03/15 06:21:04;33.5;
337;20/03/15 06:29:51;33.6;
338;20/03/15 06:38:31;33.7;
339;20/03/15 06:46:55;33.8;
340;20/03/15 06:53:11;33.9;
341;20/03/15 07:00:18;34.0;
342;20/03/15 07:06:54;34.1;
343;20/03/15 07:13:30;34.2;
344;20/03/15 07:19:57;34.3;
345;20/03/15 07:27:08;34.4;
346;20/03/15 07:32:02;34.5;
347;20/03/15 07:37:14;34.6;
348;20/03/15 07:41:49;34.7;
349;20/03/15 07:46:59;34.8;
350;20/03/15 07:51:17;34.9;
351;20/03/15 07:56:39;35.0;
352;20/03/15 08:00:49;35.1;
353;20/03/15 08:04:35;35.2;
354;20/03/15 08:08:05;35.3;
355;20/03/15 08:13:52;35.4;
356;20/03/15 08:20:33;35.5;
357;20/03/15 08:28:53;35.6;
358;20/03/15 08:34:59;35.7;
359;20/03/15 08:43:31;35.8;
360;20/03/15 08:50:26;35.9;
361;20/03/15 09:00:48;36.0;
362;20/03/15 09:09:56;36.1;
363;20/03/15 09:19:58;36.2;
364;20/03/15 09:29:59;36.3;
365;20/03/15 09:44:49;36.4;
366;20/03/15 09:58:08;36.5;
367;20/03/15 10:17:36;36.6;
368;20/03/15 10:58:31;36.7;
369;20/03/15 18:27:47;36.8;
370;20/03/15 18:41:39;36.9;
371;21/03/15 15:28:25;37.0;
372;21/03/15 15:31:04;37.1;
373;21/03/15 15:32:44;37.2;
374;21/03/15 15:34:07;37.3;
375;21/03/15 15:36:47;37.4;
376;21/03/15 15:39:08;37.5;
377;21/03/15 15:40:41;37.6;
378;21/03/15 15:42:09;37.7;
379;21/03/15 15:45:06;37.8;
380;21/03/15 15:49:27;37.9;
381;21/03/15 16:04:42;38.0;
382;21/03/15 19:34:29;38.1;
383;21/03/15 19:59:18;38.2;
384;21/03/15 20:26:40;38.3;
385;21/03/15 20:47:57;38.4;
386;21/03/15 20:56:15;38.5;
387;21/03/15 21:29:11;38.6;
388;21/03/15 21:41:26;38.7;
389;21/03/15 21:50:21;38.8;
390;21/03/15 22:01:23;38.9;
391;22/03/15 06:49:12;39.0;
392;22/03/15 15:50:44;39.1;
393;22/03/15 15:53:34;39.2;
394;22/03/15 15:54:47;39.3;
395;22/03/15 15:55:46;39.4;
396;22/03/15 15:56:35;39.5;
397;22/03/15 15:57:27;39.6;
398;22/03/15 15:57:53;39.7;
399;22/03/15 15:58:24;39.8;
400;22/03/15 15:58:59;39.9;
401;22/03/15 16:00:14;40.0;
402;22/03/15 16:01:17;40.1;
403;22/03/15 16:02:13;40.2;
404;22/03/15 16:03:30;40.3;
405;22/03/15 16:05:06;40.4;
406;22/03/15 16:07:16;40.5;
407;22/03/15 16:13:14;40.6;
408;22/03/15 16:16:44;40.7;
409;22/03/15 16:19:30;40.8;
410;22/03/15 16:20:49;40.9;
411;22/03/15 16:22:31;41.0;
412;22/03/15 16:24:26;41.1;
413;22/03/15 16:27:04;41.2;
414;22/03/15 16:30:39;41.3;
415;22/03/15 16:49:20;41.4;
416;22/03/15 16:57:21;41.5;
417;22/03/15 17:10:03;41.6;
418;22/03/15 18:20:23;41.7;
419;23/03/15 11:37:32;41.8;
420;23/03/15 11:38:16;41.9;
421;23/03/15 11:39:01;42.0;
422;23/03/15 11:40:07;42.1;
423;23/03/15 11:40:56;42.2;
424;23/03/15 11:41:23;42.3;
425;23/03/15 11:41:48;42.4;
426;23/03/15 11:42:11;42.5;
427;23/03/15 11:42:37;42.6;
428;23/03/15 11:42:59;42.7;
429;23/03/15 11:43:23;42.8;
430;23/03/15 11:43:48;42.9;
431;23/03/15 11:44:14;43.0;
432;23/03/15 11:44:32;43.1;
433;23/03/15 11:44:59;43.2;
434;23/03/15 11:45:22;43.3;
435;23/03/15 11:45:46;43.4;
436;23/03/15 11:46:09;43.5;
437;23/03/15 11:46:34;43.6;
438;23/03/15 11:46:57;43.7;
439;23/03/15 11:47:25;43.8;
440;23/03/15 11:47:57;43.9;
441;23/03/15 11:48:46;44.0;
442;23/03/15 11:50:44;44.1;
443;23/03/15 12:13:15;44.2;
444;23/03/15 12:14:58;44.3;
445;23/03/15 12:16:43;44.4;
446;23/03/15 12:18:13;44.5;
447;23/03/15 12:19:06;44.6;
448;23/03/15 12:19:58;44.7;
449;23/03/15 12:21:25;44.8;
450;23/03/15 12:22:35;44.9;
451;23/03/15 12:23:41;45.0;
452;23/03/15 12:24:28;45.1;
453;23/03/15 12:25:20;45.2;
454;23/03/15 12:26:25;45.3;
455;23/03/15 12:27:32;45.4;
456;23/03/15 12:28:32;45.5;
457;23/03/15 12:29:50;45.6;
458;23/03/15 12:30:46;45.7;
459;23/03/15 12:31:50;45.8;
460;23/03/15 12:32:44;45.9;
461;23/03/15 12:33:53;46.0;
462;23/03/15 12:35:01;46.1;
463;23/03/15 12:36:51;46.2;
464;23/03/15 12:39:09;46.3;
465;23/03/15 12:42:10;46.4;
466;23/03/15 12:45:02;46.5;
467;23/03/15 12:46:45;46.6;
468;23/03/15 12:48:07;46.7;
469;23/03/15 12:49:20;46.8;
470;23/03/15 12:50:47;46.9;
471;23/03/15 12:53:07;47.0;
472;23/03/15 12:55:00;47.1;
473;23/03/15 12:57:23;47.2;
474;23/03/15 12:59:06;47.3;
475;23/03/15 13:03:21;47.4;
476;23/03/15 13:06:21;47.5;
477;23/03/15 13:08:18;47.6;
478;23/03/15 13:09:15;47.7;
479;23/03/15 13:10:19;47.8;
480;23/03/15 13:11:01;47.9;
481;23/03/15 13:11:53;48.0;
482;23/03/15 13:12:49;48.1;
483;23/03/15 13:14:02;48.2;
484;23/03/15 13:14:57;48.3;
485;23/03/15 13:15:58;48.4;
486;23/03/15 13:16:52;48.5;
487;23/03/15 13:17:54;48.6;
488;23/03/15 13:18:45;48.7;
489;23/03/15 13:19:53;48.8;
490;23/03/15 13:21:03;48.9;
491;23/03/15 13:22:27;49.0;
492;23/03/15 13:23:39;49.1;
493;23/03/15 13:25:21;49.2;
494;23/03/15 13:26:46;49.3;
495;23/03/15 13:28:07;49.4;
496;23/03/15 13:29:36;49.5;
497;23/03/15 13:30:51;49.6;
498;23/03/15 13:31:44;49.7;
499;23/03/15 13:32:44;49.8;
500;23/03/15 13:33:50;49.9;
501;23/03/15 13:35:29;50.0;
502;23/03/15 13:36:43;50.1;
503;23/03/15 13:38:19;50.2;
504;23/03/15 13:39:36;50.3;
505;23/03/15 13:41:20;50.4;
506;23/03/15 13:42:45;50.5;
507;23/03/15 13:44:23;50.6;
508;23/03/15 13:45:34;50.7;
509;23/03/15 13:47:31;50.8;
510;23/03/15 13:50:59;50.9;
511;23/03/15 18:14:43;51.0;
512;23/03/15 18:17:56;51.1;
513;23/03/15 18:20:42;51.2;
514;23/03/15 18:47:09;51.3;
515;24/03/15 02:33:02;51.4;
516;24/03/15 03:29:18;51.5;
517;24/03/15 15:36:37;51.6;
518;24/03/15 17:00:05;51.7;
519;25/03/15 15:23:32;51.8;
520;25/03/15 15:25:44;51.9;
521;25/03/15 15:27:30;52.0;
522;25/03/15 15:28:35;52.1;
523;25/03/15 15:29:35;52.2;
524;25/03/15 15:30:13;52.3;
525;25/03/15 15:30:45;52.4;
526;25/03/15 15:31:19;52.5;
527;25/03/15 15:32:12;52.6;
528;25/03/15 15:33:19;52.7;
529;25/03/15 15:34:43;52.8;
530;25/03/15 15:35:46;52.9;
531;25/03/15 15:37:07;53.0;
532;25/03/15 15:37:39;53.1;
533;25/03/15 15:38:16;53.2;
534;25/03/15 15:38:40;53.3;
535;25/03/15 15:39:00;53.4;
536;25/03/15 15:39:12;53.5;
537;25/03/15 15:39:25;53.6;
538;25/03/15 15:39:36;53.7;
539;25/03/15 15:39:47;53.8;
540;25/03/15 15:39:57;53.9;
541;25/03/15 15:40:10;54.0;
542;25/03/15 15:40:22;54.1;
543;25/03/15 15:40:38;54.2;
544;25/03/15 15:40:51;54.3;
545;25/03/15 15:41:07;54.4;
546;25/03/15 15:41:28;54.5;
547;25/03/15 15:41:54;54.6;
548;25/03/15 15:42:17;54.7;
549;25/03/15 15:42:52;54.8;
550;25/03/15 15:43:11;54.9;
551;25/03/15 15:43:27;55.0;
552;25/03/15 15:43:42;55.1;
553;25/03/15 15:43:55;55.2;
554;25/03/15 15:44:08;55.3;
555;25/03/15 15:44:25;55.4;
556;25/03/15 15:44:42;55.5;
557;25/03/15 15:45:03;55.6;
558;25/03/15 15:45:21;55.7;
559;25/03/15 15:45:41;55.8;
560;25/03/15 15:45:58;55.9;
561;25/03/15 15:46:15;56.0;
562;25/03/15 15:46:21;56.1;
563;25/03/15 15:46:29;56.2;
564;25/03/15 15:46:37;56.3;
565;25/03/15 15:46:48;56.4;
566;25/03/15 15:46:59;56.5;
567;25/03/15 15:47:11;56.6;
568;25/03/15 15:47:21;56.7;
569;25/03/15 15:47:34;56.8;
570;25/03/15 15:47:53;56.9;
571;25/03/15 15:48:17;57.0;
572;25/03/15 15:48:33;57.1;
573;25/03/15 15:48:48;57.2;
574;25/03/15 15:48:56;57.3;
575;25/03/15 15:49:03;57.4;
576;25/03/15 15:49:10;57.5;
577;25/03/15 15:49:16;57.6;
578;25/03/15 15:49:23;57.7;
579;25/03/15 15:49:29;57.8;
580;25/03/15 15:49:35;57.9;
581;25/03/15 15:49:42;58.0;
582;25/03/15 15:49:48;58.1;
583;25/03/15 15:49:56;58.2;
584;25/03/15 15:50:03;58.3;
585;25/03/15 15:50:12;58.4;
586;25/03/15 15:50:20;58.5;
587;25/03/15 15:50:29;58.6;
588;25/03/15 15:50:37;58.7;
589;25/03/15 15:50:46;58.8;
590;25/03/15 15:50:53;58.9;
591;25/03/15 15:51:02;59.0;
592;25/03/15 15:51:08;59.1;
593;25/03/15 15:51:17;59.2;
594;25/03/15 15:51:24;59.3;
595;25/03/15 15:51:33;59.4;
596;25/03/15 15:51:40;59.5;
597;25/03/15 15:51:48;59.6;
598;25/03/15 15:51:56;59.7;
599;25/03/15 15:52:06;59.8;
600;25/03/15 15:52:15;59.9;
601;25/03/15 15:52:25;60.0;
602;25/03/15 15:52:36;60.1;
603;25/03/15 15:52:51;60.2;
604;25/03/15 15:53:06;60.3;
605;25/03/15 15:53:24;60.4;
606;25/03/15 15:53:36;60.5;
607;25/03/15 15:53:52;60.6;
608;25/03/15 15:54:06;60.7;
609;25/03/15 15:54:24;60.8;
610;25/03/15 15:54:40;60.9;
611;25/03/15 15:54:57;61.0;
612;25/03/15 15:55:13;61.1;
613;25/03/15 15:55:31;61.2;
614;25/03/15 15:55:43;61.3;
615;25/03/15 15:55:56;61.4;
616;25/03/15 15:56:07;61.5;
617;25/03/15 15:56:24;61.6;
618;25/03/15 15:56:39;61.7;
619;25/03/15 15:56:54;61.8;
620;25/03/15 15:57:05;61.9;
621;25/03/15 15:57:18;62.0;
622;25/03/15 15:57:28;62.1;
623;25/03/15 15:57:42;62.2;
624;25/03/15 15:57:56;62.3;
625;25/03/15 15:58:11;62.4;
626;25/03/15 15:58:24;62.5;
627;25/03/15 15:58:39;62.6;
628;25/03/15 15:58:51;62.7;
629;25/03/15 15:59:04;62.8;
630;25/03/15 15:59:14;62.9;
631;25/03/15 15:59:26;63.0;
632;25/03/15 15:59:36;63.1;
633;25/03/15 15:59:48;63.2;
634;25/03/15 15:59:58;63.3;
635;25/03/15 16:00:08;63.4;
636;25/03/15 16:00:17;63.5;
637;25/03/15 16:00:26;63.6;
638;25/03/15 16:00:33;63.7;
639;25/03/15 16:00:41;63.8;
640;25/03/15 16:00:48;63.9;
641;25/03/15 16:00:57;64.0;
642;25/03/15 16:01:05;64.1;
643;25/03/15 16:01:15;64.2;
644;25/03/15 16:01:24;64.3;
645;25/03/15 16:01:34;64.4;
646;25/03/15 16:01:42;64.5;
647;25/03/15 16:01:52;64.6;
648;25/03/15 16:02:02;64.7;
649;25/03/15 16:02:13;64.8;
650;25/03/15 16:02:23;64.9;
651;25/03/15 16:02:35;65.0;
652;25/03/15 16:02:45;65.1;
653;25/03/15 16:03:00;65.2;
654;25/03/15 16:03:14;65.3;
655;25/03/15 16:03:30;65.4;
656;25/03/15 16:03:44;65.5;
657;25/03/15 16:04:00;65.6;
658;25/03/15 16:04:13;65.7;
659;25/03/15 16:04:29;65.8;
660;25/03/15 16:04:45;65.9;
661;25/03/15 16:05:01;66.0;
662;25/03/15 16:05:20;66.1;
663;25/03/15 16:05:51;66.2;
664;25/03/15 16:06:13;66.3;
665;25/03/15 16:06:34;66.4;
666;25/03/15 16:06:58;66.5;
667;25/03/15 16:07:29;66.6;
668;25/03/15 16:07:53;66.7;
669;25/03/15 16:08:23;66.8;
670;25/03/15 16:08:42;66.9;
671;25/03/15 16:09:04;67.0;
672;25/03/15 16:09:21;67.1;
673;25/03/15 16:09:48;67.2;
674;25/03/15 16:10:31;67.3;
675;25/03/15 16:11:31;67.4;
676;25/03/15 16:12:28;67.5;
677;25/03/15 16:14:04;67.6;
678;25/03/15 16:15:36;67.7;
679;25/03/15 16:17:14;67.8;
680;25/03/15 16:18:41;67.9;
681;25/03/15 16:22:07;68.0;
682;25/03/15 16:23:34;68.1;
683;25/03/15 16:25:30;68.2;
684;25/03/15 16:27:05;68.3;
685;25/03/15 16:28:55;68.4;
686;25/03/15 16:30:36;68.5;
687;25/03/15 16:33:15;68.6;
688;25/03/15 16:34:59;68.7;
689;25/03/15 16:36:49;68.8;
690;25/03/15 16:38:22;68.9;
691;25/03/15 16:40:21;69.0;
692;25/03/15 16:42:04;69.1;
693;25/03/15 16:44:06;69.2;
694;25/03/15 16:46:18;69.3;
695;25/03/15 16:48:43;69.4;
696;25/03/15 16:50:55;69.5;
697;25/03/15 16:53:35;69.6;
698;25/03/15 16:55:55;69.7;
699;25/03/15 16:59:30;69.8;
700;25/03/15 17:02:52;69.9;
701;25/03/15 17:06:19;70.0;
702;25/03/15 17:09:09;70.1;
703;25/03/15 17:13:10;70.2;
704;25/03/15 17:17:52;70.3;
705;25/03/15 17:22:08;70.4;
706;25/03/15 17:25:53;70.5;
707;25/03/15 17:29:41;70.6;
708;25/03/15 17:32:54;70.7;
709;25/03/15 17:36:40;70.8;
710;25/03/15 17:40:35;70.9;
711;25/03/15 17:43:21;71.0;
712;25/03/15 17:48:17;71.1;
713;25/03/15 17:56:21;71.2;
714;25/03/15 17:59:59;71.3;
715;25/03/15 18:04:33;71.4;
716;25/03/15 18:07:56;71.5;
717;25/03/15 18:12:03;71.6;
718;25/03/15 18:14:56;71.7;
719;25/03/15 18:18:50;71.8;
720;25/03/15 18:22:01;71.9;
721;25/03/15 18:28:49;72.0;
722;25/03/15 18:35:39;72.1;
723;25/03/15 18:41:27;72.2;
724;25/03/15 18:46:23;72.3;
725;25/03/15 18:56:59;72.4;
726;25/03/15 19:01:40;72.5;
