"Título de trazado: JTU-01_PT_22"
"N.º";"Fecha Tiempo, GMT-05:00";"Event, mm (LGR S/N: 10725305, SEN S/N: 10725305)";"Final de archivo (LGR S/N: 10725305)"
1;08/12/15 12:13:44;0.0;
2;12/12/15 06:51:28;0.1;
3;13/12/15 06:44:48;0.2;
4;14/12/15 14:16:04;0.3;
5;14/12/15 14:17:52;0.4;
6;14/12/15 14:20:12;0.5;
7;14/12/15 14:22:57;0.6;
8;14/12/15 14:26:33;0.7;
9;14/12/15 14:28:26;0.8;
10;14/12/15 14:34:12;0.9;
11;14/12/15 14:41:01;1.0;
12;14/12/15 14:46:03;1.1;
13;14/12/15 14:49:17;1.2;
14;14/12/15 14:53:11;1.3;
15;14/12/15 15:00:29;1.4;
16;14/12/15 15:05:27;1.5;
17;14/12/15 15:08:17;1.6;
18;14/12/15 15:19:40;1.7;
19;15/12/15 07:55:44;1.8;
20;15/12/15 08:11:58;1.9;
21;15/12/15 08:19:45;2.0;
22;15/12/15 08:25:27;2.1;
23;15/12/15 08:34:48;2.2;
24;15/12/15 08:48:44;2.3;
25;15/12/15 08:56:37;2.4;
26;15/12/15 09:01:53;2.5;
27;15/12/15 09:04:50;2.6;
28;15/12/15 09:08:17;2.7;
29;15/12/15 09:12:32;2.8;
30;15/12/15 09:17:08;2.9;
31;15/12/15 09:19:31;3.0;
32;15/12/15 09:22:00;3.1;
33;15/12/15 09:23:31;3.2;
34;15/12/15 09:25:45;3.3;
35;15/12/15 09:28:27;3.4;
36;15/12/15 09:31:42;3.5;
37;15/12/15 09:34:24;3.6;
38;15/12/15 09:37:33;3.7;
39;15/12/15 09:41:10;3.8;
40;15/12/15 09:45:37;3.9;
41;15/12/15 09:49:42;4.0;
42;15/12/15 09:54:26;4.1;
43;15/12/15 09:58:05;4.2;
44;15/12/15 10:02:21;4.3;
45;15/12/15 10:05:43;4.4;
46;15/12/15 10:14:11;4.5;
47;15/12/15 10:21:39;4.6;
48;15/12/15 10:29:11;4.7;
49;15/12/15 10:33:09;4.8;
50;15/12/15 10:37:17;4.9;
51;15/12/15 10:40:24;5.0;
52;15/12/15 10:45:22;5.1;
53;15/12/15 10:51:14;5.2;
54;15/12/15 10:55:16;5.3;
55;15/12/15 10:57:58;5.4;
56;15/12/15 11:01:30;5.5;
57;15/12/15 11:04:13;5.6;
58;15/12/15 11:08:55;5.7;
59;15/12/15 11:12:17;5.8;
60;15/12/15 11:18:50;5.9;
61;15/12/15 11:27:52;6.0;
62;15/12/15 11:34:26;6.1;
63;18/12/15 16:00:36;6.2;
64;18/12/15 16:13:20;6.3;
65;18/12/15 16:20:34;6.4;
66;18/12/15 16:24:07;6.5;
67;18/12/15 16:25:12;6.6;
68;18/12/15 16:26:09;6.7;
69;18/12/15 16:27:41;6.8;
70;18/12/15 16:31:25;6.9;
71;18/12/15 16:45:00;7.0;
72;18/12/15 16:50:43;7.1;
73;18/12/15 16:55:44;7.2;
74;18/12/15 17:12:27;7.3;
75;18/12/15 17:13:28;7.4;
76;18/12/15 17:14:45;7.5;
77;18/12/15 17:17:30;7.6;
78;18/12/15 17:25:39;7.7;
79;18/12/15 17:39:33;7.8;
80;18/12/15 17:47:45;7.9;
81;18/12/15 17:53:33;8.0;
82;18/12/15 18:02:58;8.1;
83;18/12/15 18:23:19;8.2;
84;18/12/15 18:38:05;8.3;
85;18/12/15 21:37:41;8.4;
86;19/12/15 02:42:32;8.5;
87;19/12/15 03:15:13;8.6;
88;19/12/15 13:58:57;8.7;
89;19/12/15 14:28:06;8.8;
90;26/12/15 07:43:33;8.9;
91;26/12/15 07:49:42;9.0;
92;26/12/15 08:40:23;9.1;
93;26/12/15 09:09:00;9.2;
94;26/12/15 09:19:54;9.3;
95;26/12/15 10:57:37;9.4;
96;02/01/16 16:00:21;9.5;
97;02/01/16 16:01:48;9.6;
98;02/01/16 16:05:50;9.7;
99;02/01/16 16:11:43;9.8;
100;03/01/16 19:31:16;9.9;
101;03/01/16 19:34:09;10.0;
102;03/01/16 19:36:50;10.1;
103;03/01/16 19:41:08;10.2;
104;04/01/16 07:04:28;10.3;
105;04/01/16 16:23:58;10.4;
106;04/01/16 16:26:46;10.5;
107;04/01/16 16:30:13;10.6;
108;04/01/16 16:36:32;10.7;
109;04/01/16 16:47:09;10.8;
110;04/01/16 16:55:42;10.9;
111;04/01/16 17:00:30;11.0;
112;04/01/16 17:04:50;11.1;
113;04/01/16 17:12:59;11.2;
114;04/01/16 21:16:43;11.3;
115;05/01/16 13:51:12;11.4;
