"Título de trazado: JTU-01-PT-63"
"N.º";"Fecha Tiempo, GMT-05:00";"Event, mm (LGR S/N: 10390582, SEN S/N: 10390582)";"Final de archivo (LGR S/N: 10390582)"
1;08/09/15 10:36:50;0,0;
2;09/09/15 01:03:10;0,1;
3;09/09/15 02:59:55;0,2;
4;09/09/15 05:39:40;0,3;
5;09/09/15 05:44:18;0,4;
6;09/09/15 06:05:49;0,5;
7;09/09/15 06:34:23;0,6;
8;09/09/15 12:40:28;0,7;
9;09/09/15 12:56:37;0,8;
10;16/09/15 14:44:17;0,9;
11;16/09/15 14:46:37;1,0;
12;16/09/15 14:47:45;1,1;
13;16/09/15 14:49:04;1,2;
14;16/09/15 14:49:50;1,3;
15;16/09/15 14:50:45;1,4;
16;16/09/15 14:51:21;1,5;
17;16/09/15 14:52:03;1,6;
18;16/09/15 14:52:38;1,7;
19;16/09/15 14:53:29;1,8;
20;16/09/15 14:54:05;1,9;
21;16/09/15 14:55:10;2,0;
22;16/09/15 14:57:19;2,1;
23;16/09/15 15:00:18;2,2;
24;16/09/15 15:02:25;2,3;
25;16/09/15 15:05:21;2,4;
26;16/09/15 15:07:19;2,5;
27;16/09/15 15:09:50;2,6;
28;16/09/15 15:11:58;2,7;
29;16/09/15 16:13:57;2,8;
30;16/09/15 16:17:56;2,9;
31;18/09/15 15:13:46;3,0;
32;18/09/15 16:41:04;3,1;
33;19/09/15 14:52:07;3,2;
34;19/09/15 15:00:52;3,3;
35;19/09/15 15:04:46;3,4;
36;19/09/15 15:52:03;3,5;
37;19/09/15 16:07:47;3,6;
38;19/09/15 16:12:19;3,7;
39;19/09/15 16:18:42;3,8;
40;21/09/15 05:03:13;3,9;
41;22/09/15 00:54:57;4,0;
42;22/09/15 16:19:04;4,1;
43;22/09/15 16:24:28;4,2;
44;22/09/15 19:58:39;4,3;
45;23/09/15 09:37:30;4,4;
46;23/09/15 10:50:22;4,5;
47;30/09/15 14:14:06;4,6;
48;30/09/15 14:27:44;4,7;
49;30/09/15 14:32:15;4,8;
50;30/09/15 15:00:21;4,9;
51;30/09/15 15:53:43;5,0;
52;30/09/15 16:13:39;5,1;
53;30/09/15 16:16:14;5,2;
54;30/09/15 16:18:02;5,3;
55;30/09/15 16:19:43;5,4;
56;30/09/15 16:21:11;5,5;
57;30/09/15 16:23:22;5,6;
58;30/09/15 16:25:26;5,7;
59;30/09/15 16:28:02;5,8;
60;30/09/15 16:29:07;5,9;
61;30/09/15 16:31:16;6,0;
62;30/09/15 16:33:51;6,1;
63;30/09/15 16:35:36;6,2;
64;30/09/15 16:36:37;6,3;
65;30/09/15 16:37:38;6,4;
66;30/09/15 16:38:31;6,5;
67;30/09/15 16:39:26;6,6;
68;30/09/15 16:40:06;6,7;
69;30/09/15 16:41:02;6,8;
70;30/09/15 16:41:38;6,9;
71;30/09/15 16:42:23;7,0;
72;30/09/15 16:43:03;7,1;
73;30/09/15 16:43:49;7,2;
74;30/09/15 16:44:30;7,3;
75;30/09/15 16:45:35;7,4;
76;30/09/15 16:46:31;7,5;
77;30/09/15 16:47:55;7,6;
78;30/09/15 16:49:20;7,7;
79;30/09/15 16:51:57;7,8;
80;30/09/15 16:54:25;7,9;
81;30/09/15 16:57:48;8,0;
82;30/09/15 16:59:44;8,1;
83;30/09/15 17:02:12;8,2;
84;30/09/15 17:03:30;8,3;
85;30/09/15 17:05:12;8,4;
86;30/09/15 17:06:26;8,5;
87;30/09/15 17:08:00;8,6;
88;30/09/15 17:09:05;8,7;
89;30/09/15 17:10:24;8,8;
90;30/09/15 17:11:28;8,9;
91;30/09/15 17:13:06;9,0;
92;30/09/15 17:14:49;9,1;
93;30/09/15 17:16:06;9,2;
94;30/09/15 17:16:51;9,3;
95;30/09/15 17:17:52;9,4;
96;30/09/15 17:19:19;9,5;
97;30/09/15 17:21:40;9,6;
98;30/09/15 17:23:55;9,7;
99;30/09/15 17:27:21;9,8;
100;30/09/15 17:30:14;9,9;
101;30/09/15 17:47:15;10,0;
102;30/09/15 17:57:41;10,1;
103;30/09/15 18:01:18;10,2;
104;30/09/15 18:02:35;10,3;
105;30/09/15 18:04:31;10,4;
106;30/09/15 18:06:41;10,5;
107;30/09/15 18:09:22;10,6;
108;30/09/15 18:11:25;10,7;
109;30/09/15 18:14:15;10,8;
110;30/09/15 18:15:58;10,9;
111;30/09/15 18:19:09;11,0;
112;30/09/15 18:21:19;11,1;
113;30/09/15 18:24:02;11,2;
114;30/09/15 18:26:35;11,3;
115;30/09/15 18:31:27;11,4;
116;30/09/15 18:33:56;11,5;
117;30/09/15 18:38:21;11,6;
118;30/09/15 18:43:52;11,7;
119;01/10/15 12:16:34;11,8;
120;02/10/15 03:30:14;11,9;
121;02/10/15 03:31:59;12,0;
122;02/10/15 03:34:08;12,1;
123;02/10/15 03:38:03;12,2;
124;02/10/15 03:43:02;12,3;
125;02/10/15 05:33:59;12,4;
126;04/10/15 07:03:42;12,5;
127;04/10/15 07:15:42;12,6;
128;04/10/15 07:23:22;12,7;
129;04/10/15 07:40:40;12,8;
130;04/10/15 08:07:08;12,9;
131;04/10/15 08:51:08;13,0;
132;04/10/15 09:51:27;13,1;
133;04/10/15 20:16:10;13,2;
134;04/10/15 21:23:52;13,3;
135;04/10/15 21:46:17;13,4;
136;04/10/15 21:58:48;13,5;
137;04/10/15 22:13:36;13,6;
138;04/10/15 22:27:40;13,7;
139;04/10/15 23:26:41;13,8;
140;05/10/15 00:37:48;13,9;
141;05/10/15 02:35:09;14,0;
142;05/10/15 03:02:36;14,1;
143;05/10/15 03:25:22;14,2;
144;05/10/15 05:03:41;14,3;
145;05/10/15 05:37:53;14,4;
146;05/10/15 05:53:21;14,5;
147;08/10/15 13:06:54;14,5;Registrado
