"Título de trazado: JTU_01_PP_11"
"N.º","Fecha Tiempo, GMT-05:00","Lluvia, mm (LGR S/N: 10390583, SEN S/N: 10390583)","Final de archivo (LGR S/N: 10390583)"
1,12/05/14 08:52:15,0.0,
2,12/05/14 08:53:01,0.1,
3,12/05/14 08:53:02,0.2,
4,12/05/14 13:10:48,0.3,
5,12/05/14 13:12:11,0.4,
6,12/05/14 13:14:53,0.5,
7,12/05/14 13:15:41,0.6,
8,12/05/14 13:16:01,0.7,
9,12/05/14 13:16:18,0.8,
10,12/05/14 13:16:36,0.9,
11,12/05/14 13:18:06,1.0,
12,12/05/14 13:19:59,1.1,
13,12/05/14 13:20:56,1.2,
14,12/05/14 13:22:42,1.3,
15,12/05/14 13:24:10,1.4,
16,12/05/14 13:26:51,1.5,
17,12/05/14 13:30:25,1.6,
18,12/05/14 13:32:16,1.7,
19,12/05/14 13:33:10,1.8,
20,12/05/14 13:34:42,1.9,
21,12/05/14 13:36:49,2.0,
22,12/05/14 13:41:27,2.1,
23,12/05/14 13:46:58,2.2,
24,12/05/14 13:51:05,2.3,
25,12/05/14 13:57:24,2.4,
26,12/05/14 14:02:56,2.5,
27,12/05/14 14:17:46,2.6,
28,12/05/14 14:27:21,2.7,
29,12/05/14 14:29:32,2.8,
30,12/05/14 14:32:57,2.9,
31,12/05/14 14:37:24,3.0,
32,12/05/14 14:47:04,3.1,
33,12/05/14 15:54:59,3.2,
34,12/05/14 16:00:56,3.3,
35,12/05/14 16:03:52,3.4,
36,12/05/14 16:07:39,3.5,
37,12/05/14 16:12:17,3.6,
38,12/05/14 16:16:25,3.7,
39,12/05/14 16:20:05,3.8,
40,12/05/14 16:24:38,3.9,
41,12/05/14 16:28:03,4.0,
42,12/05/14 16:41:07,4.1,
43,12/05/14 19:23:44,4.2,
44,12/05/14 19:42:07,4.3,
45,12/05/14 19:49:46,4.4,
46,12/05/14 19:58:20,4.5,
47,12/05/14 20:02:06,4.6,
48,12/05/14 20:17:01,4.7,
49,12/05/14 21:11:36,4.8,
50,12/05/14 22:32:45,4.9,
51,13/05/14 06:37:20,5.0,
52,15/05/14 04:22:19,5.1,
53,15/05/14 14:12:47,5.2,
54,17/05/14 07:16:59,5.3,
55,17/05/14 23:26:28,5.4,
56,17/05/14 23:57:32,5.5,
57,18/05/14 00:19:21,5.6,
58,18/05/14 00:57:01,5.7,
59,18/05/14 01:12:12,5.8,
60,18/05/14 02:02:23,5.9,
61,18/05/14 02:16:45,6.0,
62,18/05/14 02:25:31,6.1,
63,18/05/14 04:48:36,6.2,
64,18/05/14 06:52:08,6.3,
65,21/05/14 07:58:11,6.4,
66,21/05/14 13:32:12,6.5,
67,21/05/14 13:40:16,6.6,
68,21/05/14 13:43:02,6.7,
69,21/05/14 13:45:34,6.8,
70,21/05/14 15:10:46,6.9,
71,21/05/14 15:12:24,7.0,
72,21/05/14 15:14:00,7.1,
73,21/05/14 15:15:50,7.2,
74,21/05/14 15:18:02,7.3,
75,21/05/14 15:25:02,7.4,
76,21/05/14 15:28:03,7.5,
77,21/05/14 15:29:40,7.6,
78,21/05/14 15:31:48,7.7,
79,21/05/14 15:34:07,7.8,
80,22/05/14 12:39:33,7.9,
81,22/05/14 15:08:46,8.0,
82,22/05/14 15:09:38,8.1,
83,22/05/14 15:10:08,8.2,
84,22/05/14 15:10:30,8.3,
85,22/05/14 15:10:43,8.4,
86,22/05/14 15:11:00,8.5,
87,22/05/14 15:11:15,8.6,
88,22/05/14 15:11:35,8.7,
89,22/05/14 15:11:48,8.8,
90,22/05/14 15:11:59,8.9,
91,22/05/14 15:12:06,9.0,
92,22/05/14 15:12:21,9.1,
93,22/05/14 15:12:35,9.2,
94,22/05/14 15:12:54,9.3,
95,22/05/14 15:13:18,9.4,
96,22/05/14 15:13:39,9.5,
97,22/05/14 15:13:57,9.6,
98,22/05/14 15:14:11,9.7,
99,22/05/14 15:14:21,9.8,
100,22/05/14 15:14:33,9.9,
101,22/05/14 15:14:47,10.0,
102,22/05/14 15:14:58,10.1,
103,22/05/14 15:15:11,10.2,
104,22/05/14 15:15:27,10.3,
105,22/05/14 15:15:41,10.4,
106,22/05/14 15:15:55,10.5,
107,22/05/14 15:16:08,10.6,
108,22/05/14 15:16:23,10.7,
109,22/05/14 15:16:37,10.8,
110,22/05/14 15:16:52,10.9,
111,22/05/14 15:17:05,11.0,
112,22/05/14 15:17:21,11.1,
113,22/05/14 15:17:37,11.2,
114,22/05/14 15:17:53,11.3,
115,22/05/14 15:18:08,11.4,
116,22/05/14 15:18:24,11.5,
117,22/05/14 15:18:38,11.6,
118,22/05/14 15:18:53,11.7,
119,22/05/14 15:19:07,11.8,
120,22/05/14 15:19:23,11.9,
121,22/05/14 15:19:38,12.0,
122,22/05/14 15:19:51,12.1,
123,22/05/14 15:20:02,12.2,
124,22/05/14 15:20:14,12.3,
125,22/05/14 15:20:27,12.4,
126,22/05/14 15:20:43,12.5,
127,22/05/14 15:20:59,12.6,
