"Título de trazado: JTU-01_PT_22"
"N.º";"Fecha Tiempo, GMT-05:00";"Event, mm (LGR S/N: 10725305, SEN S/N: 10725305)";"Final de archivo (LGR S/N: 10725305)"
1;05/20/16 02:49:11 PM;0.0;
2;05/24/16 05:22:56 AM;0.1;
3;05/24/16 02:14:12 PM;0.2;
4;05/24/16 02:27:02 PM;0.3;
5;05/24/16 02:39:29 PM;0.4;
6;05/24/16 03:20:34 PM;0.5;
7;05/24/16 03:24:46 PM;0.6;
8;05/24/16 03:26:28 PM;0.7;
9;05/24/16 03:28:49 PM;0.8;
10;05/24/16 03:33:16 PM;0.9;
11;05/24/16 04:15:48 PM;1.0;
12;05/25/16 06:12:20 PM;1.1;
13;05/25/16 06:16:16 PM;1.2;
14;05/25/16 06:19:27 PM;1.3;
15;05/25/16 06:21:20 PM;1.4;
16;05/25/16 06:24:51 PM;1.5;
17;05/25/16 06:26:52 PM;1.6;
18;05/25/16 06:30:35 PM;1.7;
19;05/25/16 06:34:42 PM;1.8;
20;05/25/16 06:37:33 PM;1.9;
21;05/25/16 06:41:15 PM;2.0;
22;05/25/16 06:53:17 PM;2.1;
23;05/25/16 09:09:14 PM;2.2;
24;05/26/16 01:25:02 AM;2.3;
25;05/28/16 03:25:18 AM;2.4;
26;05/28/16 08:44:10 AM;2.5;
27;05/28/16 08:55:01 AM;2.6;
28;05/28/16 09:11:24 AM;2.7;
29;05/28/16 09:15:00 AM;2.8;
30;05/28/16 09:18:19 AM;2.9;
31;05/28/16 09:20:06 AM;3.0;
32;05/28/16 09:21:38 AM;3.1;
33;05/28/16 09:23:20 AM;3.2;
34;05/28/16 09:25:43 AM;3.3;
35;05/28/16 09:28:01 AM;3.4;
36;05/28/16 09:31:28 AM;3.5;
37;05/28/16 09:33:51 AM;3.6;
38;05/28/16 09:35:52 AM;3.7;
39;05/28/16 09:37:07 AM;3.8;
40;05/28/16 09:38:22 AM;3.9;
41;05/28/16 09:39:10 AM;4.0;
42;05/28/16 09:40:04 AM;4.1;
43;05/28/16 09:40:55 AM;4.2;
44;05/28/16 09:42:03 AM;4.3;
45;05/28/16 09:43:04 AM;4.4;
46;05/28/16 09:44:15 AM;4.5;
47;05/28/16 09:45:11 AM;4.6;
