"Título de trazado: JTU-01-PT-63"
"N.º","Fecha Tiempo, GMT-05:00","Event, mm (LGR S/N: 10390582, SEN S/N: 10390582)","Final de archivo (LGR S/N: 10390582)"
1,13/08/15 11:58:55,0.0,
2,13/08/15 12:00:10,0.1,
3,14/08/15 02:55:22,0.2,
4,14/08/15 03:15:36,0.3,
5,14/08/15 03:18:35,0.4,
6,14/08/15 03:22:40,0.5,
7,14/08/15 04:35:03,0.6,
8,14/08/15 05:04:46,0.7,
9,14/08/15 05:14:28,0.8,
10,14/08/15 05:19:51,0.9,
11,14/08/15 05:26:23,1.0,
12,14/08/15 05:29:14,1.1,
13,14/08/15 05:32:00,1.2,
14,14/08/15 05:33:21,1.3,
15,14/08/15 05:34:48,1.4,
16,14/08/15 05:38:40,1.5,
17,14/08/15 05:56:55,1.6,
18,14/08/15 05:59:29,1.7,
19,14/08/15 06:06:52,1.8,
20,14/08/15 06:14:42,1.9,
21,14/08/15 06:19:37,2.0,
22,14/08/15 06:22:40,2.1,
23,14/08/15 06:26:22,2.2,
24,14/08/15 06:29:23,2.3,
25,14/08/15 06:33:59,2.4,
26,14/08/15 06:43:21,2.5,
27,14/08/15 06:52:41,2.6,
28,14/08/15 07:04:06,2.7,
29,14/08/15 07:30:19,2.8,
30,14/08/15 07:38:17,2.9,
31,14/08/15 07:46:20,3.0,
32,14/08/15 07:58:05,3.1,
33,14/08/15 08:10:25,3.2,
34,14/08/15 08:28:13,3.3,
35,14/08/15 09:32:32,3.4,
36,14/08/15 09:53:09,3.5,
37,14/08/15 10:02:10,3.6,
38,14/08/15 10:17:01,3.7,
39,14/08/15 10:46:10,3.8,
40,14/08/15 10:48:19,3.9,
41,14/08/15 10:53:00,4.0,
42,14/08/15 11:07:33,4.1,
43,14/08/15 12:10:35,4.2,
44,14/08/15 12:20:40,4.3,
45,14/08/15 12:23:25,4.4,
46,14/08/15 12:48:56,4.5,
47,14/08/15 12:58:29,4.6,
48,14/08/15 13:08:19,4.7,
49,14/08/15 14:22:25,4.8,
50,14/08/15 16:41:57,4.9,
51,14/08/15 18:36:23,5.0,
52,14/08/15 19:06:04,5.1,
53,14/08/15 19:33:55,5.2,
54,14/08/15 19:39:02,5.3,
55,14/08/15 20:21:08,5.4,
56,14/08/15 20:56:47,5.5,
57,15/08/15 01:05:39,5.6,
58,15/08/15 05:25:58,5.7,
59,15/08/15 07:44:50,5.8,
60,15/08/15 07:48:50,5.9,
61,15/08/15 08:03:39,6.0,
62,15/08/15 08:06:57,6.1,
63,15/08/15 08:17:40,6.2,
64,15/08/15 08:29:21,6.3,
65,15/08/15 08:42:30,6.4,
66,15/08/15 08:45:16,6.5,
67,15/08/15 08:49:47,6.6,
68,15/08/15 08:52:00,6.7,
69,15/08/15 09:02:32,6.8,
70,15/08/15 09:12:33,6.9,
