"TOA5","JTU_01_PT_42","CR200X","No_SN","CR200X.Std.02","JTU_precipitacion.CR2","35128","Precip"
"TIMESTAMP","RECORD","lluvia_mm_Tot"
"TS","RN","mm"
"","","Tot"
"2015-03-12 09:10:00",113419,1.3
"2015-03-12 09:15:00",113420,0.1
"2015-03-12 09:20:00",113421,0
"2015-03-12 09:25:00",113422,0
"2015-03-12 09:30:00",113423,0
"2015-03-12 09:35:00",113424,0
"2015-03-12 09:40:00",113425,0
"2015-03-12 09:45:00",113426,0
"2015-03-12 09:50:00",113427,0
"2015-03-12 09:55:00",113428,0
"2015-03-12 10:00:00",113429,0
"2015-03-12 10:05:00",113430,0
"2015-03-12 10:10:00",113431,0
"2015-03-12 10:15:00",113432,0
"2015-03-12 10:20:00",113433,0
"2015-03-12 10:25:00",113434,0
"2015-03-12 10:30:00",113435,0
"2015-03-12 10:35:00",113436,0
"2015-03-12 10:40:00",113437,0
"2015-03-12 10:45:00",113438,0
"2015-03-12 10:50:00",113439,0
"2015-03-12 10:55:00",113440,0
"2015-03-12 11:00:00",113441,0
"2015-03-12 11:05:00",113442,0
"2015-03-12 11:10:00",113443,0
"2015-03-12 11:15:00",113444,0
"2015-03-12 11:20:00",113445,0
"2015-03-12 11:25:00",113446,0
"2015-03-12 11:30:00",113447,0
"2015-03-12 11:35:00",113448,0
"2015-03-12 11:40:00",113449,0
"2015-03-12 11:45:00",113450,0
"2015-03-12 11:50:00",113451,0
"2015-03-12 11:55:00",113452,0
"2015-03-12 12:00:00",113453,0
"2015-03-12 12:05:00",113454,0
"2015-03-12 12:10:00",113455,0
"2015-03-12 12:15:00",113456,0
"2015-03-12 12:20:00",113457,0
"2015-03-12 12:25:00",113458,0
"2015-03-12 12:30:00",113459,0
"2015-03-12 12:35:00",113460,0
"2015-03-12 12:40:00",113461,0
"2015-03-12 12:45:00",113462,0
"2015-03-12 12:50:00",113463,0
"2015-03-12 12:55:00",113464,0
"2015-03-12 13:00:00",113465,0
"2015-03-12 13:05:00",113466,0
"2015-03-12 13:10:00",113467,0
"2015-03-12 13:15:00",113468,0
"2015-03-12 13:20:00",113469,0
"2015-03-12 13:25:00",113470,0
"2015-03-12 13:30:00",113471,0
"2015-03-12 13:35:00",113472,0
"2015-03-12 13:40:00",113473,0
"2015-03-12 13:45:00",113474,0
"2015-03-12 13:50:00",113475,0
"2015-03-12 13:55:00",113476,0
"2015-03-12 14:00:00",113477,0
"2015-03-12 14:05:00",113478,0
"2015-03-12 14:10:00",113479,0
"2015-03-12 14:15:00",113480,0
"2015-03-12 14:20:00",113481,0
"2015-03-12 14:25:00",113482,0
"2015-03-12 14:30:00",113483,0
"2015-03-12 14:35:00",113484,0
"2015-03-12 14:40:00",113485,0
"2015-03-12 14:45:00",113486,0
"2015-03-12 14:50:00",113487,0
"2015-03-12 14:55:00",113488,0
"2015-03-12 15:00:00",113489,0
"2015-03-12 15:05:00",113490,0
"2015-03-12 15:10:00",113491,0
"2015-03-12 15:15:00",113492,0
"2015-03-12 15:20:00",113493,0
"2015-03-12 15:25:00",113494,0
"2015-03-12 15:30:00",113495,0
"2015-03-12 15:35:00",113496,0
"2015-03-12 15:40:00",113497,0
"2015-03-12 15:45:00",113498,0
"2015-03-12 15:50:00",113499,0
"2015-03-12 15:55:00",113500,0
"2015-03-12 16:00:00",113501,0
"2015-03-12 16:05:00",113502,0
"2015-03-12 16:10:00",113503,0
"2015-03-12 16:15:00",113504,0
"2015-03-12 16:20:00",113505,0
"2015-03-12 16:25:00",113506,0
"2015-03-12 16:30:00",113507,0
"2015-03-12 16:35:00",113508,0
"2015-03-12 16:40:00",113509,0
"2015-03-12 16:45:00",113510,0
"2015-03-12 16:50:00",113511,0
"2015-03-12 16:55:00",113512,0
"2015-03-12 17:00:00",113513,0
"2015-03-12 17:05:00",113514,0
"2015-03-12 17:10:00",113515,0
"2015-03-12 17:15:00",113516,0
"2015-03-12 17:20:00",113517,0
"2015-03-12 17:25:00",113518,0
"2015-03-12 17:30:00",113519,0
"2015-03-12 17:35:00",113520,0
"2015-03-12 17:40:00",113521,0
"2015-03-12 17:45:00",113522,0
"2015-03-12 17:50:00",113523,0
"2015-03-12 17:55:00",113524,0
"2015-03-12 18:00:00",113525,0
"2015-03-12 18:05:00",113526,0
"2015-03-12 18:10:00",113527,0
"2015-03-12 18:15:00",113528,0
"2015-03-12 18:20:00",113529,0
"2015-03-12 18:25:00",113530,0
"2015-03-12 18:30:00",113531,0
"2015-03-12 18:35:00",113532,0
"2015-03-12 18:40:00",113533,0
"2015-03-12 18:45:00",113534,0
"2015-03-12 18:50:00",113535,0
"2015-03-12 18:55:00",113536,0
"2015-03-12 19:00:00",113537,0
"2015-03-12 19:05:00",113538,0
"2015-03-12 19:10:00",113539,0
"2015-03-12 19:15:00",113540,0
"2015-03-12 19:20:00",113541,0
"2015-03-12 19:25:00",113542,0
"2015-03-12 19:30:00",113543,0
"2015-03-12 19:35:00",113544,0
"2015-03-12 19:40:00",113545,0
"2015-03-12 19:45:00",113546,0
"2015-03-12 19:50:00",113547,0
"2015-03-12 19:55:00",113548,0
"2015-03-12 20:00:00",113549,0
"2015-03-12 20:05:00",113550,0
"2015-03-12 20:10:00",113551,0
"2015-03-12 20:15:00",113552,0
"2015-03-12 20:20:00",113553,0
"2015-03-12 20:25:00",113554,0
"2015-03-12 20:30:00",113555,0.1
"2015-03-12 20:35:00",113556,0
"2015-03-12 20:40:00",113557,0
"2015-03-12 20:45:00",113558,0
"2015-03-12 20:50:00",113559,0.1
"2015-03-12 20:55:00",113560,0
"2015-03-12 21:00:00",113561,0
"2015-03-12 21:05:00",113562,0
"2015-03-12 21:10:00",113563,0
"2015-03-12 21:15:00",113564,0
"2015-03-12 21:20:00",113565,0
"2015-03-12 21:25:00",113566,0
"2015-03-12 21:30:00",113567,0.1
"2015-03-12 21:35:00",113568,0
"2015-03-12 21:40:00",113569,0
"2015-03-12 21:45:00",113570,0
"2015-03-12 21:50:00",113571,0
"2015-03-12 21:55:00",113572,0
"2015-03-12 22:00:00",113573,0
"2015-03-12 22:05:00",113574,0
"2015-03-12 22:10:00",113575,0
"2015-03-12 22:15:00",113576,0
"2015-03-12 22:20:00",113577,0
"2015-03-12 22:25:00",113578,0
"2015-03-12 22:30:00",113579,0
"2015-03-12 22:35:00",113580,0
"2015-03-12 22:40:00",113581,0
"2015-03-12 22:45:00",113582,0
"2015-03-12 22:50:00",113583,0
"2015-03-12 22:55:00",113584,0
"2015-03-12 23:00:00",113585,0
"2015-03-12 23:05:00",113586,0
"2015-03-12 23:10:00",113587,0
"2015-03-12 23:15:00",113588,0
"2015-03-12 23:20:00",113589,0
"2015-03-12 23:25:00",113590,0
"2015-03-12 23:30:00",113591,0
"2015-03-12 23:35:00",113592,0
"2015-03-12 23:40:00",113593,0
"2015-03-12 23:45:00",113594,0
"2015-03-12 23:50:00",113595,0
"2015-03-12 23:55:00",113596,0
"2015-03-13 00:00:00",113597,0
"2015-03-13 00:05:00",113598,0
"2015-03-13 00:10:00",113599,0
"2015-03-13 00:15:00",113600,0
"2015-03-13 00:20:00",113601,0
"2015-03-13 00:25:00",113602,0
"2015-03-13 00:30:00",113603,0
"2015-03-13 00:35:00",113604,0
"2015-03-13 00:40:00",113605,0
"2015-03-13 00:45:00",113606,0
"2015-03-13 00:50:00",113607,0
"2015-03-13 00:55:00",113608,0
"2015-03-13 01:00:00",113609,0.1
"2015-03-13 01:05:00",113610,0
"2015-03-13 01:10:00",113611,0
