"Título de trazado: JTU-01-PT-63"
"N.º","Fecha Tiempo, GMT-05:00","Precipitacion, mm (LGR S/N: 2412760, SEN S/N: 2412760)","Final de archivo (LGR S/N: 2412760)"
1,21/10/16 10:57:26,0.0,
2,22/10/16 11:40:27,0.1,
3,22/10/16 11:54:56,0.2,
4,22/10/16 11:56:05,0.3,
5,22/10/16 11:58:10,0.4,
6,22/10/16 12:00:30,0.5,
7,22/10/16 12:03:12,0.6,
8,22/10/16 12:04:43,0.7,
9,22/10/16 12:05:42,0.8,
10,22/10/16 12:06:56,0.9,
11,22/10/16 12:10:22,1.0,
12,22/10/16 12:14:53,1.1,
13,22/10/16 12:20:08,1.2,
14,22/10/16 12:20:45,1.3,
15,22/10/16 12:21:41,1.4,
16,22/10/16 12:22:57,1.5,
17,22/10/16 12:25:17,1.6,
18,22/10/16 12:27:55,1.7,
19,22/10/16 12:49:40,1.8,
20,22/10/16 12:58:50,1.9,
21,22/10/16 13:03:23,2.0,
22,22/10/16 13:04:45,2.1,
23,22/10/16 13:06:53,2.2,
24,22/10/16 13:11:31,2.3,
25,22/10/16 13:14:44,2.4,
26,22/10/16 13:19:17,2.5,
27,22/10/16 23:10:52,2.6,
28,22/10/16 23:15:19,2.7,
29,22/10/16 23:18:17,2.8,
30,22/10/16 23:21:24,2.9,
31,22/10/16 23:25:20,3.0,
32,22/10/16 23:28:08,3.1,
33,22/10/16 23:46:30,3.2,
34,23/10/16 00:18:58,3.3,
35,23/10/16 12:31:31,3.4,
36,23/10/16 13:19:23,3.5,
37,23/10/16 13:57:38,3.6,
38,23/10/16 14:02:35,3.7,
39,23/10/16 14:08:11,3.8,
40,23/10/16 14:10:14,3.9,
41,23/10/16 14:11:58,4.0,
42,23/10/16 14:13:11,4.1,
43,23/10/16 14:14:20,4.2,
44,23/10/16 14:15:05,4.3,
45,23/10/16 14:16:09,4.4,
46,23/10/16 14:17:03,4.5,
47,23/10/16 14:18:32,4.6,
48,23/10/16 14:19:59,4.7,
49,23/10/16 14:21:54,4.8,
50,23/10/16 14:23:11,4.9,
51,23/10/16 14:25:21,5.0,
52,23/10/16 14:27:49,5.1,
53,23/10/16 14:31:18,5.2,
54,23/10/16 14:34:14,5.3,
55,23/10/16 14:48:35,5.4,
56,24/10/16 14:11:35,5.5,
57,24/10/16 14:12:56,5.6,
58,24/10/16 14:15:08,5.7,
59,24/10/16 14:16:20,5.8,
60,24/10/16 14:17:24,5.9,
61,24/10/16 14:19:20,6.0,
62,24/10/16 14:22:51,6.1,
63,24/10/16 14:37:07,6.2,
64,24/10/16 14:51:06,6.3,
65,24/10/16 15:09:45,6.4,
66,24/10/16 15:18:20,6.5,
67,24/10/16 15:50:51,6.6,
68,24/10/16 16:07:30,6.7,
69,24/10/16 16:15:35,6.8,
70,24/10/16 16:20:52,6.9,
71,24/10/16 16:26:23,7.0,
72,24/10/16 16:29:40,7.1,
73,24/10/16 16:33:36,7.2,
74,24/10/16 16:37:39,7.3,
75,24/10/16 16:43:43,7.4,
76,24/10/16 16:50:42,7.5,
77,24/10/16 17:03:51,7.6,
78,24/10/16 17:45:43,7.7,
79,24/10/16 18:09:11,7.8,
80,25/10/16 04:22:28,7.9,
81,25/10/16 13:45:20,8.0,
82,25/10/16 13:46:52,8.1,
83,25/10/16 13:51:26,8.2,
84,25/10/16 13:52:49,8.3,
85,25/10/16 13:54:49,8.4,
86,25/10/16 17:10:58,8.5,
87,25/10/16 17:14:36,8.6,
88,25/10/16 17:17:02,8.7,
89,25/10/16 17:20:26,8.8,
90,25/10/16 17:24:15,8.9,
91,25/10/16 17:28:01,9.0,
92,25/10/16 17:37:33,9.1,
93,25/10/16 17:39:35,9.2,
94,25/10/16 17:40:46,9.3,
95,25/10/16 17:42:53,9.4,
96,25/10/16 18:13:58,9.5,
97,26/10/16 07:17:12,9.6,
98,26/10/16 15:42:40,9.7,
99,26/10/16 15:59:59,9.8,
100,26/10/16 16:05:40,9.9,
101,26/10/16 16:16:30,10.0,
102,29/10/16 16:20:17,10.1,
103,29/10/16 17:11:22,10.2,
104,01/11/16 07:02:59,10.3,
105,01/11/16 14:56:55,10.4,
106,01/11/16 15:06:26,10.5,
107,01/11/16 15:28:12,10.6,
108,01/11/16 15:49:42,10.7,
109,02/11/16 14:54:46,10.8,
110,02/11/16 15:00:04,10.9,
111,02/11/16 15:01:04,11.0,
112,02/11/16 15:01:37,11.1,
113,02/11/16 15:02:50,11.2,
114,02/11/16 15:03:38,11.3,
115,02/11/16 15:06:01,11.4,
116,02/11/16 15:12:46,11.5,
117,02/11/16 15:29:52,11.6,
118,02/11/16 15:32:27,11.7,
119,02/11/16 15:45:55,11.8,
120,02/11/16 15:47:42,11.9,
121,02/11/16 15:50:11,12.0,
122,02/11/16 15:55:33,12.1,
123,02/11/16 23:56:05,12.2,
124,03/11/16 00:01:47,12.3,
125,03/11/16 00:18:23,12.4,
126,03/11/16 00:38:40,12.5,
127,03/11/16 00:48:31,12.6,
128,03/11/16 01:00:01,12.7,
129,03/11/16 01:06:51,12.8,
130,03/11/16 01:13:10,12.9,
131,03/11/16 01:20:59,13.0,
132,03/11/16 01:38:33,13.1,
133,03/11/16 11:39:12,13.2,
134,03/11/16 11:41:55,13.3,
135,03/11/16 11:44:04,13.4,
136,03/11/16 11:46:38,13.5,
137,03/11/16 11:49:49,13.6,
138,03/11/16 11:53:12,13.7,
139,03/11/16 12:01:20,13.8,
140,03/11/16 12:03:35,13.9,
141,03/11/16 12:07:08,14.0,
142,03/11/16 12:10:10,14.1,
143,03/11/16 12:23:12,14.2,
144,04/11/16 07:41:27,14.3,
145,04/11/16 13:22:44,14.4,
146,04/11/16 13:48:10,14.5,
147,04/11/16 15:21:19,14.6,
148,04/11/16 15:26:36,14.7,
149,04/11/16 15:34:26,14.8,
150,04/11/16 15:41:03,14.9,
151,04/11/16 15:44:41,15.0,
152,04/11/16 15:45:34,15.1,
153,04/11/16 15:46:48,15.2,
154,04/11/16 15:47:52,15.3,
155,04/11/16 15:55:06,15.4,
156,04/11/16 22:06:21,15.5,
157,05/11/16 00:07:48,15.6,
158,05/11/16 00:29:57,15.7,
159,05/11/16 02:16:34,15.8,
160,05/11/16 02:26:36,15.9,
161,05/11/16 19:56:01,16.0,
162,05/11/16 20:04:36,16.1,
163,05/11/16 23:30:01,16.2,
164,06/11/16 05:02:36,16.3,
165,06/11/16 12:48:30,16.4,
166,06/11/16 13:01:22,16.5,
167,06/11/16 13:08:01,16.6,
168,06/11/16 13:11:01,16.7,
169,06/11/16 13:14:04,16.8,
170,06/11/16 13:21:05,16.9,
171,06/11/16 13:21:46,17.0,
172,06/11/16 13:22:08,17.1,
173,06/11/16 13:22:36,17.2,
174,06/11/16 13:23:02,17.3,
175,06/11/16 13:23:56,17.4,
176,06/11/16 13:26:30,17.5,
177,06/11/16 13:29:54,17.6,
178,06/11/16 13:32:48,17.7,
179,06/11/16 13:34:14,17.8,
180,06/11/16 13:35:15,17.9,
181,06/11/16 13:36:36,18.0,
182,06/11/16 13:38:12,18.1,
183,06/11/16 13:41:42,18.2,
184,06/11/16 13:44:59,18.3,
185,06/11/16 13:46:15,18.4,
186,06/11/16 13:47:24,18.5,
187,06/11/16 13:49:22,18.6,
188,06/11/16 13:53:11,18.7,
189,06/11/16 13:59:51,18.8,
190,06/11/16 14:01:29,18.9,
191,06/11/16 14:02:36,19.0,
192,06/11/16 14:03:40,19.1,
193,06/11/16 14:04:46,19.2,
194,06/11/16 14:08:10,19.3,
195,06/11/16 14:11:35,19.4,
196,06/11/16 14:12:04,19.5,
197,06/11/16 14:12:32,19.6,
198,06/11/16 14:13:04,19.7,
199,06/11/16 14:14:06,19.8,
200,06/11/16 14:16:37,19.9,
201,06/11/16 14:17:22,20.0,
202,06/11/16 14:17:46,20.1,
203,06/11/16 14:18:30,20.2,
204,06/11/16 14:18:56,20.3,
205,06/11/16 14:19:52,20.4,
206,06/11/16 14:20:39,20.5,
207,06/11/16 14:23:13,20.6,
208,06/11/16 14:26:05,20.7,
209,06/11/16 14:30:30,20.8,
210,06/11/16 14:34:00,20.9,
211,06/11/16 14:36:09,21.0,
212,06/11/16 14:38:13,21.1,
213,06/11/16 14:41:17,21.2,
214,06/11/16 14:44:13,21.3,
215,06/11/16 15:04:55,21.4,
216,06/11/16 15:09:48,21.5,
217,06/11/16 15:14:54,21.6,
218,06/11/16 15:15:52,21.7,
219,06/11/16 15:16:43,21.8,
220,06/11/16 15:17:07,21.9,
221,06/11/16 15:17:46,22.0,
222,06/11/16 15:18:22,22.1,
223,06/11/16 15:19:38,22.2,
224,06/11/16 15:21:56,22.3,
225,06/11/16 15:24:17,22.4,
226,06/11/16 15:25:11,22.5,
227,06/11/16 15:25:26,22.6,
228,06/11/16 15:26:00,22.7,
229,06/11/16 15:27:36,22.8,
230,06/11/16 15:28:43,22.9,
231,06/11/16 15:29:36,23.0,
232,06/11/16 15:34:52,23.1,
233,06/11/16 15:53:52,23.2,
234,06/11/16 15:55:52,23.3,
235,06/11/16 15:58:29,23.4,
236,06/11/16 16:17:22,23.5,
237,06/11/16 16:39:04,23.6,
238,08/11/16 21:15:59,23.7,
239,11/11/16 00:14:43,23.8,
240,11/11/16 00:56:51,23.9,
241,11/11/16 00:59:17,24.0,
242,11/11/16 01:02:37,24.1,
243,11/11/16 01:06:07,24.2,
244,11/11/16 01:07:34,24.3,
245,11/11/16 01:11:29,24.4,
246,11/11/16 01:16:52,24.5,
247,11/11/16 01:26:46,24.6,
248,11/11/16 01:40:14,24.7,
249,11/11/16 01:48:59,24.8,
250,11/11/16 12:03:40,24.9,
251,11/11/16 12:12:50,25.0,
252,11/11/16 12:16:27,25.1,
253,11/11/16 12:20:50,25.2,
254,11/11/16 12:23:05,25.3,
255,11/11/16 12:26:05,25.4,
256,11/11/16 12:28:05,25.5,
257,11/11/16 12:31:32,25.6,
258,11/11/16 12:33:43,25.7,
259,11/11/16 12:37:32,25.8,
260,11/11/16 12:40:04,25.9,
261,11/11/16 12:43:03,26.0,
262,11/11/16 12:45:03,26.1,
263,11/11/16 12:47:09,26.2,
264,11/11/16 12:48:46,26.3,
