"Título de trazado: JTU_01_PT_22"
"N.º";"Fecha Tiempo, GMT-05:00";"Event, mm (LGR S/N: 10390585, SEN S/N: 10390585)";"Final de archivo (LGR S/N: 10390585)"
1;09/09/14 10:45:56 AM;0.0;
2;09/10/14 03:16:15 AM;0.1;
3;09/10/14 08:30:28 PM;0.2;
4;09/11/14 09:20:07 PM;0.3;
5;09/11/14 09:26:30 PM;0.4;
6;09/11/14 09:53:38 PM;0.5;
7;09/11/14 10:17:44 PM;0.6;
8;09/11/14 10:44:58 PM;0.7;
9;09/11/14 10:59:27 PM;0.8;
10;09/11/14 11:37:08 PM;0.9;
11;09/12/14 01:42:12 AM;1.0;
12;09/12/14 01:51:48 AM;1.1;
13;09/12/14 01:58:27 AM;1.2;
14;09/12/14 02:04:39 AM;1.3;
15;09/12/14 02:07:52 AM;1.4;
16;09/12/14 02:11:49 AM;1.5;
17;09/12/14 02:16:53 AM;1.6;
18;09/12/14 02:27:26 AM;1.7;
19;09/12/14 02:34:36 AM;1.8;
20;09/12/14 02:48:20 AM;1.9;
21;09/12/14 02:58:10 AM;2.0;
22;09/12/14 03:07:58 AM;2.1;
23;09/12/14 03:18:19 AM;2.2;
24;09/12/14 03:34:00 AM;2.3;
25;09/12/14 03:50:09 AM;2.4;
26;09/12/14 04:01:33 AM;2.5;
27;09/12/14 04:14:31 AM;2.6;
28;09/12/14 06:58:56 AM;2.7;
29;09/13/14 11:39:19 AM;2.8;
30;09/13/14 12:16:57 PM;2.9;
31;09/13/14 12:20:55 PM;3.0;
32;09/13/14 12:29:08 PM;3.1;
33;09/13/14 12:44:52 PM;3.2;
34;09/13/14 01:10:33 PM;3.3;
35;09/13/14 01:20:10 PM;3.4;
36;09/13/14 01:32:06 PM;3.5;
37;09/13/14 02:00:57 PM;3.6;
38;09/13/14 03:01:59 PM;3.7;
39;09/13/14 03:12:00 PM;3.8;
40;09/13/14 03:23:52 PM;3.9;
41;09/13/14 03:25:34 PM;4.0;
42;09/13/14 03:26:45 PM;4.1;
43;09/13/14 03:28:30 PM;4.2;
44;09/13/14 03:35:24 PM;4.3;
45;09/13/14 03:39:08 PM;4.4;
46;09/13/14 03:45:48 PM;4.5;
47;09/13/14 08:05:38 PM;4.6;
48;09/13/14 08:54:05 PM;4.7;
49;09/13/14 10:27:32 PM;4.8;
50;09/14/14 01:16:17 AM;4.9;
51;09/14/14 04:16:05 AM;5.0;
52;09/14/14 04:56:11 AM;5.1;
53;09/14/14 08:14:01 AM;5.2;
54;09/14/14 08:23:07 AM;5.3;
55;09/14/14 08:58:18 AM;5.4;
56;09/14/14 08:11:33 PM;5.5;
