"TOA5","H5006","CR2xx","No_SN","CR200X.Std.01","nivel_04-12-2017.CR2","20631","Intervalo"
"TIMESTAMP","RECORD","nivel_A_Max","nivel_A_Min","nivel_A_Avg","Temp_C_Max","Temp_C_Min","Temp_C_Avg","batt_volt_Avg"
"TS","RN","m","m","m","Grados","Grados","Grados",""
"","","Max","Min","Avg","Max","Min","Avg","Avg"
"2018-02-19 18:30:00",22285,0.4220219,0.4162058,0.4191572,9.325321,9.282459,9.303727,12.88807
"2018-02-19 18:35:00",22286,0.430057,0.4237891,0.4267193,9.272928,9.236584,9.254457,12.88488
"2018-02-19 18:40:00",22287,0.4367759,0.4316531,0.4343429,9.228708,9.202311,9.2151,12.8827
"2018-02-19 18:45:00",22288,0.4416754,0.4381323,0.4402685,9.196498,9.175724,9.185766,12.88069
"2018-02-19 18:50:00",22289,0.4485547,0.4435915,0.4457039,9.171527,9.155413,9.163317,12.88069
"2018-02-19 18:55:00",22290,0.454944,0.4491013,0.4524995,9.152126,9.142211,9.146914,12.878
"2018-02-19 19:00:00",22291,0.4597985,0.4551005,0.4574882,9.139975,9.131537,9.135672,12.87296
"2018-02-19 19:05:00",22292,0.4664088,0.4606308,0.4634784,9.129813,9.121002,9.125463,12.87431
"2018-02-19 19:10:00",22293,0.4735849,0.4673096,0.4700278,9.118693,9.110062,9.114294,12.8728
"2018-02-19 19:15:00",22294,0.4784569,0.472783,0.4755557,9.10789,9.098533,9.103204,12.86809
"2018-02-19 19:20:00",22295,0.4834224,0.4805614,0.4817982,9.096103,9.0856,9.090932,12.86725
"2018-02-19 19:25:00",22296,0.4900534,0.4875109,0.4885911,9.083022,9.071843,9.077643,12.86507
"2018-02-19 19:30:00",22297,0.4960144,0.4918276,0.4934573,9.068714,9.054399,9.061766,12.86407
"2018-02-19 19:35:00",22298,0.4994533,0.496726,0.4985021,9.050436,9.03216,9.041567,12.86373
"2018-02-19 19:40:00",22299,0.5053139,0.5010257,0.5028223,9.026929,9.003014,9.015026,12.86339
"2018-02-19 19:45:00",22300,0.508341,0.5041524,0.5057417,8.996939,8.972476,8.984724,12.86155
"2018-02-19 19:50:00",22301,0.5090265,0.5065452,0.5083125,8.966305,8.940883,8.953602,12.86406
"2018-02-19 19:55:00",22302,0.51131,0.5086074,0.510265,8.934258,8.906926,8.920755,12.85768
"2018-02-19 20:00:00",22303,0.5114459,0.5088965,0.5104805,8.899517,8.869361,8.884485,12.85752
"2018-02-19 20:05:00",22304,0.5123635,0.5085223,0.5101132,8.861541,8.831294,8.846386,12.86087
"2018-02-19 20:10:00",22305,0.5108029,0.5092773,0.5102584,8.823638,8.792961,8.808364,12.85819
"2018-02-19 20:15:00",22306,0.511133,0.5091259,0.5101096,8.785105,8.753805,8.769465,12.85584
"2018-02-19 20:20:00",22307,0.5117005,0.5091015,0.5098348,8.746174,8.714824,8.730559,12.85315
"2018-02-19 20:25:00",22308,0.5134585,0.5091882,0.5112192,8.706833,8.674541,8.690683,12.84845
"2018-02-19 20:30:00",22309,0.5120172,0.5102206,0.51116,8.666721,8.635489,8.651018,12.85231
"2018-02-19 20:35:00",22310,0.5132653,0.5102625,0.5116401,8.627457,8.596075,8.611824,12.85248
"2018-02-19 20:40:00",22311,0.5163016,0.5118496,0.5140313,8.588281,8.557807,8.573051,12.85047
"2018-02-19 20:45:00",22312,0.5171538,0.51412,0.5154538,8.550484,8.522541,8.536391,12.85131
"2018-02-19 20:50:00",22313,0.5179229,0.5140268,0.5163659,8.515754,8.490446,8.502947,12.84862
"2018-02-19 20:55:00",22314,0.5184522,0.5135698,0.5160531,8.48438,8.461339,8.472868,12.84879
"2018-02-19 21:00:00",22315,0.51768,0.5154288,0.5160691,8.455753,8.434139,8.44488,12.84442
"2018-02-19 21:05:00",22316,0.5184412,0.5150353,0.5168988,8.428864,8.408261,8.418422,12.84795
"2018-02-19 21:10:00",22317,0.5192475,0.5163611,0.5174538,8.403384,8.384275,8.393743,12.84241
"2018-02-19 21:15:00",22318,0.5173001,0.5155189,0.5165707,8.3797,8.361916,8.370732,12.84207
"2018-02-19 21:20:00",22319,0.5174772,0.5146548,0.5159129,8.357579,8.340678,8.349119,12.84308
"2018-02-19 21:25:00",22320,0.5170764,0.5145889,0.5157038,8.336681,8.321307,8.328867,12.84308
"2018-02-19 21:30:00",22321,0.5176933,0.5135542,0.5150088,8.317559,8.302611,8.310122,12.84425
"2018-02-19 21:35:00",22322,0.5143537,0.5117506,0.5131916,8.298826,8.284982,8.291875,12.84375
"2018-02-19 21:40:00",22323,0.5136043,0.5108768,0.5124317,8.28165,8.269558,8.275473,12.8414
"2018-02-19 21:45:00",22324,0.5125188,0.5093567,0.5112889,8.266414,8.254117,8.260274,12.84056
"2018-02-19 21:50:00",22325,0.5107,0.5089735,0.5100148,8.251019,8.239192,8.245066,12.83989
"2018-02-19 21:55:00",22326,0.5109646,0.5071219,0.5082837,8.236414,8.225632,8.231023,12.84106
"2018-02-19 22:00:00",22327,0.5087396,0.5062296,0.5076067,8.222836,8.211866,8.217372,12.84023
"2018-02-19 22:05:00",22328,0.5074779,0.5045633,0.5058075,8.209164,8.198576,8.203857,12.83535
"2018-02-19 22:10:00",22329,0.5070505,0.504996,0.5061306,8.196014,8.185173,8.190582,12.83771
"2018-02-19 22:15:00",22330,0.5052629,0.5037459,0.5045872,8.182446,8.171331,8.176872,12.83233
"2018-02-19 22:20:00",22331,0.503551,0.5022973,0.5028871,8.168672,8.157608,8.163115,12.83485
"2018-02-19 22:25:00",22332,0.5060177,0.4995657,0.5016697,8.154817,8.144181,8.149478,12.833
"2018-02-19 22:30:00",22333,0.4999306,0.4962724,0.4984375,8.141808,8.130806,8.136373,12.82881
"2018-02-19 22:35:00",22334,0.5000114,0.4962022,0.4983456,8.127999,8.117669,8.1229,12.83418
"2018-02-19 22:40:00",22335,0.4971732,0.494743,0.4963683,8.115165,8.104621,8.10988,12.832
"2018-02-19 22:45:00",22336,0.4948499,0.4925407,0.4938772,8.102132,8.091282,8.096773,12.83317
"2018-02-19 22:50:00",22337,0.4941323,0.4886821,0.4919163,8.088644,8.077184,8.082949,12.82914
"2018-02-19 22:55:00",22338,0.4929071,0.4896303,0.4916099,8.074203,8.062215,8.068279,12.83149
"2018-02-19 23:00:00",22339,0.4922452,0.489547,0.4906033,8.059269,8.046647,8.053084,12.82998
"2018-02-19 23:05:00",22340,0.4914215,0.4894465,0.4901736,8.043431,8.030981,8.037193,12.82965
"2018-02-19 23:10:00",22341,0.488838,0.4854051,0.4874333,8.027937,8.015775,8.021868,12.82847
"2018-02-19 23:15:00",22342,0.4862546,0.4839918,0.4851676,8.012576,8.000361,8.00652,12.83049
"2018-02-19 23:20:00",22343,0.485625,0.482109,0.4839956,7.997209,7.985486,7.991364,12.82629
"2018-02-19 23:25:00",22344,0.4845239,0.4822204,0.4831597,7.982421,7.970296,7.97636,12.82814
"2018-02-19 23:30:00",22345,0.4815545,0.4794011,0.4806971,7.967331,7.955534,7.961447,12.82612
"2018-02-19 23:35:00",22346,0.4818568,0.4772462,0.4796456,7.952386,7.941185,7.946799,12.82461
"2018-02-19 23:40:00",22347,0.4782114,0.4756765,0.4770425,7.938406,7.92721,7.932879,12.82545
"2018-02-19 23:45:00",22348,0.4770986,0.4749466,0.4759489,7.924558,7.914521,7.919499,12.82327
"2018-02-19 23:50:00",22349,0.4753679,0.473125,0.4742227,7.912034,7.902946,7.90738,12.82679
"2018-02-19 23:55:00",22350,0.4743319,0.4721777,0.4729041,7.900598,7.891021,7.895854,12.82159
"2018-02-20 00:00:00",22351,0.4720924,0.4704458,0.4712804,7.888548,7.879579,7.884065,12.82142
"2018-02-20 00:05:00",22352,0.4712074,0.4687175,0.4699956,7.877317,7.868409,7.872804,12.82327
"2018-02-20 00:10:00",22353,0.4699015,0.4676074,0.4689786,7.866266,7.858278,7.862216,12.82176
"2018-02-20 00:15:00",22354,0.4690105,0.4667147,0.4672793,7.856306,7.848131,7.852168,12.81957
"2018-02-20 00:20:00",22355,0.4674255,0.4647551,0.4661731,7.846055,7.83728,7.84174,12.82394
"2018-02-20 00:25:00",22356,0.4664091,0.4635154,0.4650288,7.835054,7.826144,7.830588,12.8231
"2018-02-20 00:30:00",22357,0.4646512,0.4627683,0.4637001,7.823794,7.815398,7.819577,12.82159
"2018-02-20 00:35:00",22358,0.4638714,0.4623253,0.4628992,7.81322,7.804813,7.809042,12.82193
"2018-02-20 00:40:00",22359,0.4624828,0.4607109,0.4617473,7.80274,7.793793,7.798369,12.82243
"2018-02-20 00:45:00",22360,0.460803,0.4596689,0.4602072,7.791465,7.782503,7.78696,12.81874
"2018-02-20 00:50:00",22361,0.4614375,0.458982,0.4605145,7.780404,7.771496,7.775995,12.81857
"2018-02-20 00:55:00",22362,0.4607793,0.4584563,0.459502,7.769327,7.760083,7.764735,12.82344
"2018-02-20 01:00:00",22363,0.4592986,0.4575204,0.4585709,7.757875,7.749097,7.753356,12.81639
"2018-02-20 01:05:00",22364,0.4592536,0.4574047,0.4582679,7.747139,7.738873,7.74297,12.8189
"2018-02-20 01:10:00",22365,0.4588599,0.4551666,0.4571751,7.736915,7.72873,7.732797,12.81941
"2018-02-20 01:15:00",22366,0.4573342,0.4566843,0.4570495,7.726811,7.719269,7.723063,12.81622
"2018-02-20 01:20:00",22367,0.4567695,0.454398,0.4558372,7.717357,7.710032,7.713701,12.8189
"2018-02-20 01:25:00",22368,0.4563156,0.4542033,0.4552899,7.707873,7.700263,7.704038,12.81487
"2018-02-20 01:30:00",22369,0.4548583,0.452762,0.454084,7.698463,7.690523,7.694504,12.81672
"2018-02-20 01:35:00",22370,0.4546283,0.4537933,0.4541603,7.688417,7.680206,7.68429,12.81538
"2018-02-20 01:40:00",22371,0.4549292,0.4532243,0.4538851,7.678154,7.670381,7.674211,12.8142
"2018-02-20 01:45:00",22372,0.4537576,0.4520917,0.4530394,7.668231,7.660845,7.66451,12.80917
"2018-02-20 01:50:00",22373,0.4532726,0.4521372,0.4525573,7.659041,7.652061,7.655574,12.81773
"2018-02-20 01:55:00",22374,0.4520375,0.4508948,0.451419,7.650401,7.643032,7.646774,12.81655
"2018-02-20 02:00:00",22375,0.4517462,0.4501348,0.4509387,7.641209,7.633621,7.637412,12.81487
"2018-02-20 02:05:00",22376,0.4512614,0.4502829,0.4507886,7.631805,7.624278,7.628012,12.81403
"2018-02-20 02:10:00",22377,0.4510274,0.4497614,0.4503255,7.622242,7.614554,7.61844,12.8142
"2018-02-20 02:15:00",22378,0.4503214,0.4492888,0.4499033,7.612733,7.604865,7.6088,12.81521
"2018-02-20 02:20:00",22379,0.4498374,0.4489012,0.449354,7.603065,7.595531,7.599291,12.81336
"2018-02-20 02:25:00",22380,0.4497243,0.4486308,0.4491438,7.593762,7.586738,7.590224,12.81101
"2018-02-20 02:30:00",22381,0.4502475,0.4481611,0.4490513,7.584931,7.577986,7.58151,12.81303
