"Título de trazado: JTU_01_PT_11"
"N.º";"Fecha Tiempo, GMT-05:00";"PRECIPITACION, mm (LGR S/N: 2412761, SEN S/N: 2412761)";"Final de archivo (LGR S/N: 2412761)"
1;04/13/17 09:18:03 AM;0.0;
2;04/14/17 11:47:27 AM;0.1;
3;04/14/17 12:25:32 PM;0.2;
4;04/14/17 12:34:34 PM;0.3;
5;04/14/17 12:40:46 PM;0.4;
6;04/14/17 12:42:58 PM;0.5;
7;04/14/17 12:44:52 PM;0.6;
8;04/14/17 12:45:53 PM;0.7;
9;04/14/17 12:46:39 PM;0.8;
10;04/14/17 12:47:23 PM;0.9;
11;04/14/17 12:48:11 PM;1.0;
12;04/14/17 12:49:23 PM;1.1;
13;04/14/17 12:50:10 PM;1.2;
14;04/14/17 12:50:59 PM;1.3;
15;04/14/17 12:51:46 PM;1.4;
16;04/14/17 12:52:57 PM;1.5;
17;04/14/17 12:53:41 PM;1.6;
18;04/14/17 12:54:20 PM;1.7;
19;04/14/17 12:54:55 PM;1.8;
20;04/14/17 12:55:37 PM;1.9;
21;04/14/17 12:56:37 PM;2.0;
22;04/14/17 12:57:53 PM;2.1;
23;04/14/17 12:59:38 PM;2.2;
24;04/14/17 01:03:45 PM;2.3;
25;04/14/17 01:07:36 PM;2.4;
26;04/14/17 01:10:54 PM;2.5;
27;04/14/17 01:14:53 PM;2.6;
28;04/14/17 01:47:18 PM;2.7;
29;04/14/17 08:16:30 PM;2.8;
30;04/14/17 09:55:51 PM;2.9;
31;04/14/17 10:42:14 PM;3.0;
32;04/15/17 12:20:04 AM;3.1;
33;04/15/17 12:35:22 AM;3.2;
34;04/15/17 02:14:31 AM;3.3;
35;04/15/17 02:38:57 AM;3.4;
36;04/15/17 03:02:46 AM;3.5;
37;04/15/17 03:10:56 AM;3.6;
38;04/15/17 03:38:27 AM;3.7;
39;04/15/17 04:46:08 AM;3.8;
40;04/15/17 05:36:44 AM;3.9;
41;04/15/17 06:19:38 AM;4.0;
42;04/15/17 06:44:58 AM;4.1;
43;04/15/17 06:54:01 AM;4.2;
44;04/15/17 07:15:07 AM;4.3;
45;04/15/17 07:24:57 AM;4.4;
46;04/15/17 07:38:42 AM;4.5;
47;04/15/17 07:52:42 AM;4.6;
